Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.400000006	0.899999976	0.699999988	NaN	NaN	NaN	48.6	2.5	6.300000191	4.5	5.900000095	11.60000038	8.899999619	NaN	NaN	NaN	3.299999952	5.400000095	4.400000095	3
22.57018725	74.7194241	3011.773219	3022.875316	2.281525716	69.79341381	21.25189523	5.27154798	7.553073696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
82.56061714	93.99081391	28.80876746	40.35876347	6.413439378	12.16097222	1.474887394	0.887915772	7.30135515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42	NaN	45	NaN	27	NaN	NaN	NaN	NaN	NaN	NaN	9	49.40000153	30	17.6	NaN	NaN	NaN	NaN	NaN	NaN	12.60000038	74	44.5	NaN	NaN	NaN	0
19.82326826	100	85.29308127	130.9319714	0.5	80.17673174	5.747446103	2.022288421	2.522288421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.59999847	48.79999924	45.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.20000076	70.90000153	63.90000153	NaN	NaN	NaN	2
57.81086063	93.59054822	232.1804388	493.8825568	4.248070746	38.23002244	8.462428861	2.629171102	6.877241848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.90000153	37.59999847	44.5	41.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.79999924	61.20000076	52.40000153	NaN	NaN	NaN	1
29.66426019	73.45769705	1204.346704	945.3084981	1.018530045	59.61722001	8.924989781	1.50365898	2.522189024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.60000038	59.09999847	45.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.40000153	89.90000153	75.69999695	NaN	NaN	NaN	3
24.99650273	61.51084345	562.4089344	1124.978869	3.428665081	59.36244517	13.9100895	5.008518443	8.437183523	8.52	13.95	22.04	51.61	34.7	1.23	3.88	5.46	2.71	2.42	1.49	47.37	NaN	NaN	NaN	NaN	NaN	20.6	NaN	NaN	NaN	0.400000006	1.299999952	0.899999976	27	45	36.09999847	NaN	2.599999905	5.800000191	4.5	19.10000038	26.79999924	23.60000038	43.40000153	70.80000305	56.59999847	16.60000038	21	19.20000076	2
54.88578148	93.93492683	116.2641049	217.0784533	2.268415271	41.57042186	6.806216468	1.613891162	3.882306433	13.06	17.05	22.15	39.13	24.62	3.65	8.61	20.51	3.46	4.54	0.69	30.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.70000076	43.5	46	10.19999981	22.70000076	16.39999962	41.4	NaN	NaN	0.5	NaN	NaN	41.79999924	31.89999962	53.5	41.59999847	NaN	NaN	35.70000076	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
29.63099273	88.0952381	597.5381396	895.9748376	1.495126261	66.36481906	9.675131441	2.95	4.445126261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
18.03500358	55.50835925	3956.468724	3313.792536	2.754547984	67.50939169	17.19848471	5.7234342	8.477982185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.299999952	4.199999809	3.299999952	63.40000153	65.19999695	64.30000305	47	2.099999905	3.200000048	2.700000048	9	14.5	12	55.40000153	69.80000305	62.5	6.900000095	11.19999981	9.300000191	3
