Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
22.31404959	71.05263158	1832.722981	12.42798602	2.236125589	68.59504132	21.97569102	4.88416905	7.12029464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
79.83846416	98.94050161	25.48453401	41.31027134	6.816397841	19.30659047	24.84766976	1.630881658	8.447279499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.600000381	50	30.20000076	17.8	NaN	NaN	NaN	NaN	NaN	NaN	12	74.59999847	44.5	NaN	NaN	NaN	0
18.94275739	100	23.54327605	69.92454961	0.5	81.05724261	4.874713606	2.139531245	2.639531245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.29999924	47.90000153	46.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.29999924	69.90000153	65.5	NaN	NaN	NaN	2
60.44117915	94.34481962	113.7362786	322.6524104	3.948793686	35.93587926	7.643183513	2.215021006	6.163814692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.09999847	37.59999847	43.40000153	40.5	33	NaN	NaN	NaN	NaN	NaN	NaN	43.59999847	61.20000076	52.20000076	NaN	NaN	NaN	1
18.39337918	67.45775376	752.202895	861.9265563	0.881517318	72.73348407	8.274730871	2.351449153	3.23296647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.29999924	60.40000153	45.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.70000076	90.09999847	74.5	NaN	NaN	NaN	3
30.74069672	64.408088	283.148017	615.891729	3.965041127	52.27199305	14.73564484	4.342536289	8.307577416	6.91	11.72	20.43	58.24	41.55	0.77	2.7	17.92	9.79	8.17	4.62	54.72	NaN	NaN	NaN	NaN	NaN	47.8	NaN	NaN	NaN	1	1.700000048	1.399999976	21.10000038	33.29999924	27.29999924	45.5	2.200000048	4.900000095	3.799999952	21.29999924	30	26.29999924	36.29999924	62.79999924	49.09999847	19.10000038	25	22.5	2
67.81535775	92.56515511	52.03305087	171.3239196	4.155458479	26.7377042	6.757459457	1.516570268	5.672028747	12.28	15.72	20.65	42.78	28.94	3.65	8.57	43.45	10.63	11.27	1.93	33.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.40000153	48.29999924	46	18.79999924	33.59999847	26.10000038	45	NaN	NaN	NaN	NaN	NaN	NaN	34.79999924	51.79999924	42.5	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
29.61500494	87.46355685	463.1915866	673.853013	1.686838236	66.14017769	10.72514807	3.29499014	4.981828375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
18.26493282	60.03737892	2339.219055	2664.573911	2.938033149	64.54196636	15.78840626	5.347911805	8.285944954	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.599999905	4.900000095	3.900000095	61.20000076	62.29999924	61.79999924	47	2.400000095	3.900000095	3.200000048	10	16.20000076	13.39999962	52.59999847	67.40000153	59.90000153	7.599999905	12.30000019	10.19999981	3
16.45318002	67.21777778	3171.065118	3188.584419	2.518723522	75.52536166	15.09073045	7.772433744	10.29115727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.800000191	5.400000095	5.599999905	46.29999924	55.59999847	51.09999847	45.5	3	6.800000191	5.099999905	11.5	14.30000019	13	48.5	65.40000153	56.59999847	8.5	7.5	7.900000095	3
