Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.30000019	52.20000076	32.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.10000038	75.59999847	45.59999847	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.70000076	47	46.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.19999695	69.19999695	66.69999695	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37	44.70000076	40.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.79999924	64	53.40000153	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	61.09999847	43.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.70000076	89.69999695	72	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.37	14.46	21.8	49.92	33.1	1.53	4.45	4.39	2.05	1.94	1.16	44.89	NaN	NaN	NaN	NaN	NaN	16.8	NaN	NaN	NaN	0.300000012	0.5	0.5	30.60000038	51.5	41.09999847	38.9	3.200000048	7.400000095	5.800000191	28.70000076	32.70000076	31.20000076	35.29999924	69.80000305	52	25.5	25.29999924	25.39999962	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.60000038	31.29999924	23.89999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.40000153	53.79999924	44.5	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.799999952	6.5	5.300000191	54.09999847	57.5	55.79999924	44.7	3.400000095	5.300000191	4.5	13.10000038	19	16.5	46.5	65.30000305	55.79999924	9.699999809	13.60000038	11.89999962	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.800000191	6.199999809	6.900000095	55.29999924	61.70000076	58.59999847	42.7	NaN	NaN	NaN	NaN	NaN	13.10000038	43.40000153	67	54.59999847	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.40000153	40.90000153	37.79999924	39.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.09999847	63.59999847	57.09999847	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.5	65.59999847	67.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.5	81.90000153	82.19999695	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	3.099999905	2.599999905	25.79999924	29.70000076	27.79999924	41.2	0.800000012	3	2.099999905	16	19.20000076	17.89999962	35	56.5	45.40000153	15.19999981	16.20000076	15.80000019	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.90000153	76.09999847	65.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58	86.80000305	71.5	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.70000076	70.59999847	62.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.29999924	84.80000305	72	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.10000038	28.70000076	24.20000076	26.39999962	52.1	NaN	NaN	NaN	NaN	NaN	NaN	41.90000153	47.5	44.70000076	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.89999962	46.70000076	32.70000076	9.6	NaN	NaN	NaN	NaN	NaN	NaN	25.5	83.19999695	60.59999847	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.79999924	24.20000076	20.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.5	47.20000076	38	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.3	18.47	22.21	32.9	19.4	4.87	11.12	0.14	0.02	0.02	0	21.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.70000076	36.70000076	39.59999847	38.09999847	55.4	NaN	NaN	NaN	NaN	NaN	NaN	50.90000153	64	56.90000153	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.63	10.15	17.13	63.12	50.67	0.83	2.97	19.87	9.09	8.22	4.86	59.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.699999809	33	24.20000076	26.89999962	58.29999924	42.40000153	33.9	NaN	NaN	NaN	23.60000038	32	29.39999962	30.70000076	75.40000153	52.79999924	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.51	11.62	18.76	58.38	42.92	1.24	3.73	21.27	8.51	7.81	3.46	53.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.699999988	2.799999952	1.899999976	39.70000076	58.09999847	48.90000153	36.8	2.900000095	9	6.300000191	52.70000076	37	43.79999924	50	79.19999695	64.30000305	49.90000153	28	37.5	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.67	9.98	17.57	64.68	48.44	0.54	2.1	29.21	17.04	13.71	8.05	60.8	NaN	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.10000038	29.60000038	27.39999962	44.79999924	73.19999695	59	37.5	1.600000024	5.199999809	3.799999952	39.59999847	38.90000153	39.20000076	49.09999847	81.19999695	64.80000305	38	33.70000076	35.40000153	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5	6.300000191	5.599999905	30.39999962	39.79999924	35.20000076	48.1	0.5	1.399999976	0.899999976	10.19999981	17.60000038	14.19999981	43.5	59.09999847	51	9.699999809	16.20000076	13.19999981	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.60000038	45.90000153	38.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.79999924	77	62	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.70000076	47.79999924	40.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.5	77.80000305	62.59999847	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.9	NaN	40.4	NaN	24.7	NaN	NaN	NaN	NaN	NaN	NaN	32.29999924	41.90000153	37.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.5	64.30000305	57.79999924	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.70000076	61.40000153	55.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.30000305	80.19999695	72.5	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	5.599999905	4.199999809	53.20000076	53.29999924	53.29999924	48.1	NaN	NaN	NaN	11.19999981	19.60000038	15.80000019	50.90000153	64.40000153	57.59999847	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.900000095	4.800000191	4.400000095	66.80000305	65.69999695	66.19999695	43.3	3.599999905	9.100000381	6.800000191	15.30000019	17.20000076	16.39999962	54.70000076	78	65.90000153	11.69999981	8	9.600000381	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.099999905	21.60000038	16.60000038	23.60000038	47.70000076	35.79999924	37.5	NaN	NaN	3.400000095	NaN	NaN	27.10000038	32.79999924	74	52.90000153	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.32	15.8	22.3	43.23	27.44	3.18	7.35	78.6	53.69	36.64	17.65	35.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.40000153	74.40000153	68.5	71.40000153	37.3	NaN	NaN	NaN	NaN	NaN	NaN	70.30000305	80.5	75.5	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.20000076	46.40000153	41.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.20000076	73.59999847	64.30000305	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.699999988	1.5	1.100000024	18.39999962	48.90000153	33.79999924	44.6	2	5.099999905	3.799999952	27.20000076	34.79999924	31.60000038	25.89999962	70	47.40000153	25.20000076	29.70000076	27.79999924	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.60000038	49	34.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26	73.69999695	49.70000076	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.79999924	67.59999847	54.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.59999847	78.09999847	57.40000153	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.23	14.28	22.08	50.56	33.7	1.01	3.85	12.39	6.89	6.24	4.15	46	NaN	26.4	NaN	24.4	NaN	18.8	NaN	NaN	NaN	6.099999905	29.5	22.60000038	31.39999962	66.5	49.29999924	36.3	2.299999952	6	4.900000095	23.89999962	29.89999962	28.10000038	32.09999847	79.80000305	56.20000076	21.60000038	23.79999924	23.20000076	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.89999962	27	50.5	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.5	69.69999695	52.09999847	NaN	NaN	NaN	2
