Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.200000003	0.800000012	0.5	NaN	NaN	NaN	48.3	3.900000095	7.699999809	5.900000095	6.300000191	13.19999981	10	NaN	NaN	NaN	2.5	5.5	4.099999905	3
26.57142857	75.53299492	1289.154203	11.01607972	2.668382099	64.82142857	19.0780762	4.916866507	7.585248606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
71.67918673	98.94050161	11.00906433	21.09219996	6.009337744	27.55324102	28.47505479	2.285495357	8.2948331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.600000381	50.40000153	30.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.89999962	74.90000153	44.70000076	NaN	NaN	NaN	0
20.75583162	100	15.40121813	53.85965981	0.5	79.24416838	3.240501093	1.908961536	2.408961536	5.66	10.79	19.69	61.86	44.74	0.6	2	70.21	54.31	42.35	29.94	58.64	NaN	NaN	NaN	NaN	NaN	62.3	NaN	NaN	NaN	NaN	NaN	NaN	45.90000153	47.59999847	46.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.29999924	69.59999847	65.90000153	NaN	NaN	NaN	2
63.81917269	99.8736993	75.34208684	261.6815535	4.057670259	36.10012132	7.027329069	2.292373501	6.35004376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.80000305	35.09999847	42.20000076	38.5	28.9	NaN	NaN	NaN	NaN	NaN	NaN	43.20000076	62.70000076	52.79999924	NaN	NaN	NaN	1
16.26679749	69.41255542	698.9675387	804.7092986	0.752111541	76.56505024	7.570299938	2.45724691	3.209358451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.100000001	9	7.900000095	21	60.79999924	45.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.79999924	90.19999695	74.40000153	NaN	NaN	NaN	3
28.18728624	63.26098465	688.9713382	684.4620987	3.987984039	55.44285883	14.70533033	4.962285063	8.950269102	7.54	12.77	21.32	55.16	37.54	1.01	3.21	10.53	5.12	4.59	2.79	51.11	NaN	NaN	NaN	NaN	NaN	28.9	NaN	NaN	NaN	0.200000003	1	0.699999988	23.39999962	39.5	31.5	42.6	2.900000095	6	4.800000191	23.5	30.29999924	27.60000038	35.59999847	63.79999924	49.20000076	20.60000038	24.29999924	22.79999924	2
73.97000469	89.54754017	40.63942267	130.5617923	5.401576358	17.39582735	4.611090696	1.137532	6.539108359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.79999924	36.59999847	28.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.70000076	51.29999924	42.79999924	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
26.9005848	86.79245283	411.2554113	578.9702172	1.477730875	69.00584795	12.06297281	3.290042324	4.767773199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
