Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
21.80451128	70.73170732	2126.387688	13.15341576	2.19229155	69.17293233	22.69979118	4.919288356	7.111579906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
75.81202157	98.94050161	29.62007423	46.0442084	6.660701726	23.37614997	29.31488253	2.032024786	8.692726513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.899999619	50.90000153	30.70000076	18.5	NaN	NaN	NaN	NaN	NaN	NaN	12.19999981	75	44.79999924	NaN	NaN	NaN	0
23.95973981	100	25.57645653	62.27446629	0.5	76.04026019	4.123846361	1.586834013	2.086834013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45	48	46.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.70000076	70	65.30000305	NaN	NaN	NaN	2
56.15449524	93.17741928	162.2695784	382.6420796	4.148396819	39.73379423	9.231475769	2.735057625	6.883454444	12.69	17	22.62	39.51	24.41	3.45	8.18	5.57	0.53	0.96	0.11	31.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.5	37.40000153	43.40000153	40.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.40000153	61	52.09999847	NaN	NaN	NaN	1
21.24184117	67.77764374	789.290998	850.0838568	0.921289785	68.65951663	8.13001254	2.018325964	2.93961575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24	60.29999924	45.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.40000153	90.09999847	74.69999695	NaN	NaN	NaN	3
30.57089146	64.06195329	332.1447059	696.8532261	3.971836329	52.27917681	15.09559718	4.351231179	8.323067508	7.83	13.17	21.97	53.82	36.66	0.98	3.21	12.35	6.29	5.26	2.87	50.18	NaN	NaN	NaN	NaN	NaN	40.2	NaN	NaN	NaN	0.899999976	1.399999976	1.200000048	25.29999924	41.90000153	33.70000076	44.8	2.400000095	5.400000095	4.099999905	21.39999962	29.20000076	25.89999962	41.70000076	67.80000305	54.29999924	19	23.79999924	21.79999924	2
67.6813094	89.0923259	67.74232334	202.1006338	4.405551523	24.03239144	6.758379605	1.393698456	5.799249978	11.43	14.99	20.18	45.86	31.97	3.1	7.54	31.84	7.43	8.1	1.64	37.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.59999847	48.79999924	46.90000153	17.79999924	31.5	24.60000038	43.4	NaN	NaN	NaN	NaN	NaN	NaN	32.90000153	49.5	40.40000153	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
32.16374269	87.76595745	463.4146341	696.3134209	1.709479427	63.35282651	10.61917987	2.955217095	4.664696522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
