Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
21.67630591	73.30532106	2631.377069	2850.048649	2.201152024	70.43010576	22.74847803	5.242743465	7.443895489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
82.87638562	93.97759295	23.82013187	36.16763603	5.970210371	11.81261084	1.474887394	0.79970359	6.769913961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9	50.40000153	30.5	18	NaN	NaN	NaN	NaN	NaN	NaN	12.5	74.59999847	44.70000076	NaN	NaN	NaN	0
20.70240682	100	64.12393236	104.3135986	0.5	79.29759318	6.060690238	1.915178121	2.415178121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.40000153	48.59999847	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.40000153	70.69999695	64.40000153	NaN	NaN	NaN	2
56.86068297	93.82248714	191.7797291	450.9440234	4.079816652	39.39546403	9.05526261	2.652050174	6.731866827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58	36.5	43.29999924	39.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.09999847	60.90000153	51.79999924	NaN	NaN	NaN	1
29.77410219	73.31322637	1108.794075	932.1519201	0.945466847	59.38781628	8.951957276	1.382570605	2.328037453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.10000038	59.70000076	45.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.20000076	90.09999847	75.30000305	NaN	NaN	NaN	3
28.37771071	64.14417671	464.2193011	1016.675343	3.740014229	55.75949031	14.45037413	4.713808421	8.453822651	8.38	13.94	22.27	51.82	34.59	1.13	3.59	7.37	3.69	3.1	1.69	47.72	NaN	NaN	NaN	NaN	NaN	26.9	NaN	NaN	NaN	0.5	1.399999976	1	26.39999962	44.70000076	35.70000076	45	2.5	5.300000191	4.099999905	19.79999924	27.5	24.20000076	42.59999847	70.19999695	55.90000153	17.29999924	22.20000076	20.10000038	2
57.70894988	93.05058137	86.86695474	199.733059	2.590427005	37.98109692	7.421829316	1.586407599	4.176834604	12.52	16.15	21.17	41.67	27.6	3.54	8.49	18.78	2.96	4.02	0.69	32.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.09999847	46.29999924	46.20000076	15.80000019	28.10000038	21.89999962	41.5	NaN	NaN	NaN	NaN	NaN	NaN	33.5	52.40000153	42	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
30.20272559	88.0952381	534.0946347	815.1752852	1.550261699	65.715825	8.750597826	2.971537933	4.521799632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
