Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
22.05894335	71.48019858	2311.784077	14.13146532	2.22940824	69.13978446	22.00786746	4.994806501	7.224214742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
74.96693929	98.94050161	32.51570237	52.92036462	6.635079954	24.23028177	4.083954202	2.121822023	8.756901978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.1	33	8.7	36.2	5	21.1	NaN	NaN	NaN	NaN	NaN	NaN	8.800000191	49.70000076	30	25.9	NaN	NaN	NaN	NaN	NaN	NaN	12.19999981	74.30000305	44.40000153	NaN	NaN	NaN	0
25.51159081	100	36.12720312	70.77959947	0.5	74.48840919	4.380484325	1.459893461	1.959893461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.29999924	48.29999924	46.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.5	70.30000305	64.80000305	NaN	NaN	NaN	2
56.50363447	94.44145766	179.4162275	410.5843451	4.092640444	40.17073024	9.784656105	2.747891724	6.840532168	12.21	16.52	22.29	41.17	26.05	3.3	7.81	7.85	0.85	1.45	0.17	33.03	4	18.5	5.3	24.2	2.3	11.2	NaN	NaN	NaN	NaN	NaN	58.5	37.29999924	43.5	40.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.40000153	60.79999924	52	NaN	NaN	NaN	1
22.48200317	67.90714992	896.126878	811.4179384	0.879127471	66.89302497	8.620002165	1.776287198	2.655414669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.100000001	5.599999905	4.900000095	24.5	60.20000076	45.79999924	NaN	0.699999988	1.600000024	1.5	1.299999952	3.299999952	3.099999905	35	90.09999847	74.90000153	0.5	1.700000048	1.600000024	3
29.44202571	64.29765174	399.8610148	795.6531358	3.871072162	54.20979629	14.27642791	4.582858697	8.45393086	8.05	13.6	21.64	53.27	36.08	1.07	3.44	9.41	4.55	3.77	1.97	49.28	NaN	NaN	NaN	NaN	NaN	33.8	NaN	NaN	NaN	0.600000024	1.5	1.100000024	25.5	43.79999924	34.79999924	45.1	2.400000095	5.400000095	4.099999905	21	28.79999924	25.5	42.59999847	69.5	55.59999847	18.60000038	23.5	21.39999962	2
66.61503143	95.73531198	77.7122706	199.1706574	3.381986544	30.41749167	6.788547563	1.478411026	4.86039757	11.79	15.27	20.33	44.63	30.8	3.33	7.98	23.29	3.98	5.18	0.87	36.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.40000153	46.09999847	46.20000076	16.79999924	29.79999924	23.29999924	41.2	NaN	NaN	NaN	NaN	NaN	NaN	33.20000076	51	41.20000076	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
31.1942959	86.84863524	494.7089947	752.8544052	1.718601408	64.08199643	10.62038405	3.066189609	4.784791017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
18.61950932	62.27058071	3157.754309	2979.528469	2.995453389	64.4670815	16.23446662	5.434626424	8.430079813	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.400000095	4.5	3.599999905	62.29999924	64.19999695	63.29999924	47	2.299999952	3.799999952	3.099999905	9.800000191	15.5	12.89999962	54	68.69999695	61.20000076	7.400000095	11.80000019	9.800000191	3
15.72606673	65.91134634	3837.40892	3463.365451	2.482128793	76.14020864	15.78990441	7.920848985	10.40297778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.599999905	5.5	5.5	49.20000076	56.70000076	53	46.6	2.400000095	6.599999905	4.699999809	10.89999962	15.19999981	13.30000019	48.40000153	64	55.90000153	8.399999619	8.600000381	8.5	3
83.0489331	93.62455538	122.1983131	348.0860682	6.917078516	11.29577838	3.885416382	0.880835032	7.797913548	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.4	91.9	91.7	37.40000153	41.09999847	39.29999924	33.29999924	31	32.09999847	46.5	3.299999952	3.299999952	3.299999952	66.19999695	66.19999695	66.19999695	55.29999924	61.90000153	58.5	62.59999847	62.59999847	62.59999847	2
43.92794409	67.9272891	11.57602683	36.50645286	6.926991759	35.33093301	10.30537658	3.784453575	10.71144533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.79999924	56.09999847	58.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.5	75.80000305	76.69999695	NaN	NaN	NaN	0
18.45997461	78.42996002	3699.871542	3290.237031	2.87339774	72.03082209	14.17499628	7.400045937	10.27344368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5	2.400000095	2	25.29999924	29.89999962	27.60000038	45.3	2.299999952	6.5	4.599999905	12.30000019	17.5	15.19999981	41.40000153	56.90000153	48.90000153	9.899999619	11.10000038	10.60000038	3
47.72491572	94.87087495	26.22162364	62.98730504	2.381383676	49.69487133	11.89808554	2.352494834	4.73387851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.59999847	56.90000153	57.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.80000305	77.90000153	71.59999847	NaN	NaN	NaN	0
62.64330078	96.22120054	12.07486371	34.30613541	2.088804964	34.89657121	7.460884415	1.119635824	3.208440788	12.07	15.71	20.97	42.46	28.12	3.98	8.79	80.32	50.47	34.34	14.17	33.22	9	40	9.8	43.8	6.5	28.4	NaN	NaN	NaN	68.09999847	41.79999924	48.09999847	45.59999847	65.30000305	55.70000076	20.1	0.100000001	0.300000012	0.300000012	86.69999695	84.80000305	85.30000305	52	82.5	67.59999847	86.5	84.5	85	0
37.88651542	96.94503323	273.5994776	718.695852	3.039930701	58.39588953	11.63616828	4.266873041	7.306803741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.800000191	10.60000038	8.899999619	20.89999962	25.79999924	23.39999962	52.2	2.299999952	5.199999809	3.799999952	11.10000038	16.60000038	14	40.5	50.70000076	45.40000153	8.800000191	11.39999962	10.19999981	2
21.92010129	70.79263202	685.6010677	1010.385435	1.147589747	69.03618263	10.04383279	2.558638505	3.706228253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.79999924	37.59999847	29.39999962	11	0.600000024	2.200000048	1.899999976	1.700000048	4.599999905	4	29	79	58.90000153	1.100000024	2.400000095	2.200000048	3
45.02847511	99.99815725	262.7807788	575.4401074	4.108578373	54.97069511	12.68822718	5.015653909	9.124232282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	26.79999924	21.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.20000076	49.20000076	37.59999847	NaN	NaN	NaN	2
16.17463487	68.94556563	209.5834558	579.2249184	1.597656129	76.5399925	11.09963067	5.212470121	6.810126251	13.68	17.82	22.89	36.85	22.13	3.63	8.76	0.49	0.18	0.2	0.13	27.92	NaN	12.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.9	16.7	NaN	27.79999924	34.90000153	31.39999962	56.1	NaN	NaN	NaN	NaN	NaN	NaN	46.09999847	56.5	50.90000153	NaN	NaN	NaN	2
40.44602129	100	139.7838416	228.8218595	1.431551126	59.55397871	7.403906742	2.107860367	3.539411493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.299999952	28	19.5	27.60000038	55.40000153	41.5	36.5	4.5	8.399999619	7.099999905	26	33	30.60000038	37	74.69999695	55.79999924	21.5	24.60000038	23.5	1
