Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
22.51154403	74.7194241	3391.470029	3218.212284	2.273041623	69.87189837	21.25189523	5.27154798	7.544589603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
82.91977622	93.98342127	31.80972721	38.25510762	6.157815228	11.77191136	1.474887394	0.821611985	6.979427213	13.61	17.37	22.14	37.48	23.21	4.08	9.4	NaN	NaN	NaN	NaN	27.82	7.9	36	8.3	37.5	6.2	29	NaN	NaN	NaN	NaN	NaN	NaN	9.5	50.59999847	30.79999924	18.4	NaN	NaN	NaN	NaN	NaN	NaN	13	74.69999695	45	NaN	NaN	NaN	0
15.67295285	100	148.8788168	190.8407269	0.5	84.32704715	6.402856282	2.690209303	3.190209303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42	48.90000153	45.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.59999847	71.19999695	63.79999924	NaN	NaN	NaN	2
58.25640673	96.51944855	275.1425204	557.3873215	4.073421448	39.64283095	8.206199684	2.675439561	6.748861009	12.05	15.85	20.94	43.02	28.99	3.53	8.14	4.25	0.62	0.85	0.19	34.51	2.3	12.4	2.6	14.6	1.9	10.1	NaN	NaN	NaN	NaN	NaN	44.70000076	33.59999847	43.20000076	38.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	62.5	52.59999847	NaN	NaN	NaN	1
24.91281682	73.30009154	1526.896475	928.5603181	1.023165774	66.01257065	8.850905415	1.987258355	3.010424129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.200000003	5.199999809	4.199999809	23.10000038	56.79999924	43.29999924	20.1	0.699999988	3.599999905	3	1	4.900000095	4.199999809	36.20000076	89.69999695	75.30000305	0.300000012	1.399999976	1.200000048	3
22.17639303	59.24364052	698.4512684	1217.506224	3.160938566	62.56747081	13.79499365	5.283424224	8.444362789	8.83	14.22	22.48	50.54	33.59	1.33	3.93	3.66	1.94	1.65	1.02	46.26	NaN	NaN	NaN	NaN	NaN	15.3	NaN	NaN	NaN	0.400000006	1.799999952	1.200000048	27.39999962	44	35.79999924	NaN	2.900000095	5.800000191	4.599999905	19.29999924	26.79999924	23.70000076	44	70.40000153	56.70000076	16.39999962	21	19.10000038	2
51.82382337	93.4104141	142.7182745	229.7747332	2.090548502	44.52029373	7.242784651	1.677583383	3.768131885	12.81	16.68	21.93	39.8	25.4	3.74	8.78	12.43	1.28	2.27	0.25	30.86	5.1	27.6	4.7	27.5	5.3	27.6	NaN	NaN	NaN	49.09999847	39.40000153	44.20000076	13.19999981	23.20000076	18.20000076	40.4	0.200000003	2	1.200000048	40.40000153	37.70000076	38.90000153	31.70000076	52	40.79999924	40.29999924	35.70000076	37.79999924	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
28.55463163	88.90942699	601.8928464	886.9462667	1.379942589	67.88346006	10.06780462	2.916730066	4.296672655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
