Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
22.01834862	70.58823529	1447.395153	11.75661964	2.197395306	68.80733945	19.99027288	4.847195528	7.044590834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
79.5656533	98.94050161	21.7721123	32.49231418	6.009337744	19.58232271	28.47505479	1.463319943	7.472657687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.600000381	50.5	30.39999962	19.2	NaN	NaN	NaN	NaN	NaN	NaN	11.89999962	74.90000153	44.59999847	NaN	NaN	NaN	0
21.14962681	100	17.82238909	61.24816738	0.5	78.85037319	4.106368136	1.864107908	2.364107908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.5	47.90000153	46.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.40000153	69.80000305	65.5	NaN	NaN	NaN	2
63.7262437	99.82413014	90.40758295	298.5869526	3.996095391	36.16148359	7.32178131	2.263597997	6.259693388	13.38	17.42	22.7	37.41	22.58	3.95	9.09	8.76	0.57	1.4	0.09	28.15	5.7	25.4	6.6	29.6	4.5	19.5	NaN	NaN	NaN	NaN	NaN	57.70000076	34.70000076	42.20000076	38.40000153	31.6	NaN	NaN	NaN	NaN	NaN	NaN	42.40000153	62.20000076	52.20000076	NaN	NaN	NaN	1
18.51235288	69.13984261	709.0930784	838.3309545	0.917612367	73.22476855	7.90531931	2.509481695	3.427094062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.5	60.5	45.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	90.09999847	74.5	NaN	NaN	NaN	3
29.81493804	64.2157975	225.2235295	562.2833514	3.860987837	53.57071126	15.26244835	4.454857487	8.315845325	7.06	12.48	20.18	57.52	40.46	0.92	2.76	23.05	12.57	9.84	4.95	53.79	NaN	NaN	NaN	NaN	NaN	54.3	NaN	NaN	NaN	0.5	1.299999952	1	20.5	33.70000076	27.20000076	45.9	1.899999976	5.099999905	3.799999952	21.89999962	33	28.29999924	35.09999847	61.59999847	47.90000153	20	27.89999962	24.60000038	2
65.26063787	85.78827608	44.17262562	147.5645715	4.32789315	23.92825588	6.186690922	1.361332462	5.689225612	11.8	15.49	20.78	44	29.86	3.32	7.93	46.74	14.97	13.58	3.06	35.66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.59999847	47.59999847	45.29999924	19.79999924	35.70000076	27.5	45	NaN	NaN	NaN	NaN	NaN	NaN	36.70000076	54	44.5	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
26.08695652	87.09677419	479.1666667	685.637517	1.609177503	70.04830918	11.01991184	3.763398998	5.372576501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.200000048	4.400000095	2.799999952	NaN	NaN	NaN	50.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
