Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
18.66410271	66.76107627	1821.998731	13.11839086	2.752962534	72.04343646	28.70354938	7.094322629	9.847285163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
96.92161706	98.94050161	13.88530275	16.73506222	6.009337744	2.040503651	28.47505479	0.125174956	6.134512699	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.699999809	52	31.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.30000019	75.5	45.20000076	NaN	NaN	NaN	0
26.94933091	100	8.826941906	39.66408862	0.5	73.05066909	2.4016126	1.355333632	1.855333632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.90000153	47.59999847	46.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.40000153	69.59999847	66	NaN	NaN	NaN	2
60.37133395	99.85917359	47.15436449	180.5046755	3.227553539	39.54352738	6.099610624	2.111086641	5.338640181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.80000305	35.59999847	42.59999847	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.40000153	63.40000153	52.79999924	NaN	NaN	NaN	1
15.34517725	69.38979443	684.2234099	950.7903252	0.903206077	77.88554156	7.927887723	3.181027227	4.084233304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20	60.90000153	44.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.60000038	90	73.69999695	NaN	NaN	NaN	3
28.28486264	63.82475913	687.8310352	764.9540125	3.680234244	55.68355756	14.94599591	4.624209979	8.304444224	7.76	12.71	21	55.08	37.83	1.07	3.45	8	4	3.53	2.1	50.74	NaN	NaN	NaN	NaN	NaN	25.9	NaN	NaN	NaN	0.200000003	1.100000024	0.800000012	24.79999924	43	34	40.9	2.400000095	6	4.599999905	24.39999962	30	27.79999924	35.40000153	66.59999847	50.5	22	24.10000038	23.29999924	2
65.48910012	90.47209372	36.25392689	103.7671706	4.311888268	27.61403276	7.680960457	1.644913074	5.956801343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.5	37	28.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38	55.09999847	45.79999924	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
27.15894869	87.14859438	399.8998999	550.6072116	1.487339693	68.83604506	12.5	3.285288478	4.772628171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
19.90321902	59.15827653	1597.620745	1938.697356	2.568030898	66.35598569	14.69144199	5.064919423	7.632950321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	6	4.900000095	58.70000076	61.09999847	59.90000153	45.5	3.200000048	4.900000095	4.099999905	11.39999962	17.10000038	14.60000038	49.70000076	67	58.20000076	8.199999809	12.19999981	10.5	3
15.44476515	64.38416102	2652.342708	2601.611288	2.395062117	76.01154553	14.0654133	7.589166418	9.984228534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.300000191	5.900000095	6.5	50.29999924	57.59999847	54	43.2	3.099999905	6.800000191	5.099999905	13.10000038	14.30000019	13.80000019	45.90000153	66.30000305	55.59999847	10	7.599999905	8.699999809	3
66.58028304	79.7060199	30.49556031	96.71884815	4.584559992	16.46768572	3.809407153	0.903807033	5.488367024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.29999924	41.09999847	39.20000076	40.20000076	47.5	NaN	NaN	NaN	NaN	NaN	NaN	52.70000076	64.90000153	58.5	NaN	NaN	NaN	2
44.8152725	68.54144885	8.657009165	18.67473318	3.997776915	34.61580802	9.126672744	2.116509725	6.11428664	10.3	15.13	21.45	47.98	32.87	1.83	5.14	95.41	86.43	64.07	47.28	42.39	NaN	81	45.9	83.2	17.9	41	NaN	NaN	NaN	96.59999847	86.69999695	92.19999695	63.40000153	59.79999924	61.59999847	NaN	NaN	NaN	NaN	97.59999847	89.90000153	94.19999695	79.5	78.30000305	78.90000153	97.59999847	89.90000153	94.19999695	0
19.21019745	84.09190372	2176.25979	2118.403827	2.802472898	67.82304424	11.71442632	5.907092168	8.709565066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.600000024	2.700000048	2.200000048	23	29.70000076	26.39999962	42.4	0.800000012	2.5	1.799999952	15	19	17.39999962	36.5	55.90000153	45.90000153	14.19999981	16.5	15.60000038	3
