Out-of-pocket health expenditure (% of total expenditure on health)	Out-of-pocket health expenditure (% of private expenditure on health)	Health expenditure per capita (current US$)	Health expenditure per capita, PPP (constant 2005 international $)	Health expenditure, private (% of GDP)	Health expenditure, public (% of total health expenditure)	Health expenditure, public (% of government expenditure)	Health expenditure, public (% of GDP)	Health expenditure, total (% of GDP)	Income share held by second 20%	Income share held by third 20%	Income share held by fourth 20%	Income share held by highest 20%	Income share held by highest 10%	Income share held by lowest 10%	Income share held by lowest 20%	Poverty headcount ratio at $2 a day (PPP) (% of population)	Poverty headcount ratio at $1.25 a day (PPP) (% of population)	Poverty gap at $2 a day (PPP) (%)	Poverty gap at $1.25 a day (PPP) (%)	GINI index	Poverty gap at national poverty line (%)	Poverty headcount ratio at national poverty line (% of population)	Poverty gap at rural poverty line (%)	Poverty headcount ratio at rural poverty line (% of rural population)	Poverty gap at urban poverty line (%)	Poverty headcount ratio at urban poverty line (% of urban population)	Child employment in agriculture, female (% of female economically active children ages 7-14)	Child employment in agriculture, male (% of male economically active children ages 7-14)	Child employment in agriculture (% of economically active children ages 7-14)	Employees, agriculture, female (% of female employment)	Employees, agriculture, male (% of male employment)	Employment in agriculture (% of total employment)	Employment to population ratio, ages 15-24, female (%)	Employment to population ratio, ages 15-24, male (%)	Employment to population ratio, ages 15-24, total (%)	Share of women employed in the nonagricultural sector (% of total nonagricultural employment)	Employers, female (% of employment)	Employers, male (% of employment)	Employers, total (% of employment)	Self-employed, female (% of females employed)	Self-employed, male (% of males employed)	Self-employed, total (% of total employed)	Employment to population ratio, 15+, female (%)	Employment to population ratio, 15+, male (%)	Employment to population ratio, 15+, total (%)	Vulnerable employment, female (% of female employment)	Vulnerable employment, male (% of male employment)	Vulnerable employment, total (% of total employment)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.39999962	52	32.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.19999981	75.59999847	45.70000076	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.099999905	45.40000153	47.79999924	46.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.90000153	70.09999847	65.90000153	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.20000076	45	41.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	63.79999924	53.5	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	60.79999924	43.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5	89.5	71.5	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.08	13.06	21.53	50.72	34.27	1.71	4.61	4	1.77	1.73	1.12	45.48	NaN	NaN	NaN	NaN	NaN	17.8	NaN	NaN	NaN	0.300000012	0.400000006	0.400000006	34.40000153	56.59999847	45.59999847	37.8	2.400000095	7.300000191	5.5	27.5	31.20000076	29.79999924	36.90000153	72.40000153	54	25.10000038	23.89999962	24.29999924	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.29999924	28.79999924	23.10000038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.09999847	52.09999847	43.09999847	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.799999952	6.400000095	5.300000191	54.5	57.29999924	55.90000153	44.3	3.400000095	5.300000191	4.5	12.80000019	18.5	16.10000038	46.59999847	65.80000305	56.09999847	9.399999619	13.30000019	11.60000038	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	6.400000095	7.099999905	59	63.90000153	61.5	42.4	NaN	NaN	NaN	NaN	NaN	13.39999962	43.20000076	67.59999847	54.70000076	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.70000076	39.90000153	37.5	38.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	63.59999847	56.79999924	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.09	16.29	22.05	41.63	26.59	3.41	7.94	95.18	84.24	59.3	40.2	33.33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.80000305	66.69999695	68.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.90000153	82.30000305	82.59999847	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	3.099999905	2.900000095	29.79999924	32.5	31.20000076	40.6	0.5	2.299999952	1.600000024	16.39999962	18.79999924	17.89999962	34.90000153	57.90000153	46	15.89999962	16.5	16.29999924	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.59999847	77.40000153	65.80000305	20.7	NaN	NaN	NaN	NaN	NaN	NaN	57.09999847	87.30000305	71.19999695	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.64	17.31	22.12	37.31	23.2	4.13	9.62	92.99	70.22	46.61	23.82	27.6	NaN	56.6	NaN	58.7	NaN	42.7	NaN	NaN	NaN	NaN	NaN	NaN	54.09999847	70.90000153	62.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59	84.80000305	72.40000153	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.02	17.06	22.36	39.25	24.71	3.33	8.31	0	0	0	0	30.71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.20000076	37.09999847	31.39999962	34.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.70000076	52.70000076	49.59999847	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.5	46.29999924	32.20000076	8.7	NaN	NaN	NaN	NaN	NaN	NaN	24.70000076	83.09999847	60.20000076	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.89999962	25.70000076	21.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.70000076	48.09999847	38.59999847	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.29999924	37.40000153	39.70000076	38.5	55.4	NaN	NaN	NaN	NaN	NaN	NaN	51.79999924	64.90000153	57.79999924	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.29999924	57.70000076	41.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.10000038	74.69999695	52.09999847	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.299999952	2.700000048	2.099999905	38.59999847	57.59999847	48.09999847	34.2	2.599999905	7.699999809	5.599999905	54.5	37.59999847	44.59999847	48.70000076	78.80000305	63.40000153	51.90000153	29.89999962	39	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.01	12.06	20.81	57.62	39.91	0.63	2.5	30.29	17.92	14.35	8.51	53.99	NaN	42.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.70000076	30.60000038	28.29999924	45	73.80000305	59.29999924	37.4	1.600000024	5.300000191	3.900000095	40	39.09999847	39.40000153	48.79999924	81.30000305	64.80000305	38.29999924	33.79999924	35.59999847	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.199999809	8	6.199999809	31.29999924	41.59999847	36.5	48.9	0.200000003	1	0.600000024	9.399999619	16.39999962	13	45.09999847	60.59999847	52.5	9.199999809	15.39999962	12.39999962	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31	45.90000153	38.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.90000153	77.59999847	61.90000153	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.90000153	47.59999847	40.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.29999924	77.5	62.90000153	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.79999924	47.5	43.20000076	36.6	NaN	NaN	NaN	NaN	NaN	NaN	52.79999924	65.69999695	59.09999847	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.93	9.56	18.54	64.98	47.73	0.69	1.99	90.97	83.15	68.76	57.41	61.33	34	62.4	42.5	74.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.70000076	61.5	55.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65	80.30000305	72.5	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.400000095	5.5	4.099999905	55	54.29999924	54.70000076	48	NaN	NaN	NaN	10.5	18.79999924	15.10000038	51.40000153	64.90000153	58	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.900000095	4.599999905	4.300000191	66.09999847	66.19999695	66.19999695	43.6	3.599999905	8.800000191	6.5	14.60000038	15.80000019	15.19999981	55.29999924	78.5	66.5	11	6.900000095	8.600000381	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.18	11	17.93	60.06	45.06	1.42	3.83	9.25	2.74	2.76	1.05	54.77	NaN	32.8	NaN	33.9	NaN	32.7	NaN	NaN	NaN	6	23.60000038	18	20.70000076	43.29999924	32.09999847	37.4	2.200000048	4.199999809	3.5	20.20000076	27.29999924	25	30.39999962	71.59999847	50.5	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.19	63.8	45.6	28.61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.5	75	69.5	72.19999695	35.8	NaN	NaN	NaN	NaN	NaN	NaN	70.30000305	80.59999847	75.59999847	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.79999924	46.79999924	41.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.20000076	74	64	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.05	12.17	19.42	56.66	40.38	1.18	3.7	14.02	6.29	6.18	4.01	51.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.800000012	1.899999976	1.399999976	18.5	50.29999924	34.59999847	44.4	2	5.300000191	3.900000095	28.29999924	35.09999847	32.29999924	26.10000038	70	47.5	26.39999962	29.70000076	28.29999924	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.60000038	49.20000076	35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.70000076	73.80000305	49.59999847	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.79999924	67.80000305	54.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.20000076	78.09999847	57.09999847	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.35	14.39	22.02	50.26	33.68	1.08	3.98	15.13	8.11	6.94	4.28	45.7	NaN	33.1	NaN	26.3	NaN	20.6	NaN	NaN	NaN	5.400000095	31.89999962	24.10000038	30.60000038	66.09999847	48.70000076	37.8	1.799999952	6.099999905	4.800000191	21.39999962	30.89999962	28.10000038	31.20000076	79.30000305	55.5	19.70000076	24.79999924	23.29999924	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.29999924	26.10000038	49.59999847	38.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.70000076	69	51.40000153	NaN	NaN	NaN	2
