Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.237745098	NaN	NaN	NaN	192000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.97420585	60.53921569	45586592.18	11.13970588	27.08333333	NaN	NaN	NaN	NaN	NaN	NaN	0.330510789	NaN	NaN	NaN	24000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.71984809	19.3936083	204525139.7	NaN	NaN	2.974597105	77.3012838	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.594137542	NaN	NaN	0.331039771	1404000000	76.07988499	NaN	15.12400721	NaN	NaN	0.038593397	8.052855388	NaN	15.86725962	596978996.3	8.052855388	255.1818182	4.058624577	177400000	86.34723788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.521301035	552000000	53.59540896	NaN	0	NaN	0	0.076724528	46.32786654	NaN	0.076724504	166305851.9	46.32786654	298.3243243	NaN	700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.391608392	NaN	NaN	0.006240299	1086000000	84.78382687	NaN	NaN	NaN	11.05344127	0.006240299	0	0.867354093	14.34881904	1057641662	0.867354093	35.72944323	50.1958042	572000000	44.13986014	2.272727273	85.29411765	29.29901051	NaN	NaN	NaN	NaN	15	NaN	NaN	5.84444E-05	1332000000	90.44085301	NaN	NaN	NaN	7.376268882	5.84444E-05	NaN	0.621711072	8.937435917	1555479680	0.621711072	16.99342609	85	116000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.705583756	NaN	NaN	0.199783306	NaN	62.31264002	NaN	NaN	NaN	NaN	NaN	0.025624381	NaN	37.68735998	253274415.2	NaN	NaN	62.94416244	19700000	33.35025381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.25	NaN	NaN	0.750294053	NaN	68.14523533	NaN	NaN	NaN	NaN	0.750294053	1.92260865	NaN	31.85476467	286069658.5	NaN	NaN	50.625	16000000	NaN	NaN	38.25	6.875	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.821489659	6422000000	83.51733789	16.20276784	NaN	NaN	0.979629918	3.15658529	5.146944488	0.310993625	0.279894262	6431000000	NaN	19.44071524	NaN	NaN	NaN	NaN	NaN	41.23059111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.341302554	10640000000	65.55353158	13.94407396	NaN	NaN	0.1768429	5.027582868	4.982600582	1.687984507	20.50239446	12379760380	NaN	20.30755042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.751420559	6.891672407	8.976529696	NaN	NaN	73.79169567	5.54165468	0.001481783	4724000000	62.8652594	2.591002616	0.238355306	NaN	34.54373799	0.00063505	0.082344773	0.69940136	0	4724040000	34.54373799	18.68799544	28.68995633	2290000000	32.53275109	38.77729258	91.30434783	30.96837991	2.970980758	66.62847775	2.241260118	NaN	0.261608895	26.26472933	1.825666685	4.348581194	6852000000	53.36790287	20.24565485	4.546774686	NaN	26.38483688	7.872864275	0.906465223	1.369257241	0.001605396	6851890000	26.38483688	26.01343913	14.58469588	1529000000	NaN	NaN	48.39764552	36.75604971	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	313000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	64298536.26	NaN	61.85770751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	254000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	544867.6803	NaN	73.41040462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.206310221	NaN	NaN	NaN	207000000	NaN	NaN	NaN	NaN	11.54060795	NaN	NaN	NaN	88.45939205	82448961.99	11.54060795	51.61517413	32.85943699	78414814.81	42.95295674	17.98129605	NaN	NaN	NaN	NaN	NaN	NaN	0.547177941	NaN	NaN	NaN	20000000	NaN	NaN	NaN	NaN	17.86952204	NaN	NaN	NaN	82.13047796	5223558.433	17.86952204	45.54697674	7.408444636	171925925.9	NaN	NaN	17.87376131	74.17061611	NaN	NaN	NaN	NaN	NaN	2
