Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.927379598	NaN	NaN	0.577802681	841000000	85.86966212	14.07996929	0.923436422	0.052090887	12.43011089	0.010044656	0.100219389	0.564067053	0.050368589	836365105.3	NaN	91.81091207	30.31664771	589273743	44.90898749	22.84698521	93.06136814	105.3155455	NaN	NaN	NaN	NaN	0.307780157	NaN	NaN	NaN	149000000	40.33522488	59.13927882	NaN	0.000328769	58.8953177	NaN	1.72641E-05	NaN	0.525496301	148853742.3	NaN	96.02418853	10.39314775	978351955.3	338615	NaN	5.299072091	84	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.460160747	20.10839324	4.429660189	10.62894532	NaN	74.07217647	0.789959969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.7446764	NaN	NaN	NaN	NaN	99.63352582	116.876815	0.753407076	4.930022044	0.213197239	7.79422088	NaN	89.23964753	2.32009613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.6846692	NaN	NaN	10193596	21.79661846	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.954886191	1696000000	39.70393149	26.81522509	5.491021818	13.47423716	0.522400282	0.021643313	33.4808434	NaN	1.79846E-08	556030054.5	33.4808434	144.2304421	NaN	NaN	NaN	NaN	116.2542761	44.96311391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.292794066	68000000	30.71641194	18.99196106	3.554159403	5.29719613	4.228051039	5.500054918	50.29162699	0.41249957	-8.9669E-15	83089856.16	50.29162699	49.91624913	NaN	NaN	NaN	NaN	NaN	NaN	4209	1000000	500000	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.932507919	NaN	NaN	0.400442422	3179000000	75.82304941	11.0444862	NaN	1.275032637	5.141698078	0.314952888	0.781939435	13.00068163	0.13178275	3447664204	13.00068163	104.5723684	82.61812846	3175780000	12.35853869	2.090824931	91.48183437	94.27378388	NaN	NaN	NaN	NaN	13.67407407	NaN	NaN	0.000482385	6534000000	85.73300981	14.08972453	NaN	0.000460244	2.839150019	0.000456481	0.000161331	0.177265645	1.1993E-08	6170244686	0.177265645	82.84518828	79.67901235	202500000	NaN	NaN	6.64691358	NaN	1123	3000000	NaN	NaN	NaN	2
100	7.08	36.82745	11.54	10.6	0	11.6	11.6	100	6.99	37.87078	11.62	10.57	0	11.28	11.28	100	6.56	40.87238	12.04	10.41	0	10.6	10.6	0.863882882	19.36315449	9.893797264	8.049809804	10.24424947	68.11908418	1.725186536	0.615243107	1326920000	82.30660905	3.902048523	2.223200313	13.78980729	0.836116879	0.541933265	0.298479736	0.00231833	0.001535138	1323133958	13.78980729	121.9885593	3.343609201	421700000	25.37348826	61.03865307	99.47410033	117.8358314	5.521430706	5.750397884	1.448359706	0.480048419	0.343434343	84.17980374	2.912995903	0.094239089	307190000	93.28197379	0.220791253	0	6.493584475	0.158370703	0.062420549	0	0	0.003650485	307321172.1	6.493584475	116.6173321	6.363636364	495000000	1858694	0.724100711	3.111111111	90.18181818	NaN	NaN	NaN	6.759000682	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.777365604	10.696325	0.781360042	NaN	NaN	85.71511796	1.669452096	8.703449767	37293397000	71.3778126	28.50498855	12.2923689	1.656320294	0.951776221	5.01016624	7.308884821	1.285472072	0.117198846	29607800000	NaN	120.1205404	NaN	NaN	NaN	NaN	93.39831112	105.6737701	0.064342406	0.811316018	91.78517527	NaN	NaN	3.610873276	3.710067467	8.28245053	48413887000	63.87710399	21.18087252	6.740099196	0.776689787	0.359101826	5.004082148	5.864146605	2.43675296	14.94202348	39520099240	NaN	97.14859035	NaN	NaN	17105411	1.965071945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
100	31.6	39.01847	13.47	13.26	0	10.01	14.29	100	31.93	38.42257	13.23	12.71	0	9.25	13.51	100	33.08	30.08538	10.95	10.77	0	4.52	8.71	1.508561674	5.720095301	4.015691006	11.0354906	4.886828947	86.24537166	2.245804787	0.41672521	20320000000	52.43422553	10.46544904	7.290129616	0.900887689	34.9755618	0.150642544	0.926424577	1.197364617	2.124763621	20319625000	34.9755618	80.78079033	22.5280965	8262442433	25.46825611	47.11681844	99.31985565	104.2771422	1.618177593	44.39294203	17.12850647	0.356469048	0.09464457	32.56818021	3.065503088	4.938943524	26543000000	34.50743426	17.83772658	7.266602395	0.911315761	46.25022054	5.564877844	2.109030193	1.985900391	1.404618615	26542721000	46.25022054	100.7657264	20.82008427	4469353077	800150443	9.267344476	19.97604541	59.10922576	NaN	NaN	NaN	8.171118228	NaN	2
NaN	NaN	0	2.82	2.38	0	1.55	1.55	NaN	NaN	0	3.26	2.96	0	2.43	2.43	NaN	NaN	0	6.59	5	0	3.4	3.4	1.06465426	24.77223499	22.82238744	3.528055924	5.615098073	49.21464118	2.092660822	6.745531331	874000000	54.05488018	14.49715078	1.004241547	29.6520674	2.525014913	10.23739147	0.696478741	0.034024109	1.79590164	876813554	29.6520674	99.13822429	10.83805905	191879375.3	62.84132616	20.70551672	98.54440605	119.09445	7.349815591	24.40363406	8.485239092	2.018523731	2.458510745	30.16951722	29.5760612	2.237069648	343000000	63.13915122	9.733793668	NaN	26.21495652	0.201837272	9.428582634	0.051318649	0.002498594	0.912098599	341632144	26.21495652	116.5193746	21.71589867	179419284.4	6167674	10.39872659	39.66457219	36.16101839	NaN	60000	NaN	2.870367048	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	515800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	83059004.83	NaN	101.9367589	NaN	NaN	NaN	NaN	102.2363465	96.22561621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	317700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	90524517.46	NaN	91.7412648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
100	52.05	38.41031	12.1	8.86	3.107658	12.49	12.49	97.91	58.7	41.82825	13.17	9.64	2.32687	12.8	12.8	90.67	84.03	50.32373	16.82	11.94	0.3125698	13.22	13.22	NaN	NaN	NaN	NaN	17.42760464	NaN	NaN	NaN	386000000	93.75640538	NaN	NaN	0.112961906	4.958419273	NaN	0.053558721	NaN	1.285175343	584135744.6	4.958419273	92.62899263	26.81943486	159476666.7	35.97205675	19.78090374	94.9197572	94.10208236	NaN	NaN	NaN	NaN	3.050311234	NaN	NaN	NaN	41000000	98.16893046	NaN	NaN	0.008709817	1.421005483	NaN	0.082013339	NaN	0.410064053	307907536.5	1.421005483	84.96314636	8.849456578	392880370.4	NaN	NaN	18.85089892	69.24933327	NaN	NaN	NaN	NaN	NaN	2
