Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.48255814	NaN	NaN	NaN	236000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.26916722	47.6744186	57653631.28	13.34302326	37.5	NaN	NaN	NaN	NaN	NaN	NaN	0.291789188	NaN	NaN	NaN	26000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.08904676	10.1786926	246983240.2	NaN	NaN	2.626102692	86.90341552	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.888888889	NaN	NaN	0.253038542	996000000	77.88162502	NaN	13.33611011	NaN	0.01453263	0.003522048	7.889446061	NaN	14.22892892	681225629.1	7.889446061	181.0727273	11.11111111	152100000	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.959313097	512000000	64.41448371	NaN	0.027041513	NaN	0	0.063113707	35.41414114	NaN	0.171375152	336183450.9	35.41414114	276.6810811	NaN	2000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.325062035	NaN	NaN	0.021913157	1303000000	74.38263884	NaN	NaN	NaN	19.21053426	0.021913157	0.021913157	1.281887317	24.33547385	1204755666	1.281887317	42.86875187	51.02729529	403000000	41.92555831	3.722084367	84.93150685	47.28315126	NaN	NaN	NaN	NaN	15	NaN	NaN	0	2168000000	92.98200702	NaN	NaN	NaN	4.506237286	0	NaN	0.85661634	6.161376639	2219862523	0.85661634	29.31555378	85	93000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.95	NaN	NaN	1.085403443	NaN	67.45481783	NaN	NaN	NaN	NaN	NaN	0.065016342	NaN	32.54518217	245121285.5	NaN	NaN	70.5	20000000	26.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.408071749	NaN	NaN	1.84559203	NaN	63.35898398	10.53137002	NaN	NaN	0.01007333	1.84559203	0.059254881	NaN	26.109646	230130638.7	NaN	NaN	56.95067265	22300000	NaN	NaN	30.67264574	8.968609865	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.781480945	7226000000	81.55339806	18.20026083	NaN	NaN	0.999855093	4.18779887	4.43413998	0.217359803	0.24634111	6901000000	NaN	20.22337113	NaN	NaN	NaN	NaN	NaN	40.81111405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.693953158	12380000000	66.52615119	14.7144286	NaN	NaN	0.675297904	3.693646047	6.158365801	2.114548834	18.75942021	13516593510	NaN	25.59244557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.218503617	4.562007874	11.4179062	NaN	NaN	74.52633125	5.187830284	0.831778046	5818000000	65.72524515	4.139814328	0.254517208	NaN	30.13494052	0.372581571	0.105347095	0.886599781	0	5818860000	30.13494052	23.017832	21.99661591	2364000000	40.35532995	37.64805415	82.17821782	29.09111866	3.538938236	61.05934458	1.34305051	NaN	0.057770075	31.57457377	2.41126818	1.540043489	6360000000	54.24836601	22.19439295	5.006438467	NaN	23.55252421	4.383817515	0.780320147	0.999180845	0.004716825	6360210000	23.55252421	24.14562849	14.09589832	1731000000	NaN	NaN	50.31773541	35.52859619	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	346000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	68988624.6	NaN	68.37944664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	288000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	3887579.269	NaN	83.23699422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.535638172	NaN	NaN	NaN	247000000	NaN	NaN	NaN	NaN	9.195602038	NaN	NaN	NaN	90.80439796	94140914.19	9.195602038	61.44651741	28.02746862	78203703.7	46.51195832	18.92493488	NaN	NaN	NaN	NaN	NaN	NaN	0.523110264	NaN	NaN	NaN	19000000	NaN	NaN	NaN	NaN	8.035620424	NaN	NaN	NaN	91.96437958	13108830.4	8.035620424	45.22813953	6.768673168	198244444.4	NaN	NaN	17.14493891	75.56327766	NaN	NaN	NaN	NaN	NaN	2
