Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
96.38	12.17	13.68223	7.77	7.73	0.1718191	9.58	9.68	96.99	9.95	12.66741	7.75	6.86	1.00902	10.1	10.19	99.04	2.59	5.214664	7.7	3.98	7.380906	14.06	14.14	1.42232957	4.874965796	6.338635909	NaN	6.350337582	85.83236349	1.180496195	2.359305915	65427000000	82.86077018	16.83532094	13.77974248	0.149770287	1.029639117	0.108277068	1.003439935	0.764452045	0.303908882	67719929270	NaN	91.46971775	25.62487947	18475330186	35.97937672	32.04540622	NaN	NaN	7.485201636	24.84437244	19.06438287	NaN	5.61653349	29.83453338	16.51667502	2.761854596	60301000000	71.38598382	26.10378761	18.22357807	0.743604159	1.190392655	1.78983756	2.505906704	1.650468458	2.510228576	60378237850	NaN	94.41071294	16.08783619	18676022070	1917702397	12.07011374	27.32563318	50.96999714	NaN	NaN	NaN	1.703090514	NaN	3
100	4.09	0.2822267	2.72	5.56	0.3152843	3.14	5.03	100	5.73	9.712525	3.9	7.34	11.85437	4.01	5.75	100	11.62	30.76033	9.73	13.59	37.6087	6.23	7.69	2.497502952	6.075914753	5.407232877	NaN	7.185957992	82.03397567	3.373292899	1.221332716	68505000000	91.92733858	8.070946671	2.087861364	2.94500873	0.674220467	1.047011104	0.411708108	0.905136898	0.001714751	67326851530	NaN	94.72856242	30.9021346	19796047188	21.01104122	40.90086619	NaN	NaN	2.831208312	4.509889165	1.254191814	NaN	4.311247616	87.6729217	3.331868824	1.324851132	58222000000	91.24003214	8.753146275	1.698407643	3.972240388	1.115175812	1.002817038	0.403021391	0.561484002	0.006821581	57827092330	NaN	86.0748893	26.64632701	24228952769	4498407835	8.873684795	15.97539594	53.06702943	NaN	NaN	NaN	1.243646099	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.005820547	39.09743992	4.496431526	NaN	0.748704388	53.12483104	2.267303976	11.49034921	961000000	32.83934841	NaN	NaN	58.61245553	NaN	6.951463228	0.343438924	NaN	8.548196061	960636600	58.61245553	81.95853596	49.36201787	432614000	26.8470276	23.04225014	NaN	NaN	8.346633772	4.369216381	66.39021652	NaN	0.912454647	20.08278661	0.811144501	0.505207722	630000000	11.20619829	NaN	NaN	52.85430244	NaN	35.83793812	0.012720887	NaN	35.93949927	631245300	52.85430244	36.17035297	27.76376765	139185000	2823315	2.227088648	38.59755002	32.72622768	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.683623431	15.85946802	13.95650473	NaN	4.946996466	66.96347263	1.303178839	13.01388143	127000000	71.9068017	NaN	NaN	NaN	NaN	0.189736773	2.673227295	16.05389792	12.03930037	124995265.6	16.05389792	85.90957954	5.619514419	28978023.43	47.66898438	41.76450473	118.9427313	29.52800169	2.30447246	95.08597461	NaN	NaN	9.646539028	1.335253147	1.251265518	1.910765989	39000000	28.76420015	0	NaN	NaN	0	0	0	24.65667307	46.57912677	37304787.28	24.65667307	79.72560458	32.69513991	4485598.52	NaN	NaN	31.51693667	26.14138439	530	NaN	NaN	NaN	NaN	0
100	4.09	0.2822267	2.72	5.56	0.3152843	3.14	5.03	100	5.73	9.712525	3.9	7.34	11.85437	4.01	5.75	100	11.62	30.76033	9.73	13.59	37.6087	6.23	7.69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.67914E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.69563555	NaN	32069479481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.10961985	NaN	NaN	1.77337E+11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.24329011	NaN	34701708403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.188331535	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.400227021	31.06349045	8.156836242	NaN	9.616878476	55.27387029	0.922052236	1.441714685	654280000	63.34974295	20.36900839	14.7743599	1.303058698	0.780590915	1.331859437	2.179139443	16.19785234	0.083396315	559285321.6	16.19785234	106.734584	17.55481673	188737252.1	57.56144548	15.26685931	94.16666667	119.0799531	80.0289156	11.82760823	4.384084943	NaN	2.684018541	3.704342065	0.028943892	8.488750789	528000000	36.49270937	54.92404993	NaN	0.064560333	24.15750621	8.488750789	2.587787114	8.381424365	0.201816339	261914894.1	8.381424365	134.5473171	20.66136765	122722513.4	NaN	NaN	12.66665605	63.98795776	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.293594136	17.03040528	7.162829602	NaN	9.564776733	68.58398168	2.728714886	2.740572078	7032000000	50.52248411	18.17555809	13.75246503	1.839042876	1.703013569	0.708005804	16.30354822	0.173030818	14.99840958	6934925231	16.30354822	79.16244512	5.148218024	1058670614	72.50167287	12.78533237	110.9756098	68.84976	2.110665583	10.0854106	0.26792349	NaN	5.66482341	87.22617383	0.000854258	2.892021022	4249000000	90.30024404	7.337052344	1.744309682	1.014312119	0.544691911	2.247642524	1.999625649	1.786096109	0.363077968	3297161478	1.999625649	66.50493035	43.39678141	222850343.1	1939473	0.062837154	35.94628974	14.99210544	NaN	NaN	NaN	NaN	NaN	0
100	4.09	0.2822267	2.72	5.56	0.3152843	3.14	5.03	100	5.73	9.712525	3.9	7.34	11.85437	4.01	5.75	100	11.62	30.76033	9.73	13.59	37.6087	6.23	7.69	2.640965209	7.622623295	33.81666143	NaN	NaN	47.76969289	4.44737948	0.9888841	5075000000	46.39311833	7.287157877	1.553613178	43.33739082	3.106674365	1.883213953	0.324919062	0.41873732	2.982332973	4891372000	43.33739082	105.4799175	45.04374348	1245900000	39.01597239	15.94028413	NaN	NaN	3.020944773	18.09389137	6.506962566	NaN	NaN	60.09539152	9.667021833	6.008764049	4890000000	48.98414803	11.50814311	2.225819117	38.30950786	1.593961679	5.364795331	1.129549496	1.194017488	1.198201004	4780667000	38.30950786	137.2873532	39.41434846	1366000000	113391231	3.858449011	32.1522694	28.43338214	NaN	NaN	NaN	5.294323917	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.100900076	19.15744137	2.873513386	NaN	3.8671875	73.89290975	1.743530252	47.89142182	4273000000	87.0663742	11.14956065	3.465666581	0.562516413	1.987773295	1.643287629	3.2363816	0.253935134	1.784065148	4092566803	NaN	92.19919538	12.76041667	612766010.4	65.57725694	17.79513889	NaN	NaN	0.150034637	5.693358413	0.017637078	NaN	NaN	37.02478788	57.04112635	10.42960352	4700000000	24.47447041	7.245421306	2.355956286	0.170669653	0.057652336	1.778343864	2.674097633	0.208701534	68.28010828	4601952280	NaN	75.87922014	11.49700599	666223461.8	24337685	4.398478916	48.98203593	39.52095808	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1882000000	95.87792015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.122079845	1941388668	NaN	48.33054187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	336000000	93.1122597	NaN	NaN	3.20598985	NaN	2.781892043	NaN	NaN	3.681750447	181100131	3.20598985	31.43124415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	33.92276	12.46	12.6	0	10.54	10.54	NaN	NaN	29.75232	11.99	12.12	0	8.85	8.85	NaN	NaN	15.87755	9.34	9.56	0	6.44	6.44	NaN	NaN	NaN	NaN	3.544380491	NaN	NaN	0.161630345	6939000000	28.35593723	2.15251097	0.581428276	69.48947666	0.946278229	0.168720407	0.243987462	0.212096596	0.00207514	6939291000	69.48947666	80.2583794	13.96546501	330100000	46.56164799	35.92850651	NaN	NaN	NaN	NaN	NaN	NaN	0.341710758	NaN	NaN	2.495736652	5652000000	20.07767546	7.212401668	1.773852197	72.70649019	1.933181503	2.067373007	0.563523341	0.87447162	0.003432683	5680687500	72.70649019	77.13884036	40.91710758	907200000	NaN	NaN	52.67857143	6.062610229	NaN	NaN	NaN	9.468630233	NaN	2
100	52.05	41.66371	20.15	21.22	41.39194	18.84	18.84	97.96	58.17	42.62115	20.72	22.22	39.62922	15.63	15.63	91	81.17	45.82989	22.74	24.16	33.52601	10.53	10.53	0.274552455	20.31140676	11.38082112	NaN	9.094019043	66.59921447	0.635334541	0.001172931	255000000	70.8417149	1.088480057	0.888690794	NaN	27.97245176	0.002150374	0.122766788	0.065293164	0.097353281	255769500	27.97245176	48.73103611	17.8801528	87695000	43.20656822	29.81925994	NaN	NaN	1.009631136	79.39284731	0.000346466	NaN	1.296259252	12.9898096	0.195023093	0	168000000	94.0929928	0.034232303	NaN	NaN	5.692683217	0	0.027385843	0.006846461	0.180091683	167970000	5.692683217	76.89678899	19.29585917	124975000	0	0	4.952990598	74.45489098	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.058104475	569000000	97.45824293	2.50558433	0.344740759	NaN	1.957033416	0.028663198	0.08406093	0.054532683	0.036172744	638727054.9	NaN	79.13769124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.08458629	68000000	50.3185084	39.16628678	33.28067741	NaN	5.412118734	0.006534303	0.184575698	0.131579982	10.51520483	310879386.9	NaN	132.8352941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
100	39.97	0	9.57	9.64	0.0503154	9.12	9.12	100	39.98	0	9.61	9.72	0.044806	9.31	9.31	100	39.99	0	9.99	9.99	0	10	10	1.43279928	10.50197753	2.995322327	NaN	10.4528582	82.92500657	2.133699616	0.007056176	1635000000	61.0667967	1.526267999	1.149942486	0.128499782	37.37140115	0.004753983	0.157246719	0.085825029	0.035534152	1657115658	37.37140115	89.3589113	9.300668151	336750000	64.2969562	15.94951745	100	83.3195945	9.806711732	28.63250197	13.07387351	NaN	10.97033746	16.00768112	32.32432893	0.06561148	1137000000	57.68570981	NaN	NaN	NaN	41.28137327	0.018915229	0.000493389	NaN	1.032916923	1216078343	41.28137327	92.4847499	7.187462471	166540000	66483465	38.21011175	45.39449982	36.44770025	NaN	NaN	NaN	NaN	NaN	1
100	30.63	49.27421	15.67	14.76	0	16.36	16.36	100	31.41	46.80997	15.05	13.4	0	13.8	13.8	100	34.07	20.74911	10.55	8.73	0	7.7	7.7	3.002887184	10.75932394	13.17440461	NaN	3.081967213	69.94788219	2.644783567	4.232959907	56792400000	66.80661974	10.49101341	3.665767316	1.441911736	21.83377568	2.788911546	0.516561344	2.077861466	0.868591173	58907712520	21.83377568	97.16557077	26.93442623	12200000000	34.02459016	35.95901639	108.3333333	74.08314568	3.703488109	30.26516288	0.890640553	NaN	7.972153604	53.75746651	10.01889499	3.554004055	47747000000	62.67136371	12.03745947	4.972642883	2.015492764	23.91138875	2.363463067	0.812499346	1.873361409	1.379788068	47762821340	23.91138875	86.6249145	43.83561644	4453000000	1575297205	6.213314209	32.06826858	16.12396137	NaN	NaN	NaN	27	NaN	2
99.79	73.24	42.81073	22.05	23.17	39.78844	25.58	27.33	97.67	77.94	45.78502	24.26	24.26	37.97993	23.36	24.05	90.38	95.32	56.7713	34.35	26.37	31.50972	20.43	19.72	2.654303977	17.67147444	9.896067852	NaN	27.00999863	68.28152141	1.185968443	0.002776599	833000000	86.55094542	13.44002647	1.265513656	0.086024536	11.88822921	0.017019577	0.123562776	0.059676718	0.009028107	828962247.3	NaN	72.11132736	18.83303657	365050000	33.85837556	20.29858923	NaN	NaN	0.589476451	47.24601828	0.00760667	NaN	9.471140187	51.05699106	0.500269886	0.015002467	281000000	48.52390281	38.39029223	0.221236446	0.000374282	38.1069986	0.007373176	0.014742787	0.039566947	13.08580496	278961056	NaN	103.036901	12.56081451	868176183.4	16632886	15.3343587	2.027238288	75.94080702	NaN	NaN	NaN	NaN	NaN	3
