Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.883647128	34.11009077	0.023042643	5.088478946	1.860584755	63.32523201	0.942810284	0.010260934	1001675978	81.1852139	18.71153696	2.119234473	0.109825837	15.48875939	0.004245368	0.304238325	0.685233572	0.10324914	1002854456	NaN	51.98318443	37.08308325	651564245.8	23.48452371	37.57180828	102.2105816	4.489813713	0.158791362	82.43070558	0.001285063	0.404540967	0.754842035	13.69094447	0.204005808	NaN	124489000	28.55376047	68.61608473	NaN	0	68.26355257	NaN	0.078705405	NaN	2.830154801	124443974.2	NaN	10.52891901	14.2388983	1517206704	560538	3.292451552	3.354444363	81.6518153	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	148.4972594	NaN	NaN	NaN	NaN	NaN	86.22412113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.2714587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.69184761	20.86020961	0.374311714	NaN	19.08305818	0.28199248	0.834201756	5154250000	44.7224337	26.90393109	5.592706857	19.37801822	0.185331668	0.642491071	28.37363521	NaN	0	8238105201	28.37363521	438.3253168	NaN	NaN	NaN	NaN	146.5160431	121.4829967	10.76704557	40.04707097	NaN	NaN	NaN	19.62655879	0.275244542	3.78971186	388484000	30.61623027	16.7353481	0.68349719	12.19988063	0.158326633	3.599905091	52.64842165	0.093738554	-1.55418E-08	514740636.3	52.64842165	282.920382	NaN	NaN	NaN	NaN	NaN	NaN	6238	352000	NaN	NaN	16	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.785099472	NaN	NaN	0.676746701	18342400000	60.68171889	31.7793359	NaN	0.953886035	8.050288545	0.508921534	4.384325451	7.339886709	0.199058493	15381571320	7.339886709	819.9342105	73.02087112	16027654938	19.26999444	0.924034968	210.8712851	226.7251255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.008036814	50594900000	42.1251639	54.13754177	NaN	0.001040535	1.74188945	0.007814397	9.150301131	3.73729433	2.07669E-09	48153528470	3.73729433	624.5594015	11.09876746	856877283.3	NaN	NaN	4.984111371	83.91712117	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.999252302	17.92999944	13.81848889	4.113140733	4.735193139	63.56548136	3.610803779	0.826268153	4405942000	73.28766898	10.59575167	7.363112176	16.09078168	1.57933556	0.657322995	0.949007295	0.046973647	0.025797667	4348725037	16.09078168	421.7612115	11.05611	1992078860	15.86089981	68.34779705	95.3386652	406.1300936	2.390938207	4.471958018	17.9732269	0.837278691	0.209055621	62.05138578	12.82934907	1.997650676	1544612743	81.88699305	7.364938798	5.943875353	10.67426788	0.211225153	1.177713163	0.010747553	0.021377573	0.073800277	1437973185	10.67426788	592.8178063	14.85977077	2191642991	8585833	0.893509249	11.34423757	73.58693603	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.376305018	1.6E+11	50.64818142	48.12314855	19.3231323	3.404962971	1.598043616	2.307594348	20.25011489	1.239300421	1.228670023	1.71548E+11	NaN	516.2272558	NaN	NaN	NaN	NaN	163.3226384	163.786389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.555402941	2.2E+11	39.508568	46.26412246	9.145341543	0.893124068	0.23454182	14.23169842	19.1106873	2.648729312	14.22730954	1.7484E+11	NaN	398.0375238	NaN	NaN	50474248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
100	31.51	24.97369	11.86	13.69	0	7.03	13.83	100	31.86	24.28288	11.43	12.51	0	6.22	12.42	100	33.16	14.80771	7.52	8.66	0	1.62	4.46	1.089622065	2.633687144	7.472016559	9.062707744	4.692990551	85.16514162	2.886865952	0.538408145	56501600000	36.54606611	19.29145662	16.13632404	1.453104516	39.91569875	0.315318484	1.115716478	0.270993096	4.246778523	56501502180	39.91569875	224.3885664	32.96402454	13768957365	26.91639273	35.42659218	126.5711301	173.9707561	1.225535102	51.15349769	8.130478417	0.111882852	0.17166208	33.17773796	4.413206612	5.367607193	68133400000	30.2798	26.04644998	13.23311327	1.774829807	41.85954273	6.514328821	2.328042602	2.196135479	1.814207291	68114812780	41.85954273	260.0497324	45.87940688	12930801976	1634776258	7.451595377	15.73077534	38.21815569	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.910834669	17.95286587	18.028513	4.657173276	6.709761221	55.90846051	3.420338071	1.684629111	3749000000	34.32284449	22.63304754	12.72976587	42.97661682	2.246289328	5.835191541	1.41308536	0.408715439	0.067491142	3748947507	42.97661682	428.9465926	6.810224978	985430000	45.48775661	40.99225719	126.1949444	172.6583181	1.121489973	16.71604952	3.122871723	0.752851561	2.690409497	24.21823895	52.48003135	0.885879797	1041100000	47.11856777	13.11646884	NaN	38.66567062	0.965440301	8.219127402	0.566525399	0.092709759	1.099292769	1041046773	38.66567062	343.7899388	21.99679872	749700000	3759946	1.848659372	20.86567961	54.44711218	NaN	8000	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	550000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	137029324.5	NaN	108.6956522	NaN	NaN	NaN	NaN	145.4065946	55.69939476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	300000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	21422701.12	NaN	138.6081432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.621859108	29.61084663	0.708603272	4.232535296	21.04717565	66.97807437	0.971545617	NaN	650000000	49.99697985	NaN	NaN	1.868288264	4.298850707	NaN	0.033287646	NaN	45.70416945	2030194844	4.298850707	127.7140049	22.08918966	215410448.9	32.87357263	23.99006206	74.73852697	30.40087838	0	50.63034841	0	2.156706657	3.765721938	47.56955061	1.775329981	NaN	45328421.11	20.87213328	NaN	NaN	1.917194714	68.09617148	NaN	7.139351831	NaN	11.03169524	198331208	68.09617148	42.92664606	6.511515457	466586701.5	NaN	NaN	25.91009766	63.81266495	NaN	NaN	NaN	6.8	NaN	2
