Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.01875255	NaN	NaN	NaN	530000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.45572706	16.71422748	137039106.1	13.23685283	42.03016714	NaN	NaN	NaN	NaN	NaN	NaN	3.65406535	NaN	NaN	NaN	28000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.135185753	4.397796353	588156424.6	NaN	NaN	12.59783435	79.35030395	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.345757579	465000000	62.48480743	26.77694208	12.36418443	14.21061467	0.131595578	0.009275343	10.73825049	NaN	8.01556E-15	464757256.9	10.73825049	76.18181818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.204407127	688000000	6.382128018	91.92150827	0.514702908	91.15286198	0.040001912	0.138297381	1.69636371	0.07564408	-2.21965E-14	688112731.6	1.69636371	57.2972973	NaN	NaN	NaN	NaN	NaN	NaN	3450	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.358273894	NaN	NaN	0.131364194	1463000000	81.31930506	10.35012211	NaN	NaN	3.408286675	0.131364194	0.565313411	8.330572822	1.37852E-08	1450831352	8.330572822	48.11959822	61.63858773	1402000000	31.32410842	4.679029957	61.70212766	63.13653787	NaN	NaN	NaN	NaN	9.815022422	NaN	NaN	0.000108356	3762000000	92.07489377	7.675555811	NaN	NaN	1.873426103	0.000108356	NaN	0.249550386	2.82981E-08	2883584150	0.249550386	36.61919197	49.63565022	89200000	NaN	NaN	40.54932735	NaN	12054	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.784090909	NaN	NaN	0.343170101	572000000	78.38307557	0.939006459	NaN	16.8144043	0.031641447	0.239637426	0.04443762	NaN	3.863513672	421130189.8	16.8144043	NaN	60.66919192	158400000	32.06439394	4.482323232	NaN	NaN	NaN	NaN	NaN	NaN	0.860655738	NaN	NaN	0.004000288	122460000	83.31479865	2.963413365	NaN	13.72018785	0	0	0	0	0.00160014	122465156.2	13.72018785	NaN	9.426229508	73200000	NaN	NaN	11.98087432	77.73224044	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.218208653	14.85573428	4.066991767	NaN	NaN	74.50703541	6.27223751	5.43545082	20993735000	71.18852459	24.03688525	NaN	NaN	0.763319672	2.546106557	6.772540984	0.174180328	4.774590164	19520000000	NaN	55.75709103	NaN	NaN	NaN	NaN	NaN	NaN	0.239384106	7.563202611	9.113302687	NaN	NaN	28.19772667	54.88638324	8.839225239	25619722000	68.57659504	17.15500972	3.623448381	0.242142195	0.356863893	6.56859918	4.728156444	1.635799628	14.26839524	21249940160	NaN	47.39564537	NaN	NaN	51757	0.031645521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	7.298625	13.87	12.89	0	13.58	13.58	NaN	NaN	6.672698	13.15	11.19	0	12.53	12.53	NaN	NaN	0.101983	6.31	5.43	0	4.94	4.94	1.922137474	5.443323907	2.388126517	NaN	4.152597403	88.11531836	2.024544367	0.064896204	16784000000	63.22315148	3.384016563	1.689012384	NaN	33.37408151	0.061152077	0.358118536	0.727236934	0.018750442	16772938000	33.37408151	66.38937675	14.68831169	6160000000	28.99350649	52.16558442	96.07843137	50.81586942	2.106045568	55.2990125	9.464930882	NaN	1.74597437	31.93304125	1.160581689	2.719565055	13118000000	47.01095748	10.94908667	2.633934493	NaN	41.92021942	4.051363091	0.861413114	1.301419883	0.119736423	13117980000	41.92021942	49.79955203	11.0951215	2932460000	271336431	6.479174551	29.33714356	57.82176057	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.935097354	NaN	NaN	NaN	NaN	27.48793936	NaN	NaN	65.45930638	NaN	NaN	NaN	NaN	7.052754268	258506100	65.45930638	NaN	1.42109E-14	40060000	89.19121318	0.873689466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.13837912	NaN	NaN	74.79474388	NaN	NaN	NaN	NaN	4.066876997	171261633.3	74.79474388	NaN	NaN	17280000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	466700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	74983105.52	NaN	92.29249012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	481088000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	9254301.629	NaN	139.017341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.51609616	NaN	NaN	NaN	323000000	89.4480452	NaN	NaN	NaN	8.593186858	NaN	NaN	NaN	1.958767939	168018886	8.593186858	80.43955224	28.73628679	123562963	40.79491637	18.95270068	NaN	NaN	NaN	NaN	NaN	NaN	0.618624156	NaN	NaN	NaN	62000000	74.24182309	NaN	NaN	NaN	18.97706189	NaN	3.444449864	NaN	6.781115026	26154701.02	18.97706189	144.3755814	7.770474576	373588888.9	NaN	NaN	17.51975334	74.09114792	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	13.0078	9.91	11.42	0.1425911	10.15	11.52	NaN	NaN	12.00585	9.68	9.84	1.348686	9.75	11.01	NaN	NaN	5.112348	8.27	4.6	9.915482	8.53	9.28	1.980978906	5.059875296	6.240472018	NaN	8.307324732	85.3458564	1.210126266	2.887551987	45577000000	84.35165225	15.39070503	12.72102988	0.123733301	1.028733	0.141691712	0.985461848	0.390055289	0.257642726	46729719750	NaN	NaN	29.13466891	13091414808	34.35515831	28.20284805	NaN	NaN	8.015956784	24.3442151	22.17236068	NaN	5.55034342	27.56625672	17.45916032	2.684176344	42723000000	76.15145514	21.13208522	14.40331693	0.834273196	1.303894419	1.583130532	2.138105521	0.869364625	2.716459634	42609963670	NaN	NaN	15.96319115	11772544041	1160642748	11.48080469	32.856892	45.62957343	NaN	NaN	NaN	NaN	NaN	3
