Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.341082723	23.30932934	NaN	NaN	27.25802103	71.98980908	1.359782355	NaN	567000000	88.21351132	NaN	0.373431756	NaN	10.84723688	NaN	NaN	NaN	11.78648868	542546978.4	NaN	68.60533527	30.97870046	207206703.9	6.686438393	35.07684012	NaN	NaN	1.892442056	35.83433122	NaN	NaN	3.498126004	62.25467898	0.018547745	NaN	15000000	NaN	NaN	NaN	NaN	32.41823612	NaN	NaN	NaN	100	14719201.12	NaN	53.38635472	5.523826522	626033519.6	NaN	NaN	7.826164555	83.15188292	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.656790002	29.72896996	3.574474126	NaN	NaN	65.28633154	0.712228744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.346013	NaN	NaN	NaN	NaN	NaN	NaN	1.565721415	6.508495049	0.171317198	NaN	NaN	89.35005316	2.284893838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.1659403	NaN	NaN	3914459	9.164747598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.811452548	387000000	60.58946457	29.18372297	17.49617466	11.5947698	0.064397035	0.027439998	10.22681243	NaN	2.83934E-08	387414266.9	10.22681243	32.91107377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.948496021	166060000	26.23666049	60.70184747	10.82903272	49.22454156	0.087060601	0.546803644	13.06116287	0.014408945	0.00032917	165996181	13.06116287	120.9362619	NaN	NaN	NaN	NaN	NaN	NaN	5061	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.693907851	NaN	NaN	0.227550479	1468000000	83.39486654	6.557266417	NaN	NaN	2.311640263	0.214343352	0.444174058	10.04786704	0	1891133352	10.04786704	48.27861842	74.56568521	1664979000	18.21938895	4.521017983	80.76923077	74.60249926	NaN	NaN	NaN	NaN	9.247465902	NaN	NaN	0.00145994	3642000000	91.68979471	7.758076747	NaN	NaN	3.026931431	0.001348447	NaN	0.552128549	-4.39685E-09	3411536840	0.552128549	47.20045645	58.96619434	113058000	NaN	NaN	31.78633975	NaN	162	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.09775967	NaN	NaN	0.483651678	713500000	82.35956359	1.301896803	NaN	15.96299244	0.456128134	0.465413185	0.047585887	NaN	0.375547163	650632433.5	15.96299244	65.40931759	9.775967413	98200000	61.40529532	6.720977597	NaN	NaN	NaN	NaN	NaN	NaN	1.384451544	NaN	NaN	0.10796481	202000000	87.84166588	1.198836973	NaN	10.94934206	0.089792515	0.077499492	0.205240035	0	0.010155086	201837158.5	10.94934206	77.26327061	10.22364217	93900000	NaN	NaN	19.0628328	69.32907348	NaN	NaN	NaN	6.685551759	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.552611514	23777717000	70.93976363	27.58768586	NaN	1.286694624	0.972169272	2.58292032	7.491422036	0.743423561	1.472550515	20984000000	NaN	59.93887286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.982414569	28363934000	67.18122055	18.11898057	4.111052256	0.899064231	0.123017865	2.861042595	8.726341854	1.398461767	14.69979888	24088549980	NaN	58.54519916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
100	31.62	35.13675	13.09	13.13	0	9.02	12.16	100	31.94	34.14789	12.7	12.1	0	8.34	11.41	100	33.02	21.03717	9.07	8.61	0	4.42	7.03	2.033695484	5.465274639	4.084561682	NaN	7.110882281	85.96824933	2.338388861	0.104078474	20122000000	59.71474492	4.892432262	3.14422085	0.61508011	30.90358614	0.019150855	0.315960501	0.798019945	4.489236675	19221073480	30.90358614	79.61278524	15.87648918	6992100000	30.1325782	46.88005034	91.59663866	73.01242107	4.31885235	49.78575289	10.37251244	NaN	0.244864644	33.86450692	1.632343407	1.833610616	20967000000	36.64614065	11.37018319	3.585269081	1.232263139	46.57642043	4.067008062	0.746232082	1.739410823	5.407255731	20363102000	46.57642043	79.58353897	11.89770099	3675500000	285394512	4.02028498	27.40307441	60.45435995	NaN	NaN	NaN	7.812329652	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.27338295	NaN	NaN	NaN	674000000	35.58622517	NaN	NaN	49.53981211	NaN	NaN	NaN	NaN	14.87396272	695976600	49.53981211	76.41455947	0.860898012	52271000	82.62899122	6.236727822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	271000000	23.44530182	NaN	NaN	48.30357848	NaN	NaN	NaN	NaN	28.25111969	356927800	48.30357848	92.08021754	41.31086142	26700000	NaN	NaN	53.44569288	5.243445693	NaN	NaN	NaN	3.598938065	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	415700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	73095950.68	NaN	82.1541502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	272000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	7860257.034	NaN	78.40023101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.63908028	NaN	NaN	NaN	346000000	91.4440285	NaN	NaN	NaN	6.152018644	NaN	NaN	NaN	2.403952859	298194559.1	6.152018644	84.94127764	31.77846414	140300000	40.08341913	16.49903646	NaN	NaN	NaN	NaN	NaN	NaN	0.620397565	NaN	NaN	NaN	53000000	58.15049133	NaN	NaN	NaN	37.22567565	NaN	0.630289545	NaN	4.623833023	46552095.4	37.22567565	65.66211772	9.260205167	348044444.4	NaN	NaN	19.23551696	70.8838803	NaN	NaN	NaN	NaN	NaN	2
