Binding coverage, manufactured products (%)	Bound rate, simple mean, manufactured products (%)	Share of tariff lines with international peaks, manufactured products (%)	Tariff rate, applied, simple mean, manufactured products (%)	Tariff rate, most favored nation, simple mean, manufactured products (%)	Share of tariff lines with specific rates, manufactured products (%)	Tariff rate, applied, weighted mean, manufactured products (%)	Tariff rate, most favored nation, weighted mean, manufactured products (%)	Binding coverage, all products (%)	Bound rate, simple mean, all products (%)	Share of tariff lines with international peaks, all products (%)	Tariff rate, applied, simple mean, all products (%)	Tariff rate, most favored nation, simple mean, all products (%)	Share of tariff lines with specific rates, all products (%)	Tariff rate, applied, weighted mean, all products (%)	Tariff rate, most favored nation, weighted mean, all products (%)	Binding coverage, primary products (%)	Bound rate, simple mean, primary products (%)	Share of tariff lines with international peaks, primary products (%)	Tariff rate, applied, simple mean, primary products (%)	Tariff rate, most favored nation, simple mean, primary products (%)	Share of tariff lines with specific rates, primary products (%)	Tariff rate, applied, weighted mean, primary products (%)	Tariff rate, most favored nation, weighted mean, primary products (%)	Agricultural raw materials imports (% of merchandise imports)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	ICT goods imports (% total goods imports)	Insurance and financial services (% of commercial service imports)	Manufactures imports (% of merchandise imports)	Ores and metals imports (% of merchandise imports)	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Merchandise imports (current US$)	Merchandise imports from high-income economies (% of total merchandise imports)	Merchandise imports from developing economies outside region (% of total merchandise imports)	Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)	Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	Merchandise imports from developing economies in South Asia (% of total merchandise imports)	Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Merchandise imports by the reporting economy (current US$)	Merchandise imports from developing economies within region (% of total merchandise imports)	Import value index (2000 = 100)	Computer, communications and other services (% of commercial service imports)	Commercial service imports (current US$)	Transport services (% of commercial service imports)	Travel services (% of commercial service imports)	Net barter terms of trade index (2000 = 100)	Export volume index (2000 = 100)	Agricultural raw materials exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	ICT goods exports (% of total goods exports)	Insurance and financial services (% of commercial service exports)	Manufactures exports (% of merchandise exports)	Ores and metals exports (% of merchandise exports)	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Merchandise exports (current US$)	Merchandise exports to high-income economies (% of total merchandise exports)	Merchandise exports to developing economies outside region (% of total merchandise exports)	Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)	Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	Merchandise exports to developing economies in South Asia (% of total merchandise exports)	Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Merchandise exports by the reporting economy (current US$)	Merchandise exports to developing economies within region (% of total merchandise exports)	Export value index (2000 = 100)	Computer, communications and other services (% of commercial service exports)	Commercial service exports (current US$)	High-technology exports (current US$)	High-technology exports (% of manufactured exports)	Transport services (% of commercial service exports)	Travel services (% of commercial service exports)	Battle-related deaths (number of people)	Internally displaced persons (number, high estimate)	Internally displaced persons (number, low estimate)	Intentional homicides (per 100,000 people)	Presence of peace keepers (number of troops, police, and military observers in mandate)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.91934085	NaN	NaN	NaN	496000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.3849823	14.74414571	128826815.6	14.57068517	39.76582827	NaN	NaN	NaN	NaN	NaN	NaN	4.127174565	NaN	NaN	NaN	27000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.994630027	3.869226155	558770949.7	NaN	NaN	12.3895221	79.61407718	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.369005177	398000000	73.47951792	NaN	11.66077468	0.476043551	0.011048491	0.016572736	14.29596544	NaN	12.22451664	398244445.1	14.29596544	74.72727273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.408638369	181000000	90.79099227	2.953161784	1.615345868	0.063755032	0.5450619	0.490346185	6.25584593	0.2386528	1.70969E-08	181319022.5	6.25584593	70.81081081	NaN	NaN	NaN	NaN	NaN	NaN	4250	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.775113215	NaN	NaN	0.393258278	1988000000	87.7097084	5.865528851	NaN	NaN	3.474405731	0.393258278	0.6103904	6.424762726	2.27924E-08	2632457378	6.424762726	65.40626614	59.83655113	1853546000	33.36361763	4.024718027	66.66666667	100.8116697	NaN	NaN	NaN	NaN	12.06802321	NaN	NaN	0.003786773	3755000000	95.29327396	4.178948538	NaN	NaN	1.38443078	2.83828E-05	NaN	0.527777489	1.84318E-08	3526519101	0.527777489	48.38960144	36.45001261	95144000	NaN	NaN	51.48196418	NaN	2321	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.364896074	NaN	NaN	2.125823314	230000000	87.38468442	NaN	NaN	NaN	0.041743655	NaN	0.07876247	NaN	12.61531558	574458561.4	NaN	NaN	50.46189376	86600000	43.78752887	1.385681293	NaN	NaN	NaN	NaN	NaN	NaN	1.058201058	NaN	NaN	5.723404045	70000000	73.50268716	13.25317311	NaN	NaN	3.228711759	4.551026146	3.354125581	NaN	13.24413973	114108574.9	NaN	NaN	19.57671958	18900000	NaN	NaN	15.87301587	63.49206349	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.285241873	16.06640906	4.118774998	NaN	NaN	74.84950342	4.575424861	4.950040198	17410000000	74.761686	22.57953371	NaN	NaN	0.746525784	2.480762605	5.966463765	0.137820145	2.658780292	17414000000	NaN	49.73006941	NaN	NaN	NaN	NaN	NaN	NaN	0.472878984	3.670616895	10.30426867	NaN	NaN	17.8139373	67.73397819	7.939074617	24756000000	68.47757871	19.30040079	2.814653475	1.453941757	0.579903196	8.338607894	4.556550247	1.556744218	12.2220205	22729131290	NaN	49.63310478	NaN	NaN	136590	0.151992166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	32.68466	14.81	14.23	0	13.73	13.73	NaN	NaN	30.96239	14.18	12.64	0	12.66	12.66	NaN	NaN	11.00595	8.06	7.19	0	5.83	5.83	1.906213515	5.971798353	2.8815164	NaN	1.736440581	86.5005094	2.622108385	0.14197582	14872000000	61.30863879	2.652473795	1.369248149	NaN	34.60674898	0.034678137	0.413311722	0.686915092	1.432138438	14862390000	34.60674898	58.82699641	16.27509773	5269400000	30.73215167	51.25631002	93.26923077	47.88466258	2.774877345	61.00757499	8.721508322	NaN	0.167973124	26.29695139	1.168250282	3.193137759	12235000000	51.4208653	13.58619881	2.449240097	NaN	33.34491884	5.147432431	1.020028982	3.421115099	1.648017047	12233672000	33.34491884	46.4481227	9.165033595	2857600000	255887224	7.953191017	38.9137738	51.75321948	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	100	51176534.92	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	100	6584860.343	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	418000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	144120577.4	NaN	82.60869565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	315541000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	13945529.25	NaN	91.90751445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.710717683	NaN	NaN	NaN	312000000	91.12013153	NaN	NaN	NaN	7.044270061	NaN	NaN	NaN	1.835598406	196085155.6	7.044270061	77.66442786	31.07299561	120707407.4	42.49946304	18.71682366	NaN	NaN	NaN	NaN	NaN	NaN	0.526730445	NaN	NaN	NaN	65000000	45.60769331	NaN	NaN	NaN	47.50059874	NaN	0.254229784	NaN	6.891707944	27506639.36	47.50059874	150.4565116	7.326955543	329074074.1	NaN	NaN	18.3410242	73.80528981	NaN	NaN	NaN	NaN	NaN	2
