Outlying Skewed Clumpy Sparse Striated Convex Skinny Stringy Monotonic 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.2857830996916567 0.6996663435222173 0.03539259412753582 0.07787960846458453 0.8 0.0 1.0 1.0 0.0034169086148501926 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
