Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
6244000	171000	41	100	NaN	NaN	49172196.8	NaN	NaN	NaN	2
NaN	NaN	18888.581	45.09819263	8780000000	1375000000	34028013778	14.85589	100	100	3
247636000	84000	7888.54	84.07867879	957000000	8535000000	1942641700	47.459	100	100	2
921359000	0	32259.462	28.79783665	32643000000	717000000	59167069245	40.0491	NaN	NaN	2
956651000	122000	10782.445	85.53191489	1030000000	4211000000	2147944744	27.5572	99.98	100	2
699180000	11424000	60843.84	51.05931759	80766000000	14728000000	21856785237	25.17197	99.33	98.81	1
8440000	2975000	762.89	97.1291866	0	287000000	27944199.07	NaN	NaN	NaN	0
NaN	NaN	141830.721	51.46280735	79011000000	24420000000	17227464045	14.85589	100	100	3
NaN	NaN	5164.321	15.16169677	544000000	32000000	1947311947	14.85589	100	100	3
53588000	15287000	21475.564	85.77154309	0	12000000	1042595244	NaN	NaN	NaN	0
NaN	NaN	34223.967	48.98260694	11251000000	497000000	11331634658	14.85589	100	100	3
NaN	NaN	270627.912	59.52251713	23069000000	7925000000	74359927127	14.85589	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
57202000	0	1854.358	79.4661191	254000000	484000000	675149857.5	72.16955	100	100	2
NaN	NaN	222363.776	35.50502251	1.5264E+11	5339000000	43593477203	14.85589	100	100	3
30217000	5586000	2841.416	43.06738962	965000000	66000000	478637803.7	NaN	NaN	NaN	1
95808000	30919000	8515.336	86.49921507	0	1159000000	1897057044	NaN	NaN	NaN	1
47250000	9429000	NaN	86.79245283	NaN	NaN	96326734.54	66.61912	38.57	58.31	0
10380000	1922000	108	98.86363636	NaN	NaN	98312855.49	NaN	NaN	NaN	0
2129000	1439000	87	100	NaN	NaN	79780699.17	59.92414	97.72	96.36	0
NaN	NaN	1249	11.05058366	NaN	NaN	2102494664	66.51054	NaN	NaN	3
NaN	NaN	30247.521	51.0981456	8171000000	9207000000	2287010494	14.85589	100	100	3
4890000	194000	79	100	NaN	NaN	94252920.27	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
549555000	0	8134.508	77.31523379	0	1674000000	3777008794	4.84457	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
10646000	1703000	495	100	NaN	NaN	251872587.8	NaN	NaN	NaN	1
NaN	NaN	12663.873	33.72219208	11270000000	151000000	1.24278E+11	0	45.63	86.78	3
105169000	9736000	3996.791	84.55245428	0	3702000000	2338186971	1.268537	100	100	1
NaN	NaN	8905.269	55.95937153	1814000000	1855000000	8800316453	13.79499	100	100	3
19012000	4889000	2584.559	92.75618375	0	291000000	133762538.7	NaN	NaN	NaN	0
NaN	NaN	27583.034	28.68727826	12379000000	455000000	18602834458	14.85589	100	100	3
3336852000	8551000	181381.1	50.31674899	17820000000	40809000000	34730799705	5.079172	96.59	99.24	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4509388000	187192000	537908.573	21.26044	61516000000	28267000000	1.37825E+11	51.92308	73.8	79.41	1
NaN	NaN	14436.873	51.72267481	11574000000	3340000000	868978722.4	14.85589	100	100	3
1099396000	0	176060.658	46.85217447	1.15883E+11	43073000000	NaN	NaN	NaN	NaN	2
NaN	NaN	33576.131	93.70958039	0	24400000000	12200843801	NaN	NaN	NaN	1
NaN	NaN	3480.473	79.86688852	0	5000000	1068602295	NaN	NaN	NaN	3
NaN	NaN	20235.373	43.29596829	5627000000	6654000000	28059415246	10.9533	75.01	91.02	3
NaN	NaN	183872.871	48.14549754	1.49262E+11	47102000000	65954012548	14.85589	100	100	3
419184000	0	3771.077	94.2795076	0	7184000000	2169806026	NaN	NaN	NaN	2
197991000	344000	6669.111	75.3226369	5298000000	4291000000	5461160798	39.03024	99.96	99.83	2
NaN	NaN	520514.709	50.47459404	2.39039E+11	1.03418E+11	8.46896E+11	22.52523	99.66	98.47	3
1730443000	0	50739.367	15.86526525	7253000000	2628000000	7069707377	NaN	NaN	NaN	2
91400000	22801000	16343.469	83.76873662	0	1645000000	1799087968	43.71869	14.76	58.81	0
34703000	4602000	2658.35	26.02545969	1562000000	0	612352838.8	NaN	NaN	NaN	0
14656000	3950000	4756.279	100	0	836000000	1158091689	22.37978	100	100	0
NaN	NaN	8	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	210102.046	40.49937024	62154000000	24294000000	2.10552E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	26398.761	65.52690317	10968000000	32766000000	10165104205	0.0713203	99.9	99.58	3
46958000	4949000	NaN	28.53470437	NaN	NaN	309044996.7	23.90181	NaN	NaN	1
1462123000	0	5011.215	83.88040978	0	11373000000	16617970749	24.1511	NaN	NaN	2
871000	0	NaN	90.0990099	NaN	NaN	25395460.9	NaN	NaN	NaN	0
NaN	NaN	17556.557	65.79614248	6336000000	15981000000	41879961966	NaN	NaN	NaN	2
17526000	238000	123	100	NaN	NaN	116387885.5	54.01045	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
153547000	16859000	9000.817	91.37007874	0	5855000000	2734967980	38.28936	38.15	69.15	1
14174000	2143000	33	NaN	NaN	NaN	519112399.4	13.57143	100	100	1
323282000	0	8608.188	50.39287585	3017000000	185000000	3815556165	14.85589	100	100	2
NaN	NaN	4369.535	70.08740693	3106000000	0	279062757.8	14.85589	100	100	3
534567000	0	4418.325	50.38323965	1486000000	6000000	2359714950	14.85589	100	100	2
NaN	NaN	NaN	100	NaN	NaN	6689436717	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
590075000	159000	13071.256	52.25209796	2003000000	3561000000	16550640421	55.27127	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
65768000	1795000	3536.263	39.25093633	3773000000	10000000	597448067.5	NaN	NaN	NaN	1
30466000	17416000	NaN	93.11827957	NaN	NaN	481286831	49.19567	29.68	55.18	0
12748000	510000	225	100	NaN	NaN	189032886.9	20.13025	97.05	90.33	2
10570858000	0	170153.952	65.53746536	95118000000	66785000000	74109706515	16.08955	100	100	2
NaN	NaN	29	100	NaN	NaN	NaN	NaN	NaN	NaN	1
92418000	2838000	2901.179	23.86697098	1000000	16000000	1340486935	30.50819	100	100	2
30507000	10931000	NaN	100	NaN	NaN	854256244.2	51.04209	40.2	59.32	0
NaN	NaN	860.9	100	0	2240000000	2578481095	14.85589	100	100	3
45685000	0	15967.546	40.26727181	2396000000	622000000	889437363.4	6.405506	17.6	60.76	0
NaN	NaN	864	18.89483066	NaN	NaN	203991211.2	NaN	NaN	NaN	2
20216000	2358000	2560.084	19.15070774	0	104000000	333150650.4	0	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
23978000	12004000	8489.399	78.87323944	7000000	14000000	1102663443	52.00544	13.63	54.41	0
23008000	5596000	NaN	90.92920354	NaN	NaN	70367753.42	NaN	NaN	NaN	0
29683000	70000	1077	71.61290323	NaN	NaN	1371551462	22.80103	17.95	54.45	2
23431000	14245000	NaN	73.6	NaN	NaN	165498565.1	NaN	NaN	NaN	0
2182924000	0	62551.964	36.73089993	57166000000	2484000000	70458191541	2.988924	84.3	83.98	2
NaN	NaN	1440.412	98.06896552	0	5000000	312104907.8	10.67194	96.3	86.69	2
13471000	6001000	NaN	51.11111111	NaN	NaN	250698829.2	55.53178	96.71	99.07	0
5000377000	11865000	104199.139	37.4158531	13343000000	2428000000	28632051719	51.30785	19.05	56.19	1
53303000	6628000	3319.046	93.35793358	0	1995000000	727807751.8	4.119775	100	100	1
NaN	NaN	78823.911	35.82302468	57900000000	2262000000	20447925662	14.85589	100	100	3
NaN	NaN	26757.94	66.83978187	375000000	23000000	46985906907	NaN	NaN	NaN	3
32047000	11680000	9131.62	61.9047619	0	16000000	1565203547	23.68082	99.39	99.58	0
NaN	NaN	16554.647	51.32967033	9417000000	4000000	8892728165	5.426713	99.92	99.92	3
NaN	NaN	10891.364	34.13756614	10371000000	2277000000	4358381921	0.5903065	100	100	3
736922000	52375000	76174.458	35.42578031	41286000000	19071000000	11109359492	36.09746	98.72	98.22	1
619276000	0	2544.13	91.30699088	0	2080000000	1210531961	6.791521	99.9	100	2
1837995000	0	13645.789	56.79145433	4549000000	1705000000	14171339634	15.47619	100	100	2
3559421000	1588000	39178.35	52.37255168	16861000000	6141000000	18474495834	8.488572	66.98	76.08	1
NaN	NaN	NaN	100	NaN	NaN	NaN	0	NaN	NaN	2
63484000	626000	NaN	89.26868045	NaN	NaN	750418381.4	47.69804	100	100	1
NaN	NaN	92376.744	18.76916391	5181000000	2757000000	42560657450	14.85589	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	21441.496	3.448427341	0	835000000	NaN	NaN	NaN	NaN	0
NaN	NaN	26467.183	60.84222347	13606000000	8791000000	10364171099	14.85589	100	100	3
144406000	164000	4109.483	92.82296651	0	0	1297089016	18.72536	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	16871.91	22.7388355	14396000000	0	4552171024	0.3114912	100	100	3
1586776000	0	38235.941	26.84970652	9612000000	1894000000	21601177537	14.85589	100	100	2
9445612000	0	651711.627	20.527189	4.39312E+11	21210000000	1.82272E+11	12.98405	NaN	NaN	2
10793000	5638000	NaN	92.0212766	NaN	NaN	405756170.2	43.38896	100	100	0
NaN	NaN	145540.236	64.48032291	99503000000	76621000000	1.57387E+11	0.0109286	100	100	3
78790000	1173000	15114.511	98.62427392	0	2565000000	1868587866	NaN	NaN	NaN	1
57304000	15877000	2790.896	70.08760951	61000000	2020000000	1186030272	56.90873	100	100	1
NaN	NaN	18612.382	72.94340723	28430000000	9649000000	1.18061E+11	0.7368195	69.76	83.39	3
10347000	3533000	NaN	93.31395349	NaN	NaN	170505608.4	NaN	NaN	NaN	0
444725000	94000	4525.095	91.12391931	0	1961000000	1890097864	9.948044	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	347766229.3	NaN	NaN	NaN	3
129000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
455822000	3575000	16039.776	25.62406489	317000000	683000000	5842349590	44.15183	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	696	98.61325116	NaN	NaN	141874050.4	NaN	NaN	NaN	2
NaN	NaN	18830.459	19.9101376	2184000000	741000000	15479863363	14.85589	100	100	3
NaN	NaN	7292.645	44.98613678	339000000	42000000	8159730205	14.85589	100	100	3
NaN	NaN	51569.035	74.44871248	585000000	1379000000	24867580577	14.85589	100	100	3
16404000	27000	399	62.23021583	NaN	NaN	243897196.6	17.45636	96.3	86.69	1
17525000	0	228	100	NaN	NaN	56244154.31	16.44064	NaN	NaN	2
125718100	174000	21390.288	53.50492569	12963000000	17647000000	17774179429	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
16712000	6305000	NaN	100	NaN	NaN	231282857.6	63.55014	13.48	54.41	0
1597000	0	2371.755	70.1369863	0	113000000	191539034.5	47.31041	13.96	56.44	0
1624100000	564000	96016.922	51.59385911	93405000000	8712000000	52075784869	29.02617	75.05	82.37	2
13255000	2411000	2349.672	37.92	123000000	0	188914234.8	NaN	NaN	NaN	0
45863000	0	18510.82	31.97225149	12817000000	0	NaN	NaN	NaN	NaN	2
1229000	120000	57	100	NaN	NaN	46864171.92	NaN	NaN	NaN	1
NaN	NaN	16763.549	17.8436019	7024000000	12000000	4992258141	NaN	NaN	NaN	3
847826000	220000	8230.325	54.64779672	12494000000	1112000000	4548431968	51.70929	57.97	66.36	2
8514531000	567000	84379.093	32.11753256	73445000000	5483000000	52493942490	36.6609	50.65	65.34	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
54480000	29852000	17160.258	69.35832733	1149000000	587000000	2048775565	50.27976	13.39	54.41	0
35437000	24016000	NaN	86.52037618	NaN	NaN	1344201160	42.23725	15.74	56.19	0
1424937000	0	142886.159	11.29534688	34157000000	586000000	19388177694	NaN	NaN	NaN	1
628767000	0	2947.946	91.36507937	3000000	957000000	3078376721	11.86064	100	100	2
NaN	NaN	2318861.102	43.72219615	7.82829E+11	1.4129E+11	1.88259E+11	10.79315	99.98	99.92	3
144904000	312000	46950.855	11.37914882	35298000000	3263000000	NaN	NaN	NaN	NaN	1
8165000	121000	67	100	NaN	NaN	69511996.6	NaN	NaN	NaN	2
2930925000	0	66527.475	56.92685953	14598000000	13665000000	29802941965	29.4631	99.98	99.91	2
434126000	30379000	50952.849	34.84005073	21839000000	1882000000	9050561634	40.02044	NaN	NaN	1
1549000	104000	30	100	NaN	NaN	67197569.12	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
1503000	553000	57	100	NaN	NaN	81769788.49	NaN	NaN	NaN	1
62330000	14778000	6588.262	96.13977314	0	4768000000	6141048089	NaN	NaN	NaN	1
1198363000	0	130360.262	10.34792529	0	78000000	20624461669	17.45796	96.3	86.69	2
102016000	11723000	19970.817	57.73993808	0	7000000	131200262.1	NaN	NaN	NaN	0
66020000	15935000	7201.555	76.46103896	0	37000000	559788556.3	45.49763	16.76	56.27	1
26547000	5000	9703.168	18.44792376	0	24000000	NaN	NaN	NaN	NaN	0
