Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
78292000	0	1358.675	34.18456181	0	194000000	196666671.9	NaN	NaN	NaN	2
NaN	NaN	200784.943	36.73186004	2896000000	48307000000	19081740635	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
87233000	2334000	4352.201	94.48732084	0	31000000	552078808.2	NaN	NaN	NaN	1
25192000	918000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
4956000	386000	NaN	100	NaN	NaN	1733936.8	NaN	NaN	NaN	0
5885000	449000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	3465536.921	NaN	NaN	NaN	3
NaN	NaN	17551.457	49.26176933	0	7160000000	2216191516	NaN	NaN	NaN	3
1566000	0	NaN	100	NaN	NaN	20812465.69	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
133161000	0	3779.725	92.50780437	0	1035000000	471692100	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
55491000	206000	NaN	100	NaN	NaN	6470000	NaN	NaN	NaN	1
NaN	NaN	6573.829	47.27533461	0	4248000000	NaN	NaN	NaN	NaN	3
127292000	612000	2001.195	90.96153846	0	90000000	111032000	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
22464000	1407000	1881.844	68.87159533	0	210000000	12211089.6	NaN	NaN	NaN	0
NaN	NaN	29770.634	34.3000724	5957000000	4544000000	2914082779	NaN	NaN	NaN	3
2401123000	6122000	66623.511	64.81974353	274000000	10271000000	5989249601	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1968942000	70801000	254787.758	23.82561626	2158000000	9172000000	9493104340	NaN	NaN	NaN	1
NaN	NaN	8628.435	42.57507199	5960000000	2424000000	3057068895	NaN	NaN	NaN	3
258555000	0	53717.441	70.41653375	7563000000	26107000000	NaN	NaN	NaN	NaN	2
NaN	NaN	15791.823	64.37659033	0	20363000000	8099798984	NaN	NaN	NaN	1
NaN	NaN	1770.682	81.30630631	0	4000000	221567032.2	NaN	NaN	NaN	3
NaN	NaN	7572.823	64.25833088	0	7033000000	4012724905	NaN	NaN	NaN	3
NaN	NaN	129304.488	62.30070357	24712000000	76174000000	37396568274	NaN	NaN	NaN	3
287339000	0	1724.45	97.60174419	0	1436000000	161300000	NaN	NaN	NaN	2
246755000	633000	2594.94	88.19235723	0	2495000000	769724366.4	NaN	NaN	NaN	2
NaN	NaN	362902.655	59.72585104	1.28043E+11	1.8386E+11	34641202378	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
238280000	3240000	8888.779	82.6848249	0	139000000	416724757.4	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
0	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	53528.043	43.82666253	0	19964000000	2971646529	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	14026.723	55.69668008	4196000000	11221000000	6300969922	NaN	NaN	NaN	3
1019000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
65823000	0	2328.771	93.80974056	0	3276000000	4089410468	NaN	NaN	NaN	2
24919000	639000	NaN	93.40101523	NaN	NaN	1517968.4	NaN	NaN	NaN	0
NaN	NaN	9977.327	64.65919701	0	7095000000	7081091917	NaN	NaN	NaN	2
746000	0	NaN	100	NaN	NaN	12650000	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
155867000	2815000	4995.664	92.10275928	0	69000000	471725052.2	NaN	NaN	NaN	1
4563000	526000	NaN	NaN	NaN	NaN	43520460.8	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	3060.868	31.56	4000000	18000000	173019151.8	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	64198331.44	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
743306000	343000	5582.195	75.02052545	0	5715000000	345295873.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
58740000	2236000	NaN	97.28813559	NaN	NaN	48443936.8	NaN	NaN	NaN	0
3648000	44000	NaN	100	NaN	NaN	4591968.4	NaN	NaN	NaN	2
10220386000	0	108603.192	71.66942516	7896000000	53363000000	5678880168	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
23210000	1913000	NaN	97.2972973	NaN	NaN	28673260.68	NaN	NaN	NaN	0
NaN	NaN	344.493	58.71559633	0	442000000	1139325617	NaN	NaN	NaN	3
79190000	3208000	10958.163	64.31693989	658000000	416000000	116064368.4	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	3130.37	26.19821284	0	257000000	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
29758000	0	6366.768	66.77316294	3000000	64000000	45886268.13	NaN	NaN	NaN	0
37027000	522000	NaN	97.20670391	NaN	NaN	62846490.6	NaN	NaN	NaN	0
43513000	159000	NaN	86.52849741	NaN	NaN	42240121	NaN	NaN	NaN	2
45017000	2507000	NaN	79.60526316	NaN	NaN	49146191.4	NaN	NaN	NaN	0
1605514000	0	15520.466	76.50273224	1805000000	9404000000	5677019647	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
51506000	1176000	NaN	57.72058824	NaN	NaN	140029097.6	NaN	NaN	NaN	0
1721131000	294000	61428.01	50.83420776	5258000000	1868000000	1891868246	NaN	NaN	NaN	1
31009000	0	1938.759	97.42173112	0	446000000	NaN	NaN	NaN	NaN	1
NaN	NaN	60639.217	31.76523075	38213000000	3258000000	25150915168	NaN	NaN	NaN	3
NaN	NaN	19957.706	71.67788057	0	298000000	14303908697	NaN	NaN	NaN	3
9448000	1921000	5095.555	66.48648649	0	3000000	105467411.6	NaN	NaN	NaN	0
NaN	NaN	11197.067	46.83696211	5598000000	95000000	1603038955	NaN	NaN	NaN	3
NaN	NaN	2110.488	42.54868755	1847000000	651000000	1184621145	NaN	NaN	NaN	3
525752000	11581000	32277.657	46.35056354	7034000000	3335000000	1429436654	NaN	NaN	NaN	1
336152000	0	1529.125	98.62258953	0	439000000	97962498.19	NaN	NaN	NaN	2
524387000	0	10580.084	84.1195264	269000000	2291000000	2480958000	NaN	NaN	NaN	2
1756164000	555000	24008.288	76.24694377	0	7947000000	1098200654	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
140963000	792000	NaN	99.82758621	NaN	NaN	463143706.4	NaN	NaN	NaN	1
NaN	NaN	124698.035	9.237816411	81000000	1680000000	1024744000	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	35999.138	NaN	0	768000000	NaN	NaN	NaN	NaN	0
NaN	NaN	10964.415	79.97882758	0	6603000000	8008241588	NaN	NaN	NaN	3
79133000	349000	2279.831	98.63013699	0	23000000	545196523.5	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	5456.957	18.47472657	3918000000	31000000	797817527.7	NaN	NaN	NaN	3
672743000	0	64939.32	25.1066078	29932000000	6757000000	1447486000	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
6864000	1157000	NaN	99.4047619	NaN	NaN	113326820.1	NaN	NaN	NaN	0
NaN	NaN	45993.621	71.5098868	25524000000	18787000000	26506780884	NaN	NaN	NaN	3
128194000	3764000	9467.587	97.65976598	0	492000000	12200000	NaN	NaN	NaN	1
90015000	1941000	1560.7	92.46575342	0	761000000	14533684.6	NaN	NaN	NaN	1
NaN	NaN	6765.261	96.89454625	0	9960000000	12846550340	NaN	NaN	NaN	3
8550000	360000	NaN	100	NaN	NaN	10821968.4	NaN	NaN	NaN	0
94610000	144000	2625.407	88.74538745	0	113000000	333072336.8	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
8820000	1326000	NaN	100	NaN	NaN	8786945.199	NaN	NaN	NaN	0
1840550000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.39449541	NaN	NaN	41103146.73	NaN	NaN	NaN	2
NaN	NaN	20734.346	NaN	631000000	1662000000	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	47231.346	79.21245959	40000000	3112000000	7777878674	NaN	NaN	NaN	3
9421000	57000	NaN	0	NaN	NaN	83418808.4	NaN	NaN	NaN	1
4013000	0	NaN	100	NaN	NaN	8500984.2	NaN	NaN	NaN	2
137255000	347000	7832.045	89.43853574	433000000	4123000000	355444607.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2447000	1186000	NaN	100	NaN	NaN	37090020.15	NaN	NaN	NaN	0
48811000	1273000	986.239	74	0	35000000	300708521.8	NaN	NaN	NaN	0
1359820000	736000	24742.853	67.91742013	10666000000	3404000000	3003322426	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
221000	0	NaN	100	NaN	NaN	27509830.8	NaN	NaN	NaN	1
NaN	NaN	5073.997	16.43109541	2996000000	10000000	1146123503	NaN	NaN	NaN	3
270868000	501000	4164.266	66.76904177	2947000000	1162000000	293749095.4	NaN	NaN	NaN	2
1971372000	1352000	39315.665	47.7767851	58000000	7082000000	2317544699	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
53918000	4569000	8767.56	93.15707621	0	130000000	16000000	NaN	NaN	NaN	0
49767000	3050000	NaN	98.18181818	NaN	NaN	27288406.8	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
365856000	0	1997.816	95.21690768	0	127000000	1030643954	NaN	NaN	NaN	2
NaN	NaN	1774100.996	43.619822	3.12382E+11	1.07216E+11	1.17982E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1406000	22000	NaN	100	NaN	NaN	13800000	NaN	NaN	NaN	2
3307526000	0	39441.705	57.43147833	15642000000	9000000000	13998196224	NaN	NaN	NaN	2
475000	416000	21646.814	26.43797644	72000000	1216000000	NaN	NaN	NaN	NaN	1
931000	10000	NaN	100	NaN	NaN	10610266.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
2283000	72000	NaN	100	NaN	NaN	14020984.2	NaN	NaN	NaN	1
56245000	3092000	1737.288	91.95256247	0	895000000	NaN	NaN	NaN	NaN	1
NaN	0	88621.989	14.48186939	0	42000000	1897240194	NaN	NaN	NaN	2
268983000	3131000	9953.048	71.29909366	0	144000000	335223699.8	NaN	NaN	NaN	0
65445000	585000	4926.964	54.06125166	0	50000000	201091984.2	NaN	NaN	NaN	1
174755000	316000	7405.614	18.113612	0	0	345468112.4	NaN	NaN	NaN	0
