Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
4665000	838000	3640.016	96.15384615	0	318000000	298634401.3	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	171228.401	56.70834741	31823000000	41014000000	20465115218	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	14780.172	59.90639626	15759000000	10965000000	4188465452	NaN	NaN	NaN	3
7489000	2448000	NaN	48.46938776	NaN	NaN	117154318	NaN	NaN	NaN	1
302203000	0	5251.707	87.48535271	0	7614000000	8652574830	NaN	NaN	NaN	2
137000	0	NaN	98.96907216	NaN	NaN	419970.5935	NaN	NaN	NaN	0
NaN	NaN	15725.148	68.31660756	2800000000	9820000000	7041735857	NaN	NaN	NaN	2
6649000	59000	NaN	100	NaN	NaN	60981752.19	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
182003000	11128000	6964.425	93.50268686	0	1698000000	2042319918	53.02554	38.08	69.12	1
20349000	1175000	NaN	NaN	NaN	NaN	571737992.5	NaN	NaN	NaN	1
143025000	0	8980.202	62.65837915	485000000	1478000000	1064038330	27.75367	100	100	2
NaN	NaN	3111.384	62.62158407	177000000	13000000	152705833.1	27.75367	100	100	3
110098000	0	4398.519	59.66970882	1246000000	201000000	832492439.1	27.75367	100	100	2
NaN	NaN	NaN	100	NaN	NaN	2532769530	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1137455000	232000	9364.011	62.5043158	0	5107000000	4197122843	57.31269	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
51054000	0	4529.278	36.20867769	4190000000	213000000	365985640.9	NaN	NaN	NaN	1
93986000	8577000	NaN	96.98275862	NaN	NaN	281600527.2	NaN	NaN	NaN	0
4449000	270000	NaN	100	NaN	NaN	98305131.38	NaN	NaN	NaN	2
11087711000	0	136838.349	69.60388609	27673000000	81343000000	28852476922	29.54929	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
70127000	905000	2585.703	28.03448276	0	70000000	280386381.2	NaN	NaN	NaN	2
35724000	6616000	NaN	97.2027972	NaN	NaN	414894710.9	NaN	NaN	NaN	0
NaN	NaN	783.735	78.28054299	0	1686000000	1490757865	27.75367	100	100	3
15027000	3585000	12040.528	51.88264059	2504000000	255000000	316969699.3	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
12520000	514000	2233.526	14.64574417	0	120000000	200365024	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
45415000	7860000	6591.989	90.22801303	2000000	26000000	537469866.5	48.84278	13.61	54.65	0
43814000	2709000	NaN	98.41075795	NaN	NaN	204088936.3	NaN	NaN	NaN	0
63240000	115000	NaN	93.94495413	NaN	NaN	711321469.9	51.193	17.72	54.7	2
30321000	9496000	NaN	82.60869565	NaN	NaN	145904844.7	68.71463	31.32	65	0
2832837000	0	44078.892	56.74373513	36547000000	14390000000	21470189843	7.960026	83.72	83.96	2
NaN	NaN	1001.683	97.10982659	0	17000000	250531564.9	NaN	NaN	NaN	2
15436000	4073000	NaN	64.85507246	NaN	NaN	53266395.26	NaN	NaN	NaN	0
576135000	2624000	84302.714	70.20072993	7769000000	2755000000	7781250308	55.04464	19.27	57.19	1
143823000	2547000	2545.418	94.03508772	0	1191000000	382292004.3	NaN	NaN	NaN	1
NaN	NaN	71488.578	36.26097867	50842000000	2823000000	32720062063	27.75367	100	100	3
NaN	NaN	24080.874	62.04340352	236000000	8000000	23743939674	NaN	NaN	NaN	3
27864000	7672000	7095.313	66.79841897	0	107000000	670587734.9	NaN	NaN	NaN	0
NaN	NaN	16178.697	47.79837091	9389000000	0	4451316441	0.8558831	99.94	100	3
NaN	NaN	6757.936	36.70350341	6113000000	1205000000	2153955303	0	NaN	NaN	3
1235145000	25616000	57498.621	52.15657426	15558000000	23756000000	1794513740	NaN	NaN	NaN	1
329756000	0	2185.62	89.66153846	0	1127000000	1147777993	42.14619	99.94	100	2
1406399000	0	10937.913	84.6936045	326000000	4264000000	11305742354	23.85668	99.86	100	2
2213852000	1441000	37071.776	73.07655865	12000000	19116000000	8744996306	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
106851000	773000	NaN	91.82209469	NaN	NaN	380957689	54.45217	100	100	1
NaN	NaN	102101.037	13.6537417	215000000	1901000000	20669498248	27.75367	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	18414.9	NaN	0	1031000000	NaN	NaN	NaN	NaN	0
NaN	NaN	21115.33	65.9659247	89000000	6776000000	20322803489	27.75367	100	100	3
112759000	254000	4367.987	91.95804196	0	11000000	845814899.6	31.87054	97.26	98.45	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	9699.939	21.56426839	6869000000	0	836347157.9	NaN	NaN	NaN	3
562566000	0	44620.148	34.73284856	10084000000	6863000000	4679435834	27.75367	100	100	2
5129094000	0	601977.963	24.17866303	3.57403E+11	49088000000	17624090188	18.69734	NaN	NaN	2
9665000	4453000	NaN	94.94382022	NaN	NaN	153343597.8	NaN	NaN	NaN	0
NaN	NaN	89216.032	57.50816012	47779000000	59767000000	16210180707	NaN	NaN	NaN	3
15220000	0	12528.641	97.42895805	0	1096000000	81584278.55	NaN	NaN	NaN	1
90842000	8718000	2025.117	85.50561798	91000000	1152000000	386193414.8	NaN	NaN	NaN	1
NaN	NaN	22513.835	93.32168203	6534000000	20364000000	71390079302	NaN	NaN	NaN	3
7793000	943000	NaN	87.28323699	NaN	NaN	38464882.35	NaN	NaN	NaN	0
148517000	144000	3552.546	91.1521324	0	1671000000	1444072820	32.89771	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	182944573.5	NaN	NaN	NaN	3
43000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
52695000	0	17092.723	20.97434792	564000000	567000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.63013699	NaN	NaN	164989201.4	NaN	NaN	NaN	2
NaN	NaN	18096.695	19.56502751	2332000000	716000000	3604685659	27.75367	100	100	3
NaN	NaN	6573.987	49.23076923	10000000	349000000	3314759606	27.75367	100	100	3
NaN	NaN	50175.165	77.38463608	610000000	3732000000	12195505510	27.75367	100	100	3
13981000	39000	NaN	53.04878049	NaN	NaN	294839199.1	NaN	NaN	NaN	1
5391000	0	NaN	100	NaN	NaN	26323861.84	NaN	NaN	NaN	2
216312000	3284000	14360.101	51.34983521	6421000000	10491000000	367754380.7	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
10383000	3170000	NaN	100	NaN	NaN	139051267.9	49.51574	13.44	54.65	0
16036000	4174000	1730.835	78.81040892	0	51000000	118610740.4	NaN	NaN	NaN	0
5632856000	745000	70495.461	55.48398359	44509000000	21812000000	26897418104	NaN	NaN	NaN	2
18786000	221000	2141.01	29.30153322	292000000	0	38865831.82	NaN	NaN	NaN	0
68999000	0	12239.563	28.47341338	9493000000	0	1256006717	NaN	NaN	NaN	2
883000	33000	NaN	100	NaN	NaN	27493102.57	NaN	NaN	NaN	1
NaN	NaN	6556.621	16.22807018	4970000000	0	723242005.1	NaN	NaN	NaN	3
537643000	354000	6257.652	58.53711318	7142000000	1297000000	2041032920	NaN	NaN	NaN	2
4911606000	919000	70481.134	41.24493927	22086000000	7157000000	19746043455	34.29944	50.38	66.35	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
46268000	16327000	11266.306	86.76844784	0	485000000	622065435.1	72.17695	13.39	55.36	0
43755000	13563000	NaN	87.37864078	NaN	NaN	633473682.3	NaN	NaN	NaN	0
668317000	0	143575.016	12.85077113	31017000000	2327000000	2358910820	47.76907	NaN	NaN	1
451335000	0	2880.565	92.87128713	0	631000000	2067120124	28.61591	100	100	2
NaN	NaN	2134504.938	39.72228369	5.05647E+11	1.08319E+11	1.34836E+11	12.84833	99.98	99.91	3
186091000	0	44850.489	18.79593601	32913000000	5483000000	NaN	NaN	NaN	NaN	1
4754000	56000	NaN	100	NaN	NaN	31188953.77	NaN	NaN	NaN	2
2308321000	0	55131.909	41.44859301	17990000000	2807000000	17703782311	30.03017	99.98	99.91	2
324597000	3422000	33973.294	41.07215159	1973000000	2177000000	1985854198	NaN	NaN	NaN	1
1210000	96000	NaN	100	NaN	NaN	37303884.67	NaN	NaN	NaN	1
NaN	NaN	NaN	95.57522124	NaN	NaN	NaN	NaN	NaN	NaN	1
1416000	317000	NaN	100	NaN	NaN	64205874.64	NaN	NaN	NaN	1
38060000	6757000	3707.503	96.01895735	0	2853000000	1217640694	NaN	NaN	NaN	1
1438576000	0	112988.003	9.760818471	0	0	5957312958	25.56927	96.56	87.18	2
12520000	0	13723.209	68.42105263	0	19000000	98304292.54	NaN	NaN	NaN	0
81268000	10246000	6026.273	71.62576687	0	31000000	239085489.2	50	16.77	57.28	1
217722000	2435000	9702.263	30.23670145	0	0	383550560	48.69432	21.21	65.65	0
