Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	192447.608	34.80452735	1477000000	26012000000	22802310653	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
68249000	1005000	4209.499	93.26113117	0	35000000	268425876	NaN	NaN	NaN	1
33183000	131000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
6286000	108000	NaN	100	NaN	NaN	3948198	NaN	NaN	NaN	0
2173000	39000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	14645.39	59.10931174	0	7616000000	2553565153	NaN	NaN	NaN	3
864000	0	NaN	100	NaN	NaN	16097407.41	NaN	NaN	NaN	2
NaN	NaN	NaN	98.61111111	NaN	NaN	NaN	NaN	NaN	NaN	3
71718000	0	3701.824	92.79112754	0	1201000000	357328946.8	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
42317000	141000	NaN	100	NaN	NaN	6910518.399	NaN	NaN	NaN	1
NaN	NaN	5148.051	95.33058662	0	13292000000	NaN	NaN	NaN	NaN	3
138166000	485000	1859.721	91.54929577	0	167000000	107377904.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
10769000	543000	1733.98	84.68899522	0	111000000	31125238.4	NaN	NaN	NaN	0
NaN	NaN	28171.739	32.18746031	8940000000	2947000000	NaN	NaN	NaN	NaN	3
1707125000	4385000	59163.242	70.28263894	0	6978000000	6248011978	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
790658000	39873000	216022.695	23.95440982	793000000	6983000000	8108842157	NaN	NaN	NaN	1
NaN	NaN	8262.87	56.02367197	3399000000	4645000000	2793882087	NaN	NaN	NaN	3
220289000	0	42800.355	70.81656497	6281000000	12396000000	3331697684	NaN	NaN	NaN	2
NaN	NaN	10924.421	69.00684932	0	10204000000	8654506097	NaN	NaN	NaN	1
NaN	NaN	1656.56	90.16736402	0	35000000	249003720.8	NaN	NaN	NaN	3
NaN	NaN	7281.949	93.77700951	0	12975000000	3970880957	NaN	NaN	NaN	3
NaN	NaN	128028.902	68.51397363	8672000000	1.00766E+11	46635442102	NaN	NaN	NaN	3
151492000	0	2322.06	98.86251236	0	1281000000	85173860	NaN	NaN	NaN	2
120395000	591000	1879.811	91.80737961	0	1237000000	1510814139	NaN	NaN	NaN	2
NaN	NaN	336976.512	65.14002025	78500000000	2.62678E+11	37839039769	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
241077000	1610000	7758.63	86.40449438	0	334000000	262828082.6	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
0	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	40468.957	54.76309753	0	32071000000	2802003609	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	10295.558	43.71727749	5252000000	4763000000	5076731096	NaN	NaN	NaN	3
1330000	67000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
60780000	0	2357.52	81.00461894	0	2150000000	5182114878	NaN	NaN	NaN	2
34612000	81000	NaN	97.731569	NaN	NaN	8336716.399	NaN	NaN	NaN	0
NaN	NaN	7410.169	67.30304187	0	5190000000	10425320458	NaN	NaN	NaN	2
526000	0	NaN	100	NaN	NaN	7611784.874	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
102520000	741000	4625.043	91.7896679	0	300000000	352359571.1	NaN	NaN	NaN	1
2784000	187000	NaN	NaN	NaN	NaN	43395459.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	3113.922	30.49397122	90000000	75000000	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
863552000	299000	4856.967	76.13320999	0	3508000000	509516102.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
64013000	986000	NaN	92.14285714	NaN	NaN	26521655.2	NaN	NaN	NaN	0
2321000	13000	NaN	100	NaN	NaN	1145421.6	NaN	NaN	NaN	2
9766478000	0	101554.443	73.02299206	8430000000	39132000000	4971262424	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
12030000	912000	NaN	97.22222222	NaN	NaN	24869106.19	NaN	NaN	NaN	0
NaN	NaN	360.294	99.67948718	0	558000000	1255104749	NaN	NaN	NaN	3
57725000	1213000	9525.103	78.21846554	203000000	306000000	328874585.6	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	30.13245033	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	6553.555	64.06480118	0	82000000	NaN	NaN	NaN	NaN	0
32626000	215000	NaN	92.81767956	NaN	NaN	166215885.2	NaN	NaN	NaN	0
44663000	139000	NaN	99.32432432	NaN	NaN	50005977.99	NaN	NaN	NaN	2
67750000	942000	NaN	72.72727273	NaN	NaN	54157210.69	NaN	NaN	NaN	0
710668000	0	12747.853	84.83226267	124000000	9120000000	5024214147	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
89385000	507000	NaN	86.09625668	NaN	NaN	109753594.1	NaN	NaN	NaN	0
1154787000	253000	54861.932	37.86623673	4138000000	1248000000	4168453297	NaN	NaN	NaN	1
133071000	329000	1570.416	96.06164384	0	518000000	118584837.6	NaN	NaN	NaN	1
NaN	NaN	60827.231	40.59665659	23352000000	25533000000	26805904010	NaN	NaN	NaN	3
NaN	NaN	18065.138	80.67968664	0	113000000	6723511279	NaN	NaN	NaN	3
8418000	656000	4640.36	73.38709677	0	10000000	262066272.4	NaN	NaN	NaN	0
NaN	NaN	8905.92	59.83660852	2162000000	37000000	682774776.5	NaN	NaN	NaN	3
NaN	NaN	980.039	29.00670323	775000000	271000000	853184972.4	NaN	NaN	NaN	3
382038000	6358000	26485.02	41.11501972	6188000000	638000000	1455323368	NaN	NaN	NaN	1
288355000	0	1483.322	91.39150943	0	486000000	119947448.4	NaN	NaN	NaN	2
1000190000	0	11327.546	84.01034535	293000000	2387000000	1755200168	NaN	NaN	NaN	2
2191501000	279000	22856.792	89.45549738	0	11616000000	2725396313	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
97161000	432000	NaN	100	NaN	NaN	420886060.6	NaN	NaN	NaN	1
NaN	NaN	116502.099	11.89179522	154000000	2815000000	464625000	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	31177.635	NaN	0	399000000	NaN	NaN	NaN	NaN	0
NaN	NaN	9915.338	84.59402275	0	8160000000	9334151981	NaN	NaN	NaN	3
75017000	347000	2087.809	94.67005076	0	52000000	819771287.5	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	4001.913	17.30824066	2700000000	57000000	649222603.5	NaN	NaN	NaN	3
821555000	0	64752.875	25.87116235	35000000000	13027000000	1830923003	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
5927000	466000	NaN	99.3902439	NaN	NaN	167713333.5	NaN	NaN	NaN	0
NaN	NaN	42308.344	46.26909334	16148000000	10802000000	34051209542	NaN	NaN	NaN	3
229218000	1406000	8445.039	97.98590131	0	252000000	16970340.4	NaN	NaN	NaN	1
94818000	762000	1549.87	94.32703003	0	673000000	20191778.16	NaN	NaN	NaN	1
NaN	NaN	5381.744	95.75252663	0	7493000000	7549238883	NaN	NaN	NaN	3
21562000	294000	NaN	100	NaN	NaN	15950193.6	NaN	NaN	NaN	0
55080000	204000	2720.658	87.6	0	60000000	276930425.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4018000	596000	NaN	100	NaN	NaN	38252059.41	NaN	NaN	NaN	0
1778956000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	95.30685921	NaN	NaN	228584561.6	NaN	NaN	NaN	2
NaN	NaN	19434.098	NaN	2592000000	2558000000	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	42410.888	90.46160346	0	4271000000	6013377406	NaN	NaN	NaN	3
10681000	53000	NaN	0	NaN	NaN	96362391.99	NaN	NaN	NaN	1
5992000	0	NaN	100	NaN	NaN	13800015.6	NaN	NaN	NaN	2
160393000	325000	5331.626	92.09801762	136000000	1909000000	622538386.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
663000	52000	NaN	100	NaN	NaN	11846236.67	NaN	NaN	NaN	0
38049000	328000	905.873	77.19298246	0	15000000	156479133.2	NaN	NaN	NaN	0
1167301000	291000	22244.072	85.45682344	1527000000	9193000000	2720399410	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	13981000	NaN	NaN	NaN	1
NaN	NaN	4048.242	38.47461228	2241000000	26000000	3368927907	NaN	NaN	NaN	3
238702000	522000	3372.857	77.07244212	1130000000	2000000000	610305950.6	NaN	NaN	NaN	2
1487275000	1427000	31708.831	56.43650721	0	5810000000	2425976886	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
82395000	1887000	8129.099	90.67357513	0	101000000	18827920	NaN	NaN	NaN	0
17914000	340000	NaN	99.3006993	NaN	NaN	30003016.8	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
195614000	0	2547.553	92.97407913	0	1015000000	1778310192	NaN	NaN	NaN	2
NaN	NaN	1754849.967	44.86503413	3.69981E+11	2.2087E+11	1.23907E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
428000	0	NaN	100	NaN	NaN	9004964.37	NaN	NaN	NaN	2
3174014000	0	37608.36	58.07416268	9955000000	13707000000	12719729048	NaN	NaN	NaN	2
274000	239000	19854.586	23.45883326	16000000	754000000	NaN	NaN	NaN	NaN	1
201000	0	NaN	100	NaN	NaN	8462712.565	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
2038000	48000	NaN	100	NaN	NaN	3281639.6	NaN	NaN	NaN	1
44645000	1089000	1254.029	99.04679376	0	577000000	NaN	NaN	NaN	NaN	1
NaN	0	72170.872	13.60119684	0	25000000	4359000531	NaN	NaN	NaN	2
190743000	1084000	8880.73	70.67961165	0	178000000	293853319.2	NaN	NaN	NaN	0
127208000	20000	4565.687	64.16122004	0	56000000	142426412.8	NaN	NaN	NaN	1
73394000	48000	6584.521	20.3653323	0	0	354712766.8	NaN	NaN	NaN	0
