Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
2602326000	0	69528.023	30.13639357	61797000000	2222000000	1.01995E+11	10.24238	84.3	83.98	2
NaN	NaN	1611.707	93.1372549	0	9000000	896022010.6	14.54733	96.14	86.49	2
15356000	1750000	NaN	56.30252101	NaN	NaN	592959363.3	52.93266	96.56	99.1	0
329224000	15330000	105902.297	24.28506394	14779000000	1972000000	51907034587	NaN	NaN	NaN	1
77000000	2369000	3066.373	94.14634146	0	2278000000	1103322447	3.337062	100	100	1
NaN	NaN	79349.595	39.50680272	61013000000	2219000000	26928025792	20.16744	100	100	3
NaN	NaN	27545.596	62.26430495	764000000	35000000	60839630464	24.80206	100	100	3
34517000	11306000	9290.894	61.52197213	0	9000000	2014032867	36.31914	99.35	99.55	0
NaN	NaN	16908.184	53.75194834	11842000000	1000000	17247175253	0.1390901	99.98	100	3
NaN	NaN	14764.774	34.27792916	11589000000	2544000000	9523990155	1.062018	100	100	3
1113241000	63535000	84199.111	35.91958608	32923000000	30848000000	15798067697	43.6237	98.72	98.22	1
664204000	0	2702.623	92.1168688	0	2790000000	1935051647	49.56029	99.9	100	2
2285501000	0	14334.054	52.45238497	8224000000	862000000	27785968170	14.49628	100	100	2
3796412000	1457000	38142.364	50.31966027	18789000000	5148000000	33740202851	14.55775	66.97	76.02	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
60477000	553000	NaN	84.09893993	NaN	NaN	2106234948	49.17101	100	100	1
NaN	NaN	96705.878	19.44809614	4517000000	2794000000	65724834811	20.16744	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	18386.956	3.713115179	0	761000000	NaN	NaN	NaN	NaN	0
NaN	NaN	25301.558	56.89760136	13124000000	4870000000	11512068625	20.16744	100	100	3
165547000	142000	4329.767	92.73049645	0	0	2461472167	16.83878	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	22668.609	25.17003131	19462000000	0	9749045779	0.2652979	100	100	3
3243220000	0	39444.231	26.11400894	11559000000	1096000000	39974195970	20.16744	100	100	2
16134634000	0	672590.682	20.35395116	4.86713E+11	17220000000	4.78822E+11	27.55962	NaN	NaN	2
6692000	1515000	NaN	92.82051282	NaN	NaN	552791214.6	NaN	NaN	NaN	0
NaN	NaN	144109.484	64.31262466	95732000000	94803000000	3.09287E+11	0.770077	100	100	3
94919000	0	15159.806	98.72722013	0	3570000000	1377921603	NaN	NaN	NaN	1
62583000	4695000	2822.016	55.42662116	46000000	2346000000	1660041103	59.40486	100	100	1
NaN	NaN	15651.667	56.93921189	32372000000	8690000000	1.66161E+11	0.5023487	69.76	83.39	3
4662000	608000	NaN	91.06145251	NaN	NaN	216555216.5	NaN	NaN	NaN	0
539308000	82000	5028.8	90.59511158	0	2541000000	2304318135	6.667705	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	647805162.9	NaN	NaN	NaN	3
0	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
898492000	4565000	16568.881	24.54361055	403000000	506000000	14214276006	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	714	98.64661654	NaN	NaN	403278675.8	47.98037	26.34	56.84	2
NaN	NaN	17848.643	21.33480309	1617000000	710000000	18973379157	20.16744	100	100	3
NaN	NaN	7319.578	44.31612319	453000000	29000000	1065303830	20.16744	100	100	3
NaN	NaN	50059.598	71.60738819	824000000	1077000000	31033036505	20.16744	100	100	3
24779000	24000	423	62.4137931	NaN	NaN	774192979.5	31.79191	96.14	86.49	1
63758000	0	205	100	NaN	NaN	40768609.42	16.55062	NaN	NaN	2
135455000	153000	24694.386	56.84286749	12068000000	23096000000	17707471741	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
19445000	6511000	NaN	100	NaN	NaN	964338637.6	50.19531	13.87	54.86	0
3894000	0	2458.068	69.63788301	0	94000000	438089067.8	58.0148	14.32	56.85	0
1748456000	512000	102206.548	47.74656493	96000000000	3847000000	87472466933	29.97501	74.71	82.97	2
20804000	2642000	2601.724	47.90960452	380000000	0	85217540.24	NaN	NaN	NaN	0
33864000	0	21923.783	32.0754717	14877000000	0	NaN	NaN	NaN	NaN	2
1125000	137000	58	100	NaN	NaN	65238725.62	NaN	NaN	NaN	1
NaN	NaN	20165.163	15.42574257	7646000000	18000000	6744813533	53.89028	100	100	3
925726000	194000	8836.11	53.06498694	12187000000	2382000000	8032361952	NaN	NaN	NaN	2
12110686000	478000	100005.025	26.86178778	95025000000	6526000000	76496127757	37.80454	50.31	65.68	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
44361000	10428000	18334.861	66.90953248	1513000000	38000000	2886381432	45.47364	13.39	54.41	0
15474000	5148000	NaN	89.93135011	NaN	NaN	2559789964	41.07914	15.74	56.19	0
3097257000	0	137341.645	12.97613738	25545000000	759000000	32483841816	NaN	NaN	NaN	1
659273000	0	3163.245	91.44254279	2000000	1218000000	4121414263	11.59502	100	100	2
NaN	NaN	2337013.725	42.56280308	9.15196E+11	78136000000	2.77549E+11	12.2824	99.98	99.91	3
175048000	357000	48700.58	10.94017094	38506000000	2044000000	NaN	31.96721	NaN	NaN	1
9469000	132000	70	100	NaN	NaN	86976852.89	50.25907	99.73	98.78	2
3600183000	0	64161.369	56.76427066	18163000000	13108000000	33759219458	42.55453	99.98	99.92	2
608195000	33910000	56011.94	34.28907322	25891000000	3610000000	23479392789	34.9424	100	100	1
1677000	98000	35	100	NaN	NaN	119623141.2	64.54183	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
1640000	553000	58	100	NaN	NaN	95353593.12	NaN	NaN	NaN	1
72183000	15382000	7139.914	96.07875855	0	6027000000	7757119856	NaN	NaN	NaN	1
1910587000	0	138833.624	11.46829359	0	1153000000	32919404063	17.93244	96.14	86.49	2
277160000	14163000	21456.152	55.8908046	29000000	7000000	180677440.8	47.12644	100	100	0
45600000	2298000	7381.088	79.53091684	0	29000000	1089952034	NaN	NaN	NaN	1
41095000	0	9580.183	19.06214258	0	24000000	NaN	NaN	22.21	65.68	0
