Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	455457100	NaN	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
3439000	0	NaN	83.07692308	NaN	NaN	NaN	7.102804	NaN	NaN	0
683066000	2402000	10617.011	35.01968217	0	720000000	11196800894	NaN	NaN	NaN	2
60519000	5896000	2126.869	87.80687398	0	72000000	2161936592	0	100	100	1
NaN	NaN	51685.968	24.19740619	74687000000	1419000000	77238765448	1.091843	100	100	3
3774075000	0	73509.635	48.66574856	62528000000	10790000000	46149457445	15.52354	100	100	2
106886000	6911000	2845.324	18.27411168	1489000000	0	1659090464	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	146	100	NaN	NaN	143848808.5	48.64511	97.91	90.67	2
NaN	NaN	124944.93	26.31127888	32044000000	2109000000	26907894957	0.3998223	96.98	99.01	3
NaN	NaN	33272.469	51.74802814	9902000000	1285000000	18193956213	20.16744	100	100	3
97393000	4877000	12166.306	28.69421775	15599000000	3884000000	4273114894	68.37942	NaN	NaN	2
7846000	2407000	NaN	94	NaN	NaN	177130964	36.03896	22.02	54.92	0
NaN	NaN	57025.137	47.33190272	25386000000	813000000	16485312502	20.16744	100	100	3
11278000	1360000	3207.252	80.05671078	0	217000000	1209202351	53.59897	39.45	61.44	0
254712000	72049000	26491.608	32.13783404	27976000000	1643000000	5277479283	47.7861	15.55	55.17	0
1163972000	0	20102.563	24.85071518	2336000000	568000000	17544560082	20.16744	100	100	2
NaN	NaN	8754.281	21.38955275	10655000000	253000000	4342187892	1.088332	73.56	73.55	3
290216000	7881000	5589.731	12.20746363	0	156000000	5041780929	2.998919	NaN	NaN	2
322444000	0	28057.753	27.65944499	31523000000	174000000	4178575848	NaN	NaN	NaN	2
64357000	0	178	100	NaN	NaN	108512546.8	49.02407	97.91	90.76	1
NaN	NaN	NaN	100	NaN	NaN	NaN	29.6748	NaN	NaN	3
201881000	1984000	5411.645	62.78089888	3252000000	101000000	5313632052	0	100	100	1
14513866000	0	235391.819	66.63082972	15696000000	13883000000	1.80334E+11	13.63597	100	100	2
NaN	NaN	401	85.32608696	NaN	NaN	839429803.1	53.626	97.82	90.34	3
NaN	NaN	3320.372	31.87571922	3362000000	33000000	667491445.5	0.7707554	95.35	97.97	3
7901000	634000	244	38.60759494	NaN	NaN	699049468	94.89796	NaN	NaN	1
10355000	46000	2047.419	49.24901186	0	6000000	9789741166	11.88119	96.14	86.49	2
20274000	3319000	NaN	100	NaN	NaN	91867875.3	45.25	62.51	67.84	0
NaN	NaN	271995.165	45.69634157	40700000000	9845000000	41082110729	5.810884	99.69	99.37	3
NaN	NaN	25763.049	77.0929784	735000000	176000000	75172321688	32.51662	99.77	99.01	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2149411000	22000	28532.195	67.18455744	4630000000	14785000000	16843397676	0	100	100	2
11405668000	73886000	1963991.873	14.839143	30539000000	34258000000	1.54636E+12	18.35384	100	100	2
142968000	1514000	6339.74	79.0725327	482000000	838000000	2931745517	66.77316	13.7	54.95	1
2992808000	23000	29458.362	54.02890173	6591000000	151000000	20951443768	35.57013	100	100	2
13315000	912000	41	100	NaN	NaN	117643067.4	NaN	NaN	NaN	0
6490000	1836000	103	100	NaN	NaN	364462266.3	45.57185	NaN	NaN	1
347120000	5000	4980.029	87.62420958	0	722000000	4115350456	3.471967	100	100	2
NaN	NaN	10296.704	87.89452111	2493000000	14594000000	NaN	34.5974	30.95	60.17	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2437.076	86.97986577	0	4868000000	6506542509	20.16744	100	100	3
NaN	NaN	45778.056	17.55621302	1370000000	115000000	34907225421	20.16744	100	100	3
NaN	NaN	331794.151	32.64704375	77272000000	8604000000	1.35932E+11	20.16744	100	100	3
6587000	177000	43	100	NaN	NaN	60522068.71	51.30053	94.71	90.34	2
NaN	NaN	19758.09	43.10064935	7037000000	1288000000	34318339306	20.16744	100	100	3
453387000	74000	8322.598	76.46755922	2175000000	8670000000	3044764716	45.40317	100	100	2
223574000	0	36797.074	36.85152057	36176000000	794000000	1.14972E+11	39.6475	NaN	NaN	2
1325048000	103000	11383.24	83.21860907	1183000000	5315000000	3520673052	30.94201	99.98	100	2
906695000	11092000	67254.625	51.70630246	85549000000	23239000000	32214421942	NaN	NaN	NaN	1
4057000	3393000	720.631	96.20253165	0	286000000	34284787.55	NaN	NaN	NaN	0
NaN	NaN	143868.885	50.97653851	94799000000	18508000000	19028953069	20.16744	100	100	3
NaN	NaN	5623.844	14.99724315	344000000	34000000	3269362368	20.16744	100	100	3
45101000	6339000	30703.46	86.30519843	0	162000000	1289865510	NaN	NaN	NaN	0
NaN	NaN	36775.055	41.77374943	10556000000	468000000	8380474488	20.16744	100	100	3
NaN	NaN	264388.524	59.69843634	21987000000	6163000000	1.15487E+11	20.16744	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
386153000	0	1989.076	79.03525046	273000000	655000000	1237944499	60.26415	100	100	2
NaN	NaN	210258.641	34.91127128	1.65793E+11	4494000000	57274809054	20.16744	100	100	3
49401000	6192000	3343.8	41.60583942	1490000000	24000000	1361156521	0	99.98	100	1
82215000	7572000	9494.228	90.1826484	0	3251000000	2218311348	67.32729	14.36	54.83	1
50380000	9013000	NaN	87.07124011	NaN	NaN	NaN	NaN	NaN	NaN	0
9916000	2012000	133	98.14814815	NaN	NaN	142784447.7	82.37356	13.73	55	0
3453000	2108000	95	100	NaN	NaN	112907178.1	64.81752	97.6	96.22	0
NaN	NaN	1759	12.4617737	NaN	NaN	3845916301	65.61265	NaN	NaN	3
NaN	NaN	30216.691	48.20221782	13774000000	9642000000	3647605456	20.16744	100	100	3
10237000	237000	81	100	NaN	NaN	110569734.9	46.55124	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
738502000	0	8580.327	76.79432624	0	2729000000	4314534135	3.643905	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
11524000	75000	500	100	NaN	NaN	313007750	NaN	NaN	NaN	1
NaN	NaN	14337.94	29.43659387	10316000000	112000000	1.52693E+11	0	45.77	87.3	3
113677000	3143000	4647.907	84.13149351	0	3954000000	2545868558	2.469136	100	100	1
NaN	NaN	9327.156	54.88337096	3064000000	2315000000	13674518993	16.16453	100	100	3
25926000	3505000	2777.133	93.73088685	0	315000000	453088018.9	12.89809	89.24	85.79	0
NaN	NaN	26728.155	30.92580433	15232000000	535000000	24052211100	20.16744	100	100	3
5112550000	10875000	188312.283	43.25179312	21013000000	37769000000	56935744301	7.332511	96.58	99.19	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
7269868000	189487000	596557.395	20.13390918	75437000000	33959000000	2.76578E+11	NaN	74.5	79.37	1
NaN	NaN	15038.748	52.30781934	15463000000	1983000000	925477526.7	20.16744	100	100	3
945976000	0	195517.263	46.10014339	1.22238E+11	54742000000	NaN	45.46109	NaN	NaN	2
NaN	NaN	33063.86	93.136289	0	27447000000	31454864589	NaN	NaN	NaN	1
NaN	NaN	4894.433	79.62382445	0	2000000	2631913632	19.67462	94.95	96.76	3
NaN	NaN	21474.8	0	10569000000	5797000000	28518505878	10.44322	75.07	90.65	3
NaN	NaN	179094.7	46.30846232	1.72646E+11	35387000000	94108648458	20.16744	100	100	3
717087000	0	4699.225	97.17603589	0	7533000000	1878513939	52.48912	100	100	2
283860000	312000	7201.687	67.5366769	9939000000	2988000000	7924938974	38.68778	99.96	99.82	2
NaN	NaN	515170.908	46.86226927	2.89583E+11	1.14211E+11	9.73297E+11	26.49837	99.65	98.47	3
3574933000	0	66099.333	18.62835212	5048000000	7088000000	17641023631	NaN	NaN	NaN	2
108167000	21859000	17360.206	82.99142111	0	1840000000	3355419040	45.52208	14.76	58.81	0
38148000	4704000	2952.758	35.81157775	1702000000	0	1176500810	6.699081	99.94	99.92	0
17621000	4007000	5103.822	99.0090834	0	1294000000	2140273312	37.91615	100	100	0
NaN	NaN	11	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	222146.457	37.07512034	82360000000	25182000000	2.62533E+11	25.71804	95.06	94.14	3
NaN	NaN	NaN	NaN	NaN	NaN	951725447.6	NaN	NaN	NaN	1
NaN	NaN	26388.952	62.82901346	15542000000	33211000000	18776493921	0	99.9	99.55	3
54526000	4963000	NaN	27.44630072	NaN	NaN	707646948.5	21.49292	NaN	NaN	1
1645825000	0	4192.497	80.84200568	0	11476000000	20598783992	18.24295	NaN	NaN	2
380543000	17674000	NaN	88.64864865	NaN	NaN	119359165.3	NaN	NaN	NaN	0
NaN	NaN	17822.55	62.52621609	11543000000	14151000000	83259981377	NaN	NaN	NaN	2
20268000	322000	128	100	NaN	NaN	153719600.5	42.92589	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
297186000	17356000	9262.03	91.63192376	0	5935000000	3518418324	NaN	38.09	69.28	1
64502000	2169000	19	NaN	NaN	NaN	NaN	19.81982	100	100	1
748077000	0	9251.916	45.08236434	2405000000	283000000	7711952181	20.16744	100	100	2
NaN	NaN	4187.132	68.24484275	2895000000	0	205249495.8	20.16744	100	100	3
1547161000	0	4669.788	53.70027752	1925000000	17000000	5760724075	20.16744	100	100	2
NaN	NaN	NaN	100	NaN	NaN	13229919966	0	28.04	64.58	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
693821000	137000	14350.206	52.84842722	2823000000	3626000000	24713570381	51.93999	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
99442000	2081000	3337.066	41.39280125	3777000000	0	1333684647	NaN	NaN	NaN	1
12892000	5870000	NaN	91.05691057	NaN	NaN	846677005.6	56.86967	30.46	55.59	0
32276000	542000	299	100	NaN	NaN	311434227.5	NaN	NaN	NaN	2
12234150000	0	175936.968	62.54096089	1.24495E+11	53278000000	87208176854	NaN	NaN	NaN	2
NaN	NaN	32	100	NaN	NaN	NaN	NaN	NaN	NaN	1
163351000	2879000	3043.449	27.35513111	0	479000000	2264233637	34.94374	100	100	2
19919000	2877000	NaN	100	NaN	NaN	1087121418	47.74988	40.45	59.91	0
NaN	NaN	867.521	100	0	2296000000	3798767206	20.16744	100	100	3
42362000	0	15573.943	39.54468803	1891000000	888000000	3283726257	14.85795	17.6	60.76	0
50025000	424000	869	26.11940299	NaN	NaN	688838331.6	30.74531	NaN	NaN	2
18661000	2430000	3043.327	22.70833333	0	150000000	1001846766	2.743802	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
18598000	6108000	9236.247	71.93732194	10000000	3000000	1524073650	53.59258	13.63	54.41	0
27724000	1556000	NaN	89.47368421	NaN	NaN	207413837.6	40.03822	39.35	58.24	0
26328000	73000	1194	60.8490566	NaN	NaN	1831736374	17.47231	17.66	54.86	2
13318000	587000	NaN	73.46153846	NaN	NaN	227314283.9	NaN	NaN	NaN	0
