Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	175435000	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	67.35218509	NaN	NaN	NaN	NaN	NaN	NaN	0
102543000	12000	6057.633	34.27385892	0	107000000	NaN	NaN	NaN	NaN	2
2021000	0	1352.339	53.91705069	0	131000000	NaN	NaN	NaN	NaN	1
NaN	NaN	22273.454	35.41692948	17997000000	692000000	5977159900	NaN	NaN	NaN	3
2825540000	0	49956.211	52.43817748	20820000000	7669000000	11447029750	11.00595	NaN	NaN	2
NaN	NaN	4116.913	0	2060000000	3900000000	1293750	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	50520000	NaN	NaN	NaN	2
NaN	NaN	86728.639	26.77991009	11633000000	2362000000	13852414250	NaN	NaN	NaN	3
NaN	NaN	25340.235	54.47385957	6628000000	1989000000	19025540500	20.60003	NaN	NaN	3
NaN	NaN	20692.606	43.40860037	0	17926000000	NaN	NaN	NaN	NaN	2
15664000	3437000	NaN	94.25287356	NaN	NaN	179911731.5	NaN	NaN	NaN	0
NaN	NaN	51159.455	46.87720423	6668000000	1543000000	22146927959	20.60003	NaN	NaN	3
12406000	2778000	1728.29	79.75708502	0	25000000	248919921.1	NaN	NaN	NaN	0
155104000	31732000	13253.018	43.24380165	7702000000	396000000	1853480695	NaN	NaN	NaN	0
227427000	0	20614.573	25.93555449	2766000000	1213000000	1241109000	20.60003	NaN	NaN	2
NaN	NaN	4323.798	5.055401662	3896000000	0	1448448750	NaN	NaN	NaN	3
NaN	0	4448.889	41.80633147	0	0	NaN	NaN	NaN	NaN	2
NaN	NaN	36989.354	53.91063794	25933000000	11645000000	NaN	NaN	NaN	NaN	2
5848000	0	NaN	100	NaN	NaN	52942500	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
120979000	3434000	2850.459	59.01820188	975000000	131000000	479572036.5	NaN	NaN	NaN	1
3806001000	0	144381.825	72.30132753	391000000	6240000000	23264547500	47.07633	NaN	NaN	2
NaN	NaN	NaN	86.89138577	NaN	NaN	139962500	NaN	NaN	NaN	3
NaN	NaN	2147.678	32.00757576	1395000000	12000000	NaN	1.448526	NaN	NaN	3
1807000	132000	NaN	37.28813559	NaN	NaN	85120000	NaN	NaN	NaN	1
35358000	99000	1477.793	26.69632925	0	30000000	3793418750	NaN	NaN	NaN	2
