Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	401389600	NaN	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
5767000	2866000	NaN	83.15789474	NaN	NaN	NaN	7.578449	NaN	NaN	0
907901000	2598000	9885.566	34.86495389	0	641000000	8598584122	24.00774	100	100	2
46685000	5515000	2146.006	91.33448873	0	93000000	1812802542	NaN	NaN	NaN	1
NaN	NaN	45494.974	26.07617625	65410000000	1358000000	27617445691	1.074087	100	100	3
3979167000	0	72983.876	51.17930934	57755000000	8039000000	32022296510	15.78667	100	100	2
70000000	6359000	2546.149	21.02177554	1476000000	0	1071917947	0.7569721	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	143	100	NaN	NaN	142632588.7	43.17329	97.91	90.67	2
NaN	NaN	122324.949	27.15011709	30799000000	2385000000	55078715674	0.318261	97.11	99.07	3
NaN	NaN	33759.913	51.30408257	10638000000	1642000000	12911209782	18.89498	100	100	3
55375000	4455000	13515.307	33.40794628	14983000000	6110000000	2500372937	NaN	NaN	NaN	2
5460000	1675000	NaN	92.59259259	NaN	NaN	131138493.7	45.18518	22.02	54.92	0
NaN	NaN	58112.328	47.42352982	23022000000	1377000000	13436679649	18.89498	100	100	3
13812000	3705000	2950.066	80.03933137	0	150000000	912223754.6	47.31121	39.01	61.27	0
228382000	69848000	25387.233	35.9827044	26507000000	1640000000	3877163417	48.11673	15.55	55.17	0
743707000	0	20444.592	27.16715367	2159000000	379000000	11756001804	18.89498	100	100	2
NaN	NaN	8270.903	23.92370572	9231000000	514000000	2895643364	0.9675019	73.34	73.81	3
182557000	7528000	5393.079	12.18795888	0	159000000	3671010361	0	NaN	NaN	2
250357000	0	28629.331	29.96143578	30212000000	1466000000	1386410521	NaN	NaN	NaN	2
64947000	0	172	100	NaN	NaN	113721669.4	44.70739	97.91	90.76	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
214970000	6454000	6460.954	55.36089699	2995000000	88000000	3193982653	0	100	100	1
14785037000	0	222968.766	67.19645513	18258000000	12374000000	85842861105	13.24439	100	100	2
NaN	NaN	398	83.95721925	NaN	NaN	636089790.1	50.10551	97.82	90.34	3
NaN	NaN	3253.298	19.39163498	3267000000	31000000	513570191.5	1.486576	95.35	97.97	3
4405000	613000	211	52.17391304	NaN	NaN	545324762	NaN	NaN	NaN	1
12110000	50000	1962.305	45.06578947	0	6000000	7992391824	9.803922	96.3	86.69	2
17758000	16489000	NaN	100	NaN	NaN	132419815.9	NaN	NaN	NaN	0
NaN	NaN	268516.598	44.54431843	33881000000	9250000000	35063089703	6.148309	99.71	99.41	3
NaN	NaN	27056.406	79.01926445	781000000	198000000	64461047918	26.1408	99.77	98.98	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1992167000	27000	28273.535	55.81603036	11438000000	2716000000	19396986798	0	100	100	2
9360695000	73754000	1853974.707	15.2211246	14217000000	51984000000	1.08076E+12	14.89395	100	100	2
139823000	4666000	6712.331	88.3061049	0	571000000	1735263255	NaN	NaN	NaN	1
2578703000	28000	29621.342	52.99023112	7395000000	118000000	15437167217	23.38952	100	100	2
1376000	949000	42	100	NaN	NaN	93890571.06	NaN	NaN	NaN	0
6329000	1660000	102	100	NaN	NaN	254455343.4	NaN	NaN	NaN	1
293576000	6000	4516.11	88.51084813	0	533000000	3117011486	NaN	NaN	NaN	2
NaN	NaN	11072.629	89.12133891	2233000000	13736000000	NaN	23.02427	30.95	60.17	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2309.33	86.67608286	0	4651000000	5942554106	18.89498	100	100	3
NaN	NaN	45841.015	17.11265082	1567000000	258000000	31456871115	18.89498	100	100	3
NaN	NaN	341222.98	36.00870814	76077000000	9549000000	1.11637E+11	18.89498	100	100	3
6799000	169000	42	100	NaN	NaN	63047100.23	47.07865	94.71	90.34	2
NaN	NaN	20251.483	39.71024259	9401000000	1619000000	31083834394	18.89498	100	100	3
319723000	79000	8140.766	77.83650458	1198000000	9037000000	2275420905	47.24046	100	100	2
625859000	0	34656.216	33.48028159	34258000000	750000000	81462730309	40.38736	NaN	NaN	2
1270526000	112000	10970.649	83.27598919	1734000000	4478000000	2026480272	22.36928	99.98	100	2
840124000	11074000	63829.176	50.92014941	83260000000	18606000000	26006844918	NaN	NaN	NaN	1
6104000	3573000	696.95	96.07843137	0	267000000	25354624.74	22.95561	NaN	NaN	0
NaN	NaN	141479.368	51.85320986	90570000000	23829000000	19339947150	18.89498	100	100	3
NaN	NaN	5037.823	15.73252543	539000000	30000000	2786325227	18.89498	100	100	3
49439000	9439000	22130.859	86.05504587	0	10000000	867438379.7	51.43752	NaN	NaN	0
NaN	NaN	37262.288	42.01121039	12317000000	483000000	7498638909	18.89498	100	100	3
NaN	NaN	267377.214	60.30177748	21760000000	7133000000	98239160428	18.89498	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
42351000	0	1852.149	77.98353909	263000000	438000000	1121592474	NaN	NaN	NaN	2
NaN	NaN	218984.794	34.98569037	1.40828E+11	5810000000	47038783448	18.89498	100	100	3
39006000	5712000	3033.103	37.55837225	1948000000	24000000	930833392.8	18.11715	99.98	100	1
83553000	17902000	9423.517	89.88235294	0	2810000000	2268926565	NaN	NaN	NaN	1
50338000	8489000	NaN	86.79245283	NaN	NaN	NaN	NaN	NaN	NaN	0
9225000	1990000	114	98.91304348	NaN	NaN	120615993.2	NaN	NaN	NaN	0
2803000	1574000	90	100	NaN	NaN	82024734.07	52.32121	97.72	96.36	0
NaN	NaN	1503	11.80555556	NaN	NaN	3066739318	NaN	NaN	NaN	3
NaN	NaN	30222.724	51.27779872	10610000000	9601000000	2849953362	18.89498	100	100	3
8000000	206000	81	100	NaN	NaN	99961392.42	42.36769	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
633907000	0	8228.739	76.54431513	0	2257000000	4055245974	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
16198000	873000	500	100	NaN	NaN	279636388.9	45.85846	100	100	1
NaN	NaN	13329.581	30.7209435	11887000000	146000000	1.33211E+11	0	45.63	86.78	3
131460000	6182000	3944.522	80.78273959	0	3770000000	2642084889	NaN	NaN	NaN	1
NaN	NaN	8944.471	56.93037975	2058000000	1961000000	11487840810	13.63223	100	100	3
21414000	3685000	2648.161	92.90657439	0	299000000	253896128.5	NaN	NaN	NaN	0
NaN	NaN	27329.857	29.87312572	13160000000	521000000	21589904273	18.89498	100	100	3
3817156000	9590000	187735.519	43.07233489	19179000000	38637000000	42597039985	5.079172	96.59	99.24	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4947431000	185273000	565000.088	21.06551223	62394000000	29484000000	1.7805E+11	NaN	NaN	NaN	1
NaN	NaN	14723.823	51.30560517	13907000000	2712000000	831899409.5	18.89498	100	100	3
1032792000	0	182823.663	46.60261423	1.16435E+11	51805000000	NaN	NaN	NaN	NaN	2
NaN	NaN	34874.774	93.66978148	0	25773000000	20051759082	NaN	NaN	NaN	1
NaN	NaN	4158.841	83.74384236	0	4000000	2342225188	14.73231	95.04	96.27	3
NaN	NaN	20907.24	43.95138811	9085000000	5613000000	29153237686	13.67182	75.01	91.02	3
NaN	NaN	182100.119	47.56691569	1.58079E+11	45853000000	75773324256	18.89498	100	100	3
512320000	0	4217.848	96.17718447	0	7215000000	2318429014	49.9311	100	100	2
248584000	338000	6846.371	70.53413513	7806000000	3254000000	6982163597	35.70428	99.96	99.83	2
NaN	NaN	519777.567	48.49616114	2.63446E+11	89569000000	8.95321E+11	23.82675	99.66	98.47	3
2302977000	0	61397.273	16.37081997	8003000000	6517000000	19127059970	NaN	NaN	NaN	2
94229000	21913000	17059.16	84.02910762	0	1862000000	2416073218	42.58225	14.76	58.81	0
30789000	4582000	2694.343	24.11347518	1632000000	0	817169978.4	0.2001401	99.94	99.92	0
15322000	3925000	4934.093	100	0	1035000000	1411426995	NaN	NaN	NaN	0
NaN	NaN	10	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	213523.564	37.90364036	72656000000	22667000000	2.39148E+11	29.09147	94.56	94.24	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	25780.21	61.29147342	14945000000	32662000000	14179736410	0.0712885	99.9	99.58	3
48101000	4830000	NaN	26.8115942	NaN	NaN	461928956.4	21.92134	NaN	NaN	1
1515993000	0	4760.473	81.86920449	0	10902000000	19238866982	19.03274	NaN	NaN	2
73000	0	NaN	89.85507246	NaN	NaN	71989512.71	NaN	NaN	NaN	0
NaN	NaN	17632.253	61.9869085	9801000000	14191000000	62228720878	0	NaN	NaN	2
15945000	262000	119	100	NaN	NaN	134538722.4	38.18405	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
266953000	16922000	9084	91.00562149	0	4847000000	2832098006	38.4604	38.15	69.15	1
9585000	2094000	19	NaN	NaN	NaN	658398850.4	13.57143	100	100	1
435613000	0	8477.119	48.69163674	2464000000	203000000	5772525484	18.89498	100	100	2
NaN	NaN	4318.543	67.77957861	3247000000	0	265117736.4	18.89498	100	100	3
723433000	0	4546.956	51.49758454	2100000000	5000000	4511469902	18.89498	100	100	2
NaN	NaN	NaN	100	NaN	NaN	9132102574	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
615555000	144000	13314.783	51.59623239	2512000000	3259000000	20790793863	48.70607	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
75822000	1896000	3376.501	37.44493392	3733000000	1000000	775478571.7	29.26301	99.92	99.66	1
23374000	11294000	NaN	93.30453564	NaN	NaN	583182459.2	56.53061	29.7	55.17	0
19843000	516000	288	100	NaN	NaN	234391278.1	20.13025	97.05	90.34	2
11342640000	0	171413.673	63.49717702	1.11965E+11	55263000000	76329366176	16.14126	100	100	2
NaN	NaN	30	100	NaN	NaN	NaN	NaN	NaN	NaN	1
124509000	2789000	2914.114	26.28571429	1000000	250000000	1889352307	26.01587	100	100	2
26238000	6800000	NaN	100	NaN	NaN	969533304.2	38.04985	40.2	59.32	0
NaN	NaN	820.718	100	0	2261000000	2980332941	18.89498	100	100	3
55088000	0	15463.397	39.90993527	2025000000	814000000	1382707355	2.487431	17.6	60.76	0
28035000	351000	975	20.91988131	NaN	NaN	457125536.6	NaN	NaN	NaN	2
17253000	2377000	2865.714	20.66019417	0	114000000	719617928.4	0	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
21692000	9042000	8742.363	76.66666667	8000000	12000000	1216256985	45.82577	13.63	54.41	0
24909000	3309000	NaN	88.81578947	NaN	NaN	194495586	43.57042	39.35	58.24	0
29084000	89000	1173	66.01941748	NaN	NaN	1308850483	15.31315	17.94	54.41	2
20937000	9652000	NaN	73.84615385	NaN	NaN	141932267.5	34.94482	31.64	65	0
2347072000	0	63896.697	33.08330608	58739000000	3133000000	82876090372	9.335305	84.3	83.98	2
NaN	NaN	1537.884	94.0874036	0	9000000	449578847	10.67194	96.3	86.69	2
10634000	3797000	NaN	52.01793722	NaN	NaN	370889716.2	43.99255	96.71	99.07	0
372962000	13850000	105137.61	27.93240557	14868000000	1979000000	42735469033	36.86274	19.05	56.19	1
57719000	4151000	3422.434	93.7716263	0	2192000000	921891810.4	NaN	NaN	NaN	1
NaN	NaN	76829.67	36.09829003	56707000000	2095000000	23902292620	18.89498	100	100	3
NaN	NaN	27112.875	69.12751678	471000000	29000000	56841568021	20.77423	100	100	3
34017000	11204000	9118.527	61.74200662	0	13000000	1935487661	13.11616	99.39	99.58	0
NaN	NaN	16846.649	50.85245902	9851000000	23000000	14068475644	5.866436	99.92	99.92	3
NaN	NaN	13818.616	32.34712145	10872000000	2386000000	5014439127	0.5689759	100	100	3
866719000	55805000	79546.939	37.05091138	35811000000	28162000000	12878021659	36.61337	98.72	98.22	1
779703000	0	2811.951	92.31595916	0	2389000000	1334983324	7.20802	99.9	100	2
1997241000	0	13247.518	53.83338521	4827000000	1636000000	17441986975	13.42379	100	100	2
3899066000	1476000	38848.861	57.20327496	16366000000	4665000000	22963019934	8.597618	66.98	76.08	1
NaN	NaN	NaN	100	NaN	NaN	NaN	0	NaN	NaN	2
55734000	578000	NaN	88.34796488	NaN	NaN	1440728432	36.19505	100	100	1
NaN	NaN	97032.957	18.70407788	4597000000	2909000000	48473947849	18.89498	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	21655.797	2.583121308	0	639000000	NaN	NaN	NaN	NaN	0
NaN	NaN	24698.319	57.81376016	12343000000	5247000000	9882746971	18.89498	100	100	3
151727000	152000	4200.26	92.45630175	0	0	1702146966	16.54699	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	18827.4	21.72380647	17080000000	0	5394808698	0.2327386	100	100	3
2175567000	0	39761.495	27.34037964	11831000000	1606000000	30206004058	18.89498	100	100	2
12890248000	0	670672.799	20.74433621	4.57749E+11	24339000000	3.03773E+11	NaN	NaN	NaN	2
8150000	2263000	NaN	92.0212766	NaN	NaN	439670085.3	47.17595	100	100	0
NaN	NaN	158213.832	64.41169157	96630000000	84804000000	2.28957E+11	0.0111058	100	100	3
64163000	575000	15699.35	99.15254237	0	3151000000	1659926272	50.36145	NaN	NaN	1
73791000	9549000	2753.165	58.95865237	47000000	2076000000	1334245207	51.49033	100	100	1
NaN	NaN	19267.906	69.22546541	30765000000	8578000000	1.38653E+11	0	69.76	83.39	3
11336000	3531000	NaN	90.53254438	NaN	NaN	183927179.5	NaN	NaN	NaN	0
564460000	88000	4736.05	89.93781798	0	2352000000	1963036510	6.83878	99.9	99.92	1
NaN	NaN	NaN	NaN	NaN	NaN	479133223.8	NaN	NaN	NaN	3
19000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
589489000	4194000	17064.334	24.58991836	118000000	325000000	11888907209	NaN	NaN	NaN	2
