Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
172145000	10616000	5949.27	92.22011385	0	350000000	2111952732	NaN	NaN	NaN	1
16137000	1121000	NaN	NaN	NaN	NaN	456739383	NaN	NaN	NaN	1
31285000	0	8748.35	62.68386513	228000000	1039000000	828984764.7	25.71892	100	100	2
NaN	NaN	3150.91	57.13658322	152000000	5000000	193112223.6	25.71892	100	100	3
24311000	0	4596.443	63.47031963	526000000	418000000	602076781.1	25.71892	100	100	2
NaN	NaN	NaN	100	NaN	NaN	2256563501	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1390814000	242000	8592.041	66.41313534	0	5513000000	3873508801	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
29291000	0	4387.081	27.29357798	3466000000	365000000	257008881.1	NaN	NaN	NaN	1
19848000	7769000	NaN	96.64804469	NaN	NaN	108960784.1	2.357677	29.74	55.18	0
3739000	257000	NaN	100	NaN	NaN	47951942.86	NaN	NaN	NaN	2
10800997000	0	129804.011	72.15370069	24520000000	67846000000	17045564133	22.69389	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
11456000	374000	2500.22	22.42895805	0	38000000	275093144.4	NaN	NaN	NaN	2
24740000	6243000	NaN	98.4375	NaN	NaN	322950389.3	41.75744	40.24	58.95	0
NaN	NaN	709.206	74.82993197	0	1542000000	1620329964	25.71892	100	100	3
69673000	6033000	11768.333	55.05795574	2213000000	218000000	650646171.9	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
10145000	397000	2704.332	12.9106895	0	113000000	157522381.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
77327000	5822000	6284.318	84.15841584	1000000	28000000	195318936.4	NaN	NaN	NaN	0
38335000	2416000	NaN	97.66584767	NaN	NaN	89903817.29	NaN	NaN	NaN	0
55943000	122000	NaN	90.98196393	NaN	NaN	887180962.6	51.62504	17.7	54.65	2
42691000	9250000	NaN	83.91959799	NaN	NaN	114971836.5	NaN	NaN	NaN	0
1591326000	0	37112.057	51.1670148	25553000000	10355000000	24698753699	NaN	NaN	NaN	2
NaN	NaN	908.708	96.84210526	0	12000000	220986649.7	NaN	NaN	NaN	2
14672000	4893000	NaN	59.76095618	NaN	NaN	94726679.77	NaN	NaN	NaN	0
914810000	1517000	80002.46	66.32010082	7331000000	3026000000	1709113524	54.36372	19.2	56.49	1
85479000	1836000	2338.082	94.31524548	0	1012000000	142003674.5	32.14421	100	100	1
NaN	NaN	70747.683	34.6921797	41739000000	2846000000	47161835443	25.71892	100	100	3
NaN	NaN	23423.603	65.70730081	188000000	0	22975743456	14.36665	100	100	3
32162000	7461000	6711.702	75.31531532	0	37000000	645536775.6	NaN	NaN	NaN	0
NaN	NaN	14933.742	48.65748944	4736000000	51000000	4409841157	NaN	NaN	NaN	3
NaN	NaN	6452.97	48.76869965	5231000000	1269000000	1943066327	NaN	NaN	NaN	3
1202627000	24028000	53576.097	51.76005903	15281000000	17547000000	2527544086	73.45948	98.72	98.42	1
143683000	0	1941.355	85.00527983	0	1086000000	781372942.9	NaN	NaN	NaN	2
721609000	0	10971.189	82.26623676	182000000	2993000000	8653281589	12.78582	99.98	100	2
2264222000	1355000	33981.925	79.98721599	12000000	19078000000	7780875204	65.99099	66.86	76.75	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
116960000	823000	NaN	91.54676259	NaN	NaN	266687777.8	NaN	NaN	NaN	1
NaN	NaN	99471.563	12.44171416	258000000	1523000000	14957024390	25.71892	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	21984.959	NaN	0	335000000	NaN	NaN	NaN	NaN	0
NaN	NaN	20211.413	66.42637178	0	10308000000	22063367603	25.71892	100	100	3
134731000	275000	3925.598	92.04440333	0	112000000	1106424125	23.71299	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	7990.705	15.08446348	5976000000	0	847608959.1	NaN	NaN	NaN	3
321494000	0	46283.443	32.47453565	15971000000	5799000000	2624348247	25.71892	100	100	2
2885447000	0	636646.353	26.35944461	3.54056E+11	66388000000	18023641116	NaN	NaN	NaN	2
8877000	6657000	NaN	99.4011976	NaN	NaN	99096606.79	NaN	NaN	NaN	0
NaN	NaN	87545.737	64.11017081	44336000000	53510000000	10399130293	NaN	NaN	NaN	3
15093000	0	11979.125	95.77689243	0	892000000	163360977.9	NaN	NaN	NaN	1
86638000	8023000	1864.835	87.51311647	179000000	907000000	271792265.6	NaN	NaN	NaN	1
NaN	NaN	18641.333	89.34381568	6622000000	15622000000	68816104043	0	69.4	82.98	3
21954000	1572000	NaN	91.25	NaN	NaN	34618099.63	NaN	NaN	NaN	0
120037000	155000	3358.82	91.59722222	0	1396000000	939803052.7	35.93588	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	198546118.6	NaN	NaN	NaN	3
727000	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
46917000	0	13583.541	9.461413338	354000000	248000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.65546218	NaN	NaN	169081005.3	NaN	NaN	NaN	2
NaN	NaN	17777.96	21.91319005	2381000000	740000000	3862773676	25.71892	100	100	3
NaN	NaN	6067.889	47.42294088	15000000	263000000	1820915561	25.71892	100	100	3
NaN	NaN	50332.723	73.99014104	667000000	3949000000	25869768686	25.71892	100	100	3
4556000	45000	NaN	0	NaN	NaN	298195506.3	NaN	NaN	NaN	1
8041000	0	NaN	100	NaN	NaN	27095254.25	NaN	NaN	NaN	2
213069000	0	12148.544	67.45376956	5272000000	8838000000	448176754.2	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
5074000	2800000	NaN	100	NaN	NaN	146818546.6	49.51574	NaN	NaN	0
11432000	3532000	1566.256	81.53846154	0	54000000	130394605.1	NaN	NaN	NaN	0
4188790000	773000	61912.637	58.73699101	33899000000	24403000000	36938831580	54.92067	74.63	82.11	2
0	0	2225.079	27.39520958	229000000	0	NaN	NaN	NaN	NaN	0
24128000	0	13897.942	25.23037814	9796000000	0	1168007400	NaN	NaN	NaN	2
714000	35000	NaN	100	NaN	NaN	28709996.55	NaN	NaN	NaN	1
NaN	NaN	6132.669	27.52710738	4274000000	0	379080862.9	NaN	NaN	NaN	3
540555000	380000	5804.323	57.30598928	6502000000	1128000000	1689070754	92.68723	57.83	66.93	2
4430853000	1007000	61545.117	46.4181954	16579000000	5772000000	13890900577	19.42502	50.89	66.84	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
85040000	15675000	11021.752	88.44169247	0	310000000	270203522	NaN	NaN	NaN	0
38152000	12813000	NaN	95.40229885	NaN	NaN	458850280.1	NaN	NaN	NaN	0
501076000	0	163812.782	15.68621002	32726000000	10391000000	1068754669	15.4176	NaN	NaN	1
378915000	0	2571.997	93.45047923	0	407000000	1813383866	24.50037	100	100	2
NaN	NaN	2067213.345	40.95128349	5.28844E+11	87189000000	1.75996E+11	13.40105	99.98	99.91	3
95257000	0	42571.92	20.76020204	34299000000	5327000000	NaN	NaN	NaN	NaN	1
4127000	65000	NaN	100	NaN	NaN	29831251.5	NaN	NaN	NaN	2
2432537000	0	51577.865	44.95789068	19657000000	2339000000	10715243820	26.50209	99.98	99.91	2
139208000	1570000	29982.345	45.81243731	748000000	1295000000	1323681942	NaN	NaN	NaN	1
835000	98000	NaN	100	NaN	NaN	48289730.84	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1580000	333000	NaN	100	NaN	NaN	55312685.34	NaN	NaN	NaN	1
36617000	6006000	3417.316	95.17601043	0	2422000000	638374646.6	NaN	NaN	NaN	1
1320340000	0	108902.85	9.086099036	0	391000000	4463556744	NaN	NaN	NaN	2
23601000	0	13079.625	67.3671199	0	18000000	157429000	NaN	NaN	NaN	0
545475000	8528000	5827.996	77.7027027	0	41000000	222702306.2	NaN	NaN	NaN	1
237684000	2486000	9841.139	26.61173049	0	0	887899731.8	NaN	NaN	NaN	0
