Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	689775980	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	6344642495	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	28786209253	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	2471402948	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	37269321629	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	46265809101	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	1932472154	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	147868735.6	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	46714035204	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	24769009817	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	10273827984	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	295447545.4	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	29114293149	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	887440323	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	9174751649	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	17215734344	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	4774195661	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	4247540641	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	7863287455	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	237114351.9	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	11994673841	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	3.5201E+11	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	812597135	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	2583675749	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	789643782.7	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	8081886378	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	154510979.8	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	65819020599	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	3.30586E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	41943894923	NaN	NaN	NaN	2
