Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	248935000	NaN	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	60.35242291	NaN	NaN	NaN	NaN	NaN	NaN	0
158308000	1397000	7186.779	40.52863436	0	441000000	496103867.4	NaN	NaN	NaN	2
8660000	1712000	1748.674	93.25980392	0	113000000	523112146.6	NaN	NaN	NaN	1
NaN	NaN	32770.958	19.54802789	35868000000	1258000000	10790299882	NaN	NaN	NaN	3
10058929000	0	60415.907	49.53749212	45571000000	3852000000	26350163271	29.97554	100	100	2
19755000	2116000	1821.379	20.6235012	2439000000	0	303511747.5	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	69730255.82	57.18353	97.91	90.67	2
NaN	NaN	106192.739	27.43012921	16001000000	1729000000	21955812042	4.994159	96.99	99.04	3
NaN	NaN	28649.79	51.68339172	9286000000	2658000000	18923057801	12.61151	100	100	3
27787000	1222000	11065.402	59.78723404	3556000000	13115000000	672589580.8	NaN	NaN	NaN	2
7949000	4481000	NaN	98.75	NaN	NaN	52981461.15	NaN	NaN	NaN	0
NaN	NaN	58177.811	47.54518692	19231000000	1035000000	13346236651	12.61151	100	100	3
24488000	4066000	2296.194	93.66197183	0	70000000	400066581.6	NaN	NaN	NaN	0
188535000	46295000	17645.158	33.23644819	12278000000	1339000000	1634375947	62.94516	15.52	56.15	0
471744000	0	18262.587	25.91295648	2010000000	927000000	3264673405	12.61151	100	100	2
NaN	NaN	5654.006	11.66056166	5956000000	0	1412574398	2.668338	73.77	73.33	3
145598000	2325000	3354.936	12.01406525	0	42000000	452403145.5	NaN	NaN	NaN	2
101826000	0	24172.531	35.00854027	23294000000	3203000000	294270276.6	NaN	NaN	NaN	2
21469000	0	NaN	100	NaN	NaN	71305500	48.12673	98	91.11	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
129669000	261000	4477.008	64.56456456	1969000000	74000000	1248580022	0	100	100	1
17736658000	0	186747.51	72.94515479	2653000000	16520000000	36342324428	11.1238	100	100	2
NaN	NaN	NaN	82.12121212	NaN	NaN	301944440.7	52.0013	97.91	90.67	3
NaN	NaN	2429.494	48.64433812	2412000000	22000000	516844927.6	NaN	NaN	NaN	3
2109000	179000	NaN	36.19047619	NaN	NaN	292285627.8	NaN	NaN	NaN	1
21481000	74000	1781.677	44.15718718	0	27000000	6228826925	NaN	NaN	NaN	2
6545000	2935000	NaN	100	NaN	NaN	139507412.2	NaN	NaN	NaN	0
NaN	NaN	244327.081	39.7986433	27412000000	12141000000	28650282080	6.246696	99.71	99.39	3
NaN	NaN	25321.906	80.98026849	870000000	328000000	60492108680	29.72677	99.77	98.95	3
