Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
86044000	0	1517.549	39.87767584	0	185000000	203334404.8	NaN	NaN	NaN	2
NaN	NaN	189955.497	45.10741179	2666000000	91715000000	15306823531	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
67595000	1339000	3924.097	95.3125	0	33000000	437210812.6	NaN	NaN	NaN	1
28170000	671000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
6921000	170000	NaN	100	NaN	NaN	2259208.4	NaN	NaN	NaN	0
5210000	144000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	1381000	NaN	NaN	NaN	3
NaN	NaN	16355.995	51.72568931	0	6879000000	2220066729	NaN	NaN	NaN	3
1817000	0	NaN	100	NaN	NaN	14234419.02	NaN	NaN	NaN	2
NaN	NaN	NaN	99.35483871	NaN	NaN	NaN	NaN	NaN	NaN	3
111073000	0	3709.422	92.92604502	0	1026000000	435385510	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
44260000	178000	NaN	100	NaN	NaN	5850000	NaN	NaN	NaN	1
NaN	NaN	6237.887	55.33311454	0	5486000000	NaN	NaN	NaN	NaN	3
112268000	586000	2018.631	86.53136531	0	320000000	133089633.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
20499000	1172000	1867.367	70.68273092	0	210000000	18468623.2	NaN	NaN	NaN	0
NaN	NaN	28772.175	36.05505328	6508000000	3943000000	2196042504	NaN	NaN	NaN	3
2575914000	5746000	64438.729	66.18834374	156000000	11131000000	5729969519	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1759174000	68310000	242206.681	23.75090217	2151000000	9113000000	8535944836	NaN	NaN	NaN	1
NaN	NaN	8287.601	46.14942529	6019000000	2256000000	2463224331	NaN	NaN	NaN	3
374194000	0	49746.206	68.85014711	9213000000	21631000000	NaN	NaN	NaN	NaN	2
NaN	NaN	14445.822	68.11382707	0	18849000000	8022344210	NaN	NaN	NaN	1
NaN	NaN	1803.822	84.04040404	0	4000000	142709821.9	NaN	NaN	NaN	3
NaN	NaN	7604.894	65.26640927	0	7334000000	3373868527	NaN	NaN	NaN	3
NaN	NaN	127508.02	63.4097687	24874000000	74313000000	41349283525	NaN	NaN	NaN	3
282431000	0	2006.199	97.43406985	0	1439000000	96929406.3	NaN	NaN	NaN	2
201759000	613000	2555	88.14749781	0	2265000000	841785318	NaN	NaN	NaN	2
NaN	NaN	362191.06	62.19410343	1.22956E+11	2.11278E+11	33898638541	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
231239000	2579000	8518.678	79.28692699	0	225000000	414388467.6	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
0	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	51171.486	47.60587455	0	26234000000	2848932449	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	12599.642	55.50672182	4430000000	9464000000	5372970521	NaN	NaN	NaN	3
1249000	148000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
79140000	0	1973.777	91.15964639	0	3215000000	3514703726	NaN	NaN	NaN	2
32281000	410000	NaN	94.2408377	NaN	NaN	3476406.3	NaN	NaN	NaN	0
NaN	NaN	9181.062	61.47834999	0	6561000000	4758853174	NaN	NaN	NaN	2
558000	0	NaN	100	NaN	NaN	12380000	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
149593000	2108000	5066.213	93.17738791	0	170000000	530159878.2	NaN	NaN	NaN	1
3891000	280000	NaN	NaN	NaN	NaN	48576066.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	2969.223	29.93839836	14000000	33000000	160844609.9	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	99.39393939	NaN	NaN	67950522.55	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
777605000	309000	5480.635	77.00699876	0	5296000000	265729347	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
62446000	2142000	NaN	96.18320611	NaN	NaN	58899721.3	NaN	NaN	NaN	0
5098000	51000	NaN	100	NaN	NaN	5129802.1	NaN	NaN	NaN	2
11302191000	0	104549.208	72.74429006	8035000000	50745000000	8018704804	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
15891000	1148000	NaN	97.4789916	NaN	NaN	32445063.69	NaN	NaN	NaN	0
NaN	NaN	411.666	81.72043011	0	554000000	1133890973	NaN	NaN	NaN	3
71253000	2622000	10196.356	72.09821429	475000000	375000000	139557419.5	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	13.87151791	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4895000	0	6395.303	63.72315036	0	73000000	55294036.6	NaN	NaN	NaN	0
35902000	295000	NaN	97.88135593	NaN	NaN	81044026.3	NaN	NaN	NaN	0
42477000	105000	NaN	89.47368421	NaN	NaN	35170101	NaN	NaN	NaN	2
45252000	1897000	NaN	73.68421053	NaN	NaN	60557707.6	NaN	NaN	NaN	0
1496958000	0	15428.408	74.10695413	273000000	10052000000	4441615462	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
46468000	911000	NaN	57.93357934	NaN	NaN	92131050.91	NaN	NaN	NaN	0
1937350000	253000	59479.81	54.2371096	4843000000	1466000000	1674113909	NaN	NaN	NaN	1
51446000	214000	1852.919	97.22772277	0	405000000	NaN	NaN	NaN	NaN	1
NaN	NaN	59827.322	32.76284855	38738000000	3364000000	22783968031	NaN	NaN	NaN	3
NaN	NaN	19306.781	77.52049634	0	280000000	9730070233	NaN	NaN	NaN	3
8113000	1702000	5049.247	59.375	0	4000000	128600060.2	NaN	NaN	NaN	0
NaN	NaN	10491.548	46.48422653	4666000000	63000000	1793573443	NaN	NaN	NaN	3
NaN	NaN	2248.249	40.30937216	1469000000	547000000	989190263.5	NaN	NaN	NaN	3
555351000	12049000	30652.682	45.54633353	5974000000	2715000000	1610425724	NaN	NaN	NaN	1
325726000	0	1597.209	93.88816645	0	642000000	215639208.4	NaN	NaN	NaN	2
606234000	0	10863.651	86.12440191	249000000	2669000000	2061520803	NaN	NaN	NaN	2
1933907000	485000	22902.456	80.64441621	0	9460000000	844406816.5	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
162759000	696000	NaN	100	NaN	NaN	454590619.3	NaN	NaN	NaN	1
NaN	NaN	118524.422	9.297353031	76000000	1932000000	1251517600	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	34606.863	NaN	0	1366000000	NaN	NaN	NaN	NaN	0
NaN	NaN	11154.738	84.99810582	0	8936000000	6773536281	NaN	NaN	NaN	3
60162000	333000	2232.406	96.43705463	0	27000000	677186048.4	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	5426.211	20.42818912	3507000000	56000000	751527171.3	NaN	NaN	NaN	3
632208000	0	64726.653	24.67306016	38000000000	11495000000	1859571165	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
6182000	1056000	NaN	99.42196532	NaN	NaN	106855022.5	NaN	NaN	NaN	0
NaN	NaN	45704.488	70.06169932	22650000000	17419000000	26165376464	NaN	NaN	NaN	3
95632000	2648000	9083.398	97.48953975	0	298000000	17200000	NaN	NaN	NaN	1
99552000	1491000	1619.291	94.23503326	0	765000000	12628603.06	NaN	NaN	NaN	1
NaN	NaN	6708.589	95.7294983	0	9490000000	10415963108	NaN	NaN	NaN	3
16068000	457000	NaN	100	NaN	NaN	7749010.5	NaN	NaN	NaN	0
100424000	197000	2757.784	87.67123288	0	65000000	310473964.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
13070000	742000	NaN	100	NaN	NaN	6956602.893	NaN	NaN	NaN	0
2646063000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	96.46226415	NaN	NaN	41541766.8	NaN	NaN	NaN	2
NaN	NaN	20169.84	NaN	1239000000	1663000000	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	43485.828	80.92101055	0	1514000000	5715950470	NaN	NaN	NaN	3
11649000	53000	NaN	0	NaN	NaN	80100444.2	NaN	NaN	NaN	1
3017000	0	NaN	100	NaN	NaN	5399604.2	NaN	NaN	NaN	2
150627000	315000	8440.817	90.55851064	364000000	3621000000	524999210.9	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
832000	259000	NaN	100	NaN	NaN	47584282.82	NaN	NaN	NaN	0
46816000	1012000	967.743	80.12048193	0	110000000	207136580.9	NaN	NaN	NaN	0
1217725000	554000	22824.248	75.3570004	8263000000	6363000000	2687314850	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	26017000	NaN	NaN	NaN	1
NaN	NaN	4770.728	16.5202844	2964000000	29000000	1373306857	NaN	NaN	NaN	3
265286000	498000	3998.055	70.53032709	2264000000	1550000000	463854174.3	NaN	NaN	NaN	2
1827858000	1375000	37114.063	51.1675088	0	7047000000	2442157941	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
58418000	3319000	8585.322	91.9504644	0	140000000	26868614.7	NaN	NaN	NaN	0
49604000	1781000	NaN	98.125	NaN	NaN	67907172.8	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
350654000	0	2013.504	95.11158342	0	94000000	941548075.2	NaN	NaN	NaN	2
NaN	NaN	1755293.762	43.72336595	3.18212E+11	1.28195E+11	1.04856E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1380000	0	NaN	100	NaN	NaN	12820000	NaN	NaN	NaN	2
2868882000	0	39825.849	52.23634003	15331000000	9566000000	12434221296	NaN	NaN	NaN	2
487000	424000	21340.341	29.64897618	113000000	1050000000	NaN	NaN	NaN	NaN	1
971000	7000	NaN	100	NaN	NaN	8086950.7	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1841000	51000	NaN	100	NaN	NaN	10557031.5	NaN	NaN	NaN	1
58673000	2453000	1642.152	90.33742331	0	856000000	NaN	NaN	NaN	NaN	1
NaN	0	88488.282	14.83635097	0	51000000	2510957183	NaN	NaN	NaN	2
247650000	2860000	9954.482	72.43293247	0	140000000	281037800	NaN	NaN	NaN	0
111119000	319000	4827.985	55.65669701	0	53000000	54826402.1	NaN	NaN	NaN	1
183462000	378000	6919.732	18.40354767	0	0	259960293.5	NaN	NaN	NaN	0
