Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	78730000	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	64.55399061	NaN	NaN	746832931	NaN	NaN	NaN	0
NaN	NaN	5169.583	50.31525851	0	109000000	NaN	NaN	NaN	NaN	2
NaN	NaN	2830.925	37.93103448	0	1045000000	NaN	NaN	NaN	NaN	1
NaN	NaN	17246.893	34.02275873	13150000000	507000000	5120939274	NaN	NaN	NaN	3
4056215000	0	46271.233	57.86249801	12532000000	10090000000	3733969300	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	25600000	NaN	NaN	NaN	2
NaN	NaN	77496.59	29.83634255	13989000000	2799000000	12583629547	NaN	NaN	NaN	3
NaN	NaN	24047.382	53.74992062	5664000000	2118000000	17768882441	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
17767000	1927000	NaN	90.4109589	NaN	NaN	69068842.2	NaN	NaN	NaN	0
NaN	NaN	46671.434	47.21194879	2094000000	2239000000	25898988438	NaN	NaN	NaN	3
23546000	1357000	1578.903	72.10884354	0	26000000	8968517.556	NaN	NaN	NaN	0
181378000	26637000	10487.247	44.94590417	4229000000	841000000	876251425	NaN	NaN	NaN	0
415827000	0	30601.964	39.60075209	2800000000	6499000000	NaN	NaN	NaN	NaN	2
NaN	NaN	3515.834	21.33461662	2996000000	0	1221128481	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
5817000	0	NaN	100	NaN	NaN	36414760.2	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
100930000	1175000	2207.066	72.97543221	588000000	158000000	530316463.4	NaN	NaN	NaN	1
7336477000	0	140637.721	70.1876524	0	7707000000	7476999726	NaN	NaN	NaN	2
NaN	NaN	NaN	84.82490272	NaN	NaN	148145894	NaN	NaN	NaN	3
NaN	NaN	1673.048	35.91160221	1035000000	7000000	NaN	NaN	NaN	NaN	3
516000	122000	NaN	57.14285714	NaN	NaN	86949129	NaN	NaN	NaN	1
35404000	109000	965.571	0	0	50000000	2012954513	NaN	NaN	NaN	2
12697000	909000	NaN	100	NaN	NaN	102100335.4	NaN	NaN	NaN	0
NaN	NaN	202876.29	44.30650304	6159000000	10061000000	16241918394	NaN	NaN	NaN	3
NaN	NaN	22455.313	82.36312289	267000000	306000000	67790688919	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1658576000	126000	10334.447	64.51560731	241000000	764000000	3380934135	NaN	NaN	NaN	2
1814676000	12149000	753407.943	14.5623995	2712000000	51518000000	22453016123	NaN	NaN	NaN	2
252213000	1681000	4608.227	100	0	57000000	78283064.58	NaN	NaN	NaN	1
1424383000	129000	22477.406	53.42097618	4743000000	297000000	3416294851	NaN	NaN	NaN	2
1382000	246000	NaN	100	NaN	NaN	30950319.29	NaN	NaN	NaN	0
3998000	80000	NaN	100	NaN	NaN	80730245.01	NaN	NaN	NaN	1
188795000	15000	1798.272	89.49468085	0	123000000	519159164.6	NaN	NaN	NaN	2
NaN	NaN	17927.02	93.85462793	28000000	12316000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1183.127	79.89323843	0	1501000000	1095724267	NaN	NaN	NaN	3
NaN	NaN	51481.139	NaN	600000000	4494000000	NaN	NaN	NaN	NaN	3
NaN	NaN	359337.893	NaN	32956000000	13811000000	1.24834E+11	NaN	NaN	NaN	3
1790000	43000	NaN	100	NaN	NaN	18427248.6	NaN	NaN	NaN	2
