Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	90920000	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	63.55498721	NaN	NaN	657015502	NaN	NaN	NaN	0
NaN	NaN	5379.489	37.16940672	0	114000000	NaN	NaN	NaN	NaN	2
NaN	NaN	2903.606	35.18518519	0	1045000000	NaN	NaN	NaN	NaN	1
NaN	NaN	17700.802	37.86959818	14288000000	552000000	4768740249	NaN	NaN	NaN	3
3103461000	0	47861.397	54.56740929	21075000000	8658000000	5157480788	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	28030000	NaN	NaN	NaN	2
NaN	NaN	78870.865	29.58927192	14718000000	2444000000	16852983452	NaN	NaN	NaN	3
NaN	NaN	24307.62	51.42307163	5713000000	1548000000	16043319095	15.13533	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
18558000	2293000	NaN	92.85714286	NaN	NaN	76449593.5	NaN	NaN	NaN	0
NaN	NaN	47243.575	48.90196222	2549000000	1717000000	23145052876	15.13533	NaN	NaN	3
14953000	1829000	1619.718	82.35294118	0	20000000	8779569.386	NaN	NaN	NaN	0
175697000	27498000	11525.01	44.3421765	5075000000	791000000	1076508833	NaN	NaN	NaN	0
483095000	0	31329.913	39.28466479	8700000000	1226000000	NaN	15.13533	NaN	NaN	2
NaN	NaN	4077.183	20.37986132	3162000000	0	1313227659	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
5406000	0	NaN	100	NaN	NaN	51657201	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
121321000	1678000	2306.258	68.5106383	630000000	118000000	472580568	NaN	NaN	NaN	1
12632684000	0	142537.764	70.58184748	0	7042000000	8090172124	NaN	NaN	NaN	2
NaN	NaN	NaN	84.88372093	NaN	NaN	137948763	NaN	NaN	NaN	3
NaN	NaN	1365.635	28.03078897	1089000000	7000000	NaN	NaN	NaN	NaN	3
667000	119000	NaN	56.66666667	NaN	NaN	95679186.03	NaN	NaN	NaN	1
36302000	107000	1136.487	0	0	125000000	2217139651	NaN	NaN	NaN	2
10955000	1133000	NaN	100	NaN	NaN	113027568.2	NaN	NaN	NaN	0
NaN	NaN	211259.377	43.59370515	9432000000	11842000000	22421923484	NaN	NaN	NaN	3
NaN	NaN	22660.649	82.63375968	263000000	288000000	58367104657	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1262014000	121000	11697.792	60.5883154	257000000	756000000	3908809901	NaN	NaN	NaN	2
2196513000	15228000	794192.201	14.49295772	2034000000	56888000000	23751516912	NaN	NaN	NaN	2
287167000	1756000	4753.59	86.73300166	0	51000000	188154481.9	NaN	NaN	NaN	1
1539582000	123000	23179.585	53.96448049	4758000000	337000000	3699868639	NaN	NaN	NaN	2
916000	306000	NaN	100	NaN	NaN	23775256.58	NaN	NaN	NaN	0
4035000	57000	NaN	100	NaN	NaN	81332707.93	NaN	NaN	NaN	1
228598000	30000	1814.07	90.52369077	0	137000000	676709064.3	NaN	NaN	NaN	2
NaN	NaN	18559.476	94.04198395	29000000	13123000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1209.454	83.6589698	0	1647000000	1116203268	15.13533	NaN	NaN	3
NaN	NaN	50462.536	NaN	600000000	4406000000	NaN	15.13533	NaN	NaN	3
NaN	NaN	361752.109	NaN	33141000000	11794000000	97575995174	15.13533	NaN	NaN	3
1806000	76000	NaN	100	NaN	NaN	14063592	NaN	NaN	NaN	2
NaN	NaN	18681.716	45.27406417	640000000	1455000000	11433251483	15.13533	NaN	NaN	3
181924000	157000	4058.29	89.82102908	0	1718000000	261424871	NaN	NaN	NaN	2
1956525000	0	20899.84	32.5295942	12676000000	1107000000	3190542206	NaN	NaN	NaN	2
372232000	251000	6169.544	84.67091295	0	815000000	567569796.3	NaN	NaN	NaN	2
1225202000	6279000	28850.712	74.50922509	13469000000	17111000000	2261158624	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	80062.021	59.16752539	1365000000	6937000000	42835081159	15.13533	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.13533	NaN	NaN	3
95852000	6159000	13780.759	92.45541838	0	165000000	149969164	NaN	NaN	NaN	0
NaN	NaN	27652.988	54.75636415	2632000000	1615000000	7171278181	15.13533	NaN	NaN	3
NaN	NaN	211234.289	62.76822132	2414000000	5630000000	58944498069	15.13533	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
100456000	0	1440.588	38.91708968	0	201000000	72604267.81	NaN	NaN	NaN	2
NaN	NaN	207404.534	36.1657678	4778000000	28393000000	51899606956	15.13533	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
125350000	6807000	4799.568	92.87991498	0	0	310347218	NaN	NaN	NaN	1
35034000	2143000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
8163000	658000	NaN	100	NaN	NaN	19049157	NaN	NaN	NaN	0
5853000	713000	NaN	100	NaN	NaN	15967618.61	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	5503322.545	NaN	NaN	NaN	3
NaN	NaN	19099.406	47.20888841	94000000	6315000000	5012214445	15.13533	NaN	NaN	3
2798000	38000	NaN	100	NaN	NaN	16923333.33	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
125185000	0	4018.632	89.77777778	0	259000000	415722234	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
54633000	269000	NaN	100	NaN	NaN	4040000	NaN	NaN	NaN	1
NaN	NaN	9227.463	32.5	0	450000000	NaN	0	NaN	NaN	3
157963000	599000	2268.143	88.87262079	0	54000000	56564000	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
17989000	2260000	1562.012	79.92831541	0	127000000	20357776.25	NaN	NaN	NaN	0
NaN	NaN	30353.365	31.15775664	4580000000	1809000000	2120757019	15.13533	NaN	NaN	3
3344970000	6489000	77046.931	66.06642435	661000000	11390000000	6321736080	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2806414000	98761000	289412.617	22.05589728	3604000000	9325000000	9185841796	NaN	NaN	NaN	1
NaN	NaN	9141.878	36.05208205	3528000000	970000000	5234204017	15.13533	NaN	NaN	3
290756000	0	55463.806	68.18588397	18773000000	21516000000	NaN	NaN	NaN	NaN	2
NaN	NaN	18467.475	74.94601598	0	20850000000	8444802914	NaN	NaN	NaN	1
NaN	NaN	1968.569	84.77842004	0	7000000	310844207	NaN	NaN	NaN	3
