Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	19202.876	43.21717021	9273000000	875000000	17702199891	19.59929	100	100	3
245296000	105000	7917.25	90.57629576	0	9064000000	1104534583	51.98292	100	100	2
1419397000	0	27093.432	33.78866316	25781000000	775000000	19625060633	42.76142	NaN	NaN	2
940482000	155000	8800.794	85.26743822	0	3979000000	1073533302	NaN	NaN	NaN	2
871478000	9281000	46464.63	52.99757388	55139000000	12792000000	13598234046	NaN	NaN	NaN	1
5381000	838000	741.727	96.51162791	0	232000000	50449873.4	NaN	NaN	NaN	0
NaN	NaN	125028.864	56.09702044	23358000000	24632000000	34235521113	19.59929	100	100	3
NaN	NaN	4918.613	16.5175499	599000000	40000000	822453577.7	19.59929	100	100	3
62610000	13986000	19352.129	89.61702128	0	19000000	489895096.4	61.90707	NaN	NaN	0
NaN	NaN	33029.424	42.17846234	11552000000	652000000	8419388795	19.59929	100	100	3
NaN	NaN	260322.09	62.69591583	15146000000	5958000000	58637345172	19.59929	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
181218000	0	1633.376	82.71604938	241000000	258000000	13399793.78	68.35522	100	100	2
NaN	NaN	223770.316	34.95940374	1.41905E+11	5252000000	37346811132	19.59929	100	100	3
34680000	2565000	2570.761	44.45525292	1370000000	25000000	161941586.2	NaN	NaN	NaN	1
89730000	24523000	8175.484	86.32750397	0	1250000000	375936406.2	NaN	NaN	NaN	1
37206000	6679000	NaN	87.85310734	NaN	NaN	208565057.1	NaN	NaN	NaN	0
4579000	1101000	NaN	100	NaN	NaN	106013174.7	NaN	NaN	NaN	0
1648000	767000	NaN	100	NaN	NaN	69360646.21	51.06383	97.73	96.51	0
NaN	NaN	NaN	4.620853081	NaN	NaN	70851809.5	60.27111	NaN	NaN	3
NaN	NaN	28003.794	48.95039287	6133000000	8477000000	6244166716	19.59929	100	100	3
7272000	70000	NaN	100	NaN	NaN	63941398.74	55.07525	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
205983000	0	7240.902	85.6452726	0	2582000000	2352244048	5.889507	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
19830000	1128000	NaN	100	NaN	NaN	287255329.8	50.15924	100	100	1
NaN	NaN	14144.888	46.0453887	12368000000	155000000	1.11174E+11	NaN	NaN	NaN	3
94240000	6166000	3224.411	82.73427471	0	1971000000	1421477790	9.598646	100	100	1
NaN	NaN	7947.935	56.84191892	1819000000	2057000000	4703235128	22.43281	100	100	3
14402000	167000	2053.955	93.45794393	0	311000000	141791474.1	NaN	NaN	NaN	0
NaN	NaN	25591.631	29.31189711	8861000000	4192000000	10755092652	19.59929	100	100	3
5871379000	5467000	160002.581	49.8623603	25902000000	20074000000	28103636214	2.608752	96.58	99.22	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4417297000	141320000	464503.81	24.7597406	46431000000	24540000000	49050841243	82.42667	73.82	79.69	1
NaN	NaN	14458.924	53.67283692	9147000000	5203000000	5635200997	19.59929	100	100	3
392574000	0	137905.707	52.42457229	83246000000	41390000000	NaN	NaN	NaN	NaN	2
NaN	NaN	27967.375	88.29974649	0	31633000000	7890516000	NaN	NaN	NaN	1
NaN	NaN	3238.257	80.27923211	0	4000000	355376122.4	21.15397	94.97	96.16	3
NaN	NaN	19155.995	49.49247072	13000000	10876000000	23378584693	NaN	NaN	NaN	3
NaN	NaN	172142.34	54.42815778	1.04188E+11	75008000000	46215583749	19.59929	100	100	3
319355000	0	3848.215	95.89371981	0	6511000000	1900541275	44.26625	100	100	2
262100000	431000	4809.914	87.16773602	769000000	6729000000	3174221853	48.33404	99.96	99.83	2
NaN	NaN	510776.939	52.94255797	2.50859E+11	86572000000	4.01958E+11	21.54898	99.65	98.43	3
731281000	0	34458.513	19.74959712	6071000000	2404000000	2505883853	NaN	NaN	NaN	2
110721000	16415000	14121.753	91.11545988	0	1508000000	1064987680	40.7767	14.64	59.29	0
48835000	2791000	2206.028	28.7099903	1887000000	0	286507193.9	NaN	NaN	NaN	0
9114000	1443000	4164.369	100	0	536000000	697362969.8	41.125	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	190961.988	47.87584966	33615000000	35682000000	1.02875E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	20067.344	61.31799441	10528000000	23771000000	10599376728	NaN	NaN	NaN	3
10060000	2987000	NaN	33.63914373	NaN	NaN	150918132.4	33.67556	NaN	NaN	1
793422000	0	5255.22	87.8280543	0	9825000000	7563692935	25.037	NaN	NaN	2
260000	0	NaN	93.43065693	NaN	NaN	480275.9866	NaN	NaN	NaN	0
NaN	NaN	16988.106	72.19988512	3552000000	12559000000	16079034345	NaN	NaN	NaN	2
11277000	85000	NaN	100	NaN	NaN	88936538.72	51.47059	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
232055000	11741000	8049.573	94.55977094	0	3661000000	1357451877	38.78453	37.82	69.66	1
17755000	1359000	NaN	NaN	NaN	NaN	386488997.4	23.80952	100	100	1
292914000	0	8132.609	57.02526256	1884000000	651000000	1669177344	19.59929	100	100	2
NaN	NaN	3488.028	72.35042735	667000000	0	126635668.4	19.59929	100	100	3
199479000	0	4069.912	50.77581594	1304000000	95000000	1217482763	19.59929	100	100	2
NaN	NaN	NaN	100	NaN	NaN	3508440975	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1011194000	230000	10899.995	52.64948955	0	2330000000	8669348413	92.9057	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
67717000	703000	3122.925	38.5982231	3423000000	33000000	228532262.4	1.227913	99.98	99.91	1
32107000	9291000	NaN	96.84210526	NaN	NaN	398349960.6	1.064926	29.68	55.88	0
6488000	333000	NaN	100	NaN	NaN	95341540.11	27.77458	97.12	90.67	2
12681275000	0	146092.736	68.76379999	53334000000	89592000000	44804667833	43.42745	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
59753000	1869000	2580.616	19.16259169	1000000	167000000	798842470.3	32.59845	NaN	NaN	2
18208000	6732000	NaN	100	NaN	NaN	348668795.4	45.11545	40.23	58.94	0
NaN	NaN	786.581	100	0	1943000000	1667548395	19.59929	100	100	3
10652000	0	12155.335	64.27145709	2335000000	532000000	464440901.2	6.01173	17.35	60.59	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
10439000	1018000	2363.355	18.88372093	0	98000000	206545597	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
18225000	4299000	7546.661	91.41531323	2000000	42000000	726979118.8	47.43151	13.64	55.36	0
28546000	2850000	NaN	92.28571429	NaN	NaN	39833320.4	45.03765	39.35	58.24	0
37394000	103000	NaN	73.30037083	NaN	NaN	852678489.1	NaN	NaN	NaN	2
15460000	10330000	NaN	76.11336032	NaN	NaN	206054633.5	34.20911	31.23	65.65	0
2129171000	0	49930.172	47.17163318	53230000000	4062000000	29845803324	5.341645	83.72	83.96	2
NaN	NaN	1147.819	99.47275923	0	0	234251046.8	17.24138	96.56	87.18	2
7568000	4304000	NaN	52.65700483	NaN	NaN	108589419.5	50.71453	96.77	99.04	0
846047000	4630000	92983.135	40.09238891	8455000000	1099000000	10646598366	60.76766	19.27	57.19	1
73466000	2357000	2767.341	93.30783939	0	2021000000	384021946.6	1.507882	100	100	1
NaN	NaN	75614.408	35.35601543	53777000000	2646000000	16897429232	19.59929	100	100	3
NaN	NaN	26637.177	54.0870962	239000000	9000000	23604634518	3.181459	100	100	3
27925000	8351000	8374.581	58.06794055	0	18000000	1079959915	NaN	NaN	NaN	0
NaN	NaN	16818.802	47.59300954	12583000000	0	3564653995	NaN	NaN	NaN	3
NaN	NaN	8604.487	26.49327354	8017000000	1720000000	2445296367	NaN	NaN	NaN	3
864314000	28035000	64725.32	50.91604863	24855000000	26058000000	4218132005	47.91883	98.69	98.17	1
484000000	0	2693.389	91.73207745	0	2602000000	1091760801	4.699007	99.96	100	2
1356312000	0	11795.061	74.36555076	874000000	1817000000	8980104805	NaN	NaN	NaN	2
3409761000	1526000	38777.981	64.93370717	848000000	9867000000	15682884986	8.648255	66.81	76.35	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
78050000	679000	NaN	90.80590238	NaN	NaN	440065783.1	NaN	NaN	NaN	1
NaN	NaN	89732.58	17.35128851	1358000000	2398000000	26563086922	19.59929	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	20482.606	4.367974306	0	1011000000	NaN	NaN	NaN	NaN	0
NaN	NaN	24814.552	64.33529721	7212000000	9338000000	15060281580	19.59929	100	100	3
146303000	210000	3918.669	91.5547025	0	0	723168685.7	36.74951	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	12104.031	14.19346979	9951000000	0	1317979133	NaN	NaN	NaN	3
664624000	0	36624.334	32.42238406	8073000000	5405000000	4857637362	19.59929	100	100	2
7937161000	0	626014.185	21.65978493	3.76744E+11	29992000000	36302524270	7.40245	NaN	NaN	2
7274000	2839000	NaN	93.61702128	NaN	NaN	212109514.6	36.67984	100	100	0
NaN	NaN	106656.911	68.88828291	70142000000	63531000000	18866525795	NaN	NaN	NaN	3
46105000	981000	14011.551	98.50316638	0	1572000000	49736273.16	NaN	NaN	NaN	1
65690000	9350000	2591.734	82.21845893	0	1731000000	455896443	51.77975	100	100	1
NaN	NaN	21927.429	89.7273195	9298000000	23721000000	76599880650	1.200757	69.22	83.35	3
11210000	2663000	NaN	93.58974359	NaN	NaN	51311629.34	NaN	NaN	NaN	0
205280000	119000	4149.27	90.13563502	0	1748000000	1723453190	10.97136	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	133507953.5	NaN	NaN	NaN	3
162000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
75898000	0	14538.658	17.37579829	500000000	321000000	1168229585	27.56562	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.54368932	NaN	NaN	192538820.2	NaN	NaN	NaN	2
NaN	NaN	18593.058	17.01295071	2699000000	690000000	4453132136	19.59929	100	100	3
NaN	NaN	6731.651	46.06632777	296000000	126000000	4397212845	19.59929	100	100	3
NaN	NaN	50531.548	72.90396615	361000000	2310000000	15625206453	19.59929	100	100	3
10934000	35000	NaN	55.44871795	NaN	NaN	271776572.1	8.289551	96.56	87.18	1
9826000	0	NaN	100	NaN	NaN	37133887.92	77.48977	NaN	NaN	2
209697000	219000	15774.472	54.37086093	11048000000	12254000000	356737907.6	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
6506000	3382000	NaN	100	NaN	NaN	125450913.5	46.98795	13.48	55.36	0
11421000	5294000	2105.747	65.61514196	0	73000000	126165789.3	41.52154	13.99	57.45	0
3302738000	664000	75931.402	49.74155405	71691000000	2925000000	33040506131	37.71977	74.76	82.13	2
22692000	1121000	2122.29	34.08	176000000	0	94282906.53	NaN	NaN	NaN	0
112469000	0	15121.296	33.15774882	10607000000	0	NaN	NaN	NaN	NaN	2
633000	28000	NaN	100	NaN	NaN	23759782.89	NaN	NaN	NaN	1
NaN	NaN	11501.615	16.03165299	5612000000	3000000	1923855117	46.46539	100	100	3
504541000	297000	7717	55.34613352	10191000000	1123000000	2049572905	NaN	NaN	NaN	2
6178992000	744000	70401.701	39.06429662	49550000000	10367000000	19911331871	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
46928000	15682000	14209.299	79.13247362	0	61000000	1156620154	NaN	NaN	NaN	0
17587000	8976000	NaN	86.74157303	NaN	NaN	983357419.3	0	15.81	57.19	0
755527000	0	134100.286	10.67434304	30357000000	1061000000	3088921745	NaN	NaN	NaN	1
585910000	0	2711.575	88.76080692	0	19000000	3099292342	24.85813	100	100	2
NaN	NaN	2230816.894	43.18755626	6.59914E+11	1.29557E+11	1.30077E+11	12.04926	99.98	99.91	3
228121000	0	51054.603	15.96754808	34887000000	4714000000	NaN	31.04989	NaN	NaN	1
5342000	51000	NaN	100	NaN	NaN	61439397.23	48.14987	99.73	98.78	2
2896744000	0	57872.302	58.36804965	20128000000	9550000000	12264400293	NaN	NaN	NaN	2
384129000	8307000	38927.243	42.30975189	4423000000	4757000000	3674565625	40.85651	NaN	NaN	1
718000	85000	NaN	100	NaN	NaN	37658100.42	NaN	NaN	NaN	1
NaN	NaN	NaN	99.72899729	NaN	NaN	NaN	NaN	NaN	NaN	1
1233000	341000	NaN	100	NaN	NaN	56635260.31	NaN	NaN	NaN	1
74553000	8990000	5264.908	95.41967509	0	3643000000	3671925619	NaN	NaN	NaN	1
1182527000	0	114921.594	7.142062858	0	6000000	7626856966	19.098	96.56	87.18	2
17769000	0	17244.194	47.07259953	0	5000000	82500000	NaN	NaN	NaN	0
57184000	6883000	6434.573	78.65384615	0	35000000	183446883	NaN	NaN	NaN	1
51128000	1000	9709.302	21.1033275	0	33000000	119459329.3	39.47161	21.21	65.65	0
