Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	48.40116279	NaN	NaN	582310951.5	NaN	NaN	NaN	0
NaN	NaN	4656.722	49.60573477	0	205000000	NaN	NaN	NaN	NaN	2
NaN	NaN	2832.298	41.03796252	0	580000000	NaN	NaN	NaN	NaN	1
NaN	NaN	9270.208	39.87341772	9764000000	377000000	2384156103	NaN	NaN	NaN	3
5435425000	0	41797.67	65.32482922	10502000000	9627000000	2840273963	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	9930000	NaN	NaN	NaN	2
NaN	NaN	70104.557	34.20036181	9996000000	5790000000	11987780750	NaN	NaN	NaN	3
NaN	NaN	21501.577	50.86060948	3421000000	3119000000	12575293083	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
5236000	558000	NaN	91.07142857	NaN	NaN	33508942.49	NaN	NaN	NaN	0
NaN	NaN	40963.171	45.07631797	3694000000	6840000000	17754304810	NaN	NaN	NaN	3
20869000	544000	1436.042	67.46031746	0	21000000	7909327.366	NaN	NaN	NaN	0
115657000	8022000	9274.207	51.64737311	2139000000	632000000	545880999	NaN	NaN	NaN	0
109230000	0	30128.1	43.47279146	0	7760000000	NaN	NaN	NaN	NaN	2
NaN	NaN	3371.004	20.23172906	2216000000	0	1483581581	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
3978000	0	NaN	100	NaN	NaN	9305500	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
343103000	733000	2559.434	73.84615385	381000000	204000000	508816421.5	NaN	NaN	NaN	1
9631270000	0	113819.696	75.51990493	0	4090000000	4561475256	NaN	NaN	NaN	2
NaN	NaN	NaN	97.32620321	NaN	NaN	125586448	NaN	NaN	NaN	3
NaN	NaN	1476.627	-1.08401084	678000000	4000000	NaN	NaN	NaN	NaN	3
6000	0	NaN	100	NaN	NaN	35480120.46	NaN	NaN	NaN	1
13224000	115000	821.896	0	0	65000000	376231861.5	NaN	NaN	NaN	2
9438000	257000	NaN	100	NaN	NaN	51141006.93	NaN	NaN	NaN	0
NaN	NaN	179505.998	45.93751154	8794000000	8629000000	11161312991	NaN	NaN	NaN	3
NaN	NaN	20368.741	83.82904731	244000000	351000000	46804203945	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1712287000	148000	9129.391	65.31761394	188000000	1251000000	2619626231	NaN	NaN	NaN	2
820972000	512000	636974.731	15.83579519	640000000	67571000000	19831699862	NaN	NaN	NaN	2
178760000	1548000	4156.125	95.32554257	0	75000000	170415572.6	NaN	NaN	NaN	1
984959000	150000	19919.102	51.06414535	5581000000	239000000	3511997682	NaN	NaN	NaN	2
1205000	58000	NaN	100	NaN	NaN	11014961.33	NaN	NaN	NaN	0
1981000	0	NaN	100	NaN	NaN	45902514.73	NaN	NaN	NaN	1
548577000	35000	1388.952	90.94076655	0	74000000	344714190	NaN	NaN	NaN	2
NaN	NaN	17551.946	93.9602901	39000000	10365000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	895.716	84.85207101	0	1221000000	694186207.5	NaN	NaN	NaN	3
NaN	NaN	47946.557	NaN	600000000	2926000000	NaN	NaN	NaN	NaN	3
NaN	NaN	333472.092	NaN	40382000000	12781000000	78986123146	NaN	NaN	NaN	3
1010000	0	NaN	100	NaN	NaN	1478780	NaN	NaN	NaN	2
NaN	NaN	16535.341	58.30458716	0	1019000000	4242150745	NaN	NaN	NaN	3
177392000	163000	4022.472	93.04911956	0	2373000000	200663728.5	NaN	NaN	NaN	2
1410833000	0	17152.852	41.87861473	8785000000	1198000000	4010230638	NaN	NaN	NaN	2
598467000	271000	5293.435	91.69323083	0	2582000000	802512309.6	NaN	NaN	NaN	2
1352430000	4498000	21435.022	83.87821954	6980000000	9082000000	1698907487	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	68010.666	56.20211928	3487000000	24394000000	12974274894	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
40716000	2349000	11760.944	95.42743539	0	230000000	205607266.5	NaN	NaN	NaN	0
NaN	NaN	23423.631	63.71650212	752000000	1067000000	1722252317	NaN	NaN	NaN	3
NaN	NaN	187549.814	60.62562367	4932000000	15526000000	51077739319	NaN	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
72785000	0	1630.377	48.30564784	0	182000000	191704611	NaN	NaN	NaN	2
