Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	47.29493892	NaN	NaN	698660883.7	NaN	NaN	NaN	0
NaN	NaN	4530.724	46.4511041	0	89000000	NaN	NaN	NaN	NaN	2
NaN	NaN	2680.507	43.05067737	0	640000000	NaN	NaN	NaN	NaN	1
NaN	NaN	9640.757	38.51815017	8584000000	331000000	2588864560	NaN	NaN	NaN	3
3577908000	0	41072.833	66.7990356	10234000000	9347000000	4503960841	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	8520000	NaN	NaN	NaN	2
NaN	NaN	73119.856	36.3630668	10171000000	5926000000	9995391600	NaN	NaN	NaN	3
NaN	NaN	21436.496	53.23349217	4143000000	2897000000	14949076265	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
4755000	365000	NaN	90.69767442	NaN	NaN	37357590.09	NaN	NaN	NaN	0
NaN	NaN	41474.361	45.24752784	2359000000	12523000000	19545397132	NaN	NaN	NaN	3
16494000	477000	1396.96	68.61313869	0	7000000	10015021.93	NaN	NaN	NaN	0
111515000	8750000	9056.775	54.71215352	1758000000	755000000	208528949.7	NaN	NaN	NaN	0
73215000	0	29509.706	43.7527971	0	7632000000	NaN	NaN	NaN	NaN	2
NaN	NaN	3500.962	36.82445024	2009000000	0	1603323291	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
3245000	0	NaN	100	NaN	NaN	9837500	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
411920000	475000	2698.069	73.9460371	345000000	178000000	562569850.2	NaN	NaN	NaN	1
11634135000	0	111056.5	77.42210295	0	4108000000	3997356680	NaN	NaN	NaN	2
NaN	NaN	NaN	97.72727273	NaN	NaN	124370270.9	NaN	NaN	NaN	3
NaN	NaN	1398.088	-27.32049037	563000000	4000000	NaN	NaN	NaN	NaN	3
3000	0	NaN	88.88888889	NaN	NaN	NaN	NaN	NaN	NaN	1
10507000	118000	813.911	0	0	94000000	276051707.4	NaN	NaN	NaN	2
5565000	242000	NaN	100	NaN	NaN	51578535.44	NaN	NaN	NaN	0
NaN	NaN	180449.488	48.53745454	9031000000	10859000000	12269213051	NaN	NaN	NaN	3
NaN	NaN	19073.093	83.1414556	237000000	332000000	53509636202	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2386010000	229000	8829.578	68.46318036	195000000	1483000000	2597196071	NaN	NaN	NaN	2
822655000	0	612562.795	16.32775716	698000000	70300000000	17151500967	NaN	NaN	NaN	2
188011000	1354000	4013.732	95.78034682	0	110000000	80797017.75	NaN	NaN	NaN	1
1092335000	156000	19299.614	51.29781966	4664000000	303000000	5605397236	NaN	NaN	NaN	2
745000	46000	NaN	100	NaN	NaN	10831267.45	NaN	NaN	NaN	0
895000	0	NaN	100	NaN	NaN	42738963.19	NaN	NaN	NaN	1
118692000	19000	1413.055	89.80667838	0	67000000	249778698	NaN	NaN	NaN	2
NaN	NaN	16721.625	94.37546429	27000000	9956000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	863.123	82.86052009	0	1144000000	732893597.6	NaN	NaN	NaN	3
NaN	NaN	47778.509	NaN	600000000	3043000000	NaN	NaN	NaN	NaN	3
NaN	NaN	333532.851	NaN	41331000000	17721000000	88250240474	NaN	NaN	NaN	3
389000	0	NaN	100	NaN	NaN	4329401.192	NaN	NaN	NaN	2
NaN	NaN	17515.064	57.03703704	0	1978000000	3009958771	NaN	NaN	NaN	3
205192000	166000	3628.65	92.53903991	0	1997000000	170562548.3	NaN	NaN	NaN	2
1609472000	0	15872.317	47.51143898	7732000000	1185000000	4972783952	NaN	NaN	NaN	2
969719000	276000	5677.746	91.27376426	0	3244000000	493476335.5	NaN	NaN	NaN	2
1065252000	3186000	19341.087	83.22953159	5197000000	6905000000	1809313173	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	66871.185	59.08249188	3860000000	29311000000	14328183498	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
38608000	2108000	11421.671	95.04950495	0	218000000	277333083.1	NaN	NaN	NaN	0
NaN	NaN	23195.797	66.92806001	964000000	1755000000	2097669599	NaN	NaN	NaN	3
NaN	NaN	182772.709	59.7757298	5353000000	26102000000	53929071513	NaN	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
