Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	52588.271	73.26426265	749000000	1954000000	24768807989	17.22356	100	100	3
17156000	32000	406	61.92170819	NaN	NaN	323561640.6	27.39726	96.3	86.69	1
7565000	0	256	100	NaN	NaN	34591085.98	NaN	NaN	NaN	2
142349000	187000	18311.2	48.91109542	13208000000	14694000000	547669536.8	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
11477000	6937000	NaN	100	NaN	NaN	226603536.2	NaN	NaN	NaN	0
2680000	0	2327.027	71.39107612	0	103000000	357677092.6	54.22912	13.96	56.44	0
1676998000	590000	94649.46	53.13411578	88178000000	7740000000	49846609037	NaN	NaN	NaN	2
24586000	2337000	2349.702	38.75205255	152000000	0	172081997.1	NaN	NaN	NaN	0
50645000	0	17666.69	32.95097132	11917000000	0	NaN	NaN	NaN	NaN	2
899000	113000	57	100	NaN	NaN	55262361.9	NaN	NaN	NaN	1
NaN	NaN	14103.056	22.68448576	6398000000	9000000	3195022093	NaN	NaN	NaN	3
737016000	241000	8465.55	54.87665414	11789000000	1080000000	4031139123	70.3198	57.97	66.36	2
7284575000	613000	80857.714	34.30835055	62241000000	7670000000	37304121644	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
55532000	27933000	16189.549	75.73715249	415000000	36000000	2295701494	NaN	NaN	NaN	0
36694000	24310000	NaN	84.8	NaN	NaN	1308101597	0	15.71	56.04	0
1034633000	0	143870.691	13.6069253	37524000000	570000000	9718436098	NaN	NaN	NaN	1
542960000	0	2860.987	90.98039216	2000000	1081000000	2512109314	18.84539	100	100	2
NaN	NaN	2307819.192	43.64229777	7.31552E+11	1.39089E+11	1.90465E+11	11.38273	99.98	99.92	3
146683000	202000	49888.097	16.09174199	35015000000	3932000000	NaN	NaN	NaN	NaN	1
6447000	110000	66	100	NaN	NaN	74981668.52	NaN	NaN	NaN	2
2203690000	0	56420.334	61.90673349	16121000000	12356000000	23408050960	29.31426	99.98	99.91	2
356690000	28310000	49676.777	34.29385459	19640000000	1684000000	7041460610	38.54998	NaN	NaN	1
1899000	103000	30	100	NaN	NaN	61813738.86	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
1558000	533000	56	100	NaN	NaN	86133755.88	NaN	NaN	NaN	1
68765000	14534000	6182.197	95.92153816	0	4365000000	5686685149	NaN	NaN	NaN	1
906145000	0	131432.158	10.54504887	0	0	14886244244	18.76037	96.3	86.69	2
73100000	10866000	19233.582	58.36012862	0	8000000	236242019.1	NaN	NaN	NaN	0
74971000	13759000	6997.647	79.30434783	0	35000000	337106269.2	NaN	NaN	NaN	1
22734000	5000	9287.148	18.32286664	0	21000000	NaN	NaN	NaN	NaN	0
