Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	224545000	NaN	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	66.97247706	NaN	NaN	NaN	NaN	NaN	NaN	0
341625000	653000	6620.868	67.45893044	0	103000000	551619184.4	NaN	NaN	NaN	2
7717000	855000	1413.856	87.09090909	0	200000000	323376841.3	NaN	NaN	NaN	1
NaN	NaN	31191.58	-41.32356881	25676000000	896000000	8350160404	NaN	NaN	NaN	3
6158951000	0	55599.117	51.05851637	32396000000	4676000000	19719018707	21.76122	100	100	2
9870000	771000	1768.56	15.8931083	2191000000	127000000	168201812.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	47738676.65	63.13186	97.86	90.56	2
NaN	NaN	98946.21	28.54660875	12445000000	2805000000	17402143062	5.214664	96.99	99.04	3
NaN	NaN	28354.268	50.18618619	9404000000	1930000000	26833512488	30.76033	100	100	3
9844000	342000	11785.81	62.383829	3176000000	12374000000	213661302.2	NaN	NaN	NaN	2
9611000	4049000	NaN	94.44444444	NaN	NaN	145960555.6	NaN	NaN	NaN	0
NaN	NaN	56742.986	48.14848875	11010000000	1290000000	22609781416	30.76033	100	100	3
17765000	3766000	2150.787	85.79710145	0	47000000	261830147	NaN	NaN	NaN	0
199418000	42162000	15990.833	39.61544331	9994000000	741000000	1869480045	NaN	NaN	NaN	0
570151000	0	22953.413	29.72833118	2983000000	1335000000	864262494.1	30.76033	100	100	2
NaN	NaN	4964.949	13.21596244	5016000000	0	1373829666	NaN	NaN	NaN	3
NaN	0	1784.259	34.01639344	0	36000000	NaN	NaN	NaN	NaN	2
97100000	0	25413.677	44.29137458	19073000000	4639000000	469150024.6	15.87755	NaN	NaN	2
12952000	0	NaN	100	NaN	NaN	58402000	45.82989	97.96	91	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
182826000	5416000	4124.54	45.29806885	1715000000	51000000	1301661385	0	100	100	1
10451408000	0	169681.539	74.08642727	1008000000	9258000000	59685476091	20.74911	100	100	2
NaN	NaN	NaN	87.06896552	NaN	NaN	289685885.9	56.7713	97.67	90.38	3
NaN	NaN	2319.554	34.27260813	2107000000	16000000	NaN	NaN	NaN	NaN	3
2614000	167000	NaN	42.1686747	NaN	NaN	190071383.1	39.86254	NaN	NaN	1
78347000	85000	1451.952	37.26635514	0	18000000	5027655481	NaN	NaN	NaN	2
4907000	2948000	NaN	100	NaN	NaN	236343698.4	NaN	NaN	NaN	0
NaN	NaN	236098.426	46.86385617	18366000000	7190000000	21562306888	9.397623	99.71	99.39	3
NaN	NaN	24524.751	80.48557032	873000000	309000000	69182554318	33.10001	99.77	98.95	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1290502000	79000	19861.718	61.38753147	307000000	2348000000	15659156501	NaN	NaN	NaN	2
5495966000	52406000	1084845.487	14.75678028	2820000000	49467000000	1.11729E+11	44.49856	NaN	NaN	2
261140000	3317000	5632.618	96.65338645	0	33000000	13833211.26	NaN	NaN	NaN	1
2035803000	81000	29138.874	53.86246592	5241000000	261000000	9938021787	28.83699	100	100	2
644000	472000	NaN	100	NaN	NaN	50918862.21	NaN	NaN	NaN	0
