Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
132964000	8161000	3767.456	53.30999363	2234000000	57000000	1096941362	NaN	NaN	NaN	1
16329759000	0	199093.281	68.58323641	13110000000	10763000000	49297286966	26.89027	100	100	2
NaN	NaN	NaN	83.8150289	NaN	NaN	737943172	64.59719	97.91	90.67	3
NaN	NaN	2578.867	29.91101985	3166000000	25000000	474743390	0.770944	95.32	97.91	3
2388000	308000	NaN	40.15748031	NaN	NaN	366596385.5	NaN	NaN	NaN	1
12445000	59000	1906.828	47.46345658	0	29000000	5339775856	NaN	NaN	NaN	2
480000	0	NaN	100	NaN	NaN	137053605.7	NaN	NaN	NaN	0
NaN	NaN	262037.849	44.29390135	33050000000	21582000000	36267580380	15.88242	99.71	99.41	3
NaN	NaN	25973.907	79.22361946	924000000	246000000	69563021941	29.44235	99.77	98.98	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1483856000	43000	25368.787	53.91016057	16576000000	1887000000	15842927329	NaN	NaN	NaN	2
7240448000	72125000	1345045.61	17.00084358	5012000000	57417000000	4.16199E+11	23.38273	100	100	2
185079000	5994000	6773.457	87.53623188	0	156000000	652135227.2	NaN	NaN	NaN	1
2446959000	44000	26657.343	51.66996615	6826000000	118000000	10920223372	NaN	NaN	NaN	2
902000	749000	NaN	100	NaN	NaN	94540111.84	NaN	NaN	NaN	0
4857000	1087000	NaN	100	NaN	NaN	93606389.25	NaN	NaN	NaN	1
298902000	10000	3404.051	85.77753182	0	157000000	1840008313	NaN	NaN	NaN	2
NaN	NaN	12216.735	92.01438849	1611000000	13351000000	NaN	24.40752	30.95	60.17	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2331.621	87.64789399	0	4052000000	3450932640	20.00184	100	100	3
NaN	NaN	44392.222	16.3635274	1584000000	368000000	26955067756	20.00184	100	100	3
NaN	NaN	342077.898	36.64814864	58505000000	4712000000	96835205038	20.00184	100	100	3
8100000	133000	NaN	100	NaN	NaN	47735245.63	56.98156	94.82	90.67	2
NaN	NaN	20087.48	39.83089729	9764000000	2134000000	37997724609	20.00184	100	100	3
305565000	94000	8074.99	79.2809678	1157000000	8219000000	260779923.8	52.43878	100	100	2
1085429000	0	30701.103	35.47990806	28619000000	687000000	35454600240	40.89038	NaN	NaN	2
1102547000	138000	9933.56	84.63984515	938000000	3427000000	1165340425	NaN	NaN	NaN	2
680429000	9892000	54707.525	53.03852101	74905000000	6891000000	14603575994	NaN	NaN	NaN	1
5049000	1770000	804.279	96.96969697	0	276000000	24707771.97	NaN	NaN	NaN	0
NaN	NaN	133224.636	54.06217167	39368000000	24002000000	26809451344	20.00184	100	100	3
NaN	NaN	5189.504	14.9989555	504000000	40000000	1376698670	20.00184	100	100	3
45317000	17037000	20418.096	88.5841364	0	16000000	955608346.6	NaN	NaN	NaN	0
NaN	NaN	36880.624	39.57734483	13941000000	934000000	11172946744	20.00184	100	100	3
NaN	NaN	265810.758	60.24854134	19368000000	7096000000	70762381910	20.00184	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
133302000	0	1715.658	74.17582418	270000000	333000000	201927545.2	NaN	NaN	NaN	2
NaN	NaN	222249.186	35.2716149	1.48881E+11	4594000000	39550386633	20.00184	100	100	3
42176000	3914000	2706.348	45.48104956	604000000	30000000	196198029	21.43802	99.98	100	1
88351000	20916000	8325.658	87.55426918	0	2015000000	1470061303	NaN	NaN	NaN	1
32667000	7821000	NaN	86.33879781	NaN	NaN	281862972.1	NaN	NaN	NaN	0
9085000	1413000	NaN	98.8372093	NaN	NaN	59306558.71	NaN	NaN	NaN	0
1655000	922000	NaN	100	NaN	NaN	32899908.98	60.95445	97.72	96.36	0
NaN	NaN	NaN	30.28641073	NaN	NaN	237691328.6	NaN	NaN	NaN	3
NaN	NaN	29140.799	50.83116286	7995000000	8707000000	5801377001	20.00184	100	100	3
19532000	126000	NaN	100	NaN	NaN	83225917.7	54.27831	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
220752000	0	7372.554	81.47766323	0	2756000000	2924966747	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
21556000	1289000	NaN	100	NaN	NaN	276387311.4	52.10055	100	100	1
NaN	NaN	13607.916	36.84788578	7730000000	201000000	1.18388E+11	NaN	NaN	NaN	3
94533000	7853000	3646.807	84.01950163	0	2759000000	1438959954	NaN	NaN	NaN	1
NaN	NaN	8811.995	56.96261682	2173000000	3108000000	8190523098	NaN	NaN	NaN	3
16201000	0	2217.956	91.75475687	0	280000000	62581880.44	NaN	NaN	NaN	0
NaN	NaN	26135.9	25.97564007	11883000000	1626000000	12793544565	20.00184	100	100	3
4209050000	6010000	166855.049	50.55495462	23175000000	29023000000	36256203610	3.48636	96.59	99.24	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5537028000	164481000	489496.44	22.92287052	60148000000	29522000000	1.03737E+11	NaN	NaN	NaN	1
NaN	NaN	14337.641	53.02757021	13038000000	2454000000	4151958965	20.00184	100	100	3
461962000	0	146253.9	49.1826752	1.00926E+11	41356000000	NaN	24.53907	NaN	NaN	2
NaN	NaN	31759.257	93.64133934	0	27907000000	8473784000	NaN	NaN	NaN	1
NaN	NaN	3273.313	82.0642978	0	6000000	818644869.2	25.09006	95.04	96.27	3
NaN	NaN	19857.273	50.35756518	25000000	10758000000	26315098230	NaN	NaN	NaN	3
NaN	NaN	179422.745	52.23927341	1.173E+11	75987000000	63263644605	20.00184	100	100	3
315327000	0	3752.552	95.0752394	0	6998000000	1194860262	53.12113	100	100	2
179655000	382000	5166.06	87.17464316	746000000	7198000000	5365764578	49.77912	99.98	99.92	2
NaN	NaN	506207.056	51.75978589	2.63737E+11	1.08223E+11	6.73554E+11	22.7493	99.66	98.47	3
793653000	0	42936.283	15.37452916	6820000000	2594000000	4962118090	NaN	NaN	NaN	2
133392000	19154000	14993.13	84.14766558	0	817000000	1482117156	NaN	NaN	NaN	0
28612000	3566000	2688.1	23.69701181	1551000000	0	399268622.7	0.3619016	99.94	99.92	0
9065000	2448000	4439.232	100	0	594000000	982362875.1	38.50425	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	202636.997	43.24617965	42492000000	31623000000	1.55472E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	22001.125	63.34978885	9794000000	30008000000	8636230884	NaN	NaN	NaN	3
36566000	3743000	NaN	28.91891892	NaN	NaN	257467336.1	NaN	NaN	NaN	1
1468627000	0	5215.934	86.41577782	0	11301000000	16367322517	NaN	NaN	NaN	2
203000	0	NaN	97.93103448	NaN	NaN	7376738.868	NaN	NaN	NaN	0
NaN	NaN	17315.674	69.70465394	3856000000	15087000000	21513344908	NaN	NaN	NaN	2
14439000	156000	NaN	100	NaN	NaN	106902191.5	52.09848	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
186820000	13376000	8682.011	92.12246302	0	4406000000	2333781492	NaN	NaN	NaN	1
14331000	1687000	NaN	NaN	NaN	NaN	460333704.4	NaN	NaN	NaN	1
377171000	0	9077.172	49.74446337	2518000000	296000000	3449667625	20.00184	100	100	2
NaN	NaN	3822.753	68.87245841	2619000000	0	311200471.2	20.00184	100	100	3
182249000	0	4230.811	49.76720124	1533000000	82000000	1536170568	20.00184	100	100	2
NaN	NaN	NaN	100	NaN	NaN	4343370556	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1328648000	174000	11014.655	53.39256077	0	3543000000	14146568750	88.25231	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
49178000	1153000	3309.09	41.1965812	3146000000	17000000	302270799.1	NaN	NaN	NaN	1
32280000	11570000	NaN	92.90187891	NaN	NaN	414272747.1	NaN	NaN	NaN	0
5996000	377000	NaN	100	NaN	NaN	162249406.1	19.6802	97.05	90.34	2
9472766000	0	153584.99	64.3777646	89576000000	53789000000	59026700138	47.01579	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
51716000	2383000	2773.384	22.37354086	1000000	22000000	934744444	NaN	NaN	NaN	2
20269000	7855000	NaN	100	NaN	NaN	952478636.7	49.62349	40.2	59.32	0
NaN	NaN	825.662	100	0	2236000000	2730176861	20.00184	100	100	3
17200000	0	13631.274	61.27432278	2685000000	491000000	646775820.7	5.828003	17.35	60.59	0
NaN	NaN	NaN	NaN	NaN	NaN	63710645.7	NaN	NaN	NaN	2
14280000	1415000	2460.46	19.48881789	0	99000000	203558127.1	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
24700000	6411000	8062.522	84.13001912	3000000	34000000	947825068.8	49.292	13.63	54.41	0
15947000	3516000	NaN	93.18181818	NaN	NaN	31821258.28	NaN	NaN	NaN	0
36411000	89000	NaN	73.42657343	NaN	NaN	1603024419	NaN	NaN	NaN	2
18522000	10873000	NaN	73.94636015	NaN	NaN	127393412.4	NaN	NaN	NaN	0
2171214000	0	55203.976	39.62018076	58480000000	2972000000	44309888341	5.083148	83.72	83.96	2
NaN	NaN	1246.924	99.06832298	0	2000000	325217778	NaN	NaN	NaN	2
11115000	5550000	NaN	52.5	NaN	NaN	260094608.1	51.40615	96.71	99.07	0
424462000	5235000	98530.562	35.69825584	11586000000	1149000000	7415087386	NaN	NaN	NaN	1
55698000	3001000	3105.789	89.21568627	0	2022000000	508236348.5	NaN	NaN	NaN	1
NaN	NaN	78010.137	35.05258306	55032000000	2493000000	21596596546	20.00184	100	100	3
NaN	NaN	27031.036	67.03372333	299000000	31000000	37712335070	21.33321	100	100	3
30976000	9137000	8706.977	68.81987578	0	4000000	1286240898	21.54577	NaN	NaN	0
NaN	NaN	16887.254	50.69610616	9788000000	20000000	6085430246	8.136354	99.92	99.92	3
NaN	NaN	9543.697	34.95232754	8785000000	1929000000	3593748649	NaN	NaN	NaN	3
841085000	41780000	68699.691	37.2174074	39213000000	12715000000	11815604851	46.01367	98.72	98.22	1
534404000	0	2485.548	92.78903456	0	2732000000	1010969628	NaN	NaN	NaN	2
1399581000	0	11636.782	69.97497915	1317000000	2101000000	10241971443	NaN	NaN	NaN	2
2859339000	1594000	39385.191	59.24393998	13139000000	7170000000	17083609581	7.650723	66.81	76.35	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
52906000	644000	NaN	93.16081331	NaN	NaN	520462532.1	47.76574	100	100	1
NaN	NaN	91104.843	17.3573104	2425000000	2456000000	33958963841	20.00184	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	20132.337	4.355776444	0	987000000	NaN	NaN	NaN	NaN	0
NaN	NaN	25128.694	62.84859366	7740000000	6273000000	12813462218	20.00184	100	100	3
112815000	199000	3964.71	93.6036036	0	0	983433608.9	37.34198	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	13604.576	21.87085586	12012000000	0	2952140910	NaN	NaN	NaN	3
865584000	0	39272.877	26.04441387	9696000000	3633000000	9449445049	20.00184	100	100	2
8242130000	0	645322.728	20.77953326	4.06758E+11	27094000000	78409347970	NaN	NaN	NaN	2
8296000	3431000	NaN	92.47311828	NaN	NaN	214698548	35.22634	100	100	0
NaN	NaN	121382.42	65.93592097	83916000000	69084000000	24537673107	8.674726	NaN	NaN	3
61793000	2201000	15375.767	98.50444624	0	2191000000	529445721.8	NaN	NaN	NaN	1
78074000	11524000	2556.382	76.37161668	49000000	1562000000	1110917826	53.36831	100	100	1
NaN	NaN	15378.784	70.05291005	21481000000	13769000000	97742808380	1.434612	69.76	83.39	3
8637000	1696000	NaN	93.11377246	NaN	NaN	66617186.42	NaN	NaN	NaN	0
285895000	106000	4418.166	89.36765529	0	1838000000	1988107861	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	251288101.7	NaN	NaN	NaN	3
0	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
240182000	1311000	16124.836	19.91583835	537000000	268000000	3550297750	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.52700491	NaN	NaN	114370364.9	NaN	NaN	NaN	2
NaN	NaN	18638.915	18.45868152	2396000000	708000000	12149157812	20.00184	100	100	3
NaN	NaN	6911.894	44.51811508	370000000	50000000	8598243614	20.00184	100	100	3
NaN	NaN	50617.918	75.47359261	700000000	3871000000	22168538187	20.00184	100	100	3
13103000	28000	NaN	61.97183099	NaN	NaN	277512199.7	NaN	NaN	NaN	1
8776000	0	NaN	100	NaN	NaN	67387802	NaN	NaN	NaN	2
139177000	197000	16721.35	52.34906351	14434000000	12341000000	473633099.2	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
11815000	4107000	NaN	100	NaN	NaN	191745202.6	NaN	NaN	NaN	0
3719000	0	2302.761	72.68170426	0	52000000	204887478.7	53.87097	13.96	56.44	0
2121808000	614000	87728.872	52.52552391	84301000000	3154000000	42161780744	35.09335	75.02	82.3	2
16000000	1529000	2169.658	40.10600707	173000000	0	117567949.9	NaN	NaN	NaN	0
52981000	0	17171.875	31.36788445	10797000000	0	NaN	NaN	NaN	NaN	2
842000	42000	NaN	100	NaN	NaN	39771012.18	NaN	NaN	NaN	1
NaN	NaN	13593.492	16.046604	6419000000	6000000	2476582234	49.05316	100	100	3
611734000	255000	8033.459	55.23564696	11138000000	1074000000	3036243867	64.0891	57.97	66.36	2
6622654000	656000	77833.241	35.74209572	63536000000	9197000000	35548509248	33.83764	50.65	65.34	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
39937000	19934000	15495.131	80.63583815	0	37000000	2038411249	43.31267	13.38	55.36	0
27264000	17738000	NaN	85.28784648	NaN	NaN	1080256629	0	15.74	56.19	0
773944000	0	144616.321	12.6928442	34240000000	650000000	6946076991	NaN	NaN	NaN	1
321333000	0	2522.978	86.0446571	0	11000000	2086675964	NaN	NaN	NaN	2
NaN	NaN	2261151.295	43.43143937	6.70192E+11	1.37015E+11	1.84024E+11	11.88558	99.98	99.92	3
148021000	0	51281.901	16.70253467	35521000000	4241000000	NaN	NaN	NaN	NaN	1
4545000	79000	NaN	100	NaN	NaN	51191683.94	47.54975	99.73	98.78	2
2278298000	0	52862.635	66.52031993	16165000000	15093000000	20820559951	NaN	NaN	NaN	2
300256000	14465000	43738.733	38.0095093	12044000000	2658000000	6224181087	44.79269	NaN	NaN	1
1112000	98000	NaN	100	NaN	NaN	43816495.62	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
1324000	404000	NaN	100	NaN	NaN	83909635.87	NaN	NaN	NaN	1
57753000	10675000	5661.59	95.54990464	0	4096000000	5007811167	NaN	NaN	NaN	1
899150000	0	120755.023	10.44507357	0	4000000	8154088985	NaN	NaN	NaN	2
90744000	9187000	18505.647	48.38012959	0	7000000	97757334.71	46.54483	100	100	0
180144000	9110000	6828.502	76.09075044	0	35000000	247729406.9	42.31707	16.77	57.28	1
13607000	13000	9517.639	21.35955832	0	15000000	NaN	42.65149	21.89	65	0
