Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	2224.596	31.21984838	2676000000	25000000	448993813.1	0.6918745	95.32	97.91	3
1937000	243000	NaN	32.85714286	NaN	NaN	354949461.1	59.09091	NaN	NaN	1
16157000	63000	1916.384	42.10956664	0	29000000	5473918634	NaN	NaN	NaN	2
623000	3000	NaN	100	NaN	NaN	127052247.2	62.13292	62.55	67.92	0
NaN	NaN	248219.608	43.44752468	33835000000	13894000000	37189380242	5.912625	99.71	99.41	3
NaN	NaN	25867.239	80.11332974	889000000	228000000	61276107298	28.50348	99.77	98.98	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1716824000	48000	25096.649	55.69289124	12923000000	1480000000	15343860930	0	100	100	2
6369242000	66943000	1181700.585	18.8778564	4183000000	49393000000	2.97739E+11	NaN	NaN	NaN	2
155545000	5924000	6522.023	86.37339056	0	118000000	639930322.7	58.72868	13.32	55.45	1
2223200000	49000	25951.938	51.6437183	8181000000	94000000	10844466333	30.4723	100	100	2
927000	617000	NaN	100	NaN	NaN	80135343.86	NaN	NaN	NaN	0
6692000	857000	NaN	100	NaN	NaN	79797207.5	NaN	NaN	NaN	1
280127000	11000	3172.153	87.36231884	0	122000000	1502388879	4.495083	100	100	2
NaN	NaN	12309.807	92.90231904	1223000000	13431000000	NaN	16.69565	30.91	61.12	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2143.335	87.72845953	0	3785000000	3181358048	19.08459	100	100	3
NaN	NaN	42515.219	16.38343961	1605000000	384000000	23707070645	19.08459	100	100	3
NaN	NaN	339267.859	37.73009519	54511000000	4322000000	89142520354	19.08459	100	100	3
5990000	106000	NaN	100	NaN	NaN	45497423.62	56.79647	94.82	90.67	2
NaN	NaN	19004.805	45.62990179	9590000000	1447000000	27719139941	19.08459	100	100	3
266700000	99000	8126.969	90.05628518	0	11018000000	474683747	52.25961	100	100	2
1218285000	0	28777.397	33.42751049	26994000000	597000000	25151012399	42.32448	NaN	NaN	2
1035733000	146000	9169.458	85.01410961	374000000	3989000000	1004402707	28.71268	99.98	100	2
796358000	9611000	51527.711	44.95473678	68096000000	8031000000	14076054209	47.89529	99.3	98.78	1
6316000	1326000	748.424	96.36363636	0	258000000	30282531.91	26.28505	NaN	NaN	0
NaN	NaN	128888.092	53.42186261	32386000000	28593000000	40303465620	19.08459	100	100	3
NaN	NaN	4709.259	16.71012088	529000000	27000000	1003157301	19.08459	100	100	3
36966000	12092000	19839.993	90.01636661	0	21000000	965896456.9	62.63791	NaN	NaN	0
NaN	NaN	34750.586	43.34173871	11304000000	601000000	9825468859	19.08459	100	100	3
NaN	NaN	261105.397	61.45890563	18369000000	5767000000	61696740309	19.08459	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
169260000	0	1686.58	81.03092784	258000000	282000000	144051937.9	69.16764	100	100	2
NaN	NaN	218451.595	35.58064827	1.52276E+11	4799000000	41008744647	19.08459	100	100	3
43176000	3105000	2545	47.29437229	460000000	30000000	202176067.3	18.18587	99.98	100	1
90168000	19875000	8407.238	87.24035608	0	2260000000	636059791.4	NaN	NaN	NaN	1
33300000	6742000	NaN	86.4265928	NaN	NaN	263312230.3	NaN	NaN	NaN	0
5887000	1248000	NaN	98.8372093	NaN	NaN	106877401.9	NaN	NaN	NaN	0
1017000	396000	NaN	100	NaN	NaN	103006753.8	52.96296	97.73	96.51	0
NaN	NaN	NaN	15.75846834	NaN	NaN	88540315.73	61.72589	NaN	NaN	3
NaN	NaN	28320.709	50.1996555	7061000000	8633000000	9431529912	19.08459	100	100	3
15974000	80000	NaN	100	NaN	NaN	87842777.4	55.51331	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
204745000	0	7320.889	81.78536265	0	2667000000	2373309178	5.338542	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
30241000	1095000	NaN	100	NaN	NaN	284472818.6	52.25322	100	100	1
NaN	NaN	13195.258	40.01190831	12270000000	173000000	1.11919E+11	NaN	NaN	NaN	3
100759000	6765000	3379.76	83.86514148	0	2465000000	1531434550	1.074841	100	100	1
NaN	NaN	8244.478	56.08447871	2527000000	2172000000	5884888200	NaN	NaN	NaN	3
11668000	86000	2309.174	92.1686747	0	287000000	82171312.6	NaN	NaN	NaN	0
NaN	NaN	25600.812	27.40183246	10738000000	2137000000	10383089943	19.08459	100	100	3
3982009000	5688000	166498.507	50.65424626	23465000000	25753000000	32033584740	4.16964	96.59	99.24	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4220809000	147912000	477504.898	23.21782459	47942000000	30639000000	71607863519	NaN	NaN	NaN	1
NaN	NaN	14530.084	53.38789976	10829000000	3729000000	5475152034	19.08459	100	100	3
396467000	0	141894.063	48.84334594	91967000000	40518000000	NaN	NaN	NaN	NaN	2
NaN	NaN	28986.86	89.06959153	0	33346000000	8165056000	NaN	NaN	NaN	1
NaN	NaN	3284.604	81.25	0	6000000	461532235.7	NaN	NaN	NaN	3
NaN	NaN	19202.798	49.57026713	28000000	10213000000	24082877038	NaN	NaN	NaN	3
NaN	NaN	172396.217	54.40536724	99414000000	87764000000	55621718983	19.08459	100	100	3
339333000	0	3607.595	94.73122108	0	6809000000	1645099133	53.07775	100	100	2
199251000	408000	5052.579	86.94896851	680000000	7391000000	4116412743	49.50495	99.96	99.83	2
NaN	NaN	510375.676	52.65660882	2.54288E+11	1.00495E+11	4.69618E+11	22.12504	99.64	98.39	3
719013000	0	39620.049	17.86369341	6230000000	3071000000	3140845033	NaN	NaN	NaN	2
115749000	17453000	14493.105	87.48274275	0	1023000000	1068140495	NaN	NaN	NaN	0
29583000	3048000	2495.649	20.72617247	1731000000	0	317331856.5	4.952691	99.92	99.91	0
7969000	2039000	4295.586	100	0	537000000	913189869.5	41.5873	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	198588.11	45.37120174	41774000000	31603000000	1.21498E+11	28.85241	94.56	94.24	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	20639.242	63.21023715	7992000000	28370000000	10078172673	0.8064516	99.96	99.82	3
36388000	3240000	NaN	30.47091413	NaN	NaN	216364932.5	NaN	NaN	NaN	1
1089816000	0	5216.612	87.81435757	0	11033000000	10404665518	25.09929	NaN	NaN	2
620000	0	NaN	94.89051095	NaN	NaN	3298470.562	NaN	NaN	NaN	0
NaN	NaN	16895.76	69.16916917	3704000000	13827000000	15892269294	39.51444	NaN	NaN	2
10875000	93000	NaN	100	NaN	NaN	93892170.55	53.87919	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
219022000	12213000	8198.521	95.3697535	0	4381000000	1705155579	NaN	NaN	NaN	1
14868000	1484000	NaN	NaN	NaN	NaN	406370202.3	NaN	NaN	NaN	1
357573000	0	8714.995	55.34276991	2109000000	469000000	2413140588	19.08459	100	100	2
NaN	NaN	3621.448	66.80933852	2624000000	0	177769218.7	19.08459	100	100	3
160076000	0	3988.65	47.96030871	1313000000	139000000	1326623372	19.08459	100	100	2
NaN	NaN	NaN	100	NaN	NaN	3800343591	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1121519000	185000	11071.675	52.19516871	0	2988000000	10375315440	91.07496	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
58676000	890000	2982.113	40.93836247	3037000000	22000000	268855941.7	NaN	NaN	NaN	1
33350000	9803000	NaN	96.73590504	NaN	NaN	363272345.5	NaN	NaN	NaN	0
6214000	337000	NaN	100	NaN	NaN	135638958.5	26.75578	97.12	90.67	2
10276619000	0	150683.157	65.52215977	72609000000	74119000000	50671450505	33.50979	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
52347000	2036000	2530.635	23.44064386	1000000	214000000	789942729.2	NaN	NaN	NaN	2
24270000	6791000	NaN	100	NaN	NaN	590804314.6	44.34673	40.23	58.94	0
NaN	NaN	733.3	100	0	2052000000	2210545483	19.08459	100	100	3
13192000	0	12692.267	66.26289816	2287000000	549000000	549300678.3	5.864885	17.35	60.59	0
NaN	NaN	NaN	NaN	NaN	NaN	58186175.67	NaN	NaN	NaN	2
12479000	1194000	2517.021	17.25663717	0	88000000	267337072.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
25947000	4661000	7645.213	84.06466513	4000000	34000000	824689975	49.292	13.63	54.41	0
18036000	2985000	NaN	92.98701299	NaN	NaN	74083410.53	NaN	NaN	NaN	0
34740000	100000	NaN	72.07872079	NaN	NaN	1248515928	38.17651	17.94	54.41	2
17323000	10452000	NaN	73.4439834	NaN	NaN	165874392.9	NaN	NaN	NaN	0
1953372000	0	50833.712	43.85888738	52183000000	7873000000	33761681180	4.647954	83.72	83.96	2
NaN	NaN	1168.543	99.83443709	0	1000000	323133447.4	NaN	NaN	NaN	2
8588000	4544000	NaN	50	NaN	NaN	134054660.3	47.58364	96.77	99.04	0
341523000	4819000	96701.641	38.12175343	8659000000	4651000000	7566806238	52.39804	19.27	57.19	1
47970000	1624000	2886.119	92.78846154	0	1976000000	453205838.8	1.285948	100	100	1
NaN	NaN	75705.893	34.71406689	55245000000	2363000000	18948431418	19.08459	100	100	3
NaN	NaN	24915.557	62.46693446	198000000	22000000	32404963276	22.75908	100	100	3
28183000	8687000	8467.445	72.39512855	0	4000000	1070003789	21.32988	NaN	NaN	0
NaN	NaN	17163.433	49.20427295	10243000000	0	4962815635	7.619119	99.92	99.92	3
NaN	NaN	9036.995	24.69135802	8471000000	1860000000	3173684496	3.686983	100	100	3
837705000	34736000	65503.382	47.0733824	27006000000	24376000000	8795802476	47.25623	98.72	98.22	1
510824000	0	2482.687	91.57762414	0	1874000000	1182833320	NaN	NaN	NaN	2
1267133000	0	11873.318	71.28405719	1095000000	1870000000	9721160041	NaN	NaN	NaN	2
3143273000	1547000	39300.931	61.89672629	8771000000	6293000000	16321044786	7.429176	66.81	76.35	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
68645000	654000	NaN	91.54488518	NaN	NaN	343099510	47.52888	100	100	1
NaN	NaN	88855.084	17.54760787	2198000000	2376000000	29783861006	19.08459	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	19671.242	4.571154768	0	1014000000	NaN	NaN	NaN	NaN	0
NaN	NaN	25823.772	63.63187356	9037000000	11407000000	17700955155	19.08459	100	100	3
109424000	188000	3885.031	94.26152399	0	0	641167202.9	36.60194	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	12414.224	14.72129586	10940000000	0	1573356705	0.7772596	100	100	3
669532000	0	37927.988	27.50238701	8966000000	3578000000	7285846575	19.08459	100	100	2
7159866000	0	623097.624	21.06432059	3.84744E+11	27404000000	48325637160	7.785098	NaN	NaN	2
7051000	1928000	NaN	92.55319149	NaN	NaN	243728508.6	NaN	NaN	NaN	0
NaN	NaN	116953.313	66.99278977	79156000000	62580000000	22185722224	NaN	NaN	NaN	3
42477000	256000	15164.851	98.73532069	0	1806000000	248935516	56.72665	NaN	NaN	1
73750000	10353000	2631.659	75	13000000	1617000000	644374774.6	50.52211	100	100	1
NaN	NaN	21087.672	83.97558849	15079000000	19488000000	83413378877	1.755872	69.76	83.39	3
6427000	1386000	NaN	93.84615385	NaN	NaN	84690088.78	NaN	NaN	NaN	0
268404000	113000	4230.622	89.0103218	0	1968000000	1633635903	7.795261	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	183406176.6	NaN	NaN	NaN	3
168000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
156897000	481000	15421.106	18.9681924	503000000	248000000	2278353130	42.17126	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.53420195	NaN	NaN	113194007.1	NaN	NaN	NaN	2
NaN	NaN	18732.514	19.92713004	2511000000	704000000	9195618256	19.08459	100	100	3
NaN	NaN	6830.174	43.95238095	288000000	66000000	7063482326	19.08459	100	100	3
NaN	NaN	51783.589	75.24265645	510000000	2955000000	19170719820	19.08459	100	100	3
8171000	33000	NaN	56.67752443	NaN	NaN	275844448.2	NaN	NaN	NaN	1
9147000	0	NaN	100	NaN	NaN	69794569.4	NaN	NaN	NaN	2
178563000	207000	16879.065	40.88944197	12741000000	12821000000	411551014.9	14.90582	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
10469000	3280000	NaN	100	NaN	NaN	222510577.7	52.64054	13.48	55.36	0
3503000	2000	2181.626	67.55952381	0	65000000	172432007	39.92979	13.99	57.45	0
2549221000	639000	81160.224	50.48891009	77831000000	2822000000	38903305764	NaN	NaN	NaN	2
16802000	1322000	2128.862	40.93567251	138000000	0	89508805.65	10.96508	NaN	NaN	0
96981000	0	15368.821	34.97009196	10697000000	0	NaN	34.1589	NaN	NaN	2
700000	30000	NaN	100	NaN	NaN	25120524.69	NaN	NaN	NaN	1
NaN	NaN	12294.301	18.13718805	5615000000	3000000	2048593710	47.53002	100	100	3
556875000	272000	7819.512	55.22596406	10551000000	1196000000	2364943975	72.01492	57.62	67.48	2
5655813000	698000	74247.891	38.72773628	52497000000	10744000000	28348029784	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
42331000	16830000	14927.801	79.87742594	0	30000000	1528839201	NaN	NaN	NaN	0
25192000	15260000	NaN	85.16129032	NaN	NaN	934009569	0	15.74	56.19	0
863117000	0	135600.835	12.91510368	30494000000	810000000	4462353793	14.16956	NaN	NaN	1
479316000	0	2538.084	88.25396825	0	31000000	772025410.3	30.58611	100	100	2
NaN	NaN	2255957.295	42.37719721	7.12432E+11	1.06138E+11	1.57763E+11	11.77976	99.98	99.92	3
180930000	0	53180.903	15.10257151	36465000000	4645000000	NaN	NaN	NaN	NaN	1
4378000	56000	NaN	100	NaN	NaN	53198486.85	49.06788	99.73	98.78	2
2261566000	0	57505.782	64.98871032	19400000000	12918000000	12106509758	36.25419	99.98	99.91	2
301220000	10667000	42023.106	40.92614483	8334000000	4386000000	4121051660	39.61505	NaN	NaN	1
1020000	102000	NaN	100	NaN	NaN	36521974.14	39.48171	NaN	NaN	1
NaN	NaN	NaN	99.05660377	NaN	NaN	NaN	NaN	NaN	NaN	1
1200000	364000	NaN	100	NaN	NaN	62493658.73	NaN	NaN	NaN	1
61093000	9632000	5100.194	95.06862061	0	3769000000	4427672540	NaN	NaN	NaN	1
1017079000	0	112418.845	6.462057691	0	8000000	7816784147	NaN	NaN	NaN	2
289869000	86165000	17843.51	44.65558195	0	8000000	73858377.01	NaN	NaN	NaN	0
61769000	5214000	6635.642	78.77094972	0	35000000	535132681.1	51.63607	16.77	57.28	1
59225000	0	9709.738	21.23540258	0	15000000	131685656.7	45.72596	21.89	65	0
