Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	100	NaN	NaN	136430000	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	71.50684932	NaN	NaN	637925698.4	NaN	NaN	NaN	0
143300000	0	5883.156	40.48013245	0	116000000	NaN	NaN	NaN	NaN	2
NaN	NaN	2661.901	51.66503428	0	350000000	NaN	NaN	NaN	NaN	1
NaN	NaN	20361.931	33.91384051	16446000000	634000000	4890565126	NaN	NaN	NaN	3
2715808000	0	46073.714	52.60175838	19873000000	4949000000	6222040940	NaN	NaN	NaN	2
NaN	NaN	7696.645	NaN	1700000000	7107000000	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	98.827512	100	NaN	NaN	27500000	NaN	NaN	NaN	2
NaN	NaN	86226.17	28.78273521	14359000000	3552000000	19318745004	NaN	NaN	NaN	3
NaN	NaN	24781.923	50.83012512	7720000000	1881000000	17227718750	20.69455	NaN	NaN	3
NaN	NaN	26236.264	NaN	0	22500000000	NaN	NaN	NaN	NaN	2
14067000	2620000	NaN	95.18072289	NaN	NaN	111668459.4	NaN	NaN	NaN	0
NaN	NaN	48283.836	42.33941853	5405000000	1314000000	23788897634	20.69455	NaN	NaN	3
16677000	2105000	1661.315	78.97435897	0	21000000	69184858.97	NaN	NaN	NaN	0
196133000	27676000	12735.601	43.20113314	6515000000	333000000	659565646	NaN	NaN	NaN	0
509655000	0	28572.292	35.844695	3188000000	1230000000	NaN	20.69455	NaN	NaN	2
NaN	NaN	4350.016	11.35452021	3482000000	0	1292613621	NaN	NaN	NaN	3
NaN	0	7017.596	NaN	0	1074000000	NaN	NaN	NaN	NaN	2
NaN	NaN	45548.433	NaN	20607000000	18899000000	NaN	NaN	NaN	NaN	2
6213000	0	106.218	100	NaN	NaN	69781507.2	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
144032000	2540000	2610.591	63.95736176	900000000	199000000	510931173.6	NaN	NaN	NaN	1
2259796000	0	140245.587	72.09290078	666000000	4817000000	9199691029	66.14822	NaN	NaN	2
NaN	NaN	321.98832	85.66552901	NaN	NaN	117535625.4	NaN	NaN	NaN	3
NaN	NaN	1762.414	27.52712736	1161000000	11000000	NaN	NaN	NaN	NaN	3
2273000	104000	55.974948	62.85714286	NaN	NaN	88834212.87	NaN	NaN	NaN	1
38832000	104000	1261.176	0.336700337	0	108000000	3331456134	NaN	NaN	NaN	2
11752000	1536000	NaN	100	NaN	NaN	122909414	NaN	NaN	NaN	0
NaN	NaN	208565.267	45.93724794	9654000000	16468000000	23529521612	NaN	NaN	NaN	3
NaN	NaN	24319.668	81.94930443	331000000	387000000	61284432318	37.84172	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1791896000	110000	13552.655	55.56839672	188000000	1768000000	6783811635	NaN	NaN	NaN	2
3248248000	18504000	862955.714	14.15779129	2763000000	48953000000	34475663084	NaN	NaN	NaN	2
247258000	1610000	4979.78	81.85654008	0	41000000	37075060.81	NaN	NaN	NaN	1
1700854000	113000	24222.605	54.30416986	4499000000	379000000	4868520452	NaN	NaN	NaN	2
866000	262000	17.84677985	100	NaN	NaN	29914188.87	NaN	NaN	NaN	0
2013000	87000	29.046122	100	NaN	NaN	76969365.13	NaN	NaN	NaN	1
207331000	27000	2024.958	89.57816377	0	86000000	524889932.4	NaN	NaN	NaN	2
NaN	NaN	19282.12	94.1267048	24000000	13460000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1360.826	81.7178881	0	1974000000	1683639432	20.69455	NaN	NaN	3
NaN	NaN	49563.432	NaN	385000000	540000000	NaN	20.69455	NaN	NaN	3
NaN	NaN	351404.044	NaN	40460000000	10397000000	1.04547E+11	20.69455	NaN	NaN	3
1951000	67000	21.171594	100	NaN	NaN	14462985.2	NaN	NaN	NaN	2
NaN	NaN	17363.421	43.68727273	694000000	882000000	11225841697	20.69455	NaN	NaN	3
86006000	140000	4100.607	94.21455939	0	3280000000	68530000	NaN	NaN	NaN	2
2024630000	0	22191.936	31.76853358	15095000000	874000000	2703474414	NaN	NaN	NaN	2
473517000	243000	5997.197	80.37464605	0	1362000000	1009075836	NaN	NaN	NaN	2
1322318000	6920000	31825.282	69.15982617	18931000000	13393000000	3619931744	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	90087.215	56.29743011	1509000000	8604000000	57238074519	20.69455	NaN	NaN	3
NaN	NaN	9910.795	NaN	957000000	1440000000	NaN	20.69455	NaN	NaN	3
58848000	5546000	14866.301	94.41069259	0	140000000	55191078.8	NaN	NaN	NaN	0
NaN	NaN	28380.627	48.80506766	4655000000	1679000000	10414929959	20.69455	NaN	NaN	3
NaN	NaN	223889.479	61.53690634	3027000000	8668000000	68290944122	20.69455	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
135765000	0	1181.405	18.47085541	160000000	110000000	278707082.9	NaN	NaN	NaN	2
NaN	NaN	205919.952	37.22315113	4998000000	34676000000	43145753526	20.69455	NaN	NaN	3
NaN	NaN	12424.944	NaN	2144000000	4003000000	NaN	NaN	NaN	NaN	1
104479000	8047000	5291.033	91.23134328	0	0	309313699.2	NaN	NaN	NaN	1
58778000	2361000	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
12250000	695000	61.791501	100	NaN	NaN	55386778.2	NaN	NaN	NaN	0
6087000	1146000	74.634616	100	NaN	NaN	18217187.14	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	706734.9314	NaN	NaN	NaN	3
NaN	NaN	21440.556	46.57624042	92000000	7746000000	4721071461	20.69455	NaN	NaN	3
1563000	46000	42.474397	100	NaN	NaN	17578888.89	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
114457000	0	4434.798	83.27325162	0	208000000	361810500	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
120312000	268000	382.08588	100	NaN	NaN	28679763.4	NaN	NaN	NaN	1
NaN	NaN	8657.766	31.20774228	0	519000000	24655780000	NaN	NaN	NaN	3
177727000	1221000	2379.575	87.4115983	0	40000000	46574226.6	NaN	NaN	NaN	1
NaN	NaN	9004.657	NaN	1866000000	2912000000	NaN	NaN	NaN	NaN	3
15421000	2069000	1560.472	86.71586716	0	123000000	10167738	NaN	NaN	NaN	0
NaN	NaN	28657.365	35.10886017	4473000000	1351000000	1184510089	20.69455	NaN	NaN	3
3977086000	6383000	101327.806	55.18670165	734000000	15332000000	8656793062	45.11861	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4795863000	96190000	316743.223	22.92244135	9958000000	10048000000	5637446977	89.58273	NaN	NaN	1
NaN	NaN	9987.573	41.4225437	3941000000	1428000000	5361690908	20.69455	NaN	NaN	3
429918000	0	67865.227	66.37666656	31000000000	22019000000	NaN	NaN	NaN	NaN	2
NaN	NaN	18085.432	72.49511582	0	21400000000	8340140000	NaN	NaN	NaN	1
NaN	NaN	2088.48	85.30973451	0	6000000	454982438	NaN	NaN	NaN	3
NaN	NaN	11475.361	66.2438491	0	10427000000	6598156852	NaN	NaN	NaN	3
NaN	NaN	146556.168	61.78723331	39709000000	1.02719E+11	88595446455	20.69455	NaN	NaN	3
260300000	0	2789.597	95.48802947	0	2272000000	168155251.2	NaN	NaN	NaN	2
376739000	571000	3259.448	91.25837152	433000000	3193000000	1138743542	NaN	NaN	NaN	2
NaN	NaN	439315.379	60.36599459	1.67084E+11	1.54653E+11	87828362969	20.41059	NaN	NaN	3
NaN	NaN	72746.034	NaN	9138000000	8731000000	NaN	NaN	NaN	NaN	2
333328000	6918000	10940.115	80.16372796	0	231000000	236115196.8	NaN	NaN	NaN	0
NaN	NaN	7486.182	NaN	3690000000	0	NaN	NaN	NaN	NaN	0
30040000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	7.112655	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	93086.987	51.66568906	9604000000	18857000000	14916135340	24.58269	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	9110.159	65.27004117	8231000000	10246000000	2929197164	NaN	NaN	NaN	3
2933000	731000	NaN	98.4375	NaN	NaN	8375549.389	NaN	NaN	NaN	1
71964000	0	1953.895	95.08262797	0	1000000000	4210389268	NaN	NaN	NaN	2
1068000	0	NaN	94.6969697	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	11330.422	55.09777171	0	10169000000	7225219475	NaN	NaN	NaN	2
3140000	0	55.9197	100	NaN	NaN	44589871.8	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
170187000	5494000	5516.182	94.75218659	0	5000000	447030482.6	49.94524	NaN	NaN	1
8252000	759000	NaN	NaN	NaN	NaN	72373881.6	NaN	NaN	NaN	1
NaN	NaN	16112.987	NaN	6769000000	4151000000	NaN	20.69455	NaN	NaN	2
NaN	NaN	3410.63	44.58858414	34000000	9000000	212608942.6	20.69455	NaN	NaN	3
NaN	NaN	7854.389	NaN	1733000000	357000000	NaN	20.69455	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	520624844.4	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
886931000	312000	6941.168	70.73208723	0	6196000000	2337533793	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	9866.171	NaN	6858000000	4118000000	NaN	NaN	NaN	NaN	1
102120000	5258000	NaN	93.6802974	NaN	NaN	92084945.8	NaN	NaN	NaN	0
2804000	65000	50.89694	100	NaN	NaN	24378453.2	NaN	NaN	NaN	2
7301096000	0	122492.736	75.66587456	14460000000	62062000000	10216846003	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	2477.738	NaN	0	104000000	NaN	NaN	NaN	NaN	2
24035000	3366000	NaN	97.39130435	NaN	NaN	197765533.2	NaN	NaN	NaN	0
NaN	NaN	694.755	68.85521886	0	485000000	1492208342	20.69455	NaN	NaN	3
14506000	5165000	10655.976	47.85591767	974000000	271000000	409508689.6	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	3416.409	25.00912742	0	264000000	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
37699000	1420000	5922.03	80.58608059	0	107000000	231744264.3	NaN	NaN	NaN	0
47376000	1274000	NaN	97.52407153	NaN	NaN	58538416.2	NaN	NaN	NaN	0
47769000	151000	479.878	86.46616541	NaN	NaN	761194274.6	NaN	NaN	NaN	2
46661000	5020000	NaN	84.43113772	NaN	NaN	142103082	NaN	NaN	NaN	0
1166007000	0	21987.509	67.74444372	4704000000	11497000000	10658832532	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
35954000	2680000	NaN	59.91189427	NaN	NaN	226479279.1	NaN	NaN	NaN	0
2155437000	223000	70582.284	79.38419266	7223000000	1840000000	4128789621	70.67404	NaN	NaN	1
11407000	74000	2092.672	77.3925104	0	563000000	165533453.2	NaN	NaN	NaN	1
NaN	NaN	65685.029	33.02873229	36605000000	3112000000	34401211969	20.69455	NaN	NaN	3
NaN	NaN	21002.542	69.81507491	0	6000000	15788121111	NaN	NaN	NaN	3
27816000	4547000	5789.168	85.54913295	0	1000000	354107111.2	NaN	NaN	NaN	0
NaN	NaN	12825.335	42.14623722	5709000000	8000000	4129354399	NaN	NaN	NaN	3
NaN	NaN	4218.096	41.26815445	3674000000	827000000	1783597700	NaN	NaN	NaN	3
831288000	14710000	42827.387	48.352765	12669000000	7748000000	1046429502	NaN	NaN	NaN	1
223475000	0	1457.783	88.77192982	0	392000000	343513830.6	NaN	NaN	NaN	2
247223000	0	9734.265	84.30625325	235000000	2968000000	1890650000	NaN	NaN	NaN	2
1771520000	765000	28891.831	80.00658762	0	12434000000	2036231563	67.02573	NaN	NaN	1
NaN	NaN	73.462676	100	NaN	NaN	NaN	NaN	NaN	NaN	2
161713000	851000	NaN	92.97945205	NaN	NaN	427289975	NaN	NaN	NaN	1
NaN	NaN	103104.584	9.457108578	125000000	1570000000	4673859369	20.69455	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	33222.04	NaN	0	1006000000	NaN	NaN	NaN	NaN	0
NaN	NaN	16739.305	68.01408923	0	9399000000	20578948388	20.69455	NaN	NaN	3
89995000	317000	3072.102	92.86871961	0	6000000	674873247	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	6204.984	23.23263781	4818000000	0	951656730.5	NaN	NaN	NaN	3
14400000	0	62254.039	29.59235492	22573000000	11823000000	1374053813	20.69455	NaN	NaN	2
NaN	NaN	879192.534	NaN	5.12194E+11	1.24375E+11	NaN	NaN	NaN	NaN	2
11074000	2307000	NaN	95.16129032	NaN	NaN	44348810.69	NaN	NaN	NaN	0
NaN	NaN	59759.447	54.7386011	35288000000	33920000000	13437138407	NaN	NaN	NaN	3
33603000	6428000	10629.388	98.4828496	0	557000000	11414226.6	NaN	NaN	NaN	1
127844000	4147000	1686.396	92.28110599	22000000	879000000	22124306.88	NaN	NaN	NaN	1
NaN	NaN	11456.23	97.86735411	0	15714000000	27789982704	NaN	NaN	NaN	3
9158000	0	NaN	100	NaN	NaN	5428453.2	NaN	NaN	NaN	0
84091000	247000	2468.711	87.81512605	0	151000000	595456226.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5272000	3403000	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
1699573000	0	19347.983	NaN	1315000000	1884000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	556.005378	98.58299595	NaN	NaN	41887843.43	NaN	NaN	NaN	2
NaN	NaN	21327.458	NaN	1823000000	1635000000	NaN	20.69455	NaN	NaN	3
NaN	NaN	5709.874	NaN	2000000	980000000	NaN	20.69455	NaN	NaN	3
NaN	NaN	47198.124	73.95929367	395000000	1301000000	20324330090	20.69455	NaN	NaN	3
9654000	52000	308.7987248	0	NaN	NaN	216466836.6	NaN	NaN	NaN	1
8932000	0	37.59	100	NaN	NaN	16638359.6	NaN	NaN	NaN	2
116654000	542000	10465.307	76.08929795	2384000000	6499000000	446790359.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
