Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	24176.303	82.19361759	553000000	261000000	65167424226	40.56902	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1097974000	94000	15422.248	65.41026677	288000000	1264000000	10368846510	0	NaN	NaN	2
3439122000	34318000	937316.225	14.89910538	3115000000	63691000000	27348105440	63.20728	NaN	NaN	2
188455000	2552000	5259.91	92.09783631	0	30000000	14152081.41	NaN	NaN	NaN	1
1302119000	97000	26998.67	56.33197778	5445000000	518000000	8048472823	NaN	NaN	NaN	2
648000	287000	NaN	100	NaN	NaN	39023656.61	NaN	NaN	NaN	0
2118000	128000	NaN	100	NaN	NaN	57690218.32	NaN	NaN	NaN	1
209877000	23000	2337.85	89.14656772	0	496000000	1037650467	NaN	NaN	NaN	2
NaN	NaN	11900.996	97.42596526	14000000	10019000000	NaN	20.4398	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1682.376	88.99676375	0	2590000000	1276350873	17.09331	NaN	NaN	3
NaN	NaN	42224.093	15.04987912	398000000	374000000	4551181369	17.09331	NaN	NaN	3
NaN	NaN	334993.014	41.08421713	34574000000	10091000000	1.14822E+11	17.09331	NaN	NaN	3
2296000	87000	NaN	100	NaN	NaN	19915109.16	NaN	NaN	NaN	2
NaN	NaN	18916.191	40.29163469	1589000000	1266000000	10941475115	17.09331	NaN	NaN	3
146141000	144000	4972.391	92.04545455	0	3650000000	658256149.5	NaN	NaN	NaN	2
1784924000	0	24125.614	33.96914321	18434000000	627000000	3655668345	29.30262	NaN	NaN	2
396167000	223000	5979.525	87.31049121	0	1601000000	1541717600	25.49277	NaN	NaN	2
1231726000	6811000	35380.49	67.87907416	28338000000	8973000000	13854276598	NaN	NaN	NaN	1
NaN	NaN	921.065	NaN	0	151000000	NaN	NaN	NaN	NaN	0
NaN	NaN	91270.114	58.12961497	1196000000	9544000000	47145831058	17.09331	NaN	NaN	3
NaN	NaN	5157.663	26.08267717	130000000	620000000	389247606.4	17.09331	NaN	NaN	3
29449000	7411000	15332.16	96.59090909	0	120000000	499938575.1	NaN	NaN	NaN	0
NaN	NaN	28459.324	47.60996964	5554000000	1402000000	6192945860	17.09331	NaN	NaN	3
NaN	NaN	236421.28	63.71689756	3496000000	6091000000	54624427082	17.09331	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
86033000	0	1378.485	48.7150838	172000000	109000000	5765215.102	NaN	NaN	NaN	2
NaN	NaN	214261.543	39.43010371	34039000000	21143000000	43982208588	17.09331	NaN	NaN	3
8163000	0	7620.232	22.733972	3241000000	612000000	NaN	NaN	NaN	NaN	1
113091000	12935000	5941.748	86.94968553	0	22000000	516970193.5	65.66524	NaN	NaN	1
39835000	4322000	NaN	100	NaN	NaN	133290239.2	NaN	NaN	NaN	0
7208000	935000	NaN	100	NaN	NaN	105752908.3	NaN	NaN	NaN	0
2237000	1402000	NaN	100	NaN	NaN	14167093.9	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	480802.56	NaN	NaN	NaN	3
NaN	NaN	21869.979	48.89233603	84000000	7837000000	9135323164	17.09331	NaN	NaN	3
2969000	52000	NaN	100	NaN	NaN	26900000	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
119783000	0	4812.817	89.8250162	0	970000000	949519648	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
41464000	1051000	NaN	100	NaN	NaN	247450000	NaN	NaN	NaN	1
NaN	NaN	10407.728	29.217119	0	1803000000	43012564199	NaN	NaN	NaN	3
163938000	1354000	2558.682	87.38738739	0	304000000	105511001.4	NaN	NaN	NaN	1
NaN	NaN	6921.575	58.125	1825000000	2698000000	616200825	NaN	NaN	NaN	3
4871000	0	1563.819	92.26519337	0	90000000	39307976.86	NaN	NaN	NaN	0
NaN	NaN	25721.08	36.41131983	4084000000	5622000000	6744523365	17.09331	NaN	NaN	3
4950525000	6069000	121246.846	53.7584084	4844000000	20897000000	12474062677	44.99149	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4169136000	114382000	350462.308	22.96846362	17878000000	9790000000	14674627527	NaN	NaN	NaN	1
NaN	NaN	10078.503	43.27238631	4535000000	2341000000	6065811686	17.09331	NaN	NaN	3
1414162000	0	82096.072	72.17006738	38242000000	28139000000	NaN	NaN	NaN	NaN	2
NaN	NaN	21601.798	91.03035626	0	25700000000	8363553559	NaN	NaN	NaN	1
NaN	NaN	2180.248	89.13443831	0	5000000	445582085.8	14.36959	NaN	NaN	3
NaN	NaN	13872.541	60.89993502	0	9822000000	6386155659	13.87269	NaN	NaN	3
NaN	NaN	148444.173	63.63368209	39963000000	1.13919E+11	53589809004	17.09331	NaN	NaN	3
199204000	0	2961.015	95.59912854	0	3593000000	417049947.8	NaN	NaN	NaN	2
259712000	588000	3754.462	83.15151515	539000000	4199000000	1946380526	NaN	NaN	NaN	2
NaN	NaN	457551.834	59.46291898	1.78012E+11	1.34384E+11	1.07989E+11	20.92256	NaN	NaN	3
9253000	0	65274.453	24.80098182	7760000000	6735000000	711198450.7	NaN	NaN	NaN	2
265147000	11195000	11570.303	83.36221837	0	131000000	436745075.9	NaN	NaN	NaN	0
1412000	9000	3870.335	30.28697572	1395000000	0	48245791.44	NaN	NaN	NaN	0
19306000	0	NaN	100	NaN	NaN	24181934.52	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	124403.57	58.17162022	14488000000	34888000000	20354786259	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	12365.693	46.11159655	12572000000	7606000000	5205987063	NaN	NaN	NaN	3
4739000	1402000	NaN	98.68421053	NaN	NaN	69653379.23	NaN	NaN	NaN	1
90662000	0	3511.291	84.64926077	0	3776000000	5862881326	NaN	NaN	NaN	2
8978000	0	NaN	98.86363636	NaN	NaN	2362459.68	NaN	NaN	NaN	0
NaN	NaN	13473.391	67.83349101	0	11341000000	7290291783	NaN	NaN	NaN	2
5133000	33000	NaN	100	NaN	NaN	60037823.28	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
146832000	8729000	6057.617	93.04412865	0	183000000	1653805525	50.6383	NaN	NaN	1
12328000	982000	NaN	NaN	NaN	NaN	252685728.8	NaN	NaN	NaN	1
4006000	0	9038.352	67.42821211	265000000	999000000	422943421.4	17.09331	NaN	NaN	2
NaN	NaN	3714.994	50.15249068	23000000	38000000	186694541.3	17.09331	NaN	NaN	3
6572000	0	5276.916	61.68337891	560000000	409000000	526398174.9	17.09331	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	1569065634	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1327647000	305000	8080.05	69.74658869	0	6932000000	3929934650	93.72356	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1234000	0	5806.116	40.73205068	4095000000	1836000000	76335779.04	NaN	NaN	NaN	1
30089000	6838000	NaN	93.83561644	NaN	NaN	80642850.24	NaN	NaN	NaN	0
2664000	176000	NaN	100	NaN	NaN	26149830.44	NaN	NaN	NaN	2
8027596000	0	129950.134	74.43079302	20874000000	63890000000	25298703947	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
4331000	0	2772.939	24.25531915	0	88000000	120503199.5	NaN	NaN	NaN	2
43813000	4528000	NaN	97.58064516	NaN	NaN	339781278.4	NaN	NaN	NaN	0
NaN	NaN	849.932	74.58791209	0	900000000	1401663051	17.09331	NaN	NaN	3
89382000	2175000	10712.775	57.72134523	1402000000	273000000	401045513.4	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
10725000	206000	3133.204	17.95275591	0	223000000	66017364.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
78872000	3336000	6086.462	84.3537415	1000000	31000000	187240821.7	NaN	NaN	NaN	0
46628000	1890000	NaN	97.64851485	NaN	NaN	49051951.57	NaN	NaN	NaN	0
42400000	121000	NaN	90.70247934	NaN	NaN	781068497.6	NaN	NaN	NaN	2
28811000	7558000	NaN	85.18518519	NaN	NaN	61890329.44	NaN	NaN	NaN	0
1354585000	0	31959.344	59.20521329	16288000000	10249000000	28182868709	24.73804	NaN	NaN	2
NaN	NaN	769.528	100	0	27000000	133694471.2	NaN	NaN	NaN	2
24179000	2690000	NaN	61.25	NaN	NaN	196381338.5	NaN	NaN	NaN	0
911998000	672000	78661.534	79.66908847	6979000000	1954000000	1640443739	NaN	NaN	NaN	1
69970000	1413000	2219	94.42675159	0	746000000	58899669.32	NaN	NaN	NaN	1
NaN	NaN	68936.007	35.85608998	43987000000	3066000000	45035664049	17.09331	NaN	NaN	3
NaN	NaN	23469.446	68.36065574	10000000	0	20084955279	4.883753	NaN	NaN	3
27652000	5977000	6283.94	71.5	0	62000000	699898122.1	26.03093	NaN	NaN	0
NaN	NaN	14265.508	40.90843754	7000000000	63000000	3337384603	11.90525	NaN	NaN	3
NaN	NaN	6091.258	31.44568473	4733000000	1100000000	1916720461	NaN	NaN	NaN	3
863569000	19088000	49320.274	49.24552249	15621000000	15047000000	1995445625	NaN	NaN	NaN	1
135846000	0	1833.128	86.94493783	0	810000000	597409921.3	NaN	NaN	NaN	2
1138831000	0	9913.782	82.34744707	176000000	2724000000	3917582866	32.52063	NaN	NaN	2
2153724000	1176000	30233.992	80.25309216	0	13867000000	5933972406	66.73917	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
168216000	832000	NaN	92.27941176	NaN	NaN	166063203.6	NaN	NaN	NaN	1
NaN	NaN	100943.791	10.64358753	97000000	1572000000	4276726138	17.09331	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	25488.844	NaN	0	29000000	NaN	NaN	NaN	NaN	0
NaN	NaN	17762.386	66.67696586	0	10094000000	22115180795	17.09331	NaN	NaN	3
88145000	292000	3280.285	91.67701863	0	9000000	644825618.4	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	7524.508	14.70518023	5522000000	0	1033371570	NaN	NaN	NaN	3
207365000	0	45422.686	33.01507236	17997000000	5434000000	1921318133	17.09331	NaN	NaN	2
758714000	0	751202.346	31.51912774	4.29745E+11	77869000000	9817681558	4.177714	NaN	NaN	2
10415000	3199000	NaN	95.42857143	NaN	NaN	47457606.62	55.94909	NaN	NaN	0
NaN	NaN	80966.267	59.38110068	42454000000	48586000000	9223546274	NaN	NaN	NaN	3
10931000	5858000	10295.115	95.71248424	0	595000000	37430695.76	NaN	NaN	NaN	1
41522000	6356000	1772.967	91.12244898	49000000	943000000	14743770.4	NaN	NaN	NaN	1
NaN	NaN	17980.246	92.15278244	6230000000	12732000000	48416241816	NaN	NaN	NaN	3
17590000	903000	NaN	100	NaN	NaN	28965197.84	NaN	NaN	NaN	0
121807000	165000	2983.536	88.9726673	0	885000000	719512205.1	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	119862151.1	NaN	NaN	NaN	3
334000	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
43875000	0	12684.015	9.759494846	369000000	302000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.80952381	NaN	NaN	38828127.97	NaN	NaN	NaN	2
NaN	NaN	17758.797	19.06381455	1178000000	1558000000	919587371.3	17.09331	NaN	NaN	3
NaN	NaN	5407.984	43.6958345	2000000	261000000	787924762	17.09331	NaN	NaN	3
NaN	NaN	46505.622	75.36911826	837000000	3114000000	21420634801	17.09331	NaN	NaN	3
6125000	54000	NaN	0	NaN	NaN	264288586.4	NaN	NaN	NaN	1
6131000	0	NaN	100	NaN	NaN	35650572.08	NaN	NaN	NaN	2
170231000	0	10963.552	72.65156822	3857000000	6185000000	451438912.9	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5627000	1725000	NaN	100	NaN	NaN	43281878.94	NaN	NaN	NaN	0
12448000	3931000	1315.844	79.66101695	0	59000000	161211781.8	NaN	NaN	NaN	0
2181856000	796000	51055.55	57.87266881	27953000000	18247000000	25439321248	83.30216	NaN	NaN	2
844000	0	3232.557	34.82269504	623000000	0	NaN	NaN	NaN	NaN	0
1717000	0	10721.149	31.87963945	12632000000	0	799006867.8	NaN	NaN	NaN	2
522000	23000	NaN	100	NaN	NaN	37060902.8	NaN	NaN	NaN	1
NaN	NaN	6243.555	24.00261609	3786000000	3000000	228176389.6	NaN	NaN	NaN	3
502719000	418000	5302.651	68.71111111	3325000000	3236000000	937958413.7	NaN	NaN	NaN	2
4025775000	1096000	56890.77	46.01955619	10788000000	5174000000	7846358606	7.945503	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
107124000	13524000	10333.552	79.83310153	0	181000000	203345214.9	80.37634	NaN	NaN	0
34995000	9131000	NaN	96.875	NaN	NaN	146356316	NaN	NaN	NaN	0
62095000	0	194507.339	15.44861206	38888000000	16936000000	166106210.5	NaN	NaN	NaN	1
262602000	0	2517.613	94.41707718	0	620000000	1422523174	NaN	NaN	NaN	2
NaN	NaN	2003932.74	41.23749455	4.41E+11	1.26859E+11	1.6462E+11	6.443753	NaN	NaN	3
13229000	0	46994.701	23.88627645	36765000000	1840000000	NaN	NaN	NaN	NaN	1
2937000	60000	NaN	100	NaN	NaN	31510400.4	NaN	NaN	NaN	2
2161648000	0	47318.481	55.70004718	17610000000	4294000000	13692655080	NaN	NaN	NaN	2
107822000	429000	27057.632	52.12324393	14000000	2046000000	NaN	NaN	NaN	NaN	1
652000	86000	NaN	100	NaN	NaN	45586198.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1310000	255000	NaN	100	NaN	NaN	50705980.08	NaN	NaN	NaN	1
41488000	5110000	2891.872	95.76205288	0	2350000000	164809061.2	NaN	NaN	NaN	1
NaN	0	100174.734	13.24961997	0	0	2879214933	33.74827	NaN	NaN	2
23081000	4565000	12477.611	73.87096774	0	17000000	54794299.78	NaN	NaN	NaN	0
151617000	5278000	5682.563	57.62463343	0	17000000	192326097.6	95.42303	NaN	NaN	1
209306000	1135000	9735.607	19.38914027	0	0	628149930.7	NaN	NaN	NaN	0
