Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
2906000	1062000	NaN	NaN	NaN	NaN	150899364.3	NaN	NaN	NaN	0
6981000	2044000	NaN	NaN	NaN	NaN	397876704.6	46.27539	99.98	99.91	1
428459000	3000	4898.615	NaN	0	451000000	4068386405	5.205186	100	100	2
NaN	NaN	11505.44	NaN	2381000000	14657000000	NaN	33.81078	31.67	60.54	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2505.599	NaN	0	5184000000	1281245174	15.72739	100	100	3
NaN	NaN	41990.381	NaN	975000000	156000000	41608025194	15.72739	100	100	3
NaN	NaN	318528.921	NaN	78884000000	9639000000	1.7904E+11	15.72739	100	100	3
5120000	193000	NaN	NaN	NaN	NaN	75464029.01	NaN	NaN	NaN	2
NaN	NaN	18605.477	NaN	6733000000	1176000000	76617708406	15.72739	100	100	3
505347000	64000	8093.038	NaN	2017000000	9533000000	3582706110	NaN	NaN	NaN	2
138518000	0	39757.751	NaN	41566000000	861000000	1.55112E+11	49.87838	NaN	NaN	2
641637000	87000	11351.791	NaN	1185000000	6465000000	3792122214	23.33012	99.98	100	2
869857000	10364000	72014.991	NaN	95457000000	29547000000	34896677829	18.14418	99.27	98.74	1
10283000	3437000	725.528	NaN	0	293000000	90010610.85	NaN	NaN	NaN	0
NaN	NaN	126519.942	NaN	1.07445E+11	18968000000	28051364565	15.72739	100	100	3
NaN	NaN	4748.389	NaN	108000000	45000000	3980640980	15.72739	100	100	3
41529000	8292000	32677.94	NaN	0	508000000	1780874201	58.95884	NaN	NaN	0
NaN	NaN	33169.854	NaN	9801000000	533000000	11428834019	15.72739	100	100	3
NaN	NaN	256217.211	NaN	21013000000	6170000000	1.31786E+11	15.72739	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
147984000	0	1793.986	NaN	439000000	334000000	1993241320	60.77375	100	100	2
NaN	NaN	196762.476	NaN	1.65482E+11	4367000000	66550201177	15.72739	100	100	3
280040000	7186000	3188.759	NaN	1107000000	39000000	2110323553	1.024194	99.98	100	1
130915000	9956000	9240.419	NaN	0	2081000000	3691822182	67.27721	14.36	54.83	1
32523000	7220000	NaN	NaN	NaN	NaN	NaN	63.08781	38.57	58.31	0
7490000	455000	NaN	NaN	NaN	NaN	224175083.3	80.39384	13.73	55	0
3763000	2425000	NaN	NaN	NaN	NaN	168592511.9	57.53588	97.6	96.22	0
NaN	NaN	NaN	NaN	NaN	NaN	3251937913	NaN	NaN	NaN	3
NaN	NaN	29438.822	NaN	11023000000	7679000000	5486122143	15.72739	100	100	3
11702000	267000	NaN	NaN	NaN	NaN	129078994.3	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
665178000	0	9841.909	NaN	0	3120000000	5204831108	20.64959	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
11508000	71000	NaN	NaN	NaN	NaN	631410303.4	NaN	NaN	NaN	1
NaN	NaN	14938.755	NaN	11192000000	136000000	2.55841E+11	0	45.77	87.3	3
73125000	2988000	4407.401	NaN	0	3614000000	2109755314	4.111625	100	100	1
NaN	NaN	8702.426	NaN	2211000000	2013000000	14894514373	18.85187	100	100	3
15152000	2428000	2595.165	NaN	0	514000000	790021120.6	14.38083	89.82	85.86	0
NaN	NaN	24859.169	NaN	10422000000	633000000	44181292183	15.72739	100	100	3
4459218000	15383000	201998.596	NaN	34351000000	35467000000	66118916966	7.011212	96.58	99.19	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5517807000	185611000	675829.796	NaN	1.11206E+11	26099000000	2.84683E+11	41.35349	74.5	79.37	1
NaN	NaN	14339.387	NaN	16299000000	915000000	2150685160	15.72739	100	100	3
485307000	0	215850.015	NaN	1.42999E+11	52352000000	NaN	NaN	NaN	NaN	2
NaN	NaN	32174.767	NaN	0	42836000000	44332622539	NaN	NaN	NaN	1
NaN	NaN	5224.878	NaN	0	2000000	3882622957	14.21782	94.95	96.76	3
NaN	NaN	21545.817	NaN	18016000000	2227000000	60611354671	18.02376	75.16	90.8	3
NaN	NaN	164630	NaN	1.47269E+11	25946000000	1.31497E+11	15.72739	100	100	3
757699000	0	3256.921	NaN	0	5332000000	2075840642	NaN	NaN	NaN	2
163956000	294000	7450.699	NaN	12570000000	1633000000	12135158994	33.87957	99.96	99.82	2
NaN	NaN	471992.361	NaN	2.84949E+11	75253000000	1.04899E+12	25.43408	99.65	98.47	3
5676869000	0	65835.028	NaN	10336000000	2546000000	23183086320	NaN	NaN	NaN	2
110510000	22093000	18723.226	NaN	0	3029000000	3849500685	44.52312	15.2	59.37	0
42723000	4731000	3010.539	NaN	884000000	0	1584332444	5.00649	99.94	99.91	0
23387000	3998000	5182.286	NaN	0	1153000000	3285950736	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	229177.995	NaN	70278000000	19811000000	2.70437E+11	31.52763	95.06	94.14	3
22545000	0	NaN	NaN	NaN	NaN	830206163.1	NaN	NaN	NaN	1
NaN	NaN	30173.104	NaN	15339000000	37877000000	23028093174	0.1778129	99.9	99.55	3
68732000	4906000	NaN	NaN	NaN	NaN	919003265	NaN	NaN	NaN	1
1615673000	0	6632.568	NaN	193000000	12956000000	39131823201	NaN	NaN	NaN	2
27694000	510000	NaN	NaN	NaN	NaN	372456984.4	NaN	NaN	NaN	0
NaN	NaN	20405.117	NaN	12471000000	17955000000	1.03754E+11	NaN	NaN	NaN	2
14797000	362000	NaN	NaN	NaN	NaN	174798926.4	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
352876000	17231000	9281.33	NaN	0	5959000000	5353610184	60.95654	38.09	69.28	1
7566000	2207000	NaN	NaN	NaN	NaN	NaN	26.12613	100	100	1
764556000	0	8387.589	NaN	2101000000	735000000	6623187429	15.72739	100	100	2
NaN	NaN	3949.445	NaN	2843000000	0	808815032	15.72739	100	100	3
945564000	0	4219.757	NaN	2007000000	4000000	6902262629	15.72739	100	100	2
NaN	NaN	NaN	NaN	NaN	NaN	18350321741	0	28.19	65.32	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
701501000	154000	15083.386	NaN	2844000000	4353000000	23568386800	44.11802	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
69541000	2347000	2449.37	NaN	3421000000	48000000	1480265226	NaN	NaN	NaN	1
16669000	7936000	NaN	NaN	NaN	NaN	1135488295	NaN	NaN	NaN	0
26112000	569000	NaN	NaN	NaN	NaN	275592736	88.11671	96.98	90.27	2
8436381000	0	174639.914	NaN	1.38471E+11	45745000000	99888813656	18.20991	100	100	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
177378000	2801000	2780.639	NaN	2000000	251000000	2288279712	33.45431	100	100	2
22287000	4055000	NaN	NaN	NaN	NaN	1604476586	42.97203	40.45	59.91	0
NaN	NaN	799.603	NaN	0	2167000000	538508822.1	15.72739	100	100	3
19949000	0	15062.16	NaN	1146000000	523000000	5505842301	NaN	NaN	NaN	0
40471000	557000	NaN	NaN	NaN	NaN	572612999.4	33.80912	NaN	NaN	2
31094000	2499000	3237.457	NaN	0	152000000	1327038012	0.5231038	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
28843000	8528000	9765.785	NaN	12000000	1000000	2181058126	32.80283	14.03	54.86	0
24311000	1811000	NaN	NaN	NaN	NaN	237857971	NaN	NaN	NaN	0
20824000	63000	NaN	NaN	NaN	NaN	2315555444	11.38846	17.66	54.86	2
15558000	876000	NaN	NaN	NaN	NaN	163276592.8	49.33687	31.96	65.5	0
2264110000	0	66826.2	NaN	63812000000	2103000000	96704053355	3.460346	83.88	83.69	2
NaN	NaN	1712.509	NaN	0	9000000	2050927458	15.55336	96.14	86.49	2
9751000	1940000	NaN	NaN	NaN	NaN	655544255.2	48.62199	96.56	99.1	0
153484000	17362000	108251.53	NaN	12715000000	2533000000	45509822740	52.00855	19.5	56.58	1
130561000	2692000	3085.349	NaN	0	2386000000	1573082196	22.85122	100	100	1
NaN	NaN	78174.849	NaN	68705000000	1487000000	39284462909	15.72739	100	100	3
NaN	NaN	28244.879	NaN	4239000000	30000000	48859299010	21.09416	100	100	3
33809000	10797000	9960.146	NaN	0	13000000	2761049332	58.02632	99.35	99.55	0
NaN	NaN	17402.759	NaN	8972000000	9000000	15594001969	0.0972429	99.98	100	3
NaN	NaN	15063.395	NaN	14615000000	3208000000	12203595330	1.474275	100	100	3
1023164000	75035000	85519.901	NaN	28079000000	36218000000	13606124671	35.79592	98.6	98.11	1
716188000	0	3100.187	NaN	0	3031000000	3028272282	8.806706	99.9	100	2
2141261000	0	15830.61	NaN	12143000000	1442000000	33225023537	1.322154	100	100	2
3501162000	1343000	38842.497	NaN	19887000000	5381000000	44205983034	7.493767	67.17	76.65	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
28919000	545000	NaN	NaN	NaN	NaN	2629121174	NaN	NaN	NaN	1
NaN	NaN	93987.175	NaN	4787000000	2723000000	79521598778	15.72739	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	19268.32	NaN	0	596000000	NaN	NaN	NaN	NaN	0
NaN	NaN	24095.918	NaN	14712000000	3285000000	15828960336	15.72739	100	100	3
134001000	120000	4752.417	NaN	0	0	3861718853	15.94084	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.895937	NaN	NaN	3
NaN	NaN	23824.509	NaN	24796000000	0	18803758630	1.053494	100	100	3
3177641000	0	34406.355	NaN	7632000000	1031000000	44383053416	15.72739	100	100	2
18144331000	0	646914.985	NaN	4.69034E+11	16004000000	4.39342E+11	21.33931	NaN	NaN	2
5967000	1805000	NaN	NaN	NaN	NaN	742737287.2	NaN	100	100	0
NaN	NaN	157854.656	NaN	97285000000	1.19797E+11	4.20984E+11	0.2279375	100	100	3
117761000	0	15815.311	NaN	0	3524000000	1094176603	29.59265	NaN	NaN	1
51915000	5978000	2939.114	NaN	50000000	2469000000	2123228913	51.27419	100	100	1
NaN	NaN	18476.025	NaN	33859000000	7858000000	1.92046E+11	0.5223407	69.6	83.51	3
4523000	788000	NaN	NaN	NaN	NaN	404964445.1	NaN	NaN	NaN	0
490516000	69000	5102.139	NaN	0	2527000000	3122314750	19.59702	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	790274018.1	NaN	NaN	NaN	3
0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1031876000	4951000	14449.702	NaN	173000000	103000000	15227935662	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	657026610.8	NaN	NaN	NaN	2
NaN	NaN	16722.558	NaN	1970000000	626000000	1803646824	15.72739	100	100	3
NaN	NaN	6968.791	NaN	593000000	28000000	1078161476	15.72739	100	100	3
NaN	NaN	45408.308	NaN	1548000000	730000000	47255414255	15.72739	100	100	3
15827000	24000	NaN	NaN	NaN	NaN	958869292.7	30.05894	96.14	86.49	1
17936000	0	NaN	NaN	NaN	NaN	190546673.5	NaN	NaN	NaN	2
140972800	132000	22502.233	NaN	19778000000	21664000000	18300334643	25.96983	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
23090000	7086000	NaN	NaN	NaN	NaN	616701390.5	59.9119	13.87	54.86	0
13831000	5046000	2626.598	NaN	0	31000000	703156274.4	48.48131	14.32	56.85	0
1515376000	463000	103315.944	NaN	1.04943E+11	710000000	1.38419E+11	38.63865	74.71	82.97	2
42390000	2688000	2318.45	NaN	327000000	0	254940274.1	NaN	NaN	NaN	0
18555000	0	19583.811	NaN	15977000000	0	NaN	NaN	NaN	NaN	2
1431000	158000	NaN	NaN	NaN	NaN	95702569.24	64.53055	100	100	1
NaN	NaN	20256.632	NaN	7692000000	24000000	9244817522	NaN	NaN	NaN	3
757957000	173000	9200.022	NaN	14074000000	1443000000	11294387544	NaN	NaN	NaN	2
12226123000	391000	97660.685	NaN	96095000000	4805000000	74933099386	32.31023	50.31	65.68	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
58818000	14931000	19616.007	NaN	1677000000	42000000	3470413141	47.3724	13.76	54.86	0
22046000	8556000	NaN	NaN	NaN	NaN	2994459390	40.34569	16.1	56.67	0
4590981000	0	115472.097	NaN	14061000000	917000000	26500887321	9.519378	100	100	1
445683000	0	4093.296	NaN	19000000	2754000000	8037871787	11.733	100	100	2
NaN	NaN	2162915.148	NaN	9.49776E+11	50445000000	4.04099E+11	11.00487	99.98	99.91	3
122563000	454000	48808.956	NaN	37495000000	1037000000	NaN	33.6147	NaN	NaN	1
9757000	144000	NaN	NaN	NaN	NaN	87815451.2	NaN	NaN	NaN	2
3170463000	0	66898.471	NaN	18104000000	15481000000	34317955648	43.4676	99.98	99.92	2
435478000	39659000	64047.858	NaN	36141000000	2089000000	16447103983	NaN	NaN	NaN	1
2100000	90000	NaN	NaN	NaN	NaN	148612897.8	76.05799	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
2478000	584000	NaN	NaN	NaN	NaN	165846520.5	NaN	NaN	NaN	1
79083000	15493000	7560.206	NaN	0	6744000000	6989929486	7.223881	NaN	NaN	1
1614511000	0	144041.411	NaN	0	49000000	39602643636	15.36509	96.14	86.49	2
246981000	16445000	22920.861	NaN	29000000	6000000	1035381183	46.4939	100	100	0
47063000	2784000	7856.475	NaN	0	31000000	1892077500	41.76117	17.1	56.76	1
34996000	0	9513.527	NaN	0	24000000	NaN	NaN	NaN	NaN	0
