Outlying Skewed Clumpy Sparse Striated Convex Skinny Stringy Monotonic 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.5975789167394505 0.03013378833229798 0.09672318215854929 0.8181818181818182 0.0 1.0 1.0 0.0031317703620946063 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
