PPG, bilateral (INT, current US$)	PPG, bilateral concessional (INT, current US$)	Interest payments on external debt, total (INT, current US$)	Interest payments on external debt (% of exports of goods, services and income)	Interest payments on external debt (% of GNI)	IMF charges (INT, current US$)	Interest payments on external debt, long-term (INT, current US$)	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)	Interest payments on external debt, short-term (INT, current US$)	PPG, IBRD (INT, current US$)	PPG, IDA (INT, current US$)	PPG, multilateral (INT, current US$)	PPG, multilateral concessional (INT, current US$)	PPG, official creditors (INT, current US$)	PPG, bonds (INT, current US$)	PPG, commercial banks (INT, current US$)	PNG, bonds (INT, current US$)	PNG, commercial banks and other creditors (INT, current US$)	PPG, other private creditors (INT, current US$)	PPG, private creditors (INT, current US$)	Interest arrears, public and publicly guaranteed (current US$)	Net change in interest arrears (current US$)	Interest arrears, official creditors (current US$)	Interest arrears, private creditors (current US$)	Interest forgiven (current US$)	Interest rescheduled (capitalized) (current US$)	Interest rescheduled, official (current US$)	Interest rescheduled, private (current US$)	Average maturity on new external debt commitments (years)	Average maturity on new external debt commitments, official (years)	Average maturity on new external debt commitments, private (years)	Net financial flows, bilateral (NFL, current US$)	PPG, bilateral concessional (NFL, current US$)	Portfolio investment, bonds (PPG + PNG) (NFL, current US$)	Net flows on external debt, total (NFL, current US$)	Net flows on external debt, long-term (NFL, current US$)	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)	Net flows on external debt, short-term (NFL, current US$)	Net official flows from UN agencies, IAEA (current US$)	Net official flows from UN agencies, IFAD (current US$)	Net financial flows, IMF concessional (NFL, current US$)	Net financial flows, IMF nonconcessional (NFL, current US$)	Net financial flows, IBRD (NFL, current US$)	Net financial flows, IDA (NFL, current US$)	Net financial flows, multilateral (NFL, current US$)	PPG, multilateral concessional (NFL, current US$)	Net financial flows, others (NFL, current US$)	EBRD, private nonguaranteed (NFL, current US$)	IFC, private nonguaranteed (NFL, current US$)	PPG, official creditors (NFL, current US$)	PPG, bonds (NFL, current US$)	PPG, commercial banks (NFL, current US$)	Commercial banks and other lending (PPG + PNG) (NFL, current US$)	PNG, bonds (NFL, current US$)	PNG, commercial banks and other creditors (NFL, current US$)	PPG, other private creditors (NFL, current US$)	PPG, private creditors (NFL, current US$)	Net financial flows, RDB concessional (NFL, current US$)	Net financial flows, RDB nonconcessional (NFL, current US$)	Net official flows from UN agencies, UNAIDS (current US$)	Net official flows from UN agencies, UNICEF (current US$)	Net official flows from UN agencies, UNHCR (current US$)	Net official flows from UN agencies, UNDP (current US$)	Net official flows from UN agencies, UNECE (current US$)	Net official flows from UN agencies, UNFPA (current US$)	Net official flows from UN agencies, UNPBF (current US$)	Net official flows from UN agencies, UNRWA (current US$)	Net official flows from UN agencies, UNTA (current US$)	Net official flows from UN agencies, WFP (current US$)	Net official flows from UN agencies, WHO (current US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	0	0	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	1866000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	132692000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11140000	45610000	5810000	NaN	1360000	NaN	0	3920000	-2220000	NaN	0
18110000	1623000	174423000	1.261121981	1.008537666	0	165923000	0	165923000	8500000	0	3059000	4117000	3522000	22227000	0	99972000	0	0	43724000	143696000	673102000	-217896000	411385000	261717000	40030000	276881000	242828000	34053000	10.3748	13.4293	6.76	21578000	-258720000	0	1239484000	900484000	0	900484000	339000000	NaN	3950000	0	0	0	12862000	16109000	17304000	4278000	0	0	37687000	0	1012197000	862797000	0	0	-149400000	862797000	607000	-1638000	NaN	5180000	6260000	3710000	NaN	1970000	NaN	0	2320000	14370000	NaN	2
7837000	6847000	23055000	1.273389148	0.30151653	471000	21334000	1088000	20246000	1250000	0	5232000	12315000	7171000	20152000	0	9000	0	1088000	85000	94000	1226000	-208000	0	1226000	0	0	0	0	19.8369	19.8369	0	14734000	21253000	0	-3261000	142358000	30237000	112121000	-147999000	NaN	2630000	2380000	0	0	64294000	97517000	77901000	22034000	30237000	29174100	112251000	0	436000	30107000	0	30237000	-566000	-130000	0	11189000	NaN	660000	620000	2000000	NaN	340000	NaN	0	920000	440000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	10000	0	NaN	3
5396000	2282000	2362300000	5.420031194	1.638080541	554062000	1550028000	848409000	701619000	258210000	233478000	0	660136000	0	665532000	35858000	100000	675484000	172925000	129000	36087000	16461497000	4502034000	532677000	15928820000	0	0	0	0	16.0127	16.0127	0	-9719000	14842000	-1114123000	-4531370000	-2149395000	-1487001000	-662394000	-347000000	NaN	470000	0	-2034975000	-61027000	0	-206575000	0	0	0	-74774000	-216294000	-445130000	-12000	-818978000	-668993000	-818008000	-958000	-446100000	0	-145548000	NaN	440000	740000	-40000	NaN	430000	NaN	0	1930000	0	NaN	2
1463000	1463000	52805000	3.596170845	1.433346767	1249000	39346000	30930000	8416000	12210000	324000	5582000	6953000	5860000	8416000	0	0	0	30930000	0	0	0	0	0	0	0	0	0	0	39.3536	39.3536	0	-22090000	8919000	0	56061000	56448000	13780000	42668000	6000000	NaN	4620000	1949000	-8336000	-586000	77751000	65272000	82405000	-4049000	234000	3000000	43182000	0	0	13266000	0	13780000	-514000	-514000	0	-7844000	NaN	720000	1210000	980000	NaN	580000	NaN	0	1300000	330000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	0	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
6220000	4886000	26054000	0.605860621	0.326491724	2755000	19684000	4103000	15581000	3615000	0	4188000	7670000	4712000	13890000	0	1636000	0	4103000	55000	1691000	0	0	0	0	0	0	0	0	21.9599	21.9599	0	-5581000	4159000	0	139143000	163850000	140704000	23146000	35000000	NaN	1910000	-21674000	-38033000	0	49165000	47667000	53610000	6962000	140704000	-9870600	42086000	0	-16166000	121764000	0	140704000	-2774000	-18940000	0	-8460000	NaN	1070000	1760000	2430000	NaN	530000	NaN	0	660000	1350000	NaN	2
1019000	1019000	16622000	25.3587595	2.571495263	344000	16225000	0	16225000	53000	0	5942000	15206000	13501000	16225000	0	0	0	0	0	0	19560000	-28002000	19560000	0	250000	19007000	19007000	0	39.976	39.976	0	-149000	-149000	0	17411000	3815000	0	3815000	3000000	NaN	1580000	39125000	-28529000	0	29334000	8466000	15670000	-567000	0	0	8317000	0	0	-4502000	0	0	-4502000	-4502000	-13346000	-6955000	NaN	3360000	7240000	8890000	NaN	1040000	NaN	0	2100000	3810000	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
472000	472000	15003000	1.858988945	0.374537721	341000	13502000	0	13502000	1160000	0	5619000	13030000	12715000	13502000	0	0	0	0	0	0	1445000	-4606000	1445000	0	713000	0	0	0	40.7986	40.7986	0	2562000	2562000	0	59635000	70185000	0	70185000	-5000000	NaN	6370000	-5550000	0	0	36495000	67623000	68980000	-2182000	0	-14300	70185000	0	0	0	0	0	0	0	33660000	-350000	NaN	2090000	900000	2250000	NaN	1870000	NaN	0	1960000	2310000	NaN	0
41012000	40689000	199936000	2.141501095	0.335787711	854000	175399000	0	175399000	23683000	336000	67000000	129078000	126072000	170090000	0	1739000	0	0	3570000	5309000	0	0	0	0	16170000	0	0	0	36.5981	36.5981	0	-50156000	-49505000	0	701580000	459207000	0	459207000	95000000	NaN	8370000	147373000	0	-7278000	474331000	523343000	458847000	5161000	0	4681600	473187000	0	10068000	-13980000	0	0	-24048000	-13980000	-20645000	71774000	NaN	10950000	0	19590000	NaN	6310000	NaN	0	7260000	9940000	NaN	0
19173000	16310000	543469000	3.506274492	2.123860563	31103000	423578000	72830000	350748000	88788000	40567000	0	75081000	2289000	94254000	252661000	3768000	4514000	68316000	65000	256494000	25628000	25628000	0	25628000	0	0	0	0	15.0496	15.2763	11.4167	-66105000	10058000	-442297000	1822535000	1303410000	1849110000	-545700000	574258000	NaN	0	0	-55133000	123733000	0	193398000	8902000	80582000	156486000	8888800	127293000	-695618000	25892000	1618414000	253321000	1595789000	-3267000	-672993000	0	-10917000	NaN	0	930000	640000	NaN	0	NaN	0	920000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	70000	0	NaN	3
12642000	6811000	127617000	3.520654984	1.214748168	3366000	119521000	72863000	46658000	4730000	14662000	6399000	29021000	8129000	41663000	0	4995000	0	72863000	0	4995000	0	0	0	0	0	0	0	0	21.5998	21.5998	0	-3303000	53000	0	985509000	768296000	531654000	236642000	247000000	NaN	1820000	0	-29787000	-24381000	208546000	239945000	223288000	40057000	38654000	17697400	236642000	0	0	531654000	0	531654000	0	0	0	17717000	NaN	790000	10950000	800000	NaN	240000	NaN	0	940000	0	NaN	2
8269000	4246000	114809000	0.724497845	0.49556941	425000	40874000	4600000	36274000	73510000	3444000	0	7292000	0	15561000	0	3454000	0	4600000	17259000	20713000	0	-1821000	0	0	0	0	0	0	7.0182	6	9.2332	121259000	-2000	0	1014103000	68417000	50000000	18417000	963000000	NaN	0	0	-17314000	-13512000	0	-26754000	0	0	15258000	28600000	94505000	0	-12547000	-26088000	0	50000000	-63541000	-76088000	0	-13242000	NaN	600000	880000	550000	NaN	530000	NaN	0	780000	0	NaN	2
