PPG, bilateral (INT, current US$)	PPG, bilateral concessional (INT, current US$)	Interest payments on external debt, total (INT, current US$)	Interest payments on external debt (% of exports of goods, services and income)	Interest payments on external debt (% of GNI)	IMF charges (INT, current US$)	Interest payments on external debt, long-term (INT, current US$)	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)	Interest payments on external debt, short-term (INT, current US$)	PPG, IBRD (INT, current US$)	PPG, IDA (INT, current US$)	PPG, multilateral (INT, current US$)	PPG, multilateral concessional (INT, current US$)	PPG, official creditors (INT, current US$)	PPG, bonds (INT, current US$)	PPG, commercial banks (INT, current US$)	PNG, bonds (INT, current US$)	PNG, commercial banks and other creditors (INT, current US$)	PPG, other private creditors (INT, current US$)	PPG, private creditors (INT, current US$)	Interest arrears, public and publicly guaranteed (current US$)	Net change in interest arrears (current US$)	Interest arrears, official creditors (current US$)	Interest arrears, private creditors (current US$)	Interest forgiven (current US$)	Interest rescheduled (capitalized) (current US$)	Interest rescheduled, official (current US$)	Interest rescheduled, private (current US$)	Average maturity on new external debt commitments (years)	Average maturity on new external debt commitments, official (years)	Average maturity on new external debt commitments, private (years)	Net financial flows, bilateral (NFL, current US$)	PPG, bilateral concessional (NFL, current US$)	Portfolio investment, bonds (PPG + PNG) (NFL, current US$)	Net flows on external debt, total (NFL, current US$)	Net flows on external debt, long-term (NFL, current US$)	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)	Net flows on external debt, short-term (NFL, current US$)	Net official flows from UN agencies, IAEA (current US$)	Net official flows from UN agencies, IFAD (current US$)	Net financial flows, IMF concessional (NFL, current US$)	Net financial flows, IMF nonconcessional (NFL, current US$)	Net financial flows, IBRD (NFL, current US$)	Net financial flows, IDA (NFL, current US$)	Net financial flows, multilateral (NFL, current US$)	PPG, multilateral concessional (NFL, current US$)	Net financial flows, others (NFL, current US$)	EBRD, private nonguaranteed (NFL, current US$)	IFC, private nonguaranteed (NFL, current US$)	PPG, official creditors (NFL, current US$)	PPG, bonds (NFL, current US$)	PPG, commercial banks (NFL, current US$)	Commercial banks and other lending (PPG + PNG) (NFL, current US$)	PNG, bonds (NFL, current US$)	PNG, commercial banks and other creditors (NFL, current US$)	PPG, other private creditors (NFL, current US$)	PPG, private creditors (NFL, current US$)	Net financial flows, RDB concessional (NFL, current US$)	Net financial flows, RDB nonconcessional (NFL, current US$)	Net official flows from UN agencies, UNAIDS (current US$)	Net official flows from UN agencies, UNICEF (current US$)	Net official flows from UN agencies, UNHCR (current US$)	Net official flows from UN agencies, UNDP (current US$)	Net official flows from UN agencies, UNECE (current US$)	Net official flows from UN agencies, UNFPA (current US$)	Net official flows from UN agencies, UNPBF (current US$)	Net official flows from UN agencies, UNRWA (current US$)	Net official flows from UN agencies, UNTA (current US$)	Net official flows from UN agencies, WFP (current US$)	Net official flows from UN agencies, WHO (current US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	5767000	NaN	0.07024895	0	5767000	0	5767000	0	0	2866000	5767000	5767000	5767000	0	0	0	0	0	0	18152000	9766000	18128000	24000	0	0	0	0	39.75	39.75	0	39732000	39732000	0	142941000	142941000	0	142941000	0	50000	0	0	0	0	36957000	103209000	103209000	78000	0	0	142941000	0	0	0	0	0	0	0	66174000	0	0	18490000	7490000	7580000	NaN	3710000	NaN	0	2960000	1500000	NaN	0
356658000	104175000	907901000	2.710838634	2.288109279	0	824426000	0	824426000	83475000	0	2598000	7484000	7201000	364142000	0	329709000	0	0	130575000	460284000	161160000	-415596000	66628000	94532000	4929000	494000	0	494000	9.9343	10.936	9.0171	-707655000	133415000	0	-2060365000	-2292365000	0	-2292365000	232000000	160000	1710000	0	0	0	12376000	5953000	8214000	-5754000	0	0	-701702000	0	-1139462000	-1590663000	0	0	-451201000	-1590663000	943000	-1612000	450000	10210000	2150000	5860000	NaN	1890000	NaN	0	1760000	1750000	NaN	2
11000000	8961000	46685000	1.77579274	0.499488216	549000	28994000	4070000	24924000	17142000	0	5515000	13829000	7100000	24829000	0	13000	0	4070000	82000	95000	1226000	0	0	1226000	0	0	0	0	25.247	20.1708	29.8712	21983000	27590000	0	263523000	36098000	-74171000	110269000	231437000	750000	-370000	-7595000	3583000	0	40880000	91116000	61262000	36489000	-7473000	-15723800	113099000	0	441000	-77001000	0	-74171000	-3271000	-2830000	0	13747000	60000	1120000	540000	2090000	NaN	300000	NaN	0	950000	10000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
3870000	3636000	3979167000	6.603952007	1.904963509	82718000	2959429000	1650139000	1309290000	937020000	346073000	0	838418000	268000	842288000	466494000	268000	1134592000	515547000	240000	467002000	7451852000	-282711000	830837000	6621015000	0	0	0	0	16.7747	20.3369	11.1398	-5010000	-2590000	3644690000	-12288921000	3763091000	2409519000	1353572000	-6258722000	680000	2230000	0	-9793290000	-674600000	0	-691668000	2776000	66992000	0	27589400	-696678000	2051866000	-512000	815079000	1592824000	816695000	-1104000	2050250000	0	-86836000	330000	610000	0	780000	NaN	550000	NaN	0	1330000	0	NaN	2
1548000	1548000	70000000	3.279544289	1.060665885	856000	58544000	49260000	9284000	10600000	307000	6359000	7736000	6691000	9284000	0	0	0	49260000	0	0	0	0	0	0	0	0	0	0	32.1607	32.1607	0	9095000	9095000	0	103957000	116464000	50630000	65834000	9010000	750000	6410000	-21517000	0	-663000	57699000	56739000	65341000	7642000	22184000	2900000	65834000	0	0	50630000	0	50630000	0	0	0	-7939000	140000	800000	630000	1910000	NaN	430000	NaN	0	1400000	1240000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	0	NaN	0	40000	0	NaN	2
