PPG, bilateral (INT, current US$)	PPG, bilateral concessional (INT, current US$)	Interest payments on external debt, total (INT, current US$)	Interest payments on external debt (% of exports of goods, services and income)	Interest payments on external debt (% of GNI)	IMF charges (INT, current US$)	Interest payments on external debt, long-term (INT, current US$)	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)	Interest payments on external debt, short-term (INT, current US$)	PPG, IBRD (INT, current US$)	PPG, IDA (INT, current US$)	PPG, multilateral (INT, current US$)	PPG, multilateral concessional (INT, current US$)	PPG, official creditors (INT, current US$)	PPG, bonds (INT, current US$)	PPG, commercial banks (INT, current US$)	PNG, bonds (INT, current US$)	PNG, commercial banks and other creditors (INT, current US$)	PPG, other private creditors (INT, current US$)	PPG, private creditors (INT, current US$)	Interest arrears, public and publicly guaranteed (current US$)	Net change in interest arrears (current US$)	Interest arrears, official creditors (current US$)	Interest arrears, private creditors (current US$)	Interest forgiven (current US$)	Interest rescheduled (capitalized) (current US$)	Interest rescheduled, official (current US$)	Interest rescheduled, private (current US$)	Average maturity on new external debt commitments (years)	Average maturity on new external debt commitments, official (years)	Average maturity on new external debt commitments, private (years)	Net financial flows, bilateral (NFL, current US$)	PPG, bilateral concessional (NFL, current US$)	Portfolio investment, bonds (PPG + PNG) (NFL, current US$)	Net flows on external debt, total (NFL, current US$)	Net flows on external debt, long-term (NFL, current US$)	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)	Net flows on external debt, short-term (NFL, current US$)	Net official flows from UN agencies, IAEA (current US$)	Net official flows from UN agencies, IFAD (current US$)	Net financial flows, IMF concessional (NFL, current US$)	Net financial flows, IMF nonconcessional (NFL, current US$)	Net financial flows, IBRD (NFL, current US$)	Net financial flows, IDA (NFL, current US$)	Net financial flows, multilateral (NFL, current US$)	PPG, multilateral concessional (NFL, current US$)	Net financial flows, others (NFL, current US$)	EBRD, private nonguaranteed (NFL, current US$)	IFC, private nonguaranteed (NFL, current US$)	PPG, official creditors (NFL, current US$)	PPG, bonds (NFL, current US$)	PPG, commercial banks (NFL, current US$)	Commercial banks and other lending (PPG + PNG) (NFL, current US$)	PNG, bonds (NFL, current US$)	PNG, commercial banks and other creditors (NFL, current US$)	PPG, other private creditors (NFL, current US$)	PPG, private creditors (NFL, current US$)	Net financial flows, RDB concessional (NFL, current US$)	Net financial flows, RDB nonconcessional (NFL, current US$)	Net official flows from UN agencies, UNAIDS (current US$)	Net official flows from UN agencies, UNICEF (current US$)	Net official flows from UN agencies, UNHCR (current US$)	Net official flows from UN agencies, UNDP (current US$)	Net official flows from UN agencies, UNECE (current US$)	Net official flows from UN agencies, UNFPA (current US$)	Net official flows from UN agencies, UNPBF (current US$)	Net official flows from UN agencies, UNRWA (current US$)	Net official flows from UN agencies, UNTA (current US$)	Net official flows from UN agencies, WFP (current US$)	Net official flows from UN agencies, WHO (current US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
8404000	2277000	37959000	1.574909978	0.706669519	10303000	22476000	4836000	17640000	5180000	0	1639000	7583000	1984000	15987000	0	641000	0	4836000	1012000	1653000	0	0	0	0	0	0	0	0	33.3659	33.3659	0	69520000	63592000	0	-12259000	70160000	-2687000	72847000	-53350000	NaN	1950000	10248000	-39317000	0	27557000	30138000	31550000	4276000	-2687000	-14823300	99658000	0	-21411000	-29498000	0	-2687000	-5400000	-26811000	0	-1695000	NaN	820000	3500000	2210000	NaN	780000	NaN	0	390000	3110000	NaN	2
58000	58000	6563000	14.1931314	1.009608861	28000	4515000	0	4515000	2020000	0	4302000	4453000	4453000	4511000	0	0	0	0	4000	4000	27385000	7715000	27385000	0	0	0	0	0	39.6096	39.6096	0	-996000	-996000	0	14487000	3189000	0	3189000	15680000	NaN	1610000	-4382000	0	0	2192000	2390000	2558000	636000	0	456900	1394000	0	0	1795000	0	0	1795000	1795000	-270000	-168000	NaN	2540000	6450000	4490000	NaN	780000	NaN	0	520000	7940000	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5838000	3247000	16678000	3.071379333	0.709549726	402000	13544000	0	13544000	2732000	0	3962000	7706000	7032000	13544000	0	0	0	0	0	0	1445000	314000	1445000	0	911000	2627000	2627000	0	37.6928	37.6928	0	1124000	1244000	0	113881000	99852000	0	99852000	13480000	NaN	2060000	549000	0	0	43600000	98728000	101055000	30196000	0	10900	99852000	0	0	0	0	0	0	0	24985000	-53000	NaN	1840000	610000	860000	NaN	1870000	NaN	0	1040000	1760000	NaN	0
57505000	57505000	179794000	2.600598184	0.369746152	6058000	157736000	0	157736000	16000000	1298000	47758000	94675000	93359000	152180000	0	864000	0	0	4692000	5556000	20743000	20743000	20743000	0	0	0	0	0	32.9829	33.9052	22.8847	-1165000	-1165000	0	354030000	408131000	0	408131000	6000000	NaN	7170000	-60101000	0	-5211000	217891000	360928000	365901000	25267000	0	8682900	359763000	0	11307000	48368000	0	0	37061000	48368000	122743000	238000	NaN	12840000	2200000	12220000	NaN	13720000	NaN	0	6620000	23530000	NaN	0
51498000	18296000	571712000	7.162904475	4.114960052	58038000	456904000	32001000	424903000	56770000	47632000	0	83491000	399000	134989000	288533000	1299000	0	32001000	82000	289914000	0	-221000	0	0	0	0	0	0	10.9185	18.6494	6.1667	-188606000	-5515000	201476000	-195270000	203802000	151402000	52400000	-231500000	NaN	0	0	-167572000	55785000	0	36966000	1900000	-10040000	20599000	13741200	-151640000	201476000	3635000	153966000	0	151402000	-1071000	204040000	0	-8779000	NaN	0	870000	650000	NaN	130000	NaN	0	790000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	10000	NaN	0	390000	0	NaN	3
10392000	7333000	105277000	4.665630057	1.674389072	4875000	97465000	31136000	66329000	2937000	30964000	3121000	53538000	4666000	63930000	0	2399000	0	31136000	0	2399000	0	-1171000	0	0	0	0	0	0	28.3714	28.3714	0	10066000	10066000	0	-33474000	-55140000	48583000	-103723000	11570000	NaN	0	0	10096000	-5327000	61736000	-113789000	60420000	-176019000	3583000	7859500	-103723000	0	0	48583000	0	48583000	0	0	0	7986000	NaN	440000	22280000	210000	NaN	60000	NaN	0	900000	0	NaN	2
13617000	1979000	120426000	1.416209987	0.978753274	4545000	58971000	13000000	45971000	56910000	4977000	0	14169000	0	27786000	0	2178000	0	13000000	16007000	18185000	4716000	-9115000	2337000	2379000	0	4938000	4938000	0	7.3898	8.3215	6.5414	8794000	-2323000	0	229798000	179746000	188800000	-9054000	79800000	NaN	0	0	-29748000	-7325000	0	-25286000	0	-2985000	0	0	-16492000	0	-8718000	196238000	0	188800000	16156000	7438000	0	-14976000	NaN	0	680000	310000	NaN	120000	NaN	0	1020000	0	NaN	2
3753000	2099000	48308000	10.88046209	6.06185941	0	45989000	0	45989000	2319000	3374000	0	9164000	892000	12917000	8298000	24027000	0	0	747000	33072000	0	0	0	0	0	0	0	0	10.0943	20.4608	5.4117	-7878000	-5352000	-3071000	120022000	119178000	8400000	110778000	844000	NaN	340000	0	0	3270000	0	24359000	617000	2804000	0	-5366700	16481000	-3071000	92409000	105768000	0	8400000	4959000	94297000	0	18285000	NaN	650000	0	-40000	NaN	0	NaN	0	640000	200000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	0	0	NaN	3
25482000	21785000	183843000	11.19711512	2.318219564	1080000	167563000	68974000	98589000	15200000	5000	1063000	71980000	9964000	97462000	0	177000	0	68974000	950000	1127000	0	-2436000	0	0	18083000	0	0	0	23.1925	23.3262	6.132	22514000	22931000	0	190704000	207142000	-23986000	231128000	-20000000	NaN	-760000	3562000	0	-243000	101335000	207509000	176464000	80274000	0	2829800	230023000	0	13000	-22881000	0	-23986000	1092000	1105000	68405000	-39967000	NaN	1370000	0	1240000	NaN	2720000	NaN	0	2320000	2740000	NaN	1
165235000	54039000	17180046000	24.25733268	3.215807973	132890000	15690156000	8603242000	7086914000	1357000000	533201000	0	1391312000	7203000	1556547000	4433969000	1078970000	1632148000	6971094000	17428000	5530367000	8000	-176332000	0	8000	0	62660000	1292000	61368000	9.4112	10.434	8.7218	1204026000	330723000	3853642000	5169001000	974229000	-1657018000	2631247000	-2523570000	NaN	4550000	0	6718342000	810245000	0	1540128000	1460000	1828000	0	-8126700	2744154000	3040888000	-2965842000	-5623567000	812754000	-2469772000	-187953000	-112907000	0	728055000	NaN	1630000	0	320000	NaN	1220000	NaN	0	3820000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	690000	0	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	60000	0	NaN	3
834000	834000	1764000	NaN	0.387390297	0	1728000	0	1728000	36000	0	196000	894000	894000	1728000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4936	31.4936	0	62584000	-131000	0	73417000	74917000	0	74917000	-1500000	NaN	590000	0	0	0	5701000	12333000	12333000	589000	0	0	74917000	0	0	0	0	0	0	0	6043000	0	NaN	900000	0	1420000	NaN	630000	NaN	0	950000	1340000	NaN	1
2951000	2720000	12860000	0.426794375	0.218106942	0	11860000	0	11860000	1000000	687000	68000	8418000	2237000	11369000	0	25000	0	0	466000	491000	0	0	0	0	0	0	0	0	11.9369	11.9369	0	-6252000	-4504000	0	-25866000	-31866000	0	-31866000	6000000	NaN	0	0	0	-4521000	-477000	-23379000	-4541000	-3540000	0	-102100	-29631000	0	-1603000	-2235000	0	0	-632000	-2235000	-1556000	-13285000	NaN	690000	1620000	720000	NaN	1010000	NaN	0	490000	0	NaN	2
959000	821000	4218000	NaN	0.439336196	74000	3697000	0	3697000	447000	0	2635000	2738000	2738000	3697000	0	0	0	0	0	0	25920000	-135000	24575000	1345000	145000	252000	252000	0	39.5	39.5	0	-2019000	-1762000	0	-4648000	-8663000	0	-8663000	-6170000	NaN	-60000	10185000	0	0	-5509000	-6644000	-6644000	-1135000	0	0	-8663000	0	0	0	0	0	0	0	0	0	NaN	2000000	2450000	1150000	NaN	750000	NaN	0	1110000	710000	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
14683000	5406000	1961659000	8.218622866	2.969184175	0	1807483000	1510448000	297035000	154176000	63360000	53000	104865000	162000	119548000	0	174291000	499000000	1011448000	3196000	177487000	0	0	0	0	0	0	0	0	12.7795	24.6492	7.8556	-54875000	-22365000	1527000000	475574000	1357574000	975500000	382074000	-882000000	NaN	-470000	0	0	-79938000	-688000	-70562000	-1981000	-366000	0	6061600	-125437000	650000000	-78307000	-43989000	877000000	98500000	-64182000	507511000	-1293000	11723000	NaN	770000	0	3150000	NaN	60000	NaN	0	1360000	0	NaN	2
765620000	546442000	7982061000	2.584889426	0.611356864	0	6247311000	1916000000	4331311000	1734750000	732962000	63949000	1808176000	65503000	2573796000	690000000	201952000	110559000	1805441000	865563000	1757515000	0	0	0	0	0	0	0	0	15.736	21.4045	13.9424	763865000	628134000	1035647000	40760833000	-2459167000	-1894000000	-565167000	43220000000	NaN	11230000	0	0	663126000	223665000	1392657000	187978000	-137825000	0	42082500	2156522000	560000000	-1208476000	-5651336000	475647000	-2369647000	-2073213000	-2721689000	0	643691000	NaN	12530000	2090000	8880000	NaN	3630000	NaN	0	7040000	10990000	NaN	2
72776000	28047000	152076000	5.437401595	1.657069984	1122000	116780000	11649000	105131000	34174000	17990000	5845000	32355000	7569000	105131000	0	0	0	11649000	0	0	144560000	-60547000	50504000	94056000	209594000	66974000	39153000	27821000	30.3006	30.3006	0	37020000	41780000	0	-255357000	-34499000	-90947000	56448000	-239160000	NaN	350000	20268000	-1966000	-8583000	12334000	19428000	24242000	-1915000	0	10611700	56448000	0	0	-90947000	0	-90947000	0	0	13451000	4141000	NaN	2150000	830000	1880000	NaN	1340000	NaN	0	1670000	1130000	NaN	1
84268000	26332000	2683524000	16.80631653	2.790904145	0	2521724000	838407000	1683317000	161800000	126679000	54000	487223000	2354000	571491000	867432000	198905000	78949000	759458000	45489000	1111826000	0	-14000	0	0	0	0	0	0	12.5579	18.6915	9.1776	155127000	6822000	1976471000	2826402000	2410342000	-139234000	2549576000	416060000	NaN	-700000	0	0	136089000	-706000	1118072000	-12711000	344966000	0	3356000	1273199000	2074731000	-651472000	-839328000	-98260000	-40974000	-146882000	1276377000	-11323000	649046000	NaN	1000000	3320000	150000	NaN	700000	NaN	0	1670000	720000	NaN	2
0	0	908000	NaN	0.41117813	5000	626000	0	626000	277000	0	554000	626000	626000	626000	0	0	0	0	0	0	13050000	4406000	13050000	0	0	0	0	0	39.5546	39.5546	0	0	0	0	3669000	10232000	0	10232000	-5990000	NaN	420000	-573000	0	0	10758000	10232000	10232000	-526000	0	0	10232000	0	0	0	0	0	0	0	0	0	NaN	720000	0	980000	NaN	490000	NaN	0	630000	0	NaN	0
1471000	940000	3692000	2.117151091	0.678565448	0	3692000	0	3692000	0	0	720000	1777000	1563000	3248000	0	0	0	0	444000	444000	3605000	-303000	3310000	295000	0	0	0	0	20.4636	26.1385	8.5008	13429000	14207000	0	41809000	41809000	0	41809000	0	NaN	-40000	0	0	0	15734000	19774000	20584000	-2107000	0	0	33203000	0	170000	8606000	0	0	8436000	8606000	6216000	-69000	NaN	570000	0	310000	NaN	850000	NaN	0	1110000	760000	NaN	1
17013000	12277000	281616000	3.99930205	1.791542581	0	238616000	14433000	224183000	43000000	10301000	13000	84086000	3387000	101099000	116490000	2376000	0	14433000	4218000	123084000	11541000	-905000	8599000	2942000	0	0	0	0	12.0355	17.2191	10.2674	-180416000	-45438000	207522000	232036000	25956000	-19977000	45933000	206080000	NaN	-20000	0	0	-18601000	-165000	25545000	4587000	90415000	0	13799200	-154871000	207522000	-4642000	-26695000	0	-19977000	-2076000	200804000	-11027000	-34851000	NaN	730000	830000	90000	NaN	240000	NaN	0	1020000	0	NaN	2
