PPG, bilateral (INT, current US$)	PPG, bilateral concessional (INT, current US$)	Interest payments on external debt, total (INT, current US$)	Interest payments on external debt (% of exports of goods, services and income)	Interest payments on external debt (% of GNI)	IMF charges (INT, current US$)	Interest payments on external debt, long-term (INT, current US$)	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)	Interest payments on external debt, short-term (INT, current US$)	PPG, IBRD (INT, current US$)	PPG, IDA (INT, current US$)	PPG, multilateral (INT, current US$)	PPG, multilateral concessional (INT, current US$)	PPG, official creditors (INT, current US$)	PPG, bonds (INT, current US$)	PPG, commercial banks (INT, current US$)	PNG, bonds (INT, current US$)	PNG, commercial banks and other creditors (INT, current US$)	PPG, other private creditors (INT, current US$)	PPG, private creditors (INT, current US$)	Interest arrears, public and publicly guaranteed (current US$)	Net change in interest arrears (current US$)	Interest arrears, official creditors (current US$)	Interest arrears, private creditors (current US$)	Interest forgiven (current US$)	Interest rescheduled (capitalized) (current US$)	Interest rescheduled, official (current US$)	Interest rescheduled, private (current US$)	Average maturity on new external debt commitments (years)	Average maturity on new external debt commitments, official (years)	Average maturity on new external debt commitments, private (years)	Net financial flows, bilateral (NFL, current US$)	PPG, bilateral concessional (NFL, current US$)	Portfolio investment, bonds (PPG + PNG) (NFL, current US$)	Net flows on external debt, total (NFL, current US$)	Net flows on external debt, long-term (NFL, current US$)	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)	Net flows on external debt, short-term (NFL, current US$)	Net official flows from UN agencies, IAEA (current US$)	Net official flows from UN agencies, IFAD (current US$)	Net financial flows, IMF concessional (NFL, current US$)	Net financial flows, IMF nonconcessional (NFL, current US$)	Net financial flows, IBRD (NFL, current US$)	Net financial flows, IDA (NFL, current US$)	Net financial flows, multilateral (NFL, current US$)	PPG, multilateral concessional (NFL, current US$)	Net financial flows, others (NFL, current US$)	EBRD, private nonguaranteed (NFL, current US$)	IFC, private nonguaranteed (NFL, current US$)	PPG, official creditors (NFL, current US$)	PPG, bonds (NFL, current US$)	PPG, commercial banks (NFL, current US$)	Commercial banks and other lending (PPG + PNG) (NFL, current US$)	PNG, bonds (NFL, current US$)	PNG, commercial banks and other creditors (NFL, current US$)	PPG, other private creditors (NFL, current US$)	PPG, private creditors (NFL, current US$)	Net financial flows, RDB concessional (NFL, current US$)	Net financial flows, RDB nonconcessional (NFL, current US$)	Net official flows from UN agencies, UNAIDS (current US$)	Net official flows from UN agencies, UNICEF (current US$)	Net official flows from UN agencies, UNHCR (current US$)	Net official flows from UN agencies, UNDP (current US$)	Net official flows from UN agencies, UNECE (current US$)	Net official flows from UN agencies, UNFPA (current US$)	Net official flows from UN agencies, UNPBF (current US$)	Net official flows from UN agencies, UNRWA (current US$)	Net official flows from UN agencies, UNTA (current US$)	Net official flows from UN agencies, WFP (current US$)	Net official flows from UN agencies, WHO (current US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	3439000	NaN	0.033768923	197000	3242000	0	3242000	0	0	0	3242000	3242000	3242000	0	0	0	0	0	0	20997000	2845000	20961000	36000	718000	0	0	0	31.5833	31.5833	0	6865000	6865000	0	200516000	145710000	0	145710000	0	80000	0	54806000	0	0	44271000	138845000	138845000	300000	0	0	145710000	0	0	0	0	0	0	0	94274000	0	0	26360000	1720000	11350000	NaN	4650000	0	0	3120000	410000	NaN	0
159266000	82624000	683066000	1.506891887	1.321886464	0	578746000	0	578746000	104320000	0	2402000	3030000	2884000	162296000	0	352034000	0	0	64416000	416450000	88629000	-72531000	11235000	77394000	7632000	13818000	0	13818000	8.1525	12.0543	6.8063	596661000	629644000	0	2077970000	1867970000	0	1867970000	210000000	330000	160000	0	0	0	3006000	2670000	3211000	-31000	0	0	599331000	0	1309011000	1268639000	0	0	-40372000	1268639000	236000	-541000	810000	12110000	3270000	6200000	NaN	2330000	0	0	2630000	590000	NaN	2
12793000	10687000	60519000	1.776296156	0.549870106	735000	34275000	3084000	31191000	25509000	75000	5896000	18193000	8166000	30986000	0	16000	0	3084000	189000	205000	1273000	47000	47000	1226000	0	0	0	0	20.0446	20.6595	11.2394	6082000	11778000	0	332039000	214841000	106403000	108438000	124145000	600000	390000	-10675000	3728000	5427000	42902000	104447000	53644000	47857000	-4827000	-9953500	110529000	0	481000	104312000	0	106403000	-2572000	-2091000	0	8261000	100000	1410000	550000	1900000	NaN	350000	0	0	890000	0	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
3981000	3970000	3774075000	5.172226338	1.477074823	0	2899940000	1282331000	1617609000	874135000	350468000	0	863588000	2724000	867569000	749786000	248000	758573000	523758000	6000	750040000	9451679000	1999827000	852282000	8599397000	0	64000	64000	0	16.6316	18.8973	13.6719	-95782000	-2131000	4344272000	-7121087000	3918191000	1500840000	2417351000	-11039278000	900000	610000	0	0	-531603000	0	-195344000	29481000	316487000	0	-96736000	-291126000	2709008000	-371000	-134955000	1635264000	-134424000	-160000	2708477000	0	-8709000	440000	610000	0	1030000	NaN	620000	0	0	2020000	0	NaN	2
1706000	1706000	106886000	4.130844817	1.126887829	798000	90769000	81020000	9749000	15319000	328000	6911000	8043000	7381000	9749000	0	0	0	81020000	0	0	0	0	0	0	0	0	0	0	24.3624	24.3624	0	94784000	94784000	0	831290000	692643000	502510000	190133000	152230000	740000	4400000	-13583000	0	-742000	85795000	95387000	103020000	17225000	41519000	8416700	190171000	0	0	502472000	0	502510000	-38000	-38000	0	-6891000	330000	0	1100000	2160000	NaN	400000	0	0	1170000	1120000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40000	0	0	0	NaN	0	0	0	160000	0	NaN	2
