PPG, bilateral (INT, current US$)	PPG, bilateral concessional (INT, current US$)	Interest payments on external debt, total (INT, current US$)	Interest payments on external debt (% of exports of goods, services and income)	Interest payments on external debt (% of GNI)	IMF charges (INT, current US$)	Interest payments on external debt, long-term (INT, current US$)	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)	Interest payments on external debt, short-term (INT, current US$)	PPG, IBRD (INT, current US$)	PPG, IDA (INT, current US$)	PPG, multilateral (INT, current US$)	PPG, multilateral concessional (INT, current US$)	PPG, official creditors (INT, current US$)	PPG, bonds (INT, current US$)	PPG, commercial banks (INT, current US$)	PNG, bonds (INT, current US$)	PNG, commercial banks and other creditors (INT, current US$)	PPG, other private creditors (INT, current US$)	PPG, private creditors (INT, current US$)	Interest arrears, public and publicly guaranteed (current US$)	Net change in interest arrears (current US$)	Interest arrears, official creditors (current US$)	Interest arrears, private creditors (current US$)	Interest forgiven (current US$)	Interest rescheduled (capitalized) (current US$)	Interest rescheduled, official (current US$)	Interest rescheduled, private (current US$)	Average maturity on new external debt commitments (years)	Average maturity on new external debt commitments, official (years)	Average maturity on new external debt commitments, private (years)	Net financial flows, bilateral (NFL, current US$)	PPG, bilateral concessional (NFL, current US$)	Portfolio investment, bonds (PPG + PNG) (NFL, current US$)	Net flows on external debt, total (NFL, current US$)	Net flows on external debt, long-term (NFL, current US$)	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)	Net flows on external debt, short-term (NFL, current US$)	Net official flows from UN agencies, IAEA (current US$)	Net official flows from UN agencies, IFAD (current US$)	Net financial flows, IMF concessional (NFL, current US$)	Net financial flows, IMF nonconcessional (NFL, current US$)	Net financial flows, IBRD (NFL, current US$)	Net financial flows, IDA (NFL, current US$)	Net financial flows, multilateral (NFL, current US$)	PPG, multilateral concessional (NFL, current US$)	Net financial flows, others (NFL, current US$)	EBRD, private nonguaranteed (NFL, current US$)	IFC, private nonguaranteed (NFL, current US$)	PPG, official creditors (NFL, current US$)	PPG, bonds (NFL, current US$)	PPG, commercial banks (NFL, current US$)	Commercial banks and other lending (PPG + PNG) (NFL, current US$)	PNG, bonds (NFL, current US$)	PNG, commercial banks and other creditors (NFL, current US$)	PPG, other private creditors (NFL, current US$)	PPG, private creditors (NFL, current US$)	Net financial flows, RDB concessional (NFL, current US$)	Net financial flows, RDB nonconcessional (NFL, current US$)	Net official flows from UN agencies, UNAIDS (current US$)	Net official flows from UN agencies, UNICEF (current US$)	Net official flows from UN agencies, UNHCR (current US$)	Net official flows from UN agencies, UNDP (current US$)	Net official flows from UN agencies, UNECE (current US$)	Net official flows from UN agencies, UNFPA (current US$)	Net official flows from UN agencies, UNPBF (current US$)	Net official flows from UN agencies, UNRWA (current US$)	Net official flows from UN agencies, UNTA (current US$)	Net official flows from UN agencies, WFP (current US$)	Net official flows from UN agencies, WHO (current US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
3981000	0	9844000	1.218345481	0.316065023	4936000	4323000	0	4323000	585000	0	342000	342000	342000	4323000	0	0	0	0	0	0	2481000	-3551000	2481000	0	0	0	0	0	27.9942	27.9942	0	3017000	0	0	129694000	46559000	0	46559000	5000000	NaN	0	0	78135000	0	35840000	43542000	35840000	2014000	0	0	46559000	0	0	0	0	0	0	0	0	5688000	NaN	2710000	0	970000	NaN	430000	NaN	0	40000	0	NaN	2
122000	122000	9611000	16.75514346	1.123928603	332000	8936000	0	8936000	343000	0	4049000	8778000	5870000	8900000	0	0	0	0	36000	36000	5172000	3153000	5172000	0	0	0	0	0	0	0	0	599000	599000	0	4003000	22362000	0	22362000	-9680000	NaN	490000	-8679000	0	0	13920000	22439000	27369000	-1704000	0	0	23038000	0	0	-676000	0	0	-676000	-676000	14277000	-4054000	NaN	7170000	0	4580000	NaN	1280000	NaN	0	1200000	80000	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
6504000	1546000	17765000	2.573355833	0.821675435	685000	15423000	0	15423000	1657000	0	3766000	8919000	7420000	15423000	0	0	0	0	0	0	8213000	189000	7177000	1036000	4402000	6157000	6157000	0	34.9456	34.9456	0	11629000	18737000	0	102443000	84841000	0	84841000	-310000	NaN	1090000	17912000	0	0	37341000	73241000	73601000	12802000	0	0	84870000	0	0	-29000	0	0	-29000	-29000	23098000	0	NaN	2350000	1790000	4150000	NaN	940000	NaN	0	1570000	1370000	NaN	0
94291000	93851000	199418000	4.204020713	0.476197501	2872000	186616000	0	186616000	9930000	3048000	42162000	84960000	81864000	179251000	0	772000	0	0	6593000	7365000	25000	-15122000	25000	0	0	0	0	0	33.86	33.86	0	28331000	32055000	0	423580000	530116000	0	530116000	-21010000	NaN	5660000	-85526000	0	-4539000	229485000	531554000	536305000	43807000	0	0	559885000	0	-5601000	-29769000	0	0	-24168000	-29769000	263013000	-212000	NaN	24540000	3870000	5930000	NaN	7990000	NaN	0	3160000	3430000	NaN	0
112695000	19916000	570151000	8.857127322	6.712227653	29269000	498646000	19717000	478929000	42236000	29960000	0	74658000	0	187353000	279309000	11631000	0	19717000	636000	291576000	115524000	42000000	10304000	105220000	0	0	0	0	14.7778	14.7778	0	-77208000	6186000	-205017000	224430000	-259622000	37774000	-297396000	592750000	NaN	0	0	-108698000	39884000	0	118080000	0	67646000	0	0	40872000	-205017000	-121599000	-95477000	0	37774000	-11652000	-338268000	0	10550000	NaN	0	770000	600000	NaN	10000	NaN	0	630000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	120000	NaN	0	NaN	0	240000	0	NaN	3
NaN	NaN	NaN	NaN	NaN	1957000	NaN	NaN	NaN	NaN	179652000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6020000	NaN	NaN	-25053000	109559000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11470000	0	3570000	NaN	390000	NaN	0	600000	0	NaN	2
4427000	1512000	97100000	1.4338029	0.659375215	12268000	37487000	60000	37427000	47345000	7946000	0	13004000	0	17431000	0	2011000	0	60000	17985000	19996000	9674000	-9102000	1506000	8168000	14491000	0	0	0	17.7088	16.75	17.8636	-9357000	9904000	0	889717000	33967000	400000	33567000	855750000	NaN	0	0	0	13881000	0	42581000	0	0	0	0	33224000	0	6974000	743000	0	400000	-6631000	343000	0	28700000	NaN	160000	460000	660000	NaN	10000	NaN	0	320000	0	NaN	2
4156000	1513000	12952000	4.105945569	2.097587256	0	11096000	0	11096000	1856000	2007000	0	4226000	1123000	8382000	0	2359000	0	0	355000	2714000	609000	59000	609000	0	0	0	0	0	17.3905	20.6825	7	23648000	26231000	0	28479000	33169000	0	33169000	-4690000	NaN	-280000	0	0	5232000	0	3193000	-2000000	-2039000	0	0	26841000	0	9188000	6328000	0	0	-2860000	6328000	0	0	NaN	800000	1240000	140000	NaN	60000	NaN	0	310000	0	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	0	0	NaN	3
44019000	33165000	182826000	13.62817082	2.527786482	1951000	163453000	13880000	149573000	17422000	6800000	5416000	104232000	17491000	148251000	0	470000	0	13880000	852000	1322000	25703000	5420000	13624000	12079000	0	4400000	3917000	483000	31.6567	32.4733	6.89	54906000	61305000	0	329764000	250439000	46900000	203539000	62060000	NaN	3670000	17265000	0	-25354000	96938000	150234000	165471000	21399000	0	0	205140000	0	-6395000	45299000	0	46900000	4794000	-1601000	64769000	-9064000	NaN	9870000	210000	300000	NaN	1900000	NaN	0	960000	1680000	NaN	1
818309000	237356000	10451408000	18.06451881	1.262983273	4855000	8586735000	3055627000	5531108000	1859818000	415933000	0	678896000	9000	1497205000	3123214000	705501000	1028103000	2027524000	205188000	4033903000	1926701000	381041000	902520000	1024181000	0	297465000	0	297465000	8.2609	14.9349	5.3745	-1497460000	-539467000	5999187000	19237836000	14999828000	12236162000	2763666000	4308000000	NaN	1880000	0	-69992000	278215000	0	746250000	-451000	0	0	0	-751210000	3073883000	978725000	9751851000	2925304000	9310858000	-537732000	3514876000	-451000	468486000	NaN	21850000	1780000	2970000	NaN	1800000	NaN	0	2000000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	60000	NaN	0	NaN	0	180000	0	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	20000	0	NaN	3
1489000	1489000	2614000	NaN	0.826703789	0	2607000	0	2607000	7000	0	167000	658000	658000	2147000	0	0	0	0	460000	460000	0	-576000	0	0	0	277000	277000	0	19.8333	19.8333	0	9087000	9087000	0	10969000	10865000	0	10865000	104000	NaN	430000	0	0	0	1174000	4039000	4039000	451000	0	0	13126000	0	0	-2261000	0	0	-2261000	-2261000	2414000	0	NaN	1840000	0	2350000	NaN	670000	NaN	0	1020000	400000	NaN	1
6426000	4299000	78347000	2.71830252	1.723030046	0	78045000	0	78045000	302000	6208000	85000	63099000	4193000	69525000	0	3226000	0	0	5294000	8520000	12000	-6202000	12000	0	0	0	0	0	14.8016	16.0481	11.5833	-13103000	-4282000	0	-43537000	-45557000	0	-45557000	2020000	NaN	-300000	0	0	-20875000	-477000	-23863000	4035000	3530000	0	0	-36966000	0	-4326000	-8591000	0	0	-4265000	-8591000	109000	-5241000	NaN	930000	530000	-1610000	NaN	740000	NaN	0	830000	2590000	NaN	2
125000	0	4907000	NaN	0.467779644	835000	3421000	0	3421000	651000	0	2948000	3296000	3203000	3421000	0	0	0	0	0	0	38474000	2751000	37184000	1290000	3463000	0	0	0	49.75	49.75	0	0	0	0	13782000	25101000	0	25101000	-5140000	NaN	2000000	-6179000	0	0	21487000	25101000	25209000	3614000	0	0	25101000	0	0	0	0	0	0	0	0	0	NaN	1440000	3790000	2740000	NaN	1020000	NaN	0	1250000	0	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
84210000	60425000	1290502000	6.128780331	1.761457629	0	1185362000	650547000	534815000	105140000	89143000	79000	189689000	325000	273899000	0	256022000	59206000	591341000	4894000	260916000	0	0	0	0	0	0	0	0	8.6857	20.8595	7.7503	-48951000	3560000	1859000000	5580683000	1966683000	3952336000	-1985653000	3614000000	NaN	0	0	0	-187790000	-688000	-592850000	-2015000	0	0	0	-641801000	0	-1277822000	749484000	1859000000	2093336000	-66030000	-1343852000	-1327000	-403045000	NaN	800000	210000	920000	NaN	390000	NaN	0	1570000	0	NaN	2
626026000	293045000	5495966000	3.07044068	0.65145271	0	4684513000	53231000	4631282000	811453000	496488000	52406000	684234000	55506000	1310260000	506427000	1350585000	53231000	0	1464010000	3321022000	0	0	0	0	0	0	0	0	10.1039	21.1526	7.0281	2017858000	1000858000	1190004000	13935775000	10854145000	128786000	10725359000	3081630000	NaN	17940000	0	0	943023000	790601000	2382768000	789316000	-4141000	0	0	4400626000	1061218000	782761000	5263515000	128786000	0	4480754000	6324733000	0	653285000	NaN	18340000	3000000	22430000	NaN	0	NaN	0	4110000	16300000	NaN	2
120424000	31890000	261140000	10.30042838	2.85658598	3071000	234307000	4895000	229412000	23762000	46710000	3317000	100270000	3946000	220694000	0	7087000	0	4895000	1631000	8718000	740448000	391019000	642218000	98230000	64000	65184000	57566000	7618000	35.2324	35.2324	0	21338000	65823000	0	-188510000	-41853000	11798000	-53651000	-169450000	NaN	-1270000	0	22793000	-75825000	79566000	-39905000	74516000	-18242000	0	0	-18567000	0	-28544000	-23286000	0	11798000	-6540000	-35084000	-171000	-25233000	NaN	1910000	760000	470000	NaN	1270000	NaN	0	990000	110000	NaN	1
101902000	26040000	2035803000	14.67323364	2.140542851	0	1721563000	879100000	842463000	314240000	169812000	81000	365492000	3501000	467394000	42761000	254212000	78000000	801100000	78096000	375069000	0	-1670000	0	0	0	0	0	0	9.2114	17.5182	7.1607	75139000	11922000	1844076000	4397081000	4056581000	2613434000	1443147000	340500000	NaN	-580000	0	0	-198179000	-706000	-185975000	-12975000	11000000	0	0	-110836000	1735794000	-61128000	2323341000	108282000	2505152000	-120683000	1553983000	-12269000	14179000	NaN	5020000	50000	1050000	NaN	630000	NaN	0	1280000	1850000	NaN	2
0	0	644000	NaN	0.278955949	16000	573000	0	573000	55000	0	472000	573000	573000	573000	0	0	0	0	0	0	5293000	613000	5293000	0	0	118000	118000	0	25.0833	25.0833	0	0	0	0	7734000	9734000	0	9734000	-2000000	NaN	830000	0	0	0	6067000	9734000	9734000	3072000	0	0	9734000	0	0	0	0	0	0	0	595000	0	NaN	620000	0	1210000	NaN	1140000	NaN	0	820000	0	NaN	0
226000	226000	2899000	2.777592755	0.585206983	0	2649000	0	2649000	250000	0	240000	2098000	1118000	2324000	0	0	0	0	325000	325000	4889000	331000	4067000	822000	0	0	0	0	39.8	39.8	0	2566000	2566000	0	-4306000	19314000	0	19314000	-23620000	NaN	450000	0	0	0	7442000	11401000	12291000	99000	0	0	13967000	0	0	5347000	0	0	5347000	5347000	5095000	-1235000	NaN	780000	0	680000	NaN	270000	NaN	0	780000	2000000	NaN	1
46401000	22858000	216430000	4.354605705	1.856401122	415000	195668000	18372000	177296000	20347000	20296000	19000	90402000	3783000	136803000	35781000	880000	0	18372000	3832000	40493000	28659000	-3152000	24991000	3668000	0	0	0	0	11.5137	11.5208	10.8333	-139721000	-53511000	-7278000	-48352000	27595000	-21155000	48750000	-52980000	NaN	-370000	0	-22967000	-31745000	-165000	191049000	31467000	210870000	0	0	51328000	-7278000	6908000	-16455000	0	-21155000	-2208000	-2578000	-11221000	23537000	NaN	1080000	950000	600000	NaN	250000	NaN	0	1290000	450000	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2980000	330000	940000	NaN	1840000	NaN	0	1610000	260000	NaN	2
