PPG, bilateral (INT, current US$)	PPG, bilateral concessional (INT, current US$)	Interest payments on external debt, total (INT, current US$)	Interest payments on external debt (% of exports of goods, services and income)	Interest payments on external debt (% of GNI)	IMF charges (INT, current US$)	Interest payments on external debt, long-term (INT, current US$)	Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)	Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)	Interest payments on external debt, short-term (INT, current US$)	PPG, IBRD (INT, current US$)	PPG, IDA (INT, current US$)	PPG, multilateral (INT, current US$)	PPG, multilateral concessional (INT, current US$)	PPG, official creditors (INT, current US$)	PPG, bonds (INT, current US$)	PPG, commercial banks (INT, current US$)	PNG, bonds (INT, current US$)	PNG, commercial banks and other creditors (INT, current US$)	PPG, other private creditors (INT, current US$)	PPG, private creditors (INT, current US$)	Interest arrears, public and publicly guaranteed (current US$)	Net change in interest arrears (current US$)	Interest arrears, official creditors (current US$)	Interest arrears, private creditors (current US$)	Interest forgiven (current US$)	Interest rescheduled (capitalized) (current US$)	Interest rescheduled, official (current US$)	Interest rescheduled, private (current US$)	Average maturity on new external debt commitments (years)	Average maturity on new external debt commitments, official (years)	Average maturity on new external debt commitments, private (years)	Net financial flows, bilateral (NFL, current US$)	PPG, bilateral concessional (NFL, current US$)	Portfolio investment, bonds (PPG + PNG) (NFL, current US$)	Net flows on external debt, total (NFL, current US$)	Net flows on external debt, long-term (NFL, current US$)	Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)	Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)	Net flows on external debt, short-term (NFL, current US$)	Net official flows from UN agencies, IAEA (current US$)	Net official flows from UN agencies, IFAD (current US$)	Net financial flows, IMF concessional (NFL, current US$)	Net financial flows, IMF nonconcessional (NFL, current US$)	Net financial flows, IBRD (NFL, current US$)	Net financial flows, IDA (NFL, current US$)	Net financial flows, multilateral (NFL, current US$)	PPG, multilateral concessional (NFL, current US$)	Net financial flows, others (NFL, current US$)	EBRD, private nonguaranteed (NFL, current US$)	IFC, private nonguaranteed (NFL, current US$)	PPG, official creditors (NFL, current US$)	PPG, bonds (NFL, current US$)	PPG, commercial banks (NFL, current US$)	Commercial banks and other lending (PPG + PNG) (NFL, current US$)	PNG, bonds (NFL, current US$)	PNG, commercial banks and other creditors (NFL, current US$)	PPG, other private creditors (NFL, current US$)	PPG, private creditors (NFL, current US$)	Net financial flows, RDB concessional (NFL, current US$)	Net financial flows, RDB nonconcessional (NFL, current US$)	Net official flows from UN agencies, UNAIDS (current US$)	Net official flows from UN agencies, UNICEF (current US$)	Net official flows from UN agencies, UNHCR (current US$)	Net official flows from UN agencies, UNDP (current US$)	Net official flows from UN agencies, UNECE (current US$)	Net official flows from UN agencies, UNFPA (current US$)	Net official flows from UN agencies, UNPBF (current US$)	Net official flows from UN agencies, UNRWA (current US$)	Net official flows from UN agencies, UNTA (current US$)	Net official flows from UN agencies, WFP (current US$)	Net official flows from UN agencies, WHO (current US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	0	0	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	6059000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	9844000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14530000	230000	640000	NaN	6020000	NaN	0	4090000	1460000	NaN	0
10294000	0	166041000	1.707973794	1.357676931	0	159576000	0	159576000	6465000	0	1710000	2761000	1969000	13055000	0	124026000	0	0	22495000	146521000	890998000	-70388000	303715000	587283000	0	118000	118000	0	7.9452	17.0043	7.1791	60903000	6753000	0	486171000	549171000	0	549171000	-63000000	NaN	2660000	0	0	0	1276000	3145000	1147000	4367000	0	0	64048000	0	716857000	485123000	0	0	-231734000	485123000	-129000	-2369000	NaN	10340000	3330000	3810000	NaN	1970000	NaN	0	3420000	28120000	NaN	2
7480000	6426000	18817000	1.381889919	0.323327936	429000	15754000	512000	15242000	2634000	0	3780000	7674000	4598000	15154000	0	6000	0	512000	82000	88000	1434000	18000	208000	1226000	0	0	0	0	27.0621	27.0621	0	15780000	21824000	0	229568000	107521000	-2241000	109762000	120370000	NaN	5840000	1677000	0	0	59447000	94071000	72923000	23736000	-2241000	-200000	109851000	0	397000	-2330000	0	-2241000	-486000	-89000	0	10888000	NaN	670000	1220000	1570000	NaN	330000	NaN	0	460000	2260000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	-570000	NaN	0	NaN	0	140000	370000	NaN	3
23690000	1020000	2073842000	5.523970103	1.705096182	504023000	1270366000	118350000	1152016000	299453000	381769000	0	983069000	0	1006759000	144740000	119000	0	118350000	398000	145257000	11959463000	6807528000	355554000	11603909000	0	0	0	0	11.8918	11.8918	0	-32219000	-8612000	-294520000	-336577000	-925322000	109215000	-1034537000	730460000	NaN	-2270000	0	-141715000	-1005171000	0	-705418000	0	0	0	-94991900	-737637000	-294520000	-110000	106835000	0	109215000	-2270000	-296900000	0	299753000	NaN	300000	580000	190000	NaN	190000	NaN	0	2200000	0	NaN	2
3840000	1246000	28000000	2.618147989	0.965001129	1246000	18034000	7640000	10394000	8720000	366000	4275000	6554000	4486000	10394000	0	0	0	7640000	0	0	0	0	0	0	0	0	0	0	39.7149	39.7149	0	-21344000	4678000	0	230563000	44946000	8880000	36066000	184000000	NaN	6890000	11452000	-9835000	-513000	77386000	66029000	84187000	-3199000	2334000	0	44685000	0	0	261000	0	8880000	-8619000	-8619000	0	-7645000	NaN	680000	1250000	820000	NaN	380000	NaN	0	2060000	1080000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	20000	NaN	0	NaN	0	300000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5636000	4200000	22994000	0.739532879	0.33647471	3158000	16984000	3372000	13612000	2852000	0	2464000	5628000	2951000	11264000	0	1831000	0	3372000	517000	2348000	0	0	0	0	0	0	0	0	31.7869	31.7869	0	56806000	66309000	0	93569000	115812000	3392000	112420000	20620000	NaN	1790000	20456000	-63319000	0	74742000	79825000	83119000	10414000	3392000	-30021700	136631000	0	-16239000	-20819000	0	3392000	-7972000	-24211000	0	-5331000	NaN	890000	2380000	2450000	NaN	570000	NaN	0	540000	1930000	NaN	2
49000	49000	7884000	17.10150066	1.366125471	305000	6619000	0	6619000	960000	0	5249000	6570000	6429000	6619000	0	0	0	0	0	0	47562000	11216000	47562000	0	0	0	0	0	0	0	0	-304000	-304000	0	-8027000	38510000	0	38510000	-60000000	NaN	2640000	0	13463000	0	26921000	31223000	31896000	5820000	0	0	30919000	0	0	7591000	0	0	7591000	7591000	-938000	-580000	NaN	3950000	7810000	6010000	NaN	1210000	NaN	0	1810000	6780000	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
419000	419000	13251000	1.800606421	0.376932506	361000	11351000	0	11351000	1539000	0	4656000	10932000	10498000	11351000	0	0	0	0	0	0	6051000	4606000	6051000	0	728000	0	0	0	22.7272	22.7272	0	2718000	2718000	0	1519000	46634000	0	46634000	-44610000	NaN	4830000	-505000	0	0	23456000	43916000	45814000	11359000	0	0	46634000	0	0	0	0	0	0	0	9452000	-351000	NaN	1760000	750000	5020000	NaN	1690000	NaN	0	1800000	2500000	NaN	0
44401000	44066000	173924000	2.142358576	0.31750845	1217000	159707000	0	159707000	13000000	696000	55153000	108926000	106903000	153327000	0	1641000	0	0	4739000	6380000	0	-27094000	0	0	12634000	0	0	0	31.789	32.0264	6.4221	-34660000	-34062000	0	533851000	465300000	0	465300000	72000000	NaN	8430000	65975000	-69424000	-6302000	394732000	517120000	502920000	12041000	0	5582800	482460000	0	-2947000	-17160000	0	0	-14213000	-17160000	96147000	20502000	NaN	10860000	2170000	15890000	NaN	22310000	NaN	0	7540000	16120000	NaN	0
21084000	14925000	484137000	4.269086344	2.304100217	20021000	395100000	46363000	348737000	69016000	42450000	0	78651000	1619000	99735000	246350000	2462000	4195000	42168000	190000	249002000	0	0	0	0	0	0	0	0	15.9144	15.9144	0	-73052000	5701000	-14644000	1231157000	369324000	342147000	27177000	823500000	NaN	0	0	38333000	134643000	0	147022000	43303000	18422000	-3805000	11280100	73970000	-66662000	23402000	309998000	52018000	290129000	-3533000	-46793000	0	-6043000	NaN	0	770000	680000	NaN	190000	NaN	0	1420000	0	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	260000	0	NaN	3
14397000	8961000	94520000	3.31367352	1.06167217	2447000	88393000	40946000	47447000	3680000	17158000	4577000	28507000	6227000	42904000	0	4543000	0	40946000	0	4543000	0	-1691000	0	0	0	0	0	0	19.3894	19.3894	0	10283000	12193000	0	111100000	362275000	294053000	68222000	-234000000	NaN	590000	0	-17175000	-24097000	48193000	57939000	47351000	37453000	18053000	19342900	68222000	0	0	294053000	0	294053000	0	0	0	-1771000	NaN	560000	13020000	1610000	NaN	350000	NaN	0	370000	0	NaN	2
3862000	2625000	87397000	0.746836092	0.489604345	834000	32548000	1000000	31548000	54015000	4282000	0	8701000	0	12563000	0	3411000	0	1000000	15574000	18985000	1821000	911000	1763000	58000	0	0	0	0	5.4247	4.5833	5.4386	3371000	9388000	0	272135000	-40179000	50900000	-91079000	345000000	NaN	0	0	-32686000	-14348000	0	-34135000	0	-6785000	10471000	5400000	-30764000	0	-18216000	-9415000	0	50900000	-42099000	-60315000	0	-13002000	NaN	670000	690000	390000	NaN	180000	NaN	0	490000	0	NaN	2
