Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2018994528	3614000128	NaN	NaN	NaN	1164804458	2084999936	NaN	NaN	NaN	69.94297151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1518435858	2718000128	NaN	NaN	NaN	91.17746348	-353631399.7	-633000192	NaN	-21.23449197	161.120435	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	400000	6.386825285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
154000000	129000	2.626181855	66900000	2.642426387	NaN	NaN	NaN	NaN	NaN	NaN	1907266515	NaN	NaN	NaN	NaN	NaN	-623641677.2	NaN	NaN	NaN	NaN	NaN	335810910.7	NaN	NaN	NaN	9826815626	5203632558	2044061552	NaN	NaN	1283624838	80.73665445	NaN	NaN	NaN	2243077426	174.9357606	7493769744	2943660307	NaN	1682709297	116.2691431	3665622459	1439909112	NaN	NaN	1310586819	56.87374936	750000000	29.62361421	2290137186	899598755	NaN	NaN	399084459.3	35.53248861	0	0	0	2290137186	899598755	NaN	NaN	399084459.3	35.53248861	4714200000	1851805419	NaN	NaN	1122306314	73.14289242	-1048577541	-411896307.3	188280504.6	-16.26914307	130.0166418	2
NaN	67500	5.079435457	5067000000	1.228881993	4.383879216	NaN	266088906.5	40221999104	313844256.8	49.04188242	97159206154	9.754902393	2661225366	4.02271E+11	2974674744	3.107553116	2.44682E+11	97.56135284	2146176237	3.24416E+11	2233755640	3.10965726	2.44685E+11	725.4721656	3.540475642	5713148995	9884798312	2927314273	4.42493E+11	3294526162	13.00657612	3.41841E+11	107.3162552	2412265144	3.64638E+11	2562507270	3.41844E+11	128.318482	3371823542	5.09685E+11	3700913950	3.97203E+11	123.6121038	293543677	44372062208	279332640.5	34.35289678	34694686746	10.76140285	43402921134	10.52636042	444509269.2	67192021134	484735380.5	6.656777586	45015977984	16.2958486	0	0	10345822208	444509269.2	67192021134	447634051.5	19.01051125	55361798144	16.2958486	937621765.8	1.41731E+11	859598508.1	22.96787515	1.13227E+11	34.37350669	-644078088.8	-97358843904	-78531969063	-23.61210384	45.13490954	1
756000000	65500	4.26841586	17413000000	6.265607346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
172000000	104240	0.695835787	3397000000	1.136316645	NaN	NaN	37352910848	37352910848	37955296063	3.356879961	35249164495	12.49477019	2.09613E+11	2.09613E+11	2.07739E+11	3.016955457	2.0016E+11	70.11686715	2.09613E+11	2.09613E+11	2.06265E+11	3.475077748	1.97557E+11	5708.225458	2.273188566	2.04816E+11	2.37898E+11	2.46966E+11	2.46966E+11	2.45773E+11	3.067711958	2.35409E+11	82.6116387	2.46966E+11	2.46966E+11	2.44278E+11	2.32806E+11	103.5017446	3.06561E+11	3.06561E+11	3.02948E+11	2.9619E+11	102.5465929	31045799936	31045799936	30507339268	10.62339318	30837534468	10.38500419	55001956542	18.39848064	59595218944	59595218944	56505300782	6.543967691	60780669511	19.93495415	0	0	0	59595218944	59595218944	56505300782	6.543967691	60780669511	19.93495415	38658801664	38658801664	36953310274	8.413928651	38903791863	12.93159841	-7613001728	-7613001728	-8066257395	-2.546594225	23.3166026	2
NaN	54400	3.714451738	33700000000	3.527373827	NaN	NaN	209296328.2	1.0559E+11	216770328.7	-2.2	70926121796	11.05208884	1962810604	9.90238E+11	1791187698	3.526074839	7.66464E+11	103.6480542	1891036668	9.54028E+11	1683820371	5.3	7.49324E+11	541.5778938	6.171600987	4762620690	5266922178	2172106998	1.09583E+12	2008374535	3.015217597	8.3739E+11	114.7001465	NaN	NaN	NaN	NaN	129.869268	2534495519	1.27865E+12	2335607657	9.84569E+11	133.8364104	359865223.2	1.81552E+11	330524184	-1.6	1.41378E+11	19.00302051	NaN	NaN	307086237.6	1.54925E+11	301462782.5	12	1.35226E+11	16.21597668	55302279.99	27900000256	11953115005	362388489.1	1.82825E+11	329875881.8	6.020869275	1.47179E+11	19.13626393	1000634305	5.0482E+11	918731221.9	-4.9	3.92908E+11	52.83943263	-640769081.8	-3.23268E+11	-2.5153E+11	-33.83641212	71.84245314	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	150	NaN	NaN	NaN	NaN	NaN	135133330.9	364860000	NaN	NaN	NaN	21.79439741	242022206.1	653459968	NaN	NaN	NaN	39.03350938	242037032.8	653500000	NaN	NaN	NaN	NaN	NaN	296551569.2	NaN	377155537	1018319968	NaN	NaN	NaN	60.82790678	377170363.7	1018360000	NaN	NaN	NaN	644059236	1738959968	NaN	NaN	103.8743206	465899991.8	1257930000	NaN	NaN	NaN	75.14067404	420200000	25.10005424	266903699	720640000	NaN	NaN	NaN	43.04641382	0	0	NaN	266903699	720640000	NaN	NaN	NaN	43.04641382	489922213.6	1322790000	NaN	NaN	NaN	79.01499464	-24022221.8	-64860000	NaN	-3.874320604	154.1556687	2
