Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	400000	6.137056491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
146000000	117500	2.260617601	5860000000	6.392766792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5308660028	53304255337	5308660028	NaN	NaN	58.15045621	NaN	NaN	NaN	NaN	NaN	6682875792	67102755823	6682875792	NaN	73.20345888	8181963886	82155099384	8181963886	NaN	NaN	89.62429882	8170142859	8.912938217	1374215764	13798500486	1374215764	NaN	NaN	15.05300268	0	0	NaN	1374215764	13798500486	1374215764	NaN	NaN	15.05300268	5735659317	57591755206	5735659317	NaN	NaN	62.82775771	2446304569	24563344177	NaN	26.79654112	152.4520565	2
NaN	67500	5.071275326	6519000000	1.22789866	NaN	NaN	326509633	47019999232	326509633	0.061035745	1.0108E+11	8.856541503	3124872987	4.50007E+11	3124872987	-0.193202373	2.57037E+11	84.7618707	2410602189	3.47146E+11	2410602189	0.019118794	2.64056E+11	784.7380179	0.047413289	6429890802	10667378301	3451382620	4.97027E+11	3451382620	-0.121573422	3.58117E+11	93.61841221	2737111822	3.94166E+11	2737111822	3.65136E+11	133.4361217	4363306906	6.28351E+11	4363306906	4.709E+11	118.3542806	705460100	1.01592E+11	705460100	22.24584584	87622116559	19.13553544	96261982848	18.13160911	911924740.3	1.31324E+11	911924740.3	35.08011549	84687822848	24.73586839	0	0	28095803392	911924740.3	1.31324E+11	911924740.3	87.92956579	1.12784E+11	24.73586839	1382117619	1.99036E+11	1382117619	30.6102398	1.82053E+11	37.48980373	-676657519.2	-97444096031	-94430963430	-18.35426829	56.62533917	1
247000000	66000	3.842709393	24240000000	6.326025174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
213000000	102300	0.663668505	3265000000	1.148823706	NaN	2000000	39175188480	39175188480	39175188480	0.577056129	36382081187	13.78419149	2.0081E+11	2.0081E+11	2.0081E+11	0.171814394	1.93483E+11	70.65695976	2.0081E+11	2.0081E+11	2.0081E+11	-0.659652677	1.92332E+11	5437.472808	-1.707857479	2.11707E+11	2.31607E+11	2.39985E+11	2.39985E+11	2.39985E+11	0.235736714	2.29865E+11	84.4411527	2.39985E+11	2.39985E+11	2.39985E+11	2.28715E+11	102.3760512	2.86005E+11	2.86005E+11	2.86005E+11	2.79367E+11	100.6338022	30936899584	30936899584	30936899584	2.702391375	31271744116	10.88546513	43058030074	15.1504091	46020116480	46020116480	46020116480	-6.804260106	49502143195	16.19264955	0	0	0	46020116480	46020116480	46020116480	-6.804260106	49502143195	16.19264955	32738199552	32738199552	32738199552	-0.157568616	34466197802	11.51927098	-1801299968	-1801299968	-3194453686	-0.633805852	22.40473611	2
NaN	42300	2.875616464	36700000000	3.558483186	NaN	NaN	225736850.1	1.21791E+11	225736850.1	2.80001528	73859920876	11.80901553	1848776701	9.97463E+11	1848776701	3.294369201	7.91107E+11	96.71541336	1849107547	9.97642E+11	1849107547	8.3	8.22879E+11	601.1211433	8.811416021	5268960868	5783933792	2074513551	1.11925E+12	2074513551	3.251970511	8.64967E+11	108.5244289	2074844397	1.11943E+12	2074844397	8.96739E+11	128.0827246	2430897487	1.31153E+12	2430897487	1.02397E+12	127.1680107	446833330.7	2.41078E+11	446833330.7	18.9	1.91128E+11	23.37527851	NaN	NaN	352401551.8	1.9013E+11	352401551.8	16.2	1.58075E+11	18.43525059	3982384.53	2148600000	930693440.5	356383936.4	1.92278E+11	356383936.4	10.26672642	1.59006E+11	18.64358184	966167152.4	5.21272E+11	966167152.4	7.2	4.13194E+11	50.54328924	-519333821.7	-2.80194E+11	-2.22066E+11	-27.16801073	73.91856775	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	200	NaN	NaN	NaN	NaN	NaN	152544441.8	411870000	152544441.8	NaN	NaN	19.00802075	400736790.7	1081989354	400736790.7	NaN	NaN	49.93438728	400736790.7	1081989354	400736790.7	NaN	NaN	5160.409894	NaN	509001944	NaN	553281232.5	1493859354	553281232.5	NaN	NaN	68.94240802	553281232.5	1493859354	553281232.5	NaN	NaN	834133079.3	2252159354	834133079.3	NaN	103.9383585	466857019.9	1260513976	466857019.9	NaN	NaN	58.17339405	NaN	NaN	280851846.9	758300000	280851846.9	NaN	NaN	34.9959505	0	0	NaN	280851846.9	758300000	280851846.9	NaN	NaN	34.9959505	498463398.6	1345851200	498463398.6	NaN	NaN	62.11175257	-31606378.7	-85337224	NaN	-3.938358521	120.2851466	2
