Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1396089451	2499000064	NaN	NaN	NaN	878770932.7	1572999936	NaN	NaN	NaN	100.768738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1402793362	2511000064	NaN	NaN	NaN	160.8584348	-524022429	-938000128	NaN	-60.08969676	261.6271728	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1191000000	45000	0.867029525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	150000	3.783105947	56.8	7.05625105	NaN	NaN	5519221406	364.3468018	NaN	NaN	NaN	45.26272011	4704310421	310.5511322	NaN	NaN	NaN	38.57969635	4704310190	310.5511169	NaN	NaN	NaN	NaN	NaN	4047059774	NaN	10223531827	674.897934	NaN	NaN	NaN	83.84241646	10223531134	674.8978882	NaN	NaN	NaN	11802314161	779.1199341	NaN	NaN	96.78989177	3690227600	243.6072998	NaN	NaN	NaN	30.26327931	84.55400085	10.50412425	1578782334	104.2220001	NaN	NaN	NaN	12.94747531	0	0	NaN	1578782334	104.2220001	NaN	NaN	NaN	12.94747531	3298795136	217.7672119	NaN	NaN	NaN	27.05317109	391432463.6	25.84008789	NaN	3.210108227	57.3164504	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	251527793.3	3622000128	91187283.68	-44.84713886	28229556224	22.07998162	1036054854	14919189504	2487498750	-17.3951647	2.04609E+11	90.94848657	1036054854	14919189504	1834998207	-18.85035093	2.01005E+11	557.4630112	-18.90488302	3168025387	8120219978	1287582647	18541189632	2244006105	-22.0963965	2.32839E+11	113.0284682	1287582647	18541189632	1718372267	2.29234E+11	8.072439122	1371183343	19745039616	2360625774	2.44598E+11	120.367227	82300002.18	1185120000	92801028.32	NaN	11526410240	7.224579484	196850000	1.200012211	83600695.55	1203849984	141527035.2	NaN	13143207936	7.338758856	0	0	NaN	83600695.55	1203849984	95081339.36	4.049373396	11759324160	7.338758856	314316666.1	4526159872	188767395.7	NaN	24864516096	27.59180653	-232016663.9	-3341039872	-13338105856	-20.36722704	34.81638601	1
238000000	66000	6.787210537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2000000	70000	0.521468425	2569000000	1.420137276	NaN	0	6302045210	6008999936	NaN	NaN	NaN	3.321761308	1.52619E+11	1.45522E+11	NaN	NaN	NaN	80.44422595	1.52619E+11	1.45522E+11	NaN	NaN	NaN	NaN	NaN	1.79601E+11	NaN	1.58921E+11	1.51531E+11	1.72568E+11	14.78302007	1.65291E+11	83.76598499	1.58921E+11	1.51531E+11	1.73436E+11	1.65291E+11	91.19557052	1.8669E+11	1.78009E+11	2.00585E+11	1.95195E+11	98.4029624	14561091402	13884000256	15708480125	-3.624144339	15878500352	7.675043324	NaN	NaN	27769272032	26478000128	27800523922	29.94167845	29903998976	14.63697741	0	0	0	27769272032	26478000128	27800523922	29.94167845	29903998976	14.63697741	11531201503	10995000320	10999710031	80.05569857	11580300288	6.078010822	3029889899	2888999936	4298200064	1.597032502	13.75305415	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	382868191.7	14750000	268875687.3	7.799991608	87974723584	18.50922324	1263594818	48680000	2141626739	3.75687989	9.1642E+11	61.08671101	1184944607	45650000	1970127788	-4.199997522	8.76735E+11	560.9621809	-3.309550521	NaN	6162480225	1646463010	63430000	2408913455	4.098856443	1.00439E+12	79.59593425	NaN	NaN	NaN	NaN	0.005819483	2469305158	95130000	3870371269	1.63468E+12	119.3750784	842829165.1	32470000	2912084942	18.49999267	1.24561E+12	40.74538838	NaN	NaN	588968086.1	22690000	1690050415	-32.99999745	7.58098E+11	28.47283222	233874061.5	9010000	-1.27812E+11	822842147.6	31700000	1412677081	13.24916645	6.30286E+11	39.77914418	1243607801	47910000	4292947489	32.10000799	1.83594E+12	60.12046681	-400778635.9	-15440000	-5.90325E+11	-19.37507843	100.8658552	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	71799998.73	193860000	NaN	NaN	NaN	17.49559962	186666687.1	504000064	NaN	NaN	NaN	45.48531584	186666663.4	504000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	258466685.8	697860064	NaN	NaN	NaN	62.98091546	258466662.1	697860000	NaN	NaN	NaN	412814831.2	1114600064	NaN	NaN	100.59113	369677765.3	998129984	NaN	NaN	NaN	90.0798647	NaN	NaN	154348145.4	416740000	NaN	NaN	NaN	37.61021452	0	0	NaN	154348145.4	416740000	NaN	NaN	NaN	37.61021452	372103697.1	1004680000	NaN	NaN	NaN	90.67099467	-2425931.809	-6550016	NaN	-0.591129978	180.7508594	2
