Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
152000000	94000	1.116797229	11477000000	1.912833333	4.393477496	NaN	1087232818	54633460000	NaN	-10.16501254	30339783254	9.105576667	12734515675	6.3991E+11	NaN	14.04349815	4.67597E+11	106.65159	12188893527	6.12492E+11	NaN	NaN	3.40137E+11	NaN	NaN	26598595162	25806733108	13821748493	6.94543E+11	NaN	12.20120495	4.97936E+11	115.7571667	13276126345	6.67125E+11	NaN	3.70477E+11	143.4821763	15771379946	7.92512E+11	NaN	5.52342E+11	132.0853333	1859044406	93417000000	NaN	6.874512451	93417000000	15.5695	48000000000	8	1949631453	97969000000	NaN	-47.15436575	54405454562	16.32816667	NaN	NaN	NaN	1949631453	97969000000	NaN	-47.15436575	54405454562	16.32816667	5690128221	2.85929E+11	NaN	-0.077466149	2.85929E+11	47.65483333	-3831083815	-1.92512E+11	-1.92512E+11	-32.08533333	63.22433333	0
29000000	117000	1.774947595	2.37E+11	3.752277362	NaN	NaN	14420944730	1.08205E+12	NaN	45.27886021	4805564155	17.13148166	34989705787	2.6254E+12	NaN	226.9822172	-2202587000	41.56631305	34989705787	2.6254E+12	NaN	NaN	833201294	NaN	NaN	28699023149	24381922187	49410650516	3.70745E+12	NaN	-1.185663554	2602977155	58.69779471	49410650516	3.70745E+12	NaN	5638765449	56641.36212	63056188054	4.73132E+12	NaN	8353118646	74.90812493	64243351977	4.8204E+12	NaN	12.15662771	3328878740	76.31842622	1.31229E+11	2.077670807	13645537538	1.02387E+12	NaN	67.25140895	5750141488	16.21033022	0.039982195	3	3	13645537538	1.02387E+12	NaN	67.25140894	5750141491	16.21033022	43121504452	3.23555E+12	NaN	46.08220064	6305061027	51.22655115	21121847525	1.58484E+12	-2976182287	25.09187507	127.5449774	2
NaN	14500	0.991908312	21450000000	1.971507353	NaN	NaN	1207870329	1.01334E+11	642157539.2	17.96121212	1.98798E+11	9.313768205	11045269705	9.26638E+11	7304235869	13.51128947	6.0081E+11	85.16897829	11045269705	9.26638E+11	4127634727	11.30337654	4.52139E+11	1297.428371	10.8929244	16907472104	18265577507	12253140034	1.02797E+12	7706295265	14.58596895	7.99608E+11	94.4827465	12253140034	1.02797E+12	4880692662	6.51094E+11	138.1407573	16419347549	1.37749E+12	8769384235	9.97167E+11	126.6079591	3827220526	3.21083E+11	1597056191	7.094592563	1.98363E+11	29.51131757	2.55817E+11	23.51259191	4166207515	3.49522E+11	NaN	NaN	NaN	32.12521259	0	0	NaN	4166207515	3.49522E+11	1597389543	20.22410041	1.97559E+11	32.12521259	7277914550	6.10578E+11	4625865910	21.11969802	6.09321E+11	56.11927665	-3450694024	-2.89495E+11	-4.10958E+11	-26.60795909	85.63059422	1
762000000	51000	1.271214018	49294000000	4.263202184	NaN	NaN	18126617264	66570000000	NaN	5.543691048	59305000000	5.757320757	1.96775E+11	7.22658E+11	NaN	9.798783294	6.49025E+11	62.49923244	1.96773E+11	7.22649E+11	NaN	NaN	6.49025E+11	NaN	NaN	NaN	2.03423E+11	2.14902E+11	7.89228E+11	NaN	9.429409202	7.0833E+11	68.2565532	2.149E+11	7.89219E+11	NaN	7.0833E+11	110.9235544	2.85754E+11	1.04943E+12	NaN	9.46084E+11	90.76017909	2.48805E+11	9.13738E+11	NaN	12.87462443	7.73891E+11	79.02482731	1.59894E+11	13.82846695	66703065214	2.44967E+11	NaN	2.724080152	2.23769E+11	21.18602364	4148400391	15235000000	13985000000	70851465605	2.60202E+11	NaN	5.541794291	2.37754E+11	22.50362589	2.19714E+11	8.06901E+11	NaN	21.39813285	7.40684E+11	69.7850064	29091083200	1.06837E+11	33207000000	9.239820906	148.8098337	3
23000000	107000	0.587292644	8769000000	0.84908544	NaN	NaN	43913031690	1.38827E+11	48735522284	6.895206256	45260783604	13.44235303	1.94199E+11	6.13943E+11	2.62587E+11	8.642256872	2.53006E+11	59.44688552	1.88211E+11	5.95012E+11	2.61676E+11	6.541447448	2.50629E+11	6588.950024	5.612611731	3.70055E+11	3.01807E+11	2.38112E+11	7.5277E+11	3.11399E+11	8.373483183	2.98267E+11	72.88923856	2.32124E+11	7.33839E+11	3.1047E+11	2.9589E+11	256.7742832	3.14181E+11	9.93255E+11	3.9579E+11	3.8682E+11	96.17501236	79955465202	2.52772E+11	50483531930	1.15714325	51029938806	24.47541308	NaN	NaN	76069191189	2.40486E+11	82324242179	9.072428053	88553153197	23.28577381	0	0	0	76069191189	2.40486E+11	82324242179	9.072428053	88553153197	23.28577381	67460122833	2.13269E+11	51678474209	14.09396853	54406184169	20.65042544	12495342369	39502875730	-3376245364	3.824987639	45.12583853	2
NaN	42000	3.005638216	1.21E+11	3.391039294	16.04110594	NaN	1192931660	3.65001E+11	426960793.6	-1.859789835	1.39699E+11	10.22920455	8689172141	2.65863E+12	3701389480	11.26794459	1.58386E+12	74.50830771	8332289440	2.54943E+12	3558304238	5.362657814	1.5835E+12	1155.636147	5.194780388	12240338699	11130232075	9882103801	3.02363E+12	4133727868	10.07450958	1.72356E+12	84.73751226	9525221100	2.91443E+12	3987070802	1.72319E+12	178.5440561	14648503775	4.482E+12	5959281077	2.51031E+12	125.6086551	1754795895	5.36915E+11	880738435.2	-13.07991605	3.76726E+11	15.0471035	NaN	NaN	4637007550	1.41879E+12	1711580275	11.90119196	7.67756E+11	39.76162283	129392424.1	39590200000	18995343959	4766399974	1.45838E+12	1763365644	12.64797014	7.86751E+11	40.87114286	4741281825	1.45069E+12	2159702796	7.278092145	9.23626E+11	40.65575862	-2986485930	-9.13775E+11	-5.469E+11	-25.60865512	55.70286212	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	221766666.7	598770000	NaN	NaN	NaN	16.37141707	1124281222	3035559298	NaN	NaN	NaN	82.9974904	1147745147	3098911898	NaN	NaN	NaN	NaN	NaN	1519314978	NaN	1346047888	3634329298	NaN	NaN	NaN	99.36890748	1369511814	3697681898	NaN	NaN	NaN	1688866407	4559939298	NaN	NaN	124.6767007	590327180.4	1593883387	NaN	NaN	NaN	43.57955425	NaN	NaN	342818518.5	925610000	NaN	NaN	NaN	25.30779324	0	0	NaN	342818518.5	925610000	NaN	NaN	NaN	25.30779324	924596940.7	2496411740	NaN	NaN	NaN	68.25625496	-334269760.4	-902528353	NaN	-24.67670072	111.8358092	2
