Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	400000	6.231574966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
364000000	127500	2.527626961	2977000000	17.33737115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4878429109	13610817214	NaN	NaN	NaN	79.2663049	NaN	NaN	NaN	NaN	NaN	6548427425	18270112517	NaN	NaN	106.4009814	5311195917	14818236609	NaN	NaN	NaN	86.29804094	2754554919	16.04190157	1772215378	4944480904	NaN	NaN	NaN	28.79553261	-102217061.3	-285185601.1	NaN	1669998316	4659295303	NaN	NaN	NaN	27.13467651	5705143056	15917349126	NaN	NaN	NaN	92.69902234	-393947138.6	-1099112517	NaN	-6.400981404	178.9970633	2
NaN	67500	5.085002053	5891000000	1.242064526	NaN	NaN	316459095.5	43703001088	326310467	3.972100773	1.01018E+11	9.214385902	2969841698	4.10135E+11	3130922002	5.252582942	2.57534E+11	86.47331634	2354880521	3.25209E+11	2410141399	7.896376634	2.64006E+11	784.3661241	8.118017663	5829721856	10665339217	3286300794	4.53838E+11	3455583691	4.888640169	3.58553E+11	95.68770224	2671339617	3.68912E+11	2736271264	3.65024E+11	130.0176329	3940695624	5.4421E+11	3916950500	4.18566E+11	114.7418125	593706878.9	81990919973	577083086.3	106.5935028	71676968619	17.28705028	53167828043	11.2099598	654394830.1	90371926043	675099171.3	39.27169306	62694514688	19.05411026	0	0	-2680738048	654394830.1	90371926043	485248149.4	8.402867876	60013776896	19.05411026	1100000049	1.5191E+11	1058200047	23.10398834	1.39387E+11	32.02886278	-506293170.2	-69919086811	-67709560549	-14.7418125	49.31591306	1
436000000	65500	4.032796691	18309000000	5.903729452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
267000000	101740	0.669470434	3460000000	1.220359449	NaN	NaN	38908461056	38908461056	38950422679	2.621838633	36173340708	13.72321043	1.98491E+11	1.98491E+11	2.00465E+11	-3.501540856	1.93151E+11	70.00886802	1.98491E+11	1.98491E+11	2.02143E+11	-1.99816786	1.9361E+11	5531.95064	-3.088084363	2.00532E+11	2.33145E+11	2.374E+11	2.374E+11	2.39421E+11	-2.584651062	2.29324E+11	83.73207846	2.374E+11	2.374E+11	2.41106E+11	2.29783E+11	102.1359927	2.88474E+11	2.88474E+11	2.89131E+11	2.82441E+11	101.7461008	27751200768	27751200768	30122861961	-1.260278072	30448895783	9.787988464	46528205177	16.41073261	51073900544	51073900544	49380064510	-12.6098546	53116315458	18.01402229	0	0	0	51073900544	51073900544	49380064510	-12.6098546	53116315458	18.01402229	32701800448	32701800448	32789866090	-11.26676921	34520591420	11.53408994	-4950599680	-4950599680	-4071695637	-1.746101474	21.3220784	2
2000000	54400	3.711838596	36500000000	3.696413306	NaN	NaN	219771613.6	1.17591E+11	219588342.9	1.3	71848161379	11.90862831	1823021899	9.75426E+11	1789813632	-0.076712576	7.65876E+11	98.78295861	1772486693	9.48387E+11	1707393857	1.4	7.59814E+11	552.4430848	2.006210202	4806889574	5340659088	2042793482	1.09302E+12	2009175748	0.039893589	8.37724E+11	110.6915853	NaN	NaN	NaN	NaN	129.7690805	2381482175	1.27424E+12	2330534171	9.81926E+11	129.043903	383089987.9	2.04976E+11	375805997.2	13.7	1.60747E+11	20.75825992	NaN	NaN	303020406.4	1.62134E+11	303271559.2	0.6	1.36037E+11	16.41957909	35668335.77	19084699648	8163977548	338688753.7	1.81219E+11	323201701.8	-2.023239748	1.44201E+11	18.35231773	919089981.3	4.91768E+11	901275328.7	-1.9	3.85442E+11	49.80215959	-535999993.4	-2.86792E+11	-2.24696E+11	-29.04389968	70.56041951	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	200	NaN	NaN	NaN	NaN	NaN	146822219.6	396420000	NaN	NaN	NaN	22.52386364	267507402.7	722270000	NaN	NaN	NaN	41.03806818	267514810.1	722290000	NaN	NaN	NaN	NaN	NaN	331225419.9	NaN	414329622.3	1118690000	NaN	NaN	NaN	63.56193182	414337029.7	1118710000	NaN	NaN	NaN	708344431.9	1912530000	NaN	NaN	108.6664773	472829621.3	1276640000	NaN	NaN	NaN	72.53636364	438200000	24.89772727	294014809.6	793840000	NaN	NaN	NaN	45.10454545	0	0	NaN	294014809.6	793840000	NaN	NaN	NaN	45.10454545	529322212.9	1429170000	NaN	NaN	NaN	81.20284091	-56492591.59	-152530000	NaN	-8.666477273	153.7392045	2
