Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
3000000	51000	0.650312717	6223000000	1.614267185	8.688670412	NaN	808168755.4	40346000000	NaN	34.4111594	29570455068	10.46588846	7593370277	3.79082E+11	NaN	15.34940104	3.53238E+11	98.33511355	8037516228	4.01255E+11	NaN	NaN	2.94088E+11	NaN	NaN	23109431548	22312931954	8401539033	4.19428E+11	NaN	16.62702691	3.82808E+11	108.801002	8845684983	4.41601E+11	NaN	3.23659E+11	115.04729	11082131910	5.5325E+11	NaN	4.8089E+11	143.5150216	1868023192	93256839261	NaN	193.2605008	93256839261	24.19113859	31225500000	8.1	2680592877	1.33823E+11	NaN	57.43408503	98081434973	34.71401964	NaN	NaN	NaN	2680592877	1.33823E+11	NaN	53.01315908	98081434973	34.71401964	5228223431	2.61007E+11	NaN	83.16298085	2.61007E+11	67.70616024	-3360200238	-1.6775E+11	-1.6775E+11	-43.51502165	91.89729883	0
7000000	110000	1.764707382	1.5835E+11	4.714844785	NaN	NaN	7710789902	6.19702E+11	NaN	22.63113127	3005009635	18.4515096	10605998881	8.52384E+11	NaN	-455.7248185	-1493243435	25.37959051	10605998881	8.52384E+11	NaN	NaN	471843706.7	NaN	NaN	11014460703	13807535615	18316788783	1.47209E+12	NaN	-47.32927292	1511766200	43.83110011	18316788783	1.47209E+12	NaN	3476853342	47156.3253	24731834032	1.98765E+12	NaN	4215024173	59.18196176	33346457693	2.67999E+12	NaN	18.38426555	2557052621	79.79629741	79598992535	2.370046699	6415045249	5.15565E+11	NaN	155.0442281	2703257972	15.35086165	0.012442748	1	1	6415045249	5.15565E+11	NaN	155.0442282	2703257973	15.35086165	16288811794	1.3091E+12	NaN	0.695910194	2918523802	38.97825917	17057645899	1.37089E+12	-361471180.6	40.81803824	118.7745566	2
NaN	11500	0.80713827	13831000000	1.543749668	NaN	NaN	810461207.3	79509000000	491876517.2	3.438555893	1.52274E+11	8.874411997	8232069138	8.07594E+11	5273362552	5.52993963	4.33761E+11	90.1397531	8166322181	8.01144E+11	3193963739	4.586289217	3.49865E+11	1011.83446	4.095696253	14750213104	14133903822	9042530345	8.87103E+11	5647963500	4.978428991	5.86035E+11	99.01416509	8976783388	8.80653E+11	3764104707	5.02139E+11	151.3085817	11329912842	1.1115E+12	6629158654	7.34593E+11	124.0606133	2291407952	2.24795E+11	1383681293	5.228676382	1.71861E+11	25.09052628	1.74E+11	19.42104274	2287382496	2.244E+11	NaN	NaN	NaN	25.04644823	0	0	NaN	2287382496	2.244E+11	1201188912	12.42754077	1.48559E+11	25.04644823	4488758461	4.40362E+11	2979645657	7.76429183	3.9248E+11	49.1511396	-2197350509	-2.15568E+11	-2.20619E+11	-24.06061332	74.24166588	1
2053000000	51000	1.727104403	30551000000	3.74544554	NaN	17000000	13876378885	50961000000	NaN	2.388313355	56632000000	6.247640017	1.28295E+11	4.71162E+11	NaN	14.10962887	5.22039E+11	57.76281011	1.28294E+11	4.71161E+11	NaN	NaN	5.22039E+11	NaN	NaN	NaN	1.63622E+11	1.42171E+11	5.22123E+11	NaN	12.84535881	5.78671E+11	64.01045013	1.42171E+11	5.22122E+11	NaN	5.78671E+11	90.39110603	1.82603E+11	6.70608E+11	NaN	7.41896E+11	82.21419079	1.52434E+11	5.59813E+11	NaN	11.60652638	6.30405E+11	68.63111205	87332000000	10.70659716	38617291777	1.41822E+11	NaN	14.96579079	1.55935E+11	17.38688021	1814295491	6663000000	7290000000	40431587268	1.48485E+11	NaN	14.93827943	1.63225E+11	18.20374066	1.1293E+11	4.14737E+11	NaN	18.19529209	4.5376E+11	50.84530284	39503336731	1.45076E+11	1.76645E+11	17.78580921	119.4764149	3
9000000	107000	0.595702557	5643000000	0.862265257	NaN	2000000	26575978580	81247548276	42387180276	5.246970199	39365064827	12.41483929	1.25665E+11	3.84181E+11	2.21165E+11	7.558350522	2.13095E+11	58.70388322	1.2636E+11	3.86305E+11	2.25397E+11	7.770106471	2.15882E+11	5775.873499	6.823756252	2.65836E+11	2.59965E+11	1.52241E+11	4.65429E+11	2.63575E+11	7.191289088	2.52461E+11	71.11872251	1.52936E+11	4.67552E+11	2.67824E+11	2.55247E+11	190.8826073	2.02234E+11	6.18266E+11	3.32022E+11	3.23899E+11	94.47272137	53001614691	1.62035E+11	45746563404	7.33138151	46241699854	24.75944683	1.33509E+11	20.40054379	49993025190	1.52838E+11	66413144978	18.16078791	71438172351	23.35399886	0	0	0	49993025190	1.52838E+11	66413144978	18.16078791	71438172351	23.35399886	41169577638	1.25863E+11	37591264191	15.3754996	39575418471	19.2321682	11832037053	36172666183	6666281383	5.527278631	43.99161503	2
NaN	47000	3.293768987	78300000000	2.947831514	17.19030683	NaN	644208970.3	2.68017E+11	413472837.4	14.02576	1.35286E+11	10.09026915	4462405298	1.85654E+12	2824659569	8.31113382	1.2087E+12	69.89482077	4606454427	1.91647E+12	2982773037	8.29190583	1.32738E+12	971.6366816	8.154682078	9800173791	9329993703	5106614268	2.12456E+12	3223369532	8.860313451	1.34398E+12	79.98508992	5250663398	2.18449E+12	3384258974	1.46266E+12	159.7082129	7399026055	3.07829E+12	4580554959	1.92745E+12	115.8912213	1491344582	6.20459E+11	1050114870	-7.339011524	4.49175E+11	23.35898587	NaN	NaN	2268484280	9.4378E+11	1294381451	33.73845523	5.80615E+11	35.53135397	23927506.97	9954800000	2850120004	2292411787	9.53735E+11	1307735022	32.18460427	5.83465E+11	35.90613141	2505912893	1.04256E+12	1781658592	3.76099897	7.6195E+11	39.2502072	-1014568311	-4.22101E+11	-3.12775E+11	-15.89122133	62.60919306	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	170	NaN	NaN	NaN	NaN	NaN	181244441.2	489360000	NaN	NaN	NaN	15.58985832	844920728.4	2281286007	NaN	NaN	NaN	72.67640518	844920728.4	2281286007	NaN	NaN	NaN	NaN	NaN	1118706883	NaN	1026165170	2770646007	NaN	NaN	NaN	88.26626351	1026165170	2770646007	NaN	NaN	NaN	1468413310	3964716007	NaN	NaN	126.3065245	500734852.3	1351984125	NaN	NaN	NaN	43.07103352	NaN	NaN	442248140.3	1194070000	NaN	NaN	NaN	38.04026101	0	0	NaN	442248140.3	1194070000	NaN	NaN	NaN	38.04026101	806569019.5	2177736391	NaN	NaN	NaN	69.37755803	-305834167.2	-825752266	NaN	-26.30652451	112.4485915	2
