Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1327933096	2377000192	NaN	NaN	NaN	1356983233	2428999936	NaN	NaN	NaN	108.9237577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1439106176	2576000000	NaN	NaN	NaN	115.5156884	-82122942.53	-147000064	NaN	-6.591930743	224.4394461	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	45000	0.796068671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
106000000	120000	2.710555528	35400	5.707519839	NaN	NaN	1627671272	248680.5	NaN	NaN	NaN	40.09460134	1372252537	209656.8594	NaN	NaN	NaN	33.80284419	1107996308	169283	NaN	NaN	NaN	NaN	NaN	3875261338	NaN	2999923809	458337.3594	NaN	NaN	NaN	73.89744552	2735667581	417963.5	NaN	NaN	NaN	3673612247	561265.5	NaN	NaN	90.4924852	3465162191	529417.875	NaN	NaN	NaN	85.35771256	176162.4063	28.40255448	1239027943	189302.4063	NaN	NaN	NaN	30.52110845	-565339505.2	-86374.26563	NaN	673688438	102928.1406	NaN	NaN	NaN	16.59503968	3079197293	470449	NaN	NaN	NaN	75.85019776	385964897.9	58968.875	NaN	9.5075148	161.2079103	2
NaN	65000	4.749273954	4698000000	2.500385762	NaN	NaN	275058993.8	26026999808	88619697.18	19.87804442	27434688512	13.8521796	1903197161	1.80087E+11	2858731184	-2.106608158	2.35145E+11	95.84645286	1903197161	1.80087E+11	2215781974	-1.964366556	2.42716E+11	696.9090721	-0.562673473	5630176721	9805261383	2178256155	2.06114E+11	2530636499	-0.194227013	2.6258E+11	109.6986325	2178256155	2.06114E+11	2025084234	2.7015E+11	78.09045417	2533691725	2.39746E+11	2878749452	3.07011E+11	127.598632	225407393.9	21328799744	221963175.9	-10.00240614	27569076224	11.35168736	17498488832	9.313106075	355435462.5	33632489472	534745047.8	65.80772885	49660231680	17.89999954	0	0	NaN	355435462.5	33632489472	359254862.7	65.80772759	44431372288	17.89999954	773426093.2	73184157696	606176014.7	-6.40399505	79845744640	38.95032481	-548018699.3	-51855357952	-52276668416	-27.59863745	50.30201216	1
563000000	60000	4.96623718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
209000000	69000	0.492217254	3751000000	1.457038777	NaN	4000000	33948366848	33948366848	34558770595	0.444679206	32094804041	13.18690667	1.80085E+11	1.80085E+11	1.81444E+11	5.844919735	1.74824E+11	69.95233467	1.80085E+11	1.80085E+11	1.8126E+11	6.068413515	1.73608E+11	5266.070961	4.717712953	1.68071E+11	2.09059E+11	2.14034E+11	2.14034E+11	2.16028E+11	4.969562459	2.06918E+11	83.13924213	2.14034E+11	2.14034E+11	2.15839E+11	2.05703E+11	102.7948022	2.65365E+11	2.65365E+11	2.64293E+11	2.5815E+11	103.0782199	19364200448	19364200448	18638667782	15.29556893	18840402800	7.52183176	46755828731	18.16183831	51330895872	51330895872	47627759149	13.67226745	51231425163	19.9389778	0	0	0	51330895872	51330895872	47627759149	13.67226745	51231425163	19.9389778	27288760320	27288760320	25344516997	21.13103334	26682259500	10.60004851	-7924559872	-7924559872	-7841856700	-3.078216748	18.12188027	2
304000000	45000	2.941500737	NaN	NaN	NaN	NaN	148244906	21085999104	231683965.7	-3.199996736	75805786112	11.27201678	1302672455	1.85289E+11	1443208815	5.253025376	6.17561E+11	99.0505925	1240030817	1.76379E+11	1315779612	5.600005484	5.8554E+11	399.8673812	8.162006018	3247377113	4115705535	1450917448	2.06375E+11	1662952716	4.25766845	6.93367E+11	110.3226158	NaN	NaN	NaN	NaN	29.81015804	1759323930	2.50242E+11	1989578655	8.39452E+11	133.7727529	517226129.7	73569001472	695271971	15.90000109	2.97395E+11	39.32804013	NaN	NaN	266139188.9	37854998528	289007369	44.90000049	1.29639E+11	20.23627984	42267307.73	6012000256	16446341120	308406511	43867000832	327424223.5	116.5998947	1.46085E+11	23.45013708	961391389.3	1.36746E+11	1292104103	27.10000492	5.52586E+11	73.10079087	-444165259.6	-63176998912	-2.55191E+11	-33.77275074	112.428831	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	95618516.83	258170000	NaN	NaN	NaN	19.12030454	234755545.5	633839984	NaN	NaN	NaN	46.94276455	234755551.4	633840000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	330374062.3	892009984	NaN	NaN	NaN	66.06306908	330374068.2	892010000	NaN	NaN	NaN	492422201.7	1329539968	NaN	NaN	98.46693684	294074068.9	794000000	NaN	NaN	NaN	58.80436071	NaN	NaN	162048139.4	437529984	NaN	NaN	NaN	32.40386776	0	0	NaN	162048139.4	437529984	NaN	NaN	NaN	32.40386776	286407390.5	773299968	NaN	NaN	NaN	57.27129755	7666678.383	20700032	NaN	1.533063159	116.0756583	2
