Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
41000000	51000	0.62857854	10648000000	2.195463918	9.048158983	NaN	1015311230	50727000000	NaN	14.21126829	33772791773	10.45917526	9574900180	4.78381E+11	NaN	16.07367714	4.10016E+11	98.63533078	11392804312	5.69208E+11	NaN	NaN	3.78964E+11	NaN	NaN	31080534627	28752607548	10590211410	5.29108E+11	NaN	15.92981322	4.43789E+11	109.094506	12408115543	6.19935E+11	NaN	4.12737E+11	125.0579894	13685246350	6.83743E+11	NaN	5.4674E+11	140.9778457	1749491274	87408118042	NaN	-6.271627117	87408118042	18.02229238	37345000000	7.7	3095034940	1.54634E+11	NaN	4.965485159	1.02952E+11	31.88333971	NaN	NaN	NaN	3095034940	1.54634E+11	NaN	4.965485159	1.02952E+11	31.88333971	5727363904	2.86151E+11	NaN	9.633227588	2.86151E+11	59.00013812	-3977872629	-1.98743E+11	-1.98743E+11	-40.97784574	77.0224305	0
31000000	117000	1.829035299	1.559E+11	3.362231661	NaN	NaN	9235083856	7.08386E+11	NaN	10.07687371	3307820662	15.27747908	24652971318	1.89103E+12	NaN	-54.88942913	-673610638.1	40.78308972	24652971318	1.89103E+12	NaN	NaN	586787130.8	NaN	NaN	22390352023	17171118512	33888055174	2.59942E+12	NaN	74.24718338	2634210023	56.06056879	33888055174	2.59942E+12	NaN	3894607792	53114.56138	42046773449	3.22524E+12	NaN	6072232775	69.55743029	44706988786	3.42929E+12	NaN	16.07357685	2968062439	73.95818991	94479280803	2.037596082	8158718275	6.25823E+11	NaN	27.1807125	3438022749	13.4968615	0.02607358	2	2	8158718275	6.25823E+11	NaN	27.18071252	3438022751	13.4968615	26304758768	2.01773E+12	NaN	47.88657547	4316104905	43.51562021	18402230018	1.41156E+12	-1348042465	30.44256971	117.4738101	2
5000000	14500	1.005186774	17619000000	1.820144628	NaN	NaN	965499469.1	87308089439	544380248.1	10.67416904	1.68528E+11	9.019430727	9357049748	8.46138E+11	6434810055	22.02479901	5.29296E+11	87.41098749	9357049748	8.46138E+11	3708454186	16.10821189	4.06222E+11	1169.983006	15.62988341	15382043495	16410622997	10322549217	9.33446E+11	6725339355	19.07547482	6.97824E+11	96.43041821	10322549217	9.33446E+11	4360638385	5.81718E+11	141.6802272	13507949665	1.2215E+12	7658146732	8.6215E+11	126.1875539	3080498369	2.78563E+11	1491257544	7.774640834	1.85223E+11	28.77716927	2.31011E+11	23.86477273	3185400448	2.88049E+11	NaN	NaN	NaN	29.75713566	0	0	NaN	3185400448	2.88049E+11	1328676644	10.61346223	1.64326E+11	29.75713566	5883787194	5.32059E+11	3819251522	28.17804403	5.03073E+11	54.96472314	-2803288825	-2.53496E+11	-3.17851E+11	-26.18755387	83.74189241	1
970000000	51000	1.470805727	36443000000	3.843971242	NaN	3000000	15300204658	56190000000	NaN	-0.780477469	56190000000	5.92686508	1.60954E+11	5.91104E+11	NaN	13.22985447	5.91104E+11	62.34905955	1.60954E+11	5.91104E+11	NaN	NaN	5.91104E+11	NaN	NaN	NaN	1.85269E+11	1.76254E+11	6.47294E+11	NaN	11.85872456	6.47294E+11	68.27592463	1.76254E+11	6.47294E+11	NaN	6.47294E+11	100	2.37594E+11	8.72564E+11	NaN	8.72564E+11	92.03717924	1.8669E+11	6.8562E+11	NaN	8.75865515	6.8562E+11	72.31851283	1.53646E+11	16.20642662	59315182089	2.17835E+11	NaN	39.69602719	2.17835E+11	22.97701824	2024506525	7435000000	7435000000	61339688614	2.2527E+11	NaN	38.0119467	2.2527E+11	23.76125461	1.66134E+11	6.10128E+11	NaN	34.46050776	6.10128E+11	64.35569207	20556025094	75492000000	75492000000	7.962820762	136.6742049	3
24000000	107000	0.590933349	7109000000	0.875001416	NaN	NaN	33705493677	1.05013E+11	45591868888	7.560513793	42341265983	12.9254367	1.52769E+11	4.75971E+11	2.41699E+11	9.284518986	2.3288E+11	58.58419204	1.52739E+11	4.75876E+11	2.45609E+11	8.967434099	2.35241E+11	6238.790913	8.0146737	3.09485E+11	2.83277E+11	1.86475E+11	5.80984E+11	2.87338E+11	9.015702423	2.75222E+11	71.50962874	1.86444E+11	5.8089E+11	2.9126E+11	2.77582E+11	218.1779714	2.49583E+11	7.77606E+11	3.65003E+11	3.56409E+11	95.71057909	64218326991	2.0008E+11	49906047471	9.092451447	50446203961	24.62654689	NaN	NaN	63108504403	1.96622E+11	75476675132	13.64719312	81187477695	24.20095035	0	0	0	63108504403	1.96622E+11	75476675132	13.64719312	81187477695	24.20095035	53032859707	1.6523E+11	45294659195	20.4925138	47685416564	20.33712598	11185467284	34849650181	2760787397	4.28942091	44.96367288	2
1000000	42000	2.972056771	95800000000	3.041961863	17.84934829	NaN	936571562.2	3.20382E+11	435051843.6	5.218965833	1.42347E+11	10.17318416	6629386986	2.26778E+12	3326555095	17.76835454	1.42346E+12	72.00941967	6584270931	2.25235E+12	3377196734	13.22338949	1.5029E+12	1098.567955	13.06365594	11346234355	10563735109	7565958548	2.58816E+12	3755390675	16.50512416	1.56581E+12	82.18260383	7520842493	2.57273E+12	3806717224	1.64525E+12	166.8582318	11044326473	3.77804E+12	5378127354	2.26422E+12	119.9651705	1766283618	6.0421E+11	1013273797	-3.508289831	4.33416E+11	19.18564395	NaN	NaN	3400382367	1.1632E+12	1529546062	18.16810736	6.86102E+11	36.93547554	77985558.93	26677300000	12314191357	3478367926	1.18988E+12	1565377202	19.70140553	6.98416E+11	37.78256666	3604332612	1.23297E+12	2013181585	12.99480126	8.60964E+11	39.15081444	-1838048994	-6.2876E+11	-4.27548E+11	-19.96517049	58.33645838	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	170	NaN	NaN	NaN	NaN	NaN	202922218.6	547890000	NaN	NaN	NaN	15.66001833	891972680.3	2408326279	NaN	NaN	NaN	68.83577666	914063201.3	2467970687	NaN	NaN	NaN	NaN	NaN	1227398106	NaN	1094894899	2956216279	NaN	NaN	NaN	84.49579498	1116985420	3015860687	NaN	NaN	NaN	1668539333	4505056279	NaN	NaN	128.7653797	550485448.1	1486310736	NaN	NaN	NaN	42.48234749	NaN	NaN	573644434.3	1548840000	NaN	NaN	NaN	44.26958474	0	0	NaN	573644434.3	1548840000	NaN	NaN	NaN	44.26958474	923226689.6	2492712106	NaN	NaN	NaN	71.24772722	-372741241.6	-1006401370	NaN	-28.76537973	113.7300747	2
