Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1156983158	2070999808	NaN	NaN	NaN	1107821288	1983000064	NaN	NaN	NaN	115.5594443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1306145208	2337999872	NaN	NaN	NaN	136.2470788	-198323919.3	-354999808	NaN	-20.6876345	251.8065231	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	45000	0.842894814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	128000	3.114544937	200	7.565727256	NaN	20000000	2420451114	1107.116455	NaN	NaN	NaN	41.8807057	3261908974	1492.000015	NaN	NaN	NaN	56.4403259	3261908940	1492	NaN	NaN	NaN	NaN	NaN	5016374025	NaN	5682360088	2599.11647	NaN	NaN	NaN	98.3210316	5682360055	2599.116455	NaN	NaN	NaN	5891440693	2694.750122	NaN	NaN	101.9387222	3975722402	1818.498901	NaN	NaN	NaN	68.79133351	1.349650741	0.051055447	209080605.6	95.63365173	NaN	NaN	NaN	3.617690627	0	0	NaN	209080605.6	95.63365173	NaN	NaN	NaN	3.617690627	4087768804	1869.749023	NaN	NaN	NaN	70.73005574	-112046401.7	-51.25012207	NaN	-1.938722227	139.5213892	2
NaN	65000	4.595089347	2475000000	4.649458883	NaN	NaN	139619499.4	10476000256	80902833.51	-11.27838199	25045719040	19.6798919	1079374824	80988192768	2932768098	17.90028427	2.41235E+11	152.1419282	1079374605	80988176384	2260107058	23.16671752	2.47571E+11	691.8025155	24.09837095	5434992450	10001408402	1218994323	91464193024	2566304648	14.36264114	2.66281E+11	171.8218201	1218994105	91464176640	2043572552	2.72617E+11	34.31934119	1255885788	94232251904	2548613637	2.74575E+11	177.0218123	81519208.08	6116590080	144398362.5	55.59995949	17935089664	11.49043801	614060032	1.153554291	36891478.48	2768059904	99821982.18	-29.46790551	9270179840	5.199992205	0	0	NaN	36891478.48	2768059904	67062862.48	-29.46790303	8294097920	5.199992205	627952423.2	47116840960	591408069.8	213.2999041	77900505088	88.51224837	-546433215.1	-41000250880	-59965415424	-77.02181036	100.0026864	1
199000000	55000	5.252367445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
28000000	65000	0.4789101	3038000000	1.340463622	NaN	NaN	6807417501	6743699968	NaN	NaN	NaN	2.975538013	1.87271E+11	1.85518E+11	NaN	NaN	NaN	81.85652654	1.87271E+11	1.85518E+11	NaN	NaN	NaN	NaN	NaN	1.8887E+11	NaN	1.94079E+11	1.92262E+11	1.95358E+11	13.20640147	1.8712E+11	84.83219626	1.94079E+11	1.92262E+11	1.96341E+11	1.8712E+11	101.4684797	2.3229E+11	2.30116E+11	2.32486E+11	2.26786E+11	101.534602	15095292555	14954000384	15546730782	-1.029694419	15715000320	6.598187464	NaN	NaN	38211660838	37853999104	36875578635	32.6434665	39665700864	16.70240577	0	0	0	38211660838	37853999104	36875578635	32.6434665	39665700864	16.70240577	18606153887	18432000000	18224755350	65.68396165	19186700288	8.132793113	-3510861332	-3477999616	-3471699968	-1.534605649	14.73098058	2
NaN	20000	1.233544482	6500000	2.095489753	NaN	NaN	236021087.2	57530000	234190727.6	-12.89999853	76625985536	18.54669623	1288577561	314090016	1863532435	-12.98519015	7.97421E+11	101.2572939	1198033685	292020000	1702190481	-13.59999635	7.57499E+11	493.3971261	-12.04449376	NaN	5324383140	1524598714	371620032	2096291061	-12.97773455	8.74047E+11	119.8039952	NaN	NaN	NaN	NaN	0.042695861	1545357673	376680016	2090789389	8.8224E+11	121.4352534	506749951.3	123520000	1199779059	-58.79999785	5.13192E+11	39.82075297	NaN	NaN	217190272.2	52940000	216326454.7	-87.1999999	97036591104	17.06695808	-196431247.3	-47880000	-88843624448	20759024.88	5060000	18363104.91	-98.70012014	8192966656	1.631258177	779530102.3	190010000	1841674440	-57.10000076	7.87617E+11	61.25600122	-272780151.1	-66490000	-2.74425E+11	-21.43524826	101.0767542	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	77488887.52	209220000	NaN	NaN	NaN	18.28590407	186937039.7	504730016	NaN	NaN	NaN	44.11358691	186937027.8	504729984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	264425927.2	713950016	NaN	NaN	NaN	62.39949098	264425915.3	713949984	NaN	NaN	NaN	411859263.8	1112020032	NaN	NaN	97.19095511	407266647.6	1099619968	NaN	NaN	NaN	96.10718501	NaN	NaN	147433336.7	398070016	NaN	NaN	NaN	34.79146413	0	0	NaN	147433336.7	398070016	NaN	NaN	NaN	34.79146413	395362956	1067480000	NaN	NaN	NaN	93.29814012	11903691.64	32139968	NaN	2.809044889	189.4053251	2
