Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
1749000000	NaN	NaN	25905000000	1.861887546	NaN	126000000	2.46859E+11	2.5038E+11	1.0166E+11	4.156838311	2.3403E+11	17.9957307	7.27087E+11	7.37458E+11	3.51787E+11	3.874546306	7.09754E+11	53.00381649	7.2634E+11	7.367E+11	3.52432E+11	3.296717707	7.08945E+11	15580.14246	1.831788084	4.65853E+11	4.36133E+11	9.73946E+11	9.87838E+11	4.52989E+11	3.944403449	9.43784E+11	70.9995472	9.73199E+11	9.8708E+11	4.5418E+11	9.42975E+11	103.100332	1.35122E+12	1.37049E+12	6.59221E+11	1.32928E+12	98.50208074	2.93976E+11	2.98169E+11	1.07091E+11	0.157195446	3.00098E+11	21.43050175	NaN	NaN	3.71815E+11	3.77118E+11	1.91635E+11	4.349188461	3.79638E+11	27.1048565	5455190055	5533000000	5855000000	3.7727E+11	3.82651E+11	1.96134E+11	5.093372591	3.85493E+11	27.50253355	2.73428E+11	2.77328E+11	1.92858E+11	10.74454332	3.22085E+11	19.93258249	20547915405	20841000000	-21987000000	1.497919257	41.36308424	3
6000000	NaN	NaN	2577000000	0.855269706	NaN	30000000	80763500625	58149720450	42752265490	2.65441713	50675102634	19.29906648	2.2472E+11	1.61798E+11	1.19285E+11	-1.070006425	1.406E+11	53.6986059	NaN	NaN	1.21168E+11	0.624019994	1.43231E+11	14392.25724	0.274674528	NaN	1.60908E+11	3.05484E+11	2.19948E+11	1.62043E+11	-0.109852765	1.91275E+11	72.99767238	NaN	NaN	1.63922E+11	1.93907E+11	115.5537627	4.06014E+11	2.9233E+11	2.15596E+11	2.52982E+11	97.02029477	2.37E+11	1.7064E+11	1.38206E+11	6.70103563	1.5542E+11	56.63297729	NaN	NaN	88241752961	63534062132	47566172670	5.656780671	54587303160	21.08605303	12289072222	8848132000	NaN	1.00531E+11	72382194132	53854197425	13.96212633	61707224933	24.02262239	2.2453E+11	1.61662E+11	1.22889E+11	6.970292196	1.37113E+11	53.65327206	12469588889	8978104000	18307156701	2.979705227	110.2862493	3
277000000	NaN	NaN	2452000000	4.897241806	NaN	NaN	7491203267	5915701256	2836230006	10.17547791	2537945823	11.81509768	20485799596	16177357107	11170740351	23.90536905	9832685914	32.31012624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27977002863	22093058363	14026082171	20.81650435	12370631738	44.12522392	NaN	NaN	NaN	NaN	183.1914719	38905013807	30722759863	19158978334	16770846123	61.36084176	39817351143	31443220240	14408240302	3.594954896	13265787292	62.79977679	1974537587	3.943632961	10928010944	8629701500	4921957764	11.97252752	4404319157	17.23561785	0	0	-4104772.361	10928010944	8629701500	4917370558	11.26977107	4400214385	17.23561785	15318714204	12096980103	12124214990	35.58775351	10848774379	24.16061855	24498636939	19346240137	2417012912	38.63915824	86.96039534	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	610758314.6	7.70212E+11	NaN	-9.531443275	66556783674	26.25819557	1946663307	2.45489E+12	NaN	19.62998593	2.78812E+12	83.69246004	1946663307	2.45489E+12	NaN	NaN	1.72413E+12	NaN	NaN	3531037624	3856793528	2557421622	3.2251E+12	NaN	18.73763788	2.85468E+12	109.9506556	2557421622	3.2251E+12	NaN	2.85468E+12	119.7584682	2984336607	3.76347E+12	NaN	3.14255E+12	128.304916	127592429.1	1.60904E+11	NaN	37.42747574	3.26244E+11	5.485552759	2.98529E+11	10.1775	426914985.1	5.38371E+11	NaN	6.224556701	2.87869E+11	18.35426044	0	0	0	426914985.1	5.38371E+11	NaN	6.617980402	2.87869E+11	18.35426044	785956891.9	9.9115E+11	NaN	35.13605826	1.90039E+12	33.79046881	-658364462.8	-8.30246E+11	-1.57415E+12	-28.30491605	39.27602157	0
22000000	NaN	NaN	4016000000	1.09040358	NaN	111000000	1.23265E+11	88751000000	57917518845	0.858046423	73796893664	24.09721317	2.7106E+11	1.95163E+11	NaN	NaN	NaN	52.98964985	NaN	NaN	1.43523E+11	0.805094368	1.71185E+11	13038.03671	-0.222507709	NaN	1.85247E+11	3.94325E+11	2.83914E+11	NaN	NaN	NaN	77.08686303	NaN	NaN	2.01468E+11	2.44981E+11	114.4160598	5.03807E+11	3.62741E+11	2.62183E+11	3.17037E+11	98.48956297	4.34628E+11	3.12932E+11	2.39684E+11	4.387341707	2.74382E+11	84.96568052	NaN	NaN	1.06694E+11	76820000000	58226878925	5.220138259	66853139376	20.85776967	2787500000	2007000000	NaN	1.09482E+11	78827000000	NaN	NaN	NaN	21.40269994	4.26901E+11	3.07369E+11	2.29596E+11	4.858639069	2.63373E+11	83.45524349	7726388889	5563000000	11008391288	1.51043703	168.420924	3
0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6266168330	2.95679E+12	NaN	NaN	NaN	85.89833537	NaN	NaN	NaN	NaN	NaN	8263784755	3.8994E+12	NaN	NaN	113.2822032	1085265470	5.121E+11	NaN	NaN	NaN	14.87711347	5.76654E+11	16.75248388	1997616425	9.42608E+11	NaN	NaN	NaN	27.38386788	0	0	NaN	1997616425	9.42608E+11	NaN	NaN	NaN	27.38386788	2054184378	9.693E+11	NaN	NaN	NaN	28.15931672	-968918908	-4.572E+11	NaN	-13.28220324	43.03643019	0
164000000	NaN	NaN	1.06345E+11	1.350421273	NaN	NaN	6055388583	4.31109E+11	5276671197	8.160351957	2.12905E+11	5.474434758	86604491724	6.16574E+12	59788343884	5.686217066	2.53608E+12	78.29565902	82886482094	5.90104E+12	60708479438	5.087074954	2.48758E+12	403.3955998	3.82910033	1.66539E+11	1.47544E+11	92659880306	6.59685E+12	64983862931	5.873784744	2.74898E+12	83.77009378	88941870677	6.33215E+12	65960582264	2.70048E+12	222.2681889	1.2002E+11	8.54472E+12	89997762096	3.84433E+12	108.5050191	25110923596	1.78775E+12	20593213228	30.35937615	8.81816E+11	22.70178223	1.53208E+12	19.45505686	27359826334	1.94786E+12	24353431450	9.822875225	1.09535E+12	24.7349253	0	0	NaN	27359826334	1.94786E+12	24353431450	9.822875225	1.09535E+12	24.7349253	34518505877	2.45752E+12	22083157743	32.55163557	8.77293E+11	31.20680131	-9407582281	-6.69766E+11	NaN	-8.505019079	53.90858355	0
25000000	NaN	NaN	1112000000	1.477439494	NaN	NaN	8234140952	11580976160	2751269865	0.3	6764120310	15.38686291	32819941654	46159880439	13432428380	0.172373977	31559958029	61.32952373	32187973811	45271044000	13599002746	0.5	31830569538	1819.021234	1.283580056	55641300144	48183934596	41054082606	57740856599	16148416106	0.194876096	38324078339	76.71638664	40422114763	56852020160	16319154000	38594689848	155.2171953	54362897056	76459149589	20912127854	49259458306	101.5861216	33926634543	47716397875	14121618965	7.423257723	29347856773	63.3975636	13965481568	18.55499462	12467881744	17535556177	4574902113	-3	10464236184	23.29831227	840932706.4	1182736813	471143782.2	13308814450	18718292990	4820094706	-3.75704569	10935379966	24.869735	34775433240	48910197875	15459839079	2.867254514	32416617629	64.98368524	-848798696.5	-1193800000	-3068760856	-1.586121644	128.3812488	2
NaN	NaN	NaN	330000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	346000000	1.359581701	NaN	119000000	3991328551	5615546163	NaN	NaN	NaN	22.06587805	14429072897	20300790556	NaN	NaN	NaN	79.77047214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18420401448	25916336719	NaN	NaN	NaN	101.8363502	NaN	NaN	NaN	NaN	233.9910356	22167662023	31188494719	11310100544	13328927168	122.5529096	7647110829	10759000000	3721416037	12.64416698	4764220841	42.27670383	3441911006	13.52473763	3747260576	5272158000	NaN	NaN	NaN	20.71655937	0	0	NaN	3747260576	5272158000	NaN	NaN	NaN	20.71655937	11726534799	16498490832	6681720560	7.940788557	6672407632	64.82961339	-4079423970	-5739490832	-1908186791	-22.55290956	107.1063172	2
85000000	NaN	NaN	2.977E+12	1.085378885	NaN	59000000	7458482895	3.71032E+13	2596285874	1.548	1.86181E+12	13.52739301	31199356112	1.55205E+14	18555091430	3.291568344	1.33733E+13	56.58603201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38657839007	1.92309E+14	21165002627	3.07529129	1.52351E+13	70.11342502	NaN	NaN	NaN	NaN	1173.321362	59387907443	2.95433E+14	35464950918	2.51792E+13	107.7113906	37400217789	1.86052E+14	16595691962	11.26770437	1.113E+13	67.83248709	9.37565E+13	34.18250776	20730068436	1.03124E+14	13980707331	5.5	1.00258E+13	37.59796554	0	0	-81703503018	20730068436	1.03124E+14	13866773832	0.519227139	9.94408E+12	37.59796554	41651981194	2.07203E+14	24680398303	4.02216741	1.66744E+13	75.54387765	-4251763405	-2.1151E+13	-5.54441E+12	-7.711390558	143.3763647	2
NaN	NaN	NaN	31400000	1.065128901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
26000000	NaN	NaN	2438000000	1.438789481	NaN	NaN	3218885961	22329291203	1863881569	9.024198077	3883477913	13.17766583	16384140289	1.13656E+11	9334846147	5.469375509	24384380398	67.0743631	14847713794	1.02998E+11	9309530527	5.183352569	24318251220	922.8222504	3.533269898	30694887616	25762779331	19603026250	1.35985E+11	11183510468	5.943944217	28267858312	80.25202893	18066599755	1.25327E+11	11183510468	28267858312	471.307717	23457491161	1.62724E+11	13816992186	34526007247	96.03166548	8663970412	60101637850	2984643630	4.208395	10679997442	35.46907479	11315319775	6.677753514	NaN	NaN	2399096453	12.94117597	6271791784	NaN	NaN	NaN	-13642848.44	3854464911	26738278547	2410780148	9.978161917	6258148935	15.77963655	7694632107	53377374379	3938295161	9.234786717	10962004689	31.50074027	969338305	6724263472	-282007246.9	3.968334517	66.96981506	1
266000000	NaN	NaN	59228000000	1.429586907	NaN	27000000	5.12095E+11	8.56648E+11	1.74595E+11	1.926939058	3.19422E+11	20.67692248	1.49417E+12	2.49949E+12	6.42115E+11	3.953888654	1.17475E+12	60.33021845	1.49417E+12	2.49949E+12	6.28065E+11	4.094706653	1.14904E+12	3193.739165	3.190329068	1.36697E+12	1.13391E+12	2.00627E+12	3.35614E+12	8.1671E+11	3.513824144	1.49417E+12	81.00714093	2.00627E+12	3.35614E+12	8.0266E+11	1.46847E+12	227.2550952	2.49482E+12	4.1734E+12	1.00379E+12	1.83644E+12	100.7334031	2.94453E+11	4.9257E+11	1.25684E+11	4.489496164	2.29938E+11	11.88916767	6.77703E+11	16.35771694	4.77467E+11	7.98721E+11	1.87082E+11	4.714406162	3.42267E+11	19.27873783	11083621047	18541000000	0	4.88551E+11	8.17262E+11	1.87082E+11	4.714406162	3.42267E+11	19.72626215	3.12617E+11	5.22954E+11	1.84864E+11	9.748968024	3.38208E+11	12.62254662	-18163245882	-30384000000	-1.0827E+11	-0.733378952	24.5117143	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
245000000	NaN	NaN	521000000	NaN	NaN	24000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
