Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1569832364	2809999872	NaN	NaN	NaN	1347486062	2412000000	NaN	NaN	NaN	102.0304569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1596648007	2857999872	NaN	NaN	NaN	120.8967797	-249161945	-445999872	NaN	-18.86632284	222.9272365	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	383000	6.583951922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1000000	122000	2.677341116	643000	4.706501677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
26000000	86500	6.421837776	4719000000	2.099713037	8.217389033	NaN	330850346.5	30669000704	96869476.01	9.309193209	29988636672	13.64613279	2118782744	1.96406E+11	3135834641	9.693232401	2.57938E+11	87.39054071	2191517674	2.03148E+11	2318671952	4.6435064	2.53986E+11	738.1714927	5.920775344	6057278845	10260569323	2449633091	2.27075E+11	2774921560	9.653107462	2.87927E+11	101.0366735	2522368021	2.33817E+11	2128714329	2.83975E+11	81.2648088	2958777871	2.74271E+11	3182025979	3.37503E+11	122.0366735	302465317.9	28037779456	270669481.8	21.94341729	33618673664	12.47537425	28767359599	12.8	509144780.1	47196449341	596666430.9	11.57960851	55410692096	21	0	0	NaN	509144780.1	47196449341	400855156.8	11.579605	49576349696	21	836744236	77564100608	626385478.6	3.333926691	82507743232	34.51204774	-534278918.1	-49526321152	-48889069568	-22.03667349	46.98742198	1
423000000	71000	5.509725846	NaN	NaN	NaN	28000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
43000000	98500	0.686109936	3801000000	1.473073803	NaN	4000000	34445832192	34445832192	34821605266	0.760544044	32338899161	13.34944831	1.78401E+11	1.78401E+11	1.73635E+11	-4.303628847	1.673E+11	69.13931639	1.78401E+11	1.78401E+11	1.73325E+11	-4.377680576	1.66008E+11	4972.722307	-5.570541245	1.65581E+11	1.99907E+11	2.12847E+11	2.12847E+11	2.08428E+11	-3.518132237	1.99639E+11	82.48876628	2.12847E+11	2.12847E+11	2.08121E+11	1.98347E+11	106.1291856	2.59132E+11	2.59132E+11	2.50279E+11	2.44167E+11	100.4265028	24896999424	24896999424	22837613825	22.52814467	23084796000	9.648807583	42373566159	16.42183379	46285078528	46285078528	41396117082	-13.08405472	44528277463	17.93773655	0	0	0	46285078528	46285078528	41396117082	-13.08405472	44528277463	17.93773655	25997500416	25997500416	22859073956	-9.806630132	24065629000	10.07530566	-1100500992	-1100500992	-980833000	-0.426498075	19.72411324	2
47000000	61000	4.072915087	21200000000	4.05931198	NaN	NaN	164011070.1	58336002048	232378994.9	0.299990188	76033196032	11.17000151	1595539986	5.67507E+11	1530535388	6.050861933	6.54929E+11	108.664519	1558290687	5.54258E+11	1435515549	9.099999351	6.38825E+11	445.3734096	11.3802802	3801730642	4490234711	1759551102	6.25843E+11	1753119836	5.422109632	7.30962E+11	119.8345237	NaN	NaN	NaN	NaN	84.58337466	2030081062	7.22066E+11	2024603038	8.53674E+11	138.2590136	351337822.2	1.24965E+11	335121071	-51.80000273	1.43344E+11	23.92792145	NaN	NaN	237191332.3	84365000704	239009099.1	-17.29999832	1.07211E+11	16.15395557	33338644.76	11857999872	15500260352	270529982.8	96223002624	275036427	-15.99997577	1.22712E+11	18.42448997	913101534.1	3.24775E+11	870878098.2	-32.60000519	3.72443E+11	62.18693351	-561763711.9	-1.9981E+11	-2.29098E+11	-38.25901205	86.11485496	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	200	NaN	NaN	NaN	NaN	NaN	107185183.3	289400000	NaN	NaN	NaN	21.68927476	270000018.9	729000064	NaN	NaN	NaN	54.63539283	269925921.2	728800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	377185202.2	1018400064	NaN	NaN	NaN	76.32466758	377111104.5	1018200000	NaN	NaN	NaN	545111125.2	1471800064	NaN	NaN	110.305031	421518499.2	1138099968	NaN	NaN	NaN	85.2956562	386900000	28.99647686	167925923	453400000	NaN	NaN	NaN	33.98036342	0	0	NaN	167925923	453400000	NaN	NaN	NaN	33.98036342	472444436.1	1275600000	NaN	NaN	NaN	95.60068721	-50925936.88	-137500032	NaN	-10.30503101	180.8963434	2
