Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
989000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1009000000	NaN	NaN	NaN	NaN	NaN	NaN	2513636370	75.20800018	NaN	16.29579288	644919806.9	31.51802629	3650828351	109.2327843	NaN	2.516726812	1008525564	45.77706837	3429905744	102.6227798	NaN	NaN	1007826223	NaN	NaN	NaN	29491961567	6164464721	184.4407845	NaN	7.483969031	1653445371	77.29509465	5943542113	177.83078	NaN	1652746097	1.13641E-05	7106978116	212.6407852	NaN	1871163169	89.11309757	2633575960	78.79659271	NaN	6.457332592	649107936.9	33.02192685	18.5	7.752944964	945855589.5	28.29999924	NaN	-17.14471873	218489851.7	11.85991009	-3342194.991	-0.099998474	-772053.9259	942513394.5	28.20000076	NaN	-22.10204201	217717797.8	11.81800291	1765320008	52.81837463	NaN	-0.733639462	677316342.6	22.13502441	868255951.8	25.97821808	-28208405.68	10.88690243	55.15695126	2
NaN	NaN	NaN	955000000	5.615004704	NaN	NaN	201124992	1608999936	NaN	NaN	NaN	9.460253622	1370662528	10965300224	NaN	NaN	NaN	64.47142653	1370649984	10965199872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1571787520	12574300160	2933679174	-0.940282361	3.044E+11	73.93168015	1571774976	12574199808	NaN	NaN	NaN	2186287520	17490300160	NaN	NaN	102.8357238	348287488	2786299904	NaN	NaN	NaN	16.38229012	NaN	NaN	670374976	5362999808	NaN	NaN	NaN	31.532219	-55875000	-447000000	NaN	614499968	4915999744	92324375.75	0.265150122	11418352640	28.90404365	408575008	3268600064	NaN	NaN	NaN	19.21801543	-60287520	-482300160	NaN	-2.835725306	35.60030555	1
46000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
68000000	NaN	NaN	2200000	1.980875547	NaN	NaN	5454545412	4800000	NaN	NaN	NaN	4.321910284	93037499273	81873000	NaN	NaN	NaN	73.71828348	93037499273	81873000	NaN	NaN	NaN	NaN	NaN	1.82969E+11	NaN	98492044685	86673000	1.62521E+11	-4.128783904	1.55668E+11	78.04019377	98492044685	86673000	1.63339E+11	1.55668E+11	0.056225886	1.22017E+11	107375000	1.96419E+11	1.90971E+11	96.68023266	12029545361	10586000	12856250469	18.71956546	12995399680	9.531612973	NaN	NaN	23524999816	20702000	32819752357	-3.519730895	35302998016	18.6400389	0	0	0	23524999816	20702000	32819752357	-3.519730895	35302998016	18.6400389	7839772666	6899000	7459424451	-9.208045333	7853150208	6.211845636	4189772695	3687000	5142249472	3.319767337	15.74345861	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	65566665.51	177030000	NaN	NaN	NaN	19.35854256	177325940.6	478780048	NaN	NaN	NaN	52.35544222	177325922.8	478780000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	242892606.1	655810048	NaN	NaN	NaN	71.71398478	242892588.3	655810000	NaN	NaN	NaN	377822239.3	1020120064	NaN	NaN	111.5519272	266674057.5	720019968	NaN	NaN	NaN	78.73545272	NaN	NaN	134929633.2	364310016	NaN	NaN	NaN	39.83794244	0	0	NaN	134929633.2	364310016	NaN	NaN	NaN	39.83794244	305800006.5	825660032	NaN	NaN	NaN	90.28737993	-39125948.94	-105640064	NaN	-11.55192722	169.0228326	2
