Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1922905140	3442000128	NaN	NaN	NaN	1724581078	3087000064	NaN	NaN	NaN	112.582054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2115642539	3787000064	NaN	NaN	NaN	138.1108639	-391061460.8	-700000000	NaN	-25.5288099	250.6929178	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	429000	7.016329125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
7000000	125500	2.620617859	105000000	5.993886236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5688468717	1298298177	NaN	NaN	NaN	74.11287212	NaN	NaN	NaN	NaN	NaN	7643229856	1744439827	NaN	NaN	99.58070354	5234977734	1194796418	NaN	NaN	NaN	68.20451243	364046991	20.78148808	1954761139	446141650.6	NaN	NaN	NaN	25.46783142	0	0	NaN	1954761139	446141650.6	NaN	NaN	NaN	25.46783142	5202795000	1187451246	NaN	NaN	NaN	67.78521597	32182733.66	7345172.579	NaN	0.419296465	135.9897284	2
NaN	67500	5.058694613	4442000000	1.378706629	5.240574952	NaN	237699395.9	34870501376	210574539	83.22173433	65189196873	10.82309577	2166576732	3.17837E+11	2885021179	-16.78932293	2.37308E+11	98.65009282	2042603954	2.9965E+11	2166388387	-16.79005258	2.37305E+11	700.665282	-16.23310418	6269017940	9586685258	2404276128	3.52707E+11	2915340217	-5.696160915	3.02497E+11	109.4731886	2280303350	3.34521E+11	2267538926	3.02494E+11	116.5608537	2773108528	4.06815E+11	3260120261	3.49015E+11	126.2671198	229986365.4	33738999808	207909652.2	-33.41357153	25823549456	10.47190065	40471121013	12.56141442	369612276.8	54222121013	454481554.3	-36.30358547	42206392320	16.82944568	-779976.6959	-114422581.3	4312018166	368832300.1	54107698432	376129845	-29.79603812	46518410486	16.79393123	806871179.6	1.18368E+11	699043150.2	-16.99727693	92078240496	36.73902502	-576884814.2	-84629002240	-66254691041	-26.26712436	47.21092567	1
687000000	65500	4.520555036	14848000000	5.130295973	NaN	32000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
111000000	104240	0.706132299	3339000000	1.140139547	NaN	NaN	35324694528	35324694528	36722563682	3.219584137	34104323301	12.06201893	2.07379E+11	2.07379E+11	2.01656E+11	8.82844827	1.94298E+11	70.81185977	2.07379E+11	2.07379E+11	1.99338E+11	8.976564642	1.90922E+11	5581.350829	7.671174451	2.01372E+11	2.29909E+11	2.42704E+11	2.42704E+11	2.38458E+11	7.95254748	2.28402E+11	82.87388289	2.42704E+11	2.42704E+11	2.36115E+11	2.25027E+11	104.8978923	2.99431E+11	2.99431E+11	2.92017E+11	2.8545E+11	102.244014	30834100224	30834100224	27577656398	12.17744078	27876142271	10.5286544	52310144266	17.86189403	56727150592	56727150592	53034725482	17.66286369	57047499571	19.3701311	0	0	0	56727150592	56727150592	53034725482	17.66286369	57047499571	19.3701311	37405900800	37405900800	34085389888	26.87155308	35884495974	12.77267049	-6571800576	-6571800576	-8008353704	-2.244016091	23.3013249	2
NaN	61000	4.155734986	31400000000	3.903846066	NaN	NaN	183897273.1	90220003328	221646552.8	-2.347545963	72521596928	11.21671991	1766043561	8.66421E+11	1730180247	10.30308267	7.40359E+11	107.7189217	1692912679	8.30543E+11	1599069678	7.288712817	7.11609E+11	510.0967573	8.566969841	4436872098	5001825430	1949940834	9.56641E+11	1949590150	9.042805799	8.1288E+11	118.9356416	NaN	NaN	NaN	NaN	116.5170156	2262519297	1.10999E+12	2258688772	9.52644E+11	138.0012047	332378724	1.63065E+11	335898561	-6.500001546	1.43677E+11	20.27326989	NaN	NaN	265666523.3	1.30336E+11	269163198.7	2.099997485	1.20737E+11	16.2041934	46911944.1	23015000064	18083381248	312578463.2	1.53351E+11	311142404.4	4.942219161	1.38821E+11	19.06556313	955405596.9	4.68722E+11	966068582.5	11.6	4.13152E+11	58.27447463	-623026872.9	-3.05657E+11	-2.69475E+11	-38.00120474	78.54774452	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	150	NaN	NaN	NaN	NaN	NaN	117811109	318090000	NaN	NaN	NaN	20.31745059	269407390.8	727399968	NaN	NaN	NaN	46.46141945	269407402.6	727400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	387218499.8	1045489968	NaN	NaN	NaN	66.77887004	387218511.7	1045490000	NaN	NaN	NaN	614851829.1	1660099968	NaN	NaN	106.0360247	443288881.1	1196880000	NaN	NaN	NaN	76.44864745	410200000	26.20081811	227633329.3	614610000	NaN	NaN	NaN	39.25715461	0	0	NaN	227633329.3	614610000	NaN	NaN	NaN	39.25715461	478288880.4	1291380000	NaN	NaN	NaN	82.4846721	-34999999.38	-94500000	NaN	-6.036024651	158.9333195	2
